Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
50000,1,1,1,1,8760,8760,1,23198.562,23513.13
,,,,,,,2,23090.427,22685.27
,,,,,,,3,22618.549,22484.25
,,,,,,,4,22491.546,22854.44
,,,,,,,5,22617.659,24041.48
,,,,,,,6,22909.846,25865.03
,,,,,,,7,23433.967,27819.86
,,,,,,,8,24304.298,29377.58
,,,,,,,9,24539.436,31334.9
,,,,,,,10,25193.319,32803.81
,,,,,,,11,25770.84,34501.32
,,,,,,,12,25612.42,35930.31
,,,,,,,13,25449.817,34008.13
,,,,,,,14,25215.124,33028.32
,,,,,,,15,24869.181,31952.84
,,,,,,,16,24991.823,33115.82
,,,,,,,17,25703.111,34468.93
,,,,,,,18,26172.408,38924.5
,,,,,,,19,25947.416,38539.12
,,,,,,,20,25326.107,37867.55
,,,,,,,21,25089.634,36396.07
,,,,,,,22,24566.403,34250.85
,,,,,,,23,23547.264,31100.05
,,,,,,,24,23010.594,27411.21
,,,,,,,25,22465.113,26341.4
,,,,,,,26,22235.582,25951.77
,,,,,,,27,22050.017,26485.29
,,,,,,,28,22152.901,27040.35
,,,,,,,29,22425.508,28714.86
,,,,,,,30,22708.617,31514.23
,,,,,,,31,23209.331,38932.9
,,,,,,,32,23297.708,45864.98
,,,,,,,33,23464.761,47123.86
,,,,,,,34,24232.92,45761.97
,,,,,,,35,24935.041,44701.92
,,,,,,,36,25062.044,43927.66
,,,,,,,37,24655.314,40845.87
,,,,,,,38,24450.703,39031.48
,,,,,,,39,24564.712,39332.59
,,,,,,,40,25114.999,42241.3
,,,,,,,41,27027.253,46489.57
,,,,,,,42,28005.007,46240.69
,,,,,,,43,28069.265,43675.91
,,,,,,,44,27575.315,43184.07
,,,,,,,45,27080.119,41475.21
,,,,,,,46,26314.541,32255.9
,,,,,,,47,25698.75,28236.41
,,,,,,,48,24801.096,26315.51
,,,,,,,49,24733.901,24663.2
,,,,,,,50,24553.676,23960.76
,,,,,,,51,24681.213,24076.12
,,,,,,,52,24996.273,24433.03
,,,,,,,53,25679.526,26078.09
,,,,,,,54,26917.783,30716.37
,,,,,,,55,28338.757,36872.64
,,,,,,,56,29412.72,39071.75
,,,,,,,57,30006.617,39382.95
,,,,,,,58,30227.604,38722.31
,,,,,,,59,29713.896,39006.67
,,,,,,,60,30411.033,38897.88
,,,,,,,61,29949.568,36811.77
,,,,,,,62,29670.553,35604.03
,,,,,,,63,30045.688,36076.24
,,,,,,,64,31174.475,39205.2
,,,,,,,65,33206.701,43016.46
,,,,,,,66,33959.552,43439.55
,,,,,,,67,33420.123,40203.84
,,,,,,,68,33327.385,39199.25
,,,,,,,69,32668.073,32368.47
,,,,,,,70,32129.445,30320.58
,,,,,,,71,31511.429,27920.93
,,,,,,,72,29114.57,25799.56
,,,,,,,73,29226.71,24147.83
,,,,,,,74,29469.235,23672.37
,,,,,,,75,29809.571,24070.67
,,,,,,,76,29449.477,24647.64
,,,,,,,77,29951.882,26383.36
,,,,,,,78,30980.722,31560.86
,,,,,,,79,32531.903,37953.95
,,,,,,,80,33593.05,40149.09
,,,,,,,81,33803.357,39938.28
,,,,,,,82,33463.555,39196.57
,,,,,,,83,32927.597,40209.47
,,,,,,,84,32994.258,40752.25
,,,,,,,85,32917.451,37951.85
,,,,,,,86,33048.459,37023.5
,,,,,,,87,33020.424,37783.07
,,,,,,,88,32965.333,41031.29
,,,,,,,89,33250.044,44461.57
,,,,,,,90,34016.245,44422.85
,,,,,,,91,33521.494,41439.47
,,,,,,,92,32839.665,40133.56
,,,,,,,93,31718.71,32756.71
,,,,,,,94,31166.109,30681.36
,,,,,,,95,29721.105,28537.58
,,,,,,,96,28145.36,26071.88
,,,,,,,97,27486.493,24702.56
,,,,,,,98,27015.95,23993.44
,,,,,,,99,27040.959,23724.39
,,,,,,,100,26312.316,23978.89
,,,,,,,101,26279.831,25628.61
,,,,,,,102,27610.114,30378.33
,,,,,,,103,29425.358,37027.21
,,,,,,,104,30444.052,38757.6
,,,,,,,105,30220.039,38560.03
,,,,,,,106,29018.895,37686.71
,,,,,,,107,28513.998,38270.83
,,,,,,,108,28165.741,38050.91
,,,,,,,109,27535.087,36303.1
,,,,,,,110,27380.583,35305.67
,,,,,,,111,27495.927,36577.64
,,,,,,,112,28468.786,39165.09
,,,,,,,113,30499.232,42812.38
,,,,,,,114,31775.225,43371.54
,,,,,,,115,31639.856,39506.05
,,,,,,,116,31532.7,38214.46
,,,,,,,117,31015.076,31740.52
,,,,,,,118,30241.755,28658.73
,,,,,,,119,29204.371,26226.85
,,,,,,,120,27533.307,23838.48
,,,,,,,121,26806.088,22399.43
,,,,,,,122,26604.77,21714.28
,,,,,,,123,26615.895,21528.73
,,,,,,,124,26823.443,21763.44
,,,,,,,125,27312.943,23259.95
,,,,,,,126,28517.647,27239.77
,,,,,,,127,30000.565,32707.53
,,,,,,,128,32503.957,34656.17
,,,,,,,129,32536.353,35379.43
,,,,,,,130,33034.664,35204.63
,,,,,,,131,32754.136,36277.26
,,,,,,,132,33080.321,36519.69
,,,,,,,133,32672.078,35753.72
,,,,,,,134,32551.038,35597.53
,,,,,,,135,31517.748,36273.57
,,,,,,,136,32113.158,38386.75
,,,,,,,137,32823.378,41574.59
,,,,,,,138,33040.627,40779.77
,,,,,,,139,32698.956,36793.09
,,,,,,,140,31884.873,35248.49
,,,,,,,141,31069.455,30095.46
,,,,,,,142,30265.518,27136.91
,,,,,,,143,29427.761,24774.2
,,,,,,,144,27456.144,23061.88
,,,,,,,145,26655.5,20876.27
,,,,,,,146,26111.799,20230.74
