Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2
1,0.262,1,1,0.0,0.0,0.0,0.8321,0.9138,0.9138,1,0.552743642,1,1
2,0.262,1,1,0.0,0.0,0.0,0.598,0.7669,0.7669,1,0.552743642,1,1
3,0.262,1,1,0.0,0.0,0.0,0.7456,0.9136,0.9136,1,0.552743642,1,1
4,0.262,1,1,0.0,0.0,0.0,0.2676,0.0885,0.0885,1,0.552743642,1,1
5,0.262,1,1,0.0,0.0,0.0,0.5592,0.2396,0.2396,1,0.552743642,1,1
6,0.262,1,1,0.0,0.0,0.0,0.302,0.3801,0.3801,1,0.552743642,1,1
7,0.262,1,1,0.0,0.0,0.0,0.162,0.7304,0.7304,1,0.552743642,1,1
8,0.262,1,1,0.01,0.00573076899,0.005269231009999999,0.7119,0.0549,0.0549,1,0.552743642,1,1
9,0.262,1,1,0.118026,0.06763797408137401,0.062190625918625994,0.5807,0.8013,0.8013,1,0.552743642,1,1
10,0.262,1,1,0.285107,0.163388235443193,0.150229464556807,0.2809,0.0788,0.0788,1,0.552743642,1,1
11,0.262,1,1,0.286077,0.16394412003522302,0.150740579964777,0.7997,0.7829,0.7829,1,0.552743642,1,1
12,0.262,1,1,0.269329,0.154346228130771,0.141915671869229,0.3205,0.4021,0.4021,1,0.552743642,1,1
13,0.262,1,1,0.315456,0.18078054625094403,0.166221053749056,0.341,0.544,0.544,1,0.552743642,1,1
14,0.262,1,1,0.393372,0.225432405913428,0.20727679408657199,0.8498,0.9077,0.9077,1,0.552743642,1,1
15,0.262,1,1,0.20765,0.11899941807735001,0.10941558192265,0.7727,0.7794,0.7794,1,0.552743642,1,1
16,0.262,1,1,0.070588,0.040452352146612004,0.037194447853388,0.3299,0.3466,0.3466,1,0.552743642,1,1
17,0.262,1,1,0.007994,0.0045811767306059995,0.0042122232693939995,0.322,0.9155,0.9155,1,0.552743642,1,1
18,0.262,1,1,0.0,0.0,0.0,0.8175,0.9142,0.9142,1,0.552743642,1,1
19,0.262,1,1,0.0,0.0,0.0,0.599,0.4706,0.4706,1,0.552743642,1,1
20,0.262,1,1,0.0,0.0,0.0,0.2359,0.6878,0.6878,1,0.552743642,1,1
21,0.262,1,1,0.0,0.0,0.0,0.8342,0.7396,0.7396,1,0.552743642,1,1
22,0.262,1,1,0.0,0.0,0.0,0.7266,0.7441,0.7441,1,0.552743642,1,1
23,0.262,1,1,0.0,0.0,0.0,0.2781,0.8766,0.8766,1,0.552743642,1,1
24,0.262,1,1,0.0,0.0,0.0,0.7535,0.9056,0.9056,1,0.552743642,1,1
25,0.262,1,1,0.0,0.0,0.0,0.6966,0.8529,0.8529,1,0.552743642,1,1
26,0.262,1,1,0.0,0.0,0.0,0.4874,0.1208,0.1208,1,0.552743642,1,1
27,0.262,1,1,0.0,0.0,0.0,0.5702,0.8989,0.8989,1,0.552743642,1,1
28,0.262,1,1,0.0,0.0,0.0,0.6449,0.871,0.871,1,0.552743642,1,1
29,0.262,1,1,0.0,0.0,0.0,0.6582,0.5229,0.5229,1,0.552743642,1,1
30,0.262,1,1,0.0,0.0,0.0,0.6006,0.3366,0.3366,1,0.552743642,1,1
31,0.262,1,1,0.0,0.0,0.0,0.5411,0.8664,0.8664,1,0.552743642,1,1
32,0.262,1,1,0.010797,0.006187511278503,0.005689188721496999,0.1095,0.25,0.25,1,0.552743642,1,1
33,0.262,1,1,0.136259,0.078086885180841,0.07179801481915898,0.1766,0.3614,0.3614,1,0.552743642,1,1
34,0.262,1,1,0.33587,0.19247933806713002,0.17697766193286998,0.0966,0.4886,0.4886,1,0.552743642,1,1
35,0.262,1,1,0.485758,0.278376688304442,0.255957111695558,0.0506,0.6749,0.6749,1,0.552743642,1,1
36,0.262,1,1,0.569,0.32608075553099997,0.29981924446899993,0.299,0.7869,0.7869,1,0.552743642,1,1
37,0.262,1,1,0.535808,0.307059187099392,0.28232961290060793,0.142,0.7966,0.7966,1,0.552743642,1,1
38,0.262,1,1,0.462535,0.265068123478965,0.24372037652103495,0.3492,0.2877,0.2877,1,0.552743642,1,1
39,0.262,1,1,0.287219,0.16459857385388102,0.15134232614611898,0.3771,0.0541,0.0541,1,0.552743642,1,1
40,0.262,1,1,0.102996,0.059024628289404,0.054270971710596,0.2437,0.118,0.118,1,0.552743642,1,1
41,0.262,1,1,0.006993,0.004007526754707,0.0036847732452929996,0.1414,0.2397,0.2397,1,0.552743642,1,1
42,0.262,1,1,0.0,0.0,0.0,0.8803,0.8878,0.8878,1,0.552743642,1,1
43,0.262,1,1,0.0,0.0,0.0,0.8733,0.9003,0.9003,1,0.552743642,1,1
44,0.262,1,1,0.0,0.0,0.0,0.4465,0.3875,0.3875,1,0.552743642,1,1
45,0.262,1,1,0.0,0.0,0.0,0.2886,0.176,0.176,1,0.552743642,1,1
46,0.262,1,1,0.0,0.0,0.0,0.7797,0.8957,0.8957,1,0.552743642,1,1
47,0.262,1,1,0.0,0.0,0.0,0.3091,0.1442,0.1442,1,0.552743642,1,1
48,0.262,1,1,0.0,0.0,0.0,0.7565,0.8705,0.8705,1,0.552743642,1,1
49,0.262,1,1,0.0,0.0,0.0,0.5044,0.4312,0.4312,1,0.552743642,1,1
50,0.262,1,1,0.0,0.0,0.0,0.4802,0.755,0.755,1,0.552743642,1,1
51,0.262,1,1,0.0,0.0,0.0,0.6929,0.822,0.822,1,0.552743642,1,1
52,0.262,1,1,0.0,0.0,0.0,0.0853,0.1908,0.1908,1,0.552743642,1,1
53,0.262,1,1,0.0,0.0,0.0,0.1707,0.3707,0.3707,1,0.552743642,1,1
54,0.262,1,1,0.0,0.0,0.0,0.3419,0.1649,0.1649,1,0.552743642,1,1
55,0.262,1,1,0.0,0.0,0.0,0.6177,0.5544,0.5544,1,0.552743642,1,1
56,0.262,1,1,0.005209,0.0029851575668910003,0.0027447424331089997,0.0677,0.8167,0.8167,1,0.552743642,1,1
57,0.262,1,1,0.055933,0.032053910191767,0.029472389808232996,0.5861,0.4377,0.4377,1,0.552743642,1,1
58,0.262,1,1,0.172704,0.098972672764896,0.09100172723510398,0.8278,0.8338,0.8338,1,0.552743642,1,1
59,0.262,1,1,0.297782,0.170651985138018,0.15690821486198198,0.6479,0.2781,0.2781,1,0.552743642,1,1
60,0.262,1,1,0.341632,0.195781407159168,0.18001379284083197,0.4463,0.898,0.898,1,0.552743642,1,1
61,0.262,1,1,0.391028,0.224089113662172,0.20604168633782796,0.3808,0.8312,0.8312,1,0.552743642,1,1
62,0.262,1,1,0.358275,0.20531912598922503,0.188783374010775,0.8576,0.8969,0.8969,1,0.552743642,1,1
63,0.262,1,1,0.219183,0.125608713953517,0.11549258604648298,0.836,0.8716,0.8716,1,0.552743642,1,1
64,0.262,1,1,0.095104,0.054501905402496,0.05011249459750399,0.7646,0.8136,0.8136,1,0.552743642,1,1
65,0.262,1,1,0.005409,0.003099772946691,0.0028501270533089996,0.5134,0.4422,0.4422,1,0.552743642,1,1
66,0.262,1,1,0.0,0.0,0.0,0.786,0.8286,0.8286,1,0.552743642,1,1
67,0.262,1,1,0.0,0.0,0.0,0.536,0.9144,0.9144,1,0.552743642,1,1
68,0.262,1,1,0.0,0.0,0.0,0.8167,0.9058,0.9058,1,0.552743642,1,1
69,0.262,1,1,0.0,0.0,0.0,0.7723,0.7839,0.7839,1,0.552743642,1,1
70,0.262,1,1,0.0,0.0,0.0,0.334,0.2036,0.2036,1,0.552743642,1,1
71,0.262,1,1,0.0,0.0,0.0,0.4611,0.5943,0.5943,1,0.552743642,1,1
72,0.262,1,1,0.0,0.0,0.0,0.1203,0.379,0.379,1,0.552743642,1,1
73,0.262,1,1,0.0,0.0,0.0,0.7681,0.615,0.615,1,0.552743642,1,1
74,0.262,1,1,0.0,0.0,0.0,0.5847,0.8777,0.8777,1,0.552743642,1,1
75,0.262,1,1,0.0,0.0,0.0,0.3985,0.7621,0.7621,1,0.552743642,1,1
76,0.262,1,1,0.0,0.0,0.0,0.2685,0.5493,0.5493,1,0.552743642,1,1
77,0.262,1,1,0.0,0.0,0.0,0.3102,0.1097,0.1097,1,0.552743642,1,1
78,0.262,1,1,0.0,0.0,0.0,0.5471,0.592,0.592,1,0.552743642,1,1
79,0.262,1,1,0.0,0.0,0.0,0.6098,0.3364,0.3364,1,0.552743642,1,1
80,0.262,1,1,0.009787,0.005608703610513001,0.005156996389487,0.3683,0.1605,0.1605,1,0.552743642,1,1
81,0.262,1,1,0.128398,0.07358192767780201,0.067655872322198,0.4228,0.1392,0.1392,1,0.552743642,1,1
82,0.262,1,1,0.323622,0.18546029220817803,0.170523907791822,0.5584,0.3924,0.3924,1,0.552743642,1,1
83,0.262,1,1,0.462231,0.264893908101669,0.24356019189833097,0.1574,0.8386,0.8386,1,0.552743642,1,1
84,0.262,1,1,0.484434,0.277617934490166,0.25525946550983397,0.4814,0.0929,0.0929,1,0.552743642,1,1
85,0.262,1,1,0.407108,0.23330419019809204,0.21451460980190798,0.594,0.628,0.628,1,0.552743642,1,1
86,0.262,1,1,0.324624,0.18603451526097603,0.171051884739024,0.1871,0.0544,0.0544,1,0.552743642,1,1
87,0.262,1,1,0.221765,0.127088398506735,0.11685310149326499,0.5174,0.5111,0.5111,1,0.552743642,1,1
88,0.262,1,1,0.069622,0.039898759862178,0.036685440137822,0.2257,0.7936,0.7936,1,0.552743642,1,1
89,0.262,1,1,0.007988,0.004577738269212,0.004209061730788,0.7516,0.8983,0.8983,1,0.552743642,1,1
90,0.262,1,1,0.0,0.0,0.0,0.2182,0.3764,0.3764,1,0.552743642,1,1
91,0.262,1,1,0.0,0.0,0.0,0.2989,0.1375,0.1375,1,0.552743642,1,1
92,0.262,1,1,0.0,0.0,0.0,0.129,0.2542,0.2542,1,0.552743642,1,1
93,0.262,1,1,0.0,0.0,0.0,0.813,0.8964,0.8964,1,0.552743642,1,1
94,0.262,1,1,0.0,0.0,0.0,0.145,0.5804,0.5804,1,0.552743642,1,1
95,0.262,1,1,0.0,0.0,0.0,0.4615,0.6565,0.6565,1,0.552743642,1,1
96,0.262,1,1,0.0,0.0,0.0,0.5467,0.2637,0.2637,1,0.552743642,1,1
97,0.262,1,1,0.0,0.0,0.0,0.2368,0.2385,0.2385,1,0.552743642,1,1
98,0.262,1,1,0.0,0.0,0.0,0.4335,0.9058,0.9058,1,0.552743642,1,1
99,0.262,1,1,0.0,0.0,0.0,0.6849,0.2739,0.2739,1,0.552743642,1,1
100,0.262,1,1,0.0,0.0,0.0,0.5578,0.1581,0.1581,1,0.552743642,1,1
101,0.262,1,1,0.0,0.0,0.0,0.4372,0.8362,0.8362,1,0.552743642,1,1
102,0.262,1,1,0.0,0.0,0.0,0.7091,0.6435,0.6435,1,0.552743642,1,1
103,0.262,1,1,0.0,0.0,0.0,0.2621,0.1649,0.1649,1,0.552743642,1,1
104,0.262,1,1,0.006201,0.0035536498506990003,0.003267450149301,0.7299,0.1656,0.1656,1,0.552743642,1,1
105,0.262,1,1,0.075193,0.043091371266507,0.039620928733492995,0.4858,0.8485,0.8485,1,0.552743642,1,1
106,0.262,1,1,0.139256,0.079804396647144,0.07337720335285598,0.0596,0.4346,0.4346,1,0.552743642,1,1
107,0.262,1,1,0.23994,0.13750407114606,0.12642992885393997,0.3088,0.204,0.204,1,0.552743642,1,1
108,0.262,1,1,0.329741,0.188966949753159,0.17374815024684098,0.7688,0.8327,0.8327,1,0.552743642,1,1
109,0.262,1,1,0.258375,0.14806874377912502,0.136143756220875,0.442,0.3401,0.3401,1,0.552743642,1,1
110,0.262,1,1,0.206627,0.11841316040967301,0.10887653959032699,0.723,0.901,0.901,1,0.552743642,1,1
111,0.262,1,1,0.138238,0.079221004363962,0.07284079563603799,0.4489,0.903,0.903,1,0.552743642,1,1
112,0.262,1,1,0.056555,0.032410364022945004,0.029800135977054998,0.6787,0.1331,0.1331,1,0.552743642,1,1
113,0.262,1,1,0.005001,0.002865957571899,0.002635142428101,0.2076,0.7819,0.7819,1,0.552743642,1,1
114,0.262,1,1,0.0,0.0,0.0,0.4373,0.9023,0.9023,1,0.552743642,1,1
115,0.262,1,1,0.0,0.0,0.0,0.641,0.3642,0.3642,1,0.552743642,1,1
116,0.262,1,1,0.0,0.0,0.0,0.2861,0.7693,0.7693,1,0.552743642,1,1
117,0.262,1,1,0.0,0.0,0.0,0.5452,0.88,0.88,1,0.552743642,1,1
118,0.262,1,1,0.0,0.0,0.0,0.5404,0.4294,0.4294,1,0.552743642,1,1
119,0.262,1,1,0.0,0.0,0.0,0.4421,0.7213,0.7213,1,0.552743642,1,1
120,0.262,1,1,0.0,0.0,0.0,0.3247,0.4648,0.4648,1,0.552743642,1,1
121,0.262,1,1,0.0,0.0,0.0,0.3941,0.89,0.89,1,0.552743642,1,1
122,0.262,1,1,0.0,0.0,0.0,0.7214,0.4424,0.4424,1,0.552743642,1,1
123,0.262,1,1,0.0,0.0,0.0,0.3103,0.3779,0.3779,1,0.552743642,1,1
124,0.262,1,1,0.0,0.0,0.0,0.4999,0.3024,0.3024,1,0.552743642,1,1
125,0.262,1,1,0.0,0.0,0.0,0.312,0.1603,0.1603,1,0.552743642,1,1
126,0.262,1,1,0.0,0.0,0.0,0.098,0.0936,0.0936,1,0.552743642,1,1
127,0.262,1,1,0.0,0.0,0.0,0.1866,0.7134,0.7134,1,0.552743642,1,1
128,0.262,1,1,0.002592,0.0014854153222080002,0.001365784677792,0.6742,0.9119,0.9119,1,0.552743642,1,1
129,0.262,1,1,0.047529,0.027237771932571004,0.025044128067429,0.3288,0.9137,0.9137,1,0.552743642,1,1
130,0.262,1,1,0.105455,0.060433824384045,0.05556667561595499,0.1455,0.418,0.418,1,0.552743642,1,1
131,0.262,1,1,0.177548,0.10174865726365201,0.093554142736348,0.4516,0.0443,0.0443,1,0.552743642,1,1
132,0.262,1,1,0.187337,0.10735850702796301,0.098712192972037,0.7522,0.5155,0.5155,1,0.552743642,1,1
133,0.262,1,1,0.174017,0.099725122733283,0.091693577266717,0.739,0.5124,0.5124,1,0.552743642,1,1
134,0.262,1,1,0.120045,0.068795016340455,0.06325448365954499,0.5633,0.5541,0.5541,1,0.552743642,1,1
135,0.262,1,1,0.068626,0.03932797527077401,0.036160624729226,0.1622,0.7112,0.7112,1,0.552743642,1,1
136,0.262,1,1,0.025145,0.014410018625355,0.013249481374645,0.1173,0.3397,0.3397,1,0.552743642,1,1
