Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.221588816281215e9
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,4.896176418815338e8
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,2.2394799422792225e9
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,1.8377079529937805e10
ERC_REST,NaturalGas_CCS100_Moderate,1,1,-1.090485975713883e-8
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,4.617316256771948e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.387660310704752e9
ERC_REST,Liion_Moderate,1,1,3.0643114443306546e9
ERC_REST,TEGS,1,1,5.745520844224012e7
