Deuterium exports,Deuterium inventory,Fixed plant power,Fusion Fleet Gross Electric,Imports,Fusion Fleet Net Electric,Fusion Fleet Thermal Power,Fusion Fleet Magnet & station power,Salt Heating,Tritium exports,Fusion Fleet Tritium Inventory,Var plant power,,Fusion Fleet Fusion Power
-4283.493766,0,654.4367108,1700.069897,7.17E-16,1.51E-09,4280.178781,1700.069897,33.86047403,2.07E-10,2.75E+06,356.6815651,,3292.445216
-4282.52685,0,654.4367108,1699.495472,7.18E-16,1.51E-09,4279.211874,1699.495472,33.36662397,-7.88E-11,2.75E+06,356.6009895,,3291.701442
-4283.404908,0,654.4367108,1700.017108,7.19E-16,1.51E-09,4280.089923,1700.017108,33.81508973,1.12E-10,2.75E+06,356.6741603,,3292.376864
-4283.092154,0,654.4367108,1699.831307,7.20E-16,1.51E-09,4279.777172,1699.831307,33.65535133,2.09E-10,2.75E+06,356.6480977,,3292.136286
-4283.038381,0,654.4367108,1699.799362,7.21E-16,1.51E-09,4279.7234,1699.799362,33.62788697,1.14E-10,2.75E+06,356.6436167,,3292.094923
-4280.845751,0,654.4367108,1698.496764,7.23E-16,1.52E-09,4277.530792,1698.496764,32.50800648,8.54E-12,2.75E+06,356.4608993,,3290.408301
-4281.657692,0,654.4367108,1698.979122,8.18E-16,1.50E-09,4278.342725,1698.979122,32.92270355,2.80E-10,2.75E+06,356.5285604,,3291.032865
-4283.25593,0,654.4367108,1699.928604,7.25E-16,1.56E-09,4279.940947,1699.928604,33.73899993,3.37E-11,2.75E+06,356.6617456,,3292.262267
-4280.190814,0,654.4367108,1698.10768,7.26E-16,1.56E-09,4276.875862,1698.10768,32.17349935,5.74E-11,2.75E+06,356.4063218,,3289.904509
-4283.864643,0,654.4367108,1700.290228,7.26E-16,1.58E-09,4280.549654,1700.290228,34.04989848,5.13E-12,2.75E+06,356.7124712,,3292.730503
-4283.369636,0,654.4367108,1699.996154,8.19E-16,1.52E-09,4280.054652,1699.996154,33.79707493,7.51E-12,2.75E+06,356.671221,,3292.349732
-4282.40624,0,654.4367108,1699.42382,7.24E-16,1.62E-09,4279.091265,1699.42382,33.30502261,8.62E-11,2.75E+06,356.5909388,,3291.608666
-4279.361813,0,654.4367108,1697.615186,8.18E-16,1.54E-09,4276.046868,1697.615186,31.75008867,-4.98E-11,2.76E+06,356.337239,,3289.266822
-4282.73192,0,654.4367108,1699.6173,7.24E-16,1.61E-09,4279.416942,1699.6173,33.47136284,2.88E-10,2.76E+06,356.6180785,,3291.859186
-4281.228106,0,654.4367108,1698.723914,7.23E-16,1.60E-09,4277.913143,1698.723914,32.70329346,-6.21E-11,2.76E+06,356.4927619,,3290.702418
-4281.519626,0,654.4367108,1698.8971,8.16E-16,1.55E-09,4278.20466,1698.8971,32.85218654,1.46E-10,2.76E+06,356.517055,,3290.926662
-4281.98123,0,654.4367108,1699.17133,7.21E-16,1.62E-09,4278.666259,1699.17133,33.08794964,1.44E-10,2.76E+06,356.5555216,,3291.281738
-4284.277084,0,654.4367108,1700.535251,8.14E-16,1.55E-09,4280.962091,1700.535251,34.2605517,1.03E-10,2.76E+06,356.7468409,,3293.047762
-4283.049337,0,654.4367108,1699.805871,8.13E-16,1.54E-09,4279.734356,1699.805871,33.63348276,1.78E-10,2.76E+06,356.6445297,,3292.103351
-4283.640804,0,654.4367108,1700.157249,7.18E-16,1.57E-09,4280.325817,1700.157249,33.93557302,2.87E-10,2.76E+06,356.6938181,,3292.558321
-4284.009193,0,654.4367108,1700.376102,7.19E-16,1.54E-09,4280.694202,1700.376102,34.12372694,-3.63E-12,2.76E+06,356.7245169,,3292.841694
-4284.344429,0,654.4367108,1700.575259,7.19E-16,1.51E-09,4281.029435,1700.575259,34.29494814,2.25E-10,2.76E+06,356.752453,,3293.099566
-4282.350748,0,654.4367108,1699.390853,7.19E-16,1.50E-09,4279.035774,1699.390853,33.27668033,-6.97E-11,2.76E+06,356.5863145,,3291.56598
-4281.879697,0,654.4367108,1699.111011,7.20E-16,1.50E-09,4278.564728,1699.111011,33.03609222,4.98E-11,2.76E+06,356.5470607,,3291.203637
-4281.313594,0,654.4367108,1698.774701,7.19E-16,1.50E-09,4277.998631,1698.774701,32.74695652,9.16E-11,2.76E+06,356.4998859,,3290.768178
-4282.370157,0,654.4367108,1699.402383,7.20E-16,1.49E-09,4279.055182,1699.402383,33.28659313,5.51E-11,2.76E+06,356.5879319,,3291.58091
-4282.152007,0,654.4367108,1699.272785,8.15E-16,1.43E-09,4278.837035,1699.272785,33.17517353,2.65E-10,2.76E+06,356.5697529,,3291.413104
-4282.968677,0,654.4367108,1699.757952,7.21E-16,1.50E-09,4279.653697,1699.757952,33.59228588,-8.55E-11,2.76E+06,356.6378081,,3292.041305
-4282.899966,0,654.4367108,1699.717133,7.22E-16,1.51E-09,4279.584987,1699.717133,33.55719223,1.83E-10,2.76E+06,356.6320823,,3291.988452
-4284.008204,0,654.4367108,1700.375515,8.18E-16,1.47E-09,4280.693213,1700.375515,34.12322173,1.46E-10,2.76E+06,356.7244344,,3292.840933
-4282.694167,0,654.4367108,1699.594871,7.25E-16,1.57E-09,4279.37919,1699.594871,33.45208065,-1.05E-10,2.76E+06,356.6149325,,3291.830146
-4282.903861,0,654.4367108,1699.719446,7.26E-16,1.56E-09,4279.588881,1699.719446,33.55918118,3.34E-10,2.76E+06,356.6324068,,3291.991447
-4283.76458,0,654.4367108,1700.230782,7.26E-16,1.59E-09,4280.449592,1700.230782,33.99879134,1.31E-10,2.76E+06,356.7041326,,3292.653532
-4281.749499,0,654.4367108,1699.033663,8.18E-16,1.55E-09,4278.434531,1699.033663,32.96959373,2.26E-10,2.76E+06,356.5362109,,3291.103485
-4281.706118,0,654.4367108,1699.007891,8.17E-16,1.56E-09,4278.391151,1699.007891,32.94743708,-5.72E-11,2.76E+06,356.5325959,,3291.070116
-4283.433305,0,654.4367108,1700.033979,7.23E-16,1.63E-09,4280.118321,1700.033979,33.82959376,2.28E-10,2.77E+06,356.6765267,,3292.398708
-4283.961672,0,654.4367108,1700.347871,8.16E-16,1.56E-09,4280.646682,1700.347871,34.09945596,-6.36E-11,2.77E+06,356.7205569,,3292.80514
-4282.564219,0,654.4367108,1699.517672,7.22E-16,1.62E-09,4279.249243,1699.517672,33.38571003,6.44E-11,2.77E+06,356.6041036,,3291.730187
-4284.347565,0,654.4367108,1700.577122,7.21E-16,1.61E-09,4281.032571,1700.577122,34.29654963,-4.36E-11,2.77E+06,356.7527142,,3293.101978
-4280.937932,0,654.4367108,1698.551527,8.14E-16,1.55E-09,4277.622972,1698.551527,32.55508775,3.20E-10,2.77E+06,356.468581,,3290.479209
-4285.532757,0,654.4367108,1701.281221,7.18E-16,1.58E-09,4282.217751,1701.281221,34.9018834,-8.82E-11,2.77E+06,356.8514792,,3294.013654
-4282.620928,0,654.4367108,1699.551362,7.17E-16,1.56E-09,4279.305952,1699.551362,33.41467413,1.23E-10,2.77E+06,356.6088293,,3291.773809
-4284.281907,0,654.4367108,1700.538116,8.08E-16,1.50E-09,4280.966914,1700.538116,34.26301523,1.93E-10,2.77E+06,356.7472428,,3293.051472
-4284.757077,0,654.4367108,1700.820405,7.14E-16,1.55E-09,4281.442079,1700.820405,34.50570715,3.76E-11,2.77E+06,356.78684,,3293.416984
-4281.05467,0,654.4367108,1698.620879,8.08E-16,1.49E-09,4277.739709,1698.620879,32.61471152,2.61E-11,2.77E+06,356.4783091,,3290.569007
-4283.492936,0,654.4367108,1700.069404,8.08E-16,1.48E-09,4280.177951,1700.069404,33.86005013,1.21E-10,2.77E+06,356.6814959,,3292.444578
-4281.802247,0,654.4367108,1699.065,7.14E-16,1.51E-09,4278.487278,1699.065,32.99653461,1.60E-10,2.77E+06,356.5406065,,3291.14406
-4279.596695,0,654.4367108,1697.754725,7.14E-16,1.52E-09,4276.281749,1697.754725,31.87005438,-7.95E-12,2.77E+06,356.3568124,,3289.447499
-4284.316667,0,654.4367108,1700.558766,8.09E-16,1.49E-09,4281.001673,1700.558766,34.28076839,4.90E-11,2.77E+06,356.7501394,,3293.07821
-4282.231119,0,654.4367108,1699.319784,7.15E-16,1.55E-09,4278.916146,1699.319784,33.21557982,2.10E-11,2.77E+06,356.5763455,,3291.473958
-4280.966939,0,654.4367108,1698.56876,8.10E-16,1.48E-09,4277.651979,1698.56876,32.56990332,9.53E-11,2.77E+06,356.4709983,,3290.501523
-4282.80526,0,654.4367108,1699.66087,7.17E-16,1.54E-09,4279.490282,1699.66087,33.50882127,-9.22E-11,2.77E+06,356.6241901,,3291.915601
-4277.961488,0,654.4367108,1696.783281,8.13E-16,1.47E-09,4274.646558,1696.783281,31.03487628,2.58E-10,2.77E+06,356.2205465,,3288.18966
-4281.005998,0,654.4367108,1698.591964,7.21E-16,1.41E-09,4277.691037,1698.591964,32.58985235,9.80E-11,2.77E+06,356.4742531,,3290.531567
-4280.749922,0,654.4367108,1698.439834,7.23E-16,1.40E-09,4277.434964,1698.439834,32.45906217,3.04E-10,2.77E+06,356.4529137,,3290.334588
-4281.048088,0,654.4367108,1698.616969,7.24E-16,1.38E-09,4277.733127,1698.616969,32.61134974,1.53E-10,2.77E+06,356.4777606,,3290.563944
-4283.119429,0,654.4367108,1699.847511,8.17E-16,1.34E-09,4279.804447,1699.847511,33.66928222,3.08E-10,2.77E+06,356.6503706,,3292.157267
-4283.137313,0,654.4367108,1699.858136,7.24E-16,1.33E-09,4279.822332,1699.858136,33.67841656,-9.63E-11,2.77E+06,356.651861,,3292.171024
-4281.033963,0,654.4367108,1698.608578,7.24E-16,1.28E-09,4277.719003,1698.608578,32.60413569,1.11E-10,2.77E+06,356.4765836,,3290.553079
-4280.862388,0,654.4367108,1698.506648,7.24E-16,1.26E-09,4277.547429,1698.506648,32.51650388,-7.57E-11,2.78E+06,356.4622857,,3290.421099
-4280.687572,0,654.4367108,1698.402793,7.18E-16,1.26E-09,4277.372615,1698.402793,32.42721707,3.24E-11,2.78E+06,356.4477179,,3290.286627
-4282.573722,0,654.4367108,1699.523318,7.16E-16,1.22E-09,4279.258746,1699.523318,33.39056379,-1.06E-10,2.78E+06,356.6048955,,3291.737497
-4280.892681,0,654.4367108,1698.524645,7.16E-16,1.10E-09,4277.577722,1698.524645,32.53197605,3.22E-10,2.78E+06,356.4648101,,3290.444401
-4283.957401,0,654.4367108,1700.345334,7.16E-16,1.06E-09,4280.642411,1700.345334,34.0972745,3.11E-10,2.78E+06,356.7202009,,3292.801855
-4283.337073,0,654.4367108,1699.976809,7.15E-16,1.06E-09,4280.022089,1699.976809,33.78044312,2.55E-10,2.78E+06,356.6685074,,3292.324684
-4285.416088,0,654.4367108,1701.211911,7.14E-16,1.02E-09,4282.101083,1701.211911,34.8422952,1.12E-10,2.78E+06,356.8417569,,3293.92391
-4281.195238,0,654.4367108,1698.704388,7.16E-16,1.02E-09,4277.880276,1698.704388,32.68650627,3.92E-11,2.78E+06,356.490023,,3290.677135
-4279.674759,0,654.4367108,1697.801101,7.13E-16,1.08E-09,4276.359812,1697.801101,31.90992538,3.04E-10,2.78E+06,356.3633177,,3289.507548
-4283.333954,0,654.4367108,1699.974956,7.13E-16,1.16E-09,4280.01897,1699.974956,33.77885015,-6.64E-11,2.78E+06,356.6682475,,3292.322285
-4282.323369,0,654.4367108,1699.374588,8.04E-16,1.32E-09,4279.008396,1699.374588,33.26269673,-1.15E-10,2.78E+06,356.584033,,3291.54492
-4283.095171,0,654.4367108,1699.8331,8.04E-16,1.35E-09,4279.78019,1699.8331,33.65689257,-7.16E-11,2.78E+06,356.6483492,,3292.138608
-4283.293513,0,654.4367108,1699.950931,7.13E-16,1.41E-09,4279.97853,1699.950931,33.75819537,-1.16E-10,2.78E+06,356.6648775,,3292.291177
-4285.839115,0,654.4367108,1701.463223,7.14E-16,1.47E-09,4282.524107,1701.463223,35.0583554,2.33E-10,2.78E+06,356.8770089,,3294.249313
-4279.980316,0,654.4367108,1697.982627,8.06E-16,1.41E-09,4276.665366,1697.982627,32.06598782,3.54E-12,2.78E+06,356.3887805,,3289.742589
-4282.028812,0,654.4367108,1699.199597,7.15E-16,1.50E-09,4278.713841,1699.199597,33.11225221,2.36E-11,2.78E+06,356.5594868,,3291.318339
-4282.297638,0,654.4367108,1699.359302,7.16E-16,1.38E-09,4278.982665,1699.359302,33.24955464,2.13E-10,2.78E+06,356.5818888,,3291.525127
-5690.897919,0,654.4367108,2262.663436,8.11E-16,446.2649617,5687.56886,1816.398474,32.90654383,9.52E-11,2.78E+06,473.9640717,,4375.052969
-14143.6582,0,654.4367108,5643.976382,8.13E-16,3122.549724,14140.24462,2521.426658,33.54508167,-9.07E-11,2.78E+06,1178.353718,,10877.11124
-17863.44292,0,654.4367108,7131.629893,7.26E-16,4300.870323,17859.99214,2830.75957,32.89903326,2.06E-10,2.79E+06,1488.332678,,13738.45549
-21508.10481,0,654.4367108,8589.711346,8.19E-16,5454.624364,21504.61758,3135.086982,33.50765849,2.61E-10,2.79E+06,1792.051465,,16542.01352
-17188.3065,0,654.4367108,6861.807259,7.30E-16,4086.705245,17184.86247,2775.102014,33.50228321,-2.73E-11,2.79E+06,1432.071872,,13219.12497
-16940.72731,0,654.4367108,6762.529354,7.31E-16,4008.709306,16937.28575,2753.820048,32.85171066,-1.13E-10,2.79E+06,1411.440479,,13028.68135
-16661.72839,0,654.4367108,6650.992965,7.30E-16,3920.259276,16658.28962,2730.733689,33.01502895,-1.10E-10,2.79E+06,1388.190802,,12814.06894
-16987.6723,0,654.4367108,6781.34395,7.30E-16,4023.515055,16984.23027,2757.828895,32.9485138,5.47E-12,2.79E+06,1415.352523,,13064.79252
-19334.05002,0,654.4367108,7719.953133,8.11E-16,4766.417141,19330.58454,2953.535992,33.12608924,-5.21E-11,2.80E+06,1610.882045,,14869.68041
-18268.26253,0,654.4367108,7293.759566,8.08E-16,4428.729979,18264.8077,2865.029586,33.43441938,1.94E-10,2.80E+06,1522.067309,,14049.85208
-18454.49339,0,654.4367108,7368.324551,7.22E-16,4487.582758,18451.0367,2880.741793,33.62754289,2.08E-10,2.80E+06,1537.586392,,14193.10515
-24598.46524,0,654.4367108,9825.7792,7.23E-16,6433.333073,24594.94711,3392.446127,33.33934285,3.23E-11,2.80E+06,2049.578926,,18919.19009
-27915.31776,0,654.4367108,11152.34994,8.10E-16,7483.915352,27911.76646,3668.434591,32.92619441,-8.87E-11,2.81E+06,2325.980539,,21470.58959
-30256.48885,0,654.4367108,12088.07669,7.21E-16,8226.473628,30252.91413,3861.60306,30.99902349,5.23E-11,2.81E+06,2521.076178,,23271.47241
-30304.82025,0,654.4367108,12107.52,8.02E-16,8241.597398,30301.24505,3865.922603,31.29099065,-7.72E-12,2.81E+06,2525.103754,,23308.65004
-30369.60838,0,654.4367108,12133.71604,7.17E-16,8261.654883,30366.03253,3872.06116,32.0305908,1.20E-10,2.81E+06,2530.502711,,23358.48656
-30062.43568,0,654.4367108,12010.86138,7.13E-16,8164.362979,30058.86291,3846.498404,32.06530322,2.33E-10,2.82E+06,2504.905242,,23122.20224
-20581.02407,0,654.4367108,8218.855197,7.14E-16,5161.0967,20577.54611,3057.758497,33.4351296,9.60E-11,2.82E+06,1714.795509,,15828.88162
-15119.64138,0,654.4367108,6033.929443,7.97E-16,3432.319845,15116.21804,2601.609598,32.39690285,-3.52E-11,2.82E+06,1259.684836,,11627.86003
-10486.13906,0,654.4367108,4180.517599,7.16E-16,1965.106829,10482.76205,2215.410769,32.31940698,1.96E-10,2.82E+06,873.563504,,8063.663114
-8472.426317,0,654.4367108,3375.46622,7.14E-16,1326.743001,8469.069443,2048.72322,33.4395746,-1.19E-10,2.82E+06,705.7557869,,6514.668802
-6152.593038,0,654.4367108,2447.534915,7.16E-16,592.1483414,6149.259362,1855.386574,33.42043532,-5.56E-12,2.82E+06,512.4382802,,4730.199509
-6699.50847,0,654.4367108,2666.319744,7.17E-16,765.302489,6696.169325,1901.017255,33.47528591,2.00E-11,2.82E+06,558.0141104,,5150.899481
-14014.98837,0,654.4367108,5592.326803,7.18E-16,3082.101894,14011.57607,2510.224909,33.06571146,1.24E-10,2.83E+06,1167.631339,,10778.13544
-17488.59538,0,654.4367108,6982.040951,8.11E-16,4181.60106,17485.14834,2800.439891,33.81633738,6.30E-11,2.83E+06,1457.095695,,13450.11411
-30210.80042,0,654.4367108,12070.38366,7.26E-16,8211.055934,30207.22617,3859.327725,32.53101916,3.36E-10,2.83E+06,2517.268847,,23236.32782
-30290.16043,0,654.4367108,12101.65539,7.28E-16,8236.956387,30286.58538,3864.699002,31.28902845,9.87E-11,2.83E+06,2523.882115,,23297.37337
-30323.91785,0,654.4367108,12115.34574,7.28E-16,8247.340179,30320.34246,3868.005558,31.78249461,8.46E-11,2.84E+06,2526.695205,,23323.34035
-30196.19757,0,654.4367108,12063.9197,8.10E-16,8207.448018,30192.62346,3856.47168,30.89186716,-1.24E-10,2.84E+06,2516.051955,,23225.09497
-30175.81514,0,654.4367108,12056.42027,8.08E-16,8199.927464,30172.24123,3856.49281,32.61151596,1.77E-10,2.84E+06,2514.353436,,23209.41633
-29643.31322,0,654.4367108,11843.61214,8.07E-16,8030.992721,29639.74464,3812.61942,33.11284151,-8.98E-13,2.85E+06,2469.97872,,22799.80357
-26605.95575,0,654.4367108,10628.78214,7.18E-16,7069.007952,26602.41754,3559.774184,33.37819741,2.37E-10,2.85E+06,2216.868128,,20463.39811
-19146.79532,0,654.4367108,7645.060589,8.13E-16,4707.106399,19143.3317,2937.95419,33.14868926,-1.19E-10,2.85E+06,1595.277642,,14725.63977
-12965.49064,0,654.4367108,5172.410522,8.13E-16,2749.962327,12962.08884,2422.448195,32.74626626,3.29E-10,2.85E+06,1080.17407,,9970.837569
-20002.29104,0,654.4367108,7987.34619,7.19E-16,4977.862625,19998.81887,3009.483565,33.38746782,2.19E-10,2.85E+06,1666.568239,,15383.70682
-22597.42512,0,654.4367108,9025.505191,7.15E-16,5799.458012,22593.927,3226.047179,33.69207106,-2.23E-11,2.86E+06,1882.82725,,17379.94384
-25333.90632,0,654.4367108,10120.04147,7.13E-16,6666.075571,25330.38083,3453.965895,33.57296673,1.34E-10,2.86E+06,2110.865069,,19484.90833
-26725.14276,0,654.4367108,10676.42702,8.01E-16,7106.798169,26721.60336,3569.628849,33.30071104,7.78E-11,2.86E+06,2226.80028,,20555.07951
-26604.75141,0,654.4367108,10628.36013,7.14E-16,7068.529137,26601.21321,3559.830992,33.53536624,4.59E-11,2.86E+06,2216.767768,,20462.4717
-21393.50543,0,654.4367108,8543.798342,7.16E-16,5418.455195,21390.01935,3125.343147,33.31367648,-1.27E-11,2.87E+06,1782.501613,,16453.86104
-7386.991509,0,654.4367108,2941.241402,7.16E-16,983.1155392,7383.645489,1958.125863,33.29421352,-1.27E-10,2.87E+06,615.3037908,,5679.727299
-4282.45841,0,654.4367108,1699.454813,8.10E-16,1.52E-09,4279.143435,1699.454813,33.33166828,-3.27E-11,2.87E+06,356.5952862,,3291.648796
-4281.210304,0,654.4367108,1698.713338,7.16E-16,1.64E-09,4277.895341,1698.713338,32.6942012,-6.14E-11,2.87E+06,356.4912785,,3290.688724
-4283.506742,0,654.4367108,1700.077606,7.16E-16,1.67E-09,4280.191756,1700.077606,33.86710122,-1.24E-10,2.87E+06,356.6826464,,3292.455197
-4282.096697,0,654.4367108,1699.239927,7.16E-16,1.64E-09,4278.781726,1699.239927,33.14692448,2.76E-10,2.87E+06,356.5651438,,3291.370558
-4281.892265,0,654.4367108,1699.118477,7.17E-16,1.70E-09,4278.577295,1699.118477,33.04251096,9.37E-11,2.87E+06,356.5481079,,3291.213304
-4285.517772,0,654.4367108,1701.272319,7.17E-16,1.67E-09,4282.202766,1701.272319,34.89422993,5.62E-11,2.87E+06,356.8502305,,3294.002128
-4282.417713,0,654.4367108,1699.430636,7.18E-16,1.60E-09,4279.102738,1699.430636,33.3108823,2.82E-10,2.87E+06,356.5918948,,3291.617491
-4284.997206,0,654.4367108,1700.963061,7.19E-16,1.45E-09,4281.682206,1700.963061,34.6283522,2.37E-10,2.87E+06,356.8068505,,3293.601697
-5973.873927,0,654.4367108,2376.234206,8.13E-16,535.2506893,5970.542038,1840.983516,33.91048816,1.62E-10,2.87E+06,497.5451698,,4592.724645
-12817.26105,0,654.4367108,5113.314322,8.15E-16,2702.705191,12813.86072,2410.609131,33.2595456,-8.98E-11,2.87E+06,1067.821727,,9856.815941
-14779.32365,0,654.4367108,5898.216921,7.24E-16,3323.879455,14775.90371,2574.337467,33.48429946,6.93E-13,2.87E+06,1231.325309,,11366.07977
-19152.1996,0,654.4367108,7647.360559,7.24E-16,4708.592118,19148.73592,2938.768441,33.5125892,2.85E-10,2.88E+06,1595.727994,,14729.79687
-19861.84364,0,654.4367108,7930.994557,8.14E-16,4933.670702,19858.37287,2997.323855,32.93159067,1.97E-10,2.88E+06,1654.864406,,15275.67144
-20168.45484,0,654.4367108,8053.891921,7.23E-16,5030.34868,20164.98101,3023.543242,33.60029931,3.25E-10,2.88E+06,1680.415084,,15511.52385
-21494.5435,0,654.4367108,8584.065528,7.18E-16,5450.691138,21491.0564,3133.37439,32.92516529,-2.64E-11,2.88E+06,1790.921367,,16531.58185
-22492.56537,0,654.4367108,8983.494099,7.19E-16,5766.363069,22489.0683,3217.131031,33.51414781,2.06E-10,2.88E+06,1874.089025,,17299.2833
-23058.71124,0,654.4367108,9210.012795,7.14E-16,5945.538643,23055.2085,3264.474152,33.67891799,-2.77E-11,2.89E+06,1921.267375,,17734.77577
-24677.60204,0,654.4367108,9857.265463,7.80E-16,6458.667141,24674.08312,3398.598322,32.89687072,-5.00E-11,2.89E+06,2056.173593,,18980.06394
-26205.61066,0,654.4367108,10468.61373,6.84E-16,6942.285439,26202.07646,3526.328294,33.29406367,-1.95E-11,2.89E+06,2183.506372,,20155.44343
-26897.46371,0,654.4367108,10745.42464,6.84E-16,7161.251832,26893.92259,3584.172806,33.48473162,3.17E-10,2.89E+06,2241.160216,,20687.63276
-26827.47949,0,654.4367108,10717.37974,7.51E-16,7139.174395,26823.93907,3578.205345,33.34923115,-8.87E-11,2.90E+06,2235.328256,,20633.79928
-26826.89675,0,654.4367108,10717.02521,7.07E-16,7139.188005,26823.35634,3577.837201,33.02964742,1.29E-10,2.90E+06,2235.279695,,20633.35103
-22900.95319,0,654.4367108,9146.68817,7.09E-16,5895.944698,22897.45203,3250.743472,33.09461071,1.33E-10,2.90E+06,1908.121003,,17613.42464
-12735.57776,0,654.4367108,5080.454342,7.22E-16,2677.144171,12732.17826,2403.310171,32.76745762,7.03E-11,2.90E+06,1061.014855,,9793.983276
-4612.690913,0,654.4367108,1831.759757,7.26E-16,104.2246228,4609.372636,1727.535135,33.89288988,2.12E-11,2.90E+06,384.1143863,,3545.671258
-4283.103244,0,654.4367108,1699.837896,7.24E-16,1.35E-09,4279.788263,1699.837896,33.66101587,3.37E-10,2.90E+06,356.6490219,,3292.144818
-4284.23782,0,654.4367108,1700.511925,7.25E-16,1.41E-09,4280.922827,1700.511925,34.24049761,-9.65E-11,2.90E+06,356.7435689,,3293.017559
-4282.326404,0,654.4367108,1699.376391,7.20E-16,1.47E-09,4279.01143,1699.376391,33.26424666,2.77E-10,2.90E+06,356.5842859,,3291.547254
-4281.953276,0,654.4367108,1699.154723,7.17E-16,1.54E-09,4278.638306,1699.154723,33.07367214,1.74E-10,2.90E+06,356.5531921,,3291.260235
-4283.905594,0,654.4367108,1700.314556,8.11E-16,1.45E-09,4280.590604,1700.314556,34.07081387,2.58E-10,2.91E+06,356.7158837,,3292.762003
-4282.523429,0,654.4367108,1699.49344,7.18E-16,1.55E-09,4279.208454,1699.49344,33.36487679,1.11E-10,2.91E+06,356.6007045,,3291.698811
-4280.645908,0,654.4367108,1698.378042,8.13E-16,1.46E-09,4277.330952,1698.378042,32.40593756,-5.05E-12,2.91E+06,356.444246,,3290.254578
-4283.578498,0,654.4367108,1700.120235,7.20E-16,1.49E-09,4280.263512,1700.120235,33.90375043,8.95E-11,2.91E+06,356.688626,,3292.510393
-4281.615121,0,654.4367108,1698.953832,8.15E-16,1.48E-09,4278.300154,1698.953832,32.90096045,2.92E-10,2.91E+06,356.5250129,,3291.000119
-4282.609089,0,654.4367108,1699.544328,8.15E-16,1.50E-09,4279.294112,1699.544328,33.40862728,-3.55E-11,2.91E+06,356.6078427,,3291.764702
-4282.893858,0,654.4367108,1699.713504,7.23E-16,1.55E-09,4279.578879,1699.713504,33.55407238,-1.09E-10,2.91E+06,356.6315732,,3291.983753
-4282.930369,0,654.4367108,1699.735194,8.16E-16,1.55E-09,4279.615389,1699.735194,33.57272026,2.77E-11,2.91E+06,356.6346158,,3292.011838
-4280.562657,0,654.4367108,1698.328584,7.21E-16,1.61E-09,4277.247701,1698.328584,32.36341692,2.66E-11,2.91E+06,356.4373084,,3290.190539
-4283.625256,0,654.4367108,1700.148013,8.14E-16,1.61E-09,4280.31027,1700.148013,33.92763226,2.88E-10,2.91E+06,356.6925225,,3292.546361
-4281.454865,0,654.4367108,1698.858627,7.19E-16,1.65E-09,4278.1399,1698.858627,32.81911036,1.73E-10,2.91E+06,356.5116584,,3290.876846
-4283.407789,0,654.4367108,1700.01882,8.12E-16,1.63E-09,4280.092805,1700.01882,33.81656137,3.31E-10,2.91E+06,356.6744004,,3292.37908
-4284.621391,0,654.4367108,1700.739797,7.16E-16,1.58E-09,4281.306395,1700.739797,34.43640575,7.52E-11,2.91E+06,356.7755329,,3293.312611
-4282.737965,0,654.4367108,1699.620891,8.10E-16,1.52E-09,4279.422987,1699.620891,33.47445028,1.77E-10,2.91E+06,356.6185823,,3291.863836
-4281.281639,0,654.4367108,1698.755717,7.14E-16,1.37E-09,4277.966676,1698.755717,32.73063538,2.16E-10,2.91E+06,356.497223,,3290.743597
-4281.854151,0,654.4367108,1699.095835,7.13E-16,1.23E-09,4278.539182,1699.095835,33.0230446,1.95E-10,2.91E+06,356.5449318,,3291.183986
-4283.511474,0,654.4367108,1700.080417,7.10E-16,1.21E-09,4280.196489,1700.080417,33.86951837,2.48E-10,2.91E+06,356.6830407,,3292.458837
-4281.622262,0,654.4367108,1698.958074,8.05E-16,1.19E-09,4278.307295,1698.958074,32.90460758,2.49E-10,2.91E+06,356.5256079,,3291.005612
-4285.058694,0,654.4367108,1700.99959,7.09E-16,1.20E-09,4281.743693,1700.99959,34.65975686,3.85E-11,2.91E+06,356.8119744,,3293.648994
-4280.799204,0,654.4367108,1698.469112,7.10E-16,1.40E-09,4277.484246,1698.469112,32.484233,4.13E-11,2.91E+06,356.4570205,,3290.372497
-4281.454241,0,654.4367108,1698.858256,7.10E-16,1.55E-09,4278.139276,1698.858256,32.8187916,2.38E-10,2.91E+06,356.5116064,,3290.876366
-4285.120975,0,654.4367108,1701.03659,7.10E-16,1.69E-09,4281.805974,1701.03659,34.6915672,1.48E-11,2.91E+06,356.8171645,,3293.696903
-4282.756469,0,654.4367108,1699.631884,8.06E-16,1.69E-09,4279.441491,1699.631884,33.48390104,2.17E-10,2.91E+06,356.6201242,,3291.87807
-4282.976906,0,654.4367108,1699.762841,7.11E-16,1.71E-09,4279.661925,1699.762841,33.59648874,2.12E-10,2.91E+06,356.6384938,,3292.047635
-4283.467002,0,654.4367108,1700.053998,7.11E-16,1.69E-09,4280.152017,1700.053998,33.84680447,7.57E-11,2.92E+06,356.6793348,,3292.424629
-4283.258241,0,654.4367108,1699.929977,7.12E-16,1.69E-09,4279.943258,1699.929977,33.74018017,2.73E-11,2.92E+06,356.6619382,,3292.264045
-4282.718116,0,654.4367108,1699.609099,7.12E-16,1.69E-09,4279.403138,1699.609099,33.46431254,1.80E-10,2.92E+06,356.6169282,,3291.848568
