Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2
1,0.262,1,1,0.0,0.0,0.0,0.8557,0.8996,0.8996,1,0.552743642,1,1
2,0.262,1,1,0.0,0.0,0.0,0.8475,0.8872,0.8872,1,0.552743642,1,1
3,0.262,1,1,0.0,0.0,0.0,0.4873,0.7302,0.7302,1,0.552743642,1,1
4,0.262,1,1,0.0,0.0,0.0,0.7839,0.9027,0.9027,1,0.552743642,1,1
5,0.262,1,1,0.0,0.0,0.0,0.3205,0.1209,0.1209,1,0.552743642,1,1
6,0.262,1,1,0.0,0.0,0.0,0.219,0.3687,0.3687,1,0.552743642,1,1
7,0.262,1,1,0.0,0.0,0.0,0.3754,0.0571,0.0571,1,0.552743642,1,1
8,0.262,1,1,0.004416,0.002530707585984,0.0023268924140159995,0.5987,0.5301,0.5301,1,0.552743642,1,1
9,0.262,1,1,0.03273,0.018756806904270003,0.01724619309573,0.5843,0.8945,0.8945,1,0.552743642,1,1
10,0.262,1,1,0.105473,0.060444139768227004,0.055576160231772996,0.7533,0.6691,0.6691,1,0.552743642,1,1
11,0.262,1,1,0.273746,0.156877508793654,0.14424309120634599,0.3202,0.2123,0.2123,1,0.552743642,1,1
12,0.262,1,1,0.432269,0.24772337805383102,0.22777252194616898,0.5035,0.2002,0.2002,1,0.552743642,1,1
13,0.262,1,1,0.467109,0.26768937721499103,0.24613052278500896,0.4353,0.8567,0.8567,1,0.552743642,1,1
14,0.262,1,1,0.399805,0.22911900960469503,0.210666490395305,0.6301,0.5045,0.5045,1,0.552743642,1,1
15,0.262,1,1,0.211744,0.121345594901856,0.11157280509814398,0.4472,0.2081,0.2081,1,0.552743642,1,1
16,0.262,1,1,0.07529,0.04314695972571,0.03967204027428999,0.3036,0.5232,0.5232,1,0.552743642,1,1
17,0.262,1,1,0.00419,0.00240119220681,0.00220780779319,0.5103,0.2906,0.2906,1,0.552743642,1,1
18,0.262,1,1,0.0,0.0,0.0,0.5893,0.3483,0.3483,1,0.552743642,1,1
19,0.262,1,1,0.0,0.0,0.0,0.2922,0.8239,0.8239,1,0.552743642,1,1
20,0.262,1,1,0.0,0.0,0.0,0.8565,0.9153,0.9153,1,0.552743642,1,1
21,0.262,1,1,0.0,0.0,0.0,0.1756,0.1455,0.1455,1,0.552743642,1,1
22,0.262,1,1,0.0,0.0,0.0,0.5082,0.8046,0.8046,1,0.552743642,1,1
23,0.262,1,1,0.0,0.0,0.0,0.8313,0.9069,0.9069,1,0.552743642,1,1
24,0.262,1,1,0.0,0.0,0.0,0.8084,0.9166,0.9166,1,0.552743642,1,1
25,0.262,1,1,0.0,0.0,0.0,0.5593,0.2349,0.2349,1,0.552743642,1,1
26,0.262,1,1,0.0,0.0,0.0,0.8072,0.9114,0.9114,1,0.552743642,1,1
27,0.262,1,1,0.0,0.0,0.0,0.7707,0.571,0.571,1,0.552743642,1,1
28,0.262,1,1,0.0,0.0,0.0,0.1656,0.5291,0.5291,1,0.552743642,1,1
29,0.262,1,1,0.0,0.0,0.0,0.3717,0.3128,0.3128,1,0.552743642,1,1
30,0.262,1,1,0.0,0.0,0.0,0.7571,0.8161,0.8161,1,0.552743642,1,1
31,0.262,1,1,0.0,0.0,0.0,0.8553,0.9096,0.9096,1,0.552743642,1,1
32,0.262,1,1,0.010406,0.005963438210994001,0.005483161789006,0.6457,0.9012,0.9012,1,0.552743642,1,1
33,0.262,1,1,0.123346,0.070686743184054,0.064993856815946,0.1197,0.7069,0.7069,1,0.552743642,1,1
34,0.262,1,1,0.248387,0.142344851711913,0.130880848288087,0.0843,0.7143,0.7143,1,0.552743642,1,1
35,0.262,1,1,0.382881,0.21942025616601904,0.201748843833981,0.8481,0.9074,0.9074,1,0.552743642,1,1
36,0.262,1,1,0.506206,0.290094964735194,0.266731635264806,0.3757,0.187,0.187,1,0.552743642,1,1
37,0.262,1,1,0.517314,0.29646070292928606,0.272584697070714,0.7861,0.8933,0.8933,1,0.552743642,1,1
38,0.262,1,1,0.436989,0.250428301017111,0.23025959898288897,0.2269,0.2508,0.2508,1,0.552743642,1,1
39,0.262,1,1,0.249869,0.143194151676231,0.13166174832376898,0.4724,0.8515,0.8515,1,0.552743642,1,1
40,0.262,1,1,0.095642,0.05481022077415801,0.050395979225842,0.8556,0.9071,0.9071,1,0.552743642,1,1
41,0.262,1,1,0.008746,0.005012130558654001,0.004608469441346,0.5201,0.0935,0.0935,1,0.552743642,1,1
42,0.262,1,1,0.0,0.0,0.0,0.3263,0.904,0.904,1,0.552743642,1,1
43,0.262,1,1,0.0,0.0,0.0,0.7206,0.9002,0.9002,1,0.552743642,1,1
44,0.262,1,1,0.0,0.0,0.0,0.2914,0.1419,0.1419,1,0.552743642,1,1
45,0.262,1,1,0.0,0.0,0.0,0.0819,0.0623,0.0623,1,0.552743642,1,1
46,0.262,1,1,0.0,0.0,0.0,0.2883,0.2154,0.2154,1,0.552743642,1,1
47,0.262,1,1,0.0,0.0,0.0,0.449,0.8406,0.8406,1,0.552743642,1,1
48,0.262,1,1,0.0,0.0,0.0,0.7916,0.908,0.908,1,0.552743642,1,1
49,0.262,1,1,0.0,0.0,0.0,0.8016,0.8876,0.8876,1,0.552743642,1,1
50,0.262,1,1,0.0,0.0,0.0,0.3068,0.8777,0.8777,1,0.552743642,1,1
51,0.262,1,1,0.0,0.0,0.0,0.5129,0.8943,0.8943,1,0.552743642,1,1
52,0.262,1,1,0.0,0.0,0.0,0.6135,0.8958,0.8958,1,0.552743642,1,1
53,0.262,1,1,0.0,0.0,0.0,0.0917,0.0623,0.0623,1,0.552743642,1,1
54,0.262,1,1,0.0,0.0,0.0,0.438,0.8161,0.8161,1,0.552743642,1,1
55,0.262,1,1,0.0,0.0,0.0,0.1725,0.7796,0.7796,1,0.552743642,1,1
56,0.262,1,1,0.003781,0.002166803755119,0.0019922962448809998,0.152,0.1283,0.1283,1,0.552743642,1,1
57,0.262,1,1,0.040506,0.023213052870894,0.021343547129105998,0.1293,0.4644,0.4644,1,0.552743642,1,1
58,0.262,1,1,0.111753,0.06404306269394701,0.058885237306052995,0.5573,0.8199,0.8199,1,0.552743642,1,1
59,0.262,1,1,0.29668,0.17002045439532001,0.15632754560467998,0.3632,0.4216,0.4216,1,0.552743642,1,1
60,0.262,1,1,0.363935,0.20856274123756502,0.19176575876243498,0.3868,0.4916,0.4916,1,0.552743642,1,1
61,0.262,1,1,0.367354,0.210522091155246,0.19356730884475398,0.4182,0.3577,0.3577,1,0.552743642,1,1
62,0.262,1,1,0.284521,0.163052412380379,0.149920687619621,0.5184,0.4117,0.4117,1,0.552743642,1,1
63,0.262,1,1,0.18902,0.10832299544898,0.09959900455101998,0.4637,0.8859,0.8859,1,0.552743642,1,1
64,0.262,1,1,0.060793,0.034839063920907,0.032033236079092996,0.4503,0.5331,0.5331,1,0.552743642,1,1
65,0.262,1,1,0.004199,0.002406349898901,0.0022125501010989996,0.3628,0.9072,0.9072,1,0.552743642,1,1
66,0.262,1,1,0.0,0.0,0.0,0.4318,0.9085,0.9085,1,0.552743642,1,1
67,0.262,1,1,0.0,0.0,0.0,0.415,0.9061,0.9061,1,0.552743642,1,1
68,0.262,1,1,0.0,0.0,0.0,0.0704,0.8157,0.8157,1,0.552743642,1,1
