Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear,Total
Zone,1,1,1,1,1,1,1,0
AnnualSum,569.5273582333183,0.0,0.0,0.0,0.0,0.18940134231346475,0.0,569.7167595756317
t1,1.6897807147507071,0.0,0.0,0.0,0.0,3.2554346182957276e-15,0.0,1.6897807147507105
t2,2.7492360219409805e-14,0.0,0.0,0.0,0.0,3.004724972997267e-15,0.0,3.049708519240707e-14
t3,1.8546794892616855e-14,0.0,0.0,0.0,0.0,2.855559729109852e-15,0.0,2.1402354621726707e-14
t4,1.5177959158027128e-14,0.0,0.0,0.0,0.0,2.756328911165784e-15,0.0,1.7934288069192912e-14
t5,1.3623470989189106e-14,0.0,0.0,0.0,0.0,2.692017393956955e-15,0.0,1.631548838314606e-14
t6,1.3124420538644965e-14,0.0,0.0,0.0,0.0,2.666693935602626e-15,0.0,1.579111447424759e-14
t7,1.2597664276666049e-14,0.0,0.0,0.0,0.0,2.659669049640443e-15,0.0,1.5257333326306492e-14
t8,1.2431349912743502e-14,0.0,0.0,0.0,0.0,2.654939183297821e-15,0.0,1.5086289096041323e-14
t9,1.2340273954750347e-14,0.0,0.0,0.0,0.0,2.6540798875159235e-15,0.0,1.499435384226627e-14
t10,1.2399209606336604e-14,0.0,0.0,0.0,0.0,2.653508311462524e-15,0.0,1.5052717917799128e-14
t11,1.2542644061703684e-14,0.0,0.0,0.0,0.0,2.6552372917152635e-15,0.0,1.5197881353418947e-14
t12,1.2573771898879259e-14,0.0,0.0,0.0,0.0,2.6563548205923476e-15,0.0,1.5230126719471606e-14
t13,1.2805261758557299e-14,0.0,0.0,0.0,0.0,2.650609869250354e-15,0.0,1.5455871627807653e-14
t14,1.3098283072721593e-14,0.0,0.0,0.0,0.0,2.6486686186116016e-15,0.0,1.5746951691333194e-14
t15,1.2866234989412302e-14,0.0,0.0,0.0,0.0,2.653120433012226e-15,0.0,1.5519355422424528e-14
t16,1.2796135982075813e-14,0.0,0.0,0.0,0.0,2.6515153464660737e-15,0.0,1.5447651328541887e-14
t17,1.2772046511434557e-14,0.0,0.0,0.0,0.0,2.653747535958543e-15,0.0,1.54257940473931e-14
t18,1.2727626712944363e-14,0.0,0.0,0.0,0.0,2.651909746526259e-15,0.0,1.5379536459470622e-14
t19,1.269572629883481e-14,0.0,0.0,0.0,0.0,2.6520459245467206e-15,0.0,1.534777222338153e-14
t20,1.2409048501020898e-14,0.0,0.0,0.0,0.0,2.6531905393447184e-15,0.0,1.5062239040365617e-14
t21,1.1447139755625282e-14,0.0,0.0,0.0,0.0,2.649173996145364e-15,0.0,1.4096313751770646e-14
t22,1.222760427248002e-14,0.0,0.0,0.0,0.0,2.6350796117920864e-15,0.0,1.4862683884272107e-14
t23,1.3956687997235896e-14,0.0,0.0,0.0,0.0,2.665626569935414e-15,0.0,1.662231456717131e-14
t24,1.4888446911344412e-14,0.0,0.0,0.0,0.0,2.6567267867856907e-15,0.0,1.7545173698130103e-14
t25,1.3676366593268444e-14,0.0,0.0,0.0,0.0,2.649456398944293e-15,0.0,1.6325822992212737e-14
t26,1.3541410374645414e-14,0.0,0.0,0.0,0.0,2.648214949107282e-15,0.0,1.6189625323752696e-14
t27,1.3172514809409783e-14,0.0,0.0,0.0,0.0,2.649265356588044e-15,0.0,1.5821780165997827e-14
t28,1.2790924758834561e-14,0.0,0.0,0.0,0.0,2.651969973417412e-15,0.0,1.5442894732251973e-14
t29,1.2780467986941576e-14,0.0,0.0,0.0,0.0,2.6521600622040514e-15,0.0,1.5432628049145628e-14
t30,1.2701784487795504e-14,0.0,0.0,0.0,0.0,2.653734066021817e-15,0.0,1.535551855381732e-14
t31,1.274315882030806e-14,0.0,0.0,0.0,0.0,2.653233114791289e-15,0.0,1.539639193509935e-14
t32,1.2567332110008223e-14,0.0,0.0,0.0,0.0,2.6534597834610913e-15,0.0,1.5220791893469314e-14
t33,1.2490742363365297e-14,0.0,0.0,0.0,0.0,2.6541488572360153e-15,0.0,1.5144891220601313e-14
t34,1.24430249730383e-14,0.0,0.0,0.0,0.0,2.654922279954092e-15,0.0,1.509794725299239e-14
t35,1.2432977460553623e-14,0.0,0.0,0.0,0.0,2.654972047954193e-15,0.0,1.5087949508507816e-14
t36,1.2527596616469783e-14,0.0,0.0,0.0,0.0,2.6536457976804334e-15,0.0,1.5181242414150216e-14
t37,1.2361272094581906e-14,0.0,0.0,0.0,0.0,2.6554016664697285e-15,0.0,1.5016673761051635e-14
t38,1.2463279813974274e-14,0.0,0.0,0.0,0.0,2.6535499616397246e-15,0.0,1.5116829775614e-14
t39,1.243388785003634e-14,0.0,0.0,0.0,0.0,2.650998956318156e-15,0.0,1.5084886806354497e-14
t40,1.2553500675088415e-14,0.0,0.0,0.0,0.0,2.6527767493971086e-15,0.0,1.5206277424485523e-14
t41,1.2744150678738222e-14,0.0,0.0,0.0,0.0,2.652330619989808e-15,0.0,1.539648129872803e-14
t42,1.2619320692154053e-14,0.0,0.0,0.0,0.0,2.654547952203721e-15,0.0,1.5273868644357773e-14
t43,1.25779407607015e-14,0.0,0.0,0.0,0.0,2.6549967016878402e-15,0.0,1.523293746238934e-14
t44,1.2641011043650802e-14,0.0,0.0,0.0,0.0,2.6552793636172516e-15,0.0,1.5296290407268054e-14
t45,1.271690313083641e-14,0.0,0.0,0.0,0.0,2.6550655406616965e-15,0.0,1.5371968671498106e-14
t46,1.28603909718263e-14,0.0,0.0,0.0,0.0,2.6543276992953834e-15,0.0,1.5514718671121684e-14
t47,1.2803474630875996e-14,0.0,0.0,0.0,0.0,2.6530011256101604e-15,0.0,1.5456475756486156e-14
t48,1.2626822594638248e-14,0.0,0.0,0.0,0.0,2.6548462478741745e-15,0.0,1.5281668842512422e-14
t49,1.2518768446673846e-14,0.0,0.0,0.0,0.0,2.6555977018707162e-15,0.0,1.5174366148544562e-14
t50,1.2444854999669725e-14,0.0,0.0,0.0,0.0,2.655850660996411e-15,0.0,1.5100705660666135e-14
t51,1.2497371699368306e-14,0.0,0.0,0.0,0.0,2.65333603808479e-15,0.0,1.5150707737453096e-14
