Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10323.171543895676,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24337.24417253383,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42936.36460189484,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62450.91434470725,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79798.30819732808,0.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98928.52332476794,0.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111077.54553842098,0.0
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111077.54553842098,0.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96603.96787458679,0.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82221.23657502916,0.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71476.4375246809,0.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61315.41823744521,0.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52791.96979593928,0.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45630.476893174906,0.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42641.382449298035,0.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43292.13169108927,0.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42192.77846929777,0.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42601.05706220521,0.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38251.718382467734,0.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31027.511371821125,0.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18973.388786251868,0.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3246.7745914855027,0.0
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7444.654219415992,0.0
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25990.405310030474,0.0
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49191.342379208785,0.0
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74739.1778530456,0.0
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96085.90864712144,0.0
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110205.50458216811,0.0
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111077.54553842098,0.0
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111077.54553842098,0.0
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100721.0111736329,0.0
