Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.68008210989322
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.69745744040864
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.714840014242576
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.732229834414575
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.74962690394545
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.68008210989323
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.69745744040865
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.71484001424258
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.73222983441458
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.907508191380906,-41.732229834414575
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.15132582134004766
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.1513889050968015
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.15145201515151516
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.15151515151515152
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.15157831419867812
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.15164150321306702
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.15170471856929485
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.15176796027834283
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.88797679785041,-33.350443084871095
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.36434600785257
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.37825472659714
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.39216924352092
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.40608956104101
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.42001568157552
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.43394760754359
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.447885341365335
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.461828885461905
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.47577824225545
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.48973341416914
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.50369440362713
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.51766121305461
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.531633844877774
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.505846304668985,-33.54561230152382
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.237583561700596,-33.55959658542096
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.560173871383489,-33.350443084871095
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.560173871383489,-9.813494910780618
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.560173871383489,-9.817585898824658
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.560173871383489,-9.821678592294068
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.560173871383489,-9.825772991899793
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.560173871383489,-9.813494910780618
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.560173871383489,-9.813494910780618
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.560173871383489,-9.817585898824658
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.90750819138089,-41.73222983441457
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.13563796239064
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.156538191855184
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.11475514754824
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.11474644205171
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.13563796239064
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.156538191855184
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.177447134075955
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.11475514754824
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.11474644205171
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.13563796239064
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.156538191855184
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.177447134075955
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.13563796239064
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.156538191855184
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.24957385079878,-50.177447134075955
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.134310439041943
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.13811829293461
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.13811829293461
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.141927734221461
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.145738763564239
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.149551381624963
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.153365589065928
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.13811829293461
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.9075081913809,-20.582453768035215
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.888922248385875
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.899297785773207
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.909677648449318
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.899297785773207
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.888922248385875
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.899297785773207
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.909677648449318
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.920061838217304
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.87855103448497
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.888922248385875
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.899297785773207
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.909677648449318
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.920061838217304
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.899297785773207
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.8147079258227,-24.909677648449318
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.134310439041943
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.13811829293461
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.13811829293461
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.13811829293461
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.141927734221461
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.145738763564239
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.149551381624963
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.833409902179634,-9.13811829293461
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.87171493318479,-23.995776514472873
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.0057797228834
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.01578710136854
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.02579865166669
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.03581437551697
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.04583427465922
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.055858350834015
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.065886605782644
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.075919041247133
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.085955658970228
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.0959964606954
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.106041448166852
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.18904826651812,-24.116090623129512
