Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,2.7695340253119957e7,4.9112713895738125e-11,4.22768331608035e6,9.521462730254104e6,2.4333396658426407e8,0.0,-4.0942103230794656e-7,8.211663110238706e7,1.7464279765930164e8,3.417999048687426e7,0.0,5.75717872132281e8
t1,3262.705766119244,0.0,0.0,0.0,25731.979997160684,0.0,0.0,16127.314236720073,0.0,0.0,0.0,45122.0
t2,3262.705766119244,0.0,0.0,0.0,27718.969331544322,0.0,0.0,12970.324902336433,0.0,0.0,0.0,43952.0
t3,3262.705766119244,0.0,0.0,0.0,29772.238723729453,0.0,0.0,9925.055510151302,0.0,0.0,0.0,42960.0
t4,3262.705766119244,0.0,0.0,0.0,29289.814026737688,0.0,0.0,9575.480207143068,0.0,0.0,0.0,42128.0
t5,3262.705766119244,0.0,0.0,0.0,29833.761957016217,0.0,0.0,8692.532276864538,0.0,0.0,0.0,41789.0
t6,3262.705766119244,0.0,0.0,0.0,33491.051599075014,0.0,0.0,4883.2426348057425,0.0,0.0,0.0,41637.0
t7,3262.705766119244,0.0,0.0,0.0,35086.45369679803,0.0,0.0,3949.840537082726,0.0,0.0,0.0,42299.0
t8,3262.705766119244,0.0,0.0,0.0,35758.491483472026,0.0,0.0,4659.802750408727,0.0,0.0,0.0,43681.0
t9,3262.705766119244,0.0,0.0,0.0,30749.84168847485,0.0,0.0,10667.452545405904,0.0,0.0,0.0,44680.0
t10,3262.705766119244,0.0,0.0,0.0,15179.545735822649,0.0,0.0,11186.409696263487,16348.338801794622,0.0,0.0,45977.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7499.6851474673895,39657.31485253261,0.0,0.0,47157.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4384.598227132585,54366.24040753663,0.0,0.0,58750.83863466921
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62700.68763982408,0.0,0.0,62700.68763982408
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67417.43524930545,0.0,0.0,67417.43524930545
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67765.46711175262,0.0,0.0,67765.46711175262
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64614.86288328351,0.0,0.0,64614.86288328351
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10022.359975937099,56161.35211910623,0.0,0.0,66183.71209504333
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14494.761532980587,44410.69739490315,0.0,0.0,58905.45892788374
t19,3262.705766119244,0.0,0.0,0.0,7647.821992042456,0.0,0.0,14188.432659210488,23428.039582627815,0.0,0.0,48527.0
t20,3262.705766119244,0.0,0.0,0.0,25458.787735413945,0.0,0.0,10818.815047739365,0.0,13315.691450727458,0.0,52856.00000000001
t21,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,9265.547464269788,0.0,13232.112795593013,0.0,53590.0
t22,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,12523.44513354241,0.0,9885.215126320392,0.0,53501.0
t23,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,12595.522515605953,0.0,9348.137744256848,0.0,53036.0
t24,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,12563.087693677357,0.0,7841.572566185453,0.0,51497.00000000001
t25,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,11817.08678931958,0.0,6588.573470543222,0.0,49498.0
t26,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,14058.69337149608,0.0,2749.9668883667214,0.0,47901.0
t27,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,16948.99639224458,0.0,0.0,0.0,48041.33613238178
t28,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,15327.25529581463,0.0,1011.4049640481783,0.0,47431.00000000001
t29,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,17363.441339110013,0.0,0.0,0.0,48455.781079247216
t30,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,14408.268674504323,0.0,4001.3915853584786,0.0,49502.0
t31,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,14707.389810067918,0.0,6646.2704497948835,0.0,52446.0
t32,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,14220.867481139085,0.0,11089.792778723717,0.0,56403.0
t33,3262.705766119244,0.0,0.0,0.0,27829.633974017954,0.0,0.0,13017.175200677744,0.0,14468.485059185057,0.0,58578.0
t34,3262.705766119244,0.0,0.0,0.0,25876.471008488064,0.0,0.0,9096.16561642044,17749.62498480559,2987.0326241666626,0.0,58972.0
t35,3262.705766119244,0.0,0.0,0.0,8065.505265116575,0.0,0.0,6411.283134553072,41168.50583421111,0.0,0.0,58908.0
t36,3262.705766119244,0.0,0.0,0.0,1080.812785284402,0.0,0.0,6187.843250156058,56005.65365432724,0.0,0.0,66537.01545588694
t37,3262.705766119244,0.0,0.0,0.0,1080.812785284402,0.0,0.0,7308.646541244314,65503.26000584604,0.0,0.0,77155.425098494
t38,3262.705766119244,0.0,1.0641088010743261e-13,0.0,1080.812785284402,0.0,0.0,6728.42361563271,69496.46769076616,0.0,0.0,80568.40985780252
t39,2694.8017925530785,0.0,1.0641088010743261e-13,0.0,1080.812785284402,0.0,0.0,7672.637320665259,69881.1344861025,0.0,0.0,81329.38638460524
t40,3262.705766119244,0.0,1.0641088010743261e-13,0.0,1080.812785284402,0.0,0.0,4112.014646725721,66840.43505630092,0.0,0.0,75295.96825443029
t41,3262.705766119244,0.0,1.0641088010743261e-13,0.0,1080.812785284402,0.0,0.0,3910.1979769477716,58487.67035756888,0.0,0.0,66741.38688592029
t42,3262.705766119244,0.0,1.0641088010743261e-13,0.0,1080.812785284402,0.0,0.0,3643.511663312624,44822.8403899064,0.0,0.0,52809.87060462267
t43,3262.705766119244,0.0,703.2806946683432,0.0,25409.857613264154,0.0,0.0,2580.3702778752113,23528.785648073048,0.0,0.0,55485.0
t44,3262.705766119244,0.0,1953.5574851898423,3641.7401202819356,39302.116813984074,0.0,0.0,2857.868198819892,0.0,9528.011615605034,0.0,60546.00000000002
t45,3262.705766119244,0.0,1953.5574851898423,5690.2189379405245,39302.116813984074,0.0,0.0,1607.3256200172407,0.0,9760.075376749075,0.0,61576.0
