Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,float_offshore_wind_2,commercial_pv_2,residential_pv_2
2862,0.333,1,0.03382086,0.257609192,1,0.338185589,1,1,0.473936497,1,1,0.338185589,0.019809360857142855,0.01799752907142857
2863,0.333,1,0.068538508,0.308650806,1,0.271188511,1,1,0.473936497,1,1,0.271188511,0.04014398325714285,0.03647227747142856
2864,0.333,1,0.199773239,0.270667404,1,0.279893923,1,1,0.473936497,1,1,0.279893923,0.11701003998571427,0.10630790218214282
2865,0.333,1,0.403896027,0.240173119,1,0.26602522,1,1,0.473936497,1,1,0.26602522,0.23656767295714282,0.2149303857964285
2866,0.333,1,0.559456236,0.228030827,1,0.188311369,1,1,0.473936497,1,1,0.188311369,0.3276815096571428,0.29771063987142854
2867,0.333,1,0.753027069,0.240526077,1,0.312170966,1,1,0.473936497,1,1,0.312170966,0.4410587118428571,0.40071797600357134
2868,0.333,1,0.82326437,0.445448757,1,0.403956799,1,1,0.473936497,1,1,0.403956799,0.48219770242857135,0.43809425403571417
2869,0.333,1,0.8256,0.401125975,1,0.302818215,1,1,0.473936497,1,1,0.302818215,0.4835657142857142,0.43933714285714276
2870,0.333,1,0.574799129,0.318184443,1,0.580292019,1,1,0.473936497,1,1,0.580292019,0.3366680612714285,0.3058752507892856
2871,0.333,1,0.264302752,0.243281282,1,0.744325086,1,1,0.473936497,1,1,0.744325086,0.15480589759999996,0.14064682159999994
2872,0.333,1,0.329995343,0.304891529,1,0.806872212,1,1,0.473936497,1,1,0.806872212,0.1932829866142857,0.1756046646678571
2873,0.333,1,0.229396794,0.280536738,1,0.81,1,1,0.473936497,1,1,0.81,0.13436097934285712,0.1220718653785714
2874,0.333,1,0.080375984,0.285620268,1,0.81,1,1,0.473936497,1,1,0.81,0.04707736205714285,0.04277150577142856
2875,0.333,1,0.004029914,0.306859324,1,0.81,1,1,0.473936497,1,1,0.81,0.0023603781999999994,0.0021444899499999995
2876,0.333,1,0.0,0.324506711,1,0.81,1,1,0.473936497,1,1,0.81,0.0,0.0
2877,0.333,1,0.0,0.264283786,1,0.81,1,1,0.473936497,1,1,0.81,0.0,0.0
2878,0.333,1,0.0,0.253136031,1,0.81,1,1,0.473936497,1,1,0.81,0.0,0.0
2879,0.333,1,0.0,0.240700197,1,0.81,1,1,0.473936497,1,1,0.81,0.0,0.0
2880,0.333,1,0.0,0.300202526,1,0.81,1,1,0.473936497,1,1,0.81,0.0,0.0
2881,1.14638675,1,0.0,0.436160068,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2882,1.14638675,1,0.0,0.470970471,1,0.53424926,1,1,0.464215965,1,1,0.53424926,0.0,0.0
2883,1.14638675,1,0.0,0.530081378,1,0.549079568,1,1,0.464215965,1,1,0.549079568,0.0,0.0
2884,1.14638675,1,0.0,0.508735194,1,0.528622848,1,1,0.464215965,1,1,0.528622848,0.0,0.0
2885,1.14638675,1,0.0,0.541926307,1,0.608322325,1,1,0.464215965,1,1,0.608322325,0.0,0.0
2886,1.14638675,1,0.044967956,0.628196075,1,0.482846747,1,1,0.464215965,1,1,0.482846747,0.026338374228571427,0.02392937658571428
2887,1.14638675,1,0.090818994,0.460478784,1,0.306841726,1,1,0.464215965,1,1,0.306841726,0.05319398219999999,0.04832867894999999
2888,1.14638675,1,0.213023213,0.251638323,1,0.243291281,1,1,0.464215965,1,1,0.243291281,0.12477073904285711,0.1133587812035714
2889,1.14638675,1,0.392726756,0.099692106,1,0.27680696,1,1,0.464215965,1,1,0.27680696,0.23002567137142854,0.20898673801428566
2890,1.14638675,1,0.604277794,0.030757016,1,0.190388433,1,1,0.464215965,1,1,0.190388433,0.35393413648571426,0.3215621118071428
2891,1.14638675,1,0.788483417,0.017406571,1,0.081596932,1,1,0.464215965,1,1,0.081596932,0.4618260013857142,0.41958581833214276
2892,1.14638675,1,0.8256,0.030820339,1,0.02761738,1,1,0.464215965,1,1,0.02761738,0.4835657142857142,0.43933714285714276
2893,1.14638675,1,0.8256,0.090016558,1,0.020635283,1,1,0.464215965,1,1,0.020635283,0.4835657142857142,0.43933714285714276
2894,1.14638675,1,0.815870008,0.1499123,1,0.02880094,1,1,0.464215965,1,1,0.02880094,0.4778667189714285,0.4341593971142856
2895,1.14638675,1,0.633037059,0.229606044,1,0.059927982,1,1,0.464215965,1,1,0.059927982,0.37077884884285706,0.33686614925357133
2896,1.14638675,1,0.413584223,0.22464489,1,0.203134707,1,1,0.464215965,1,1,0.203134707,0.24224218775714282,0.2200858900964285
2897,1.14638675,1,0.205499173,0.24993737,1,0.489713829,1,1,0.464215965,1,1,0.489713829,0.12036380132857141,0.10935491706071426
2898,1.14638675,1,0.077214036,0.198247958,1,0.605688926,1,1,0.464215965,1,1,0.605688926,0.04522536394285714,0.04108889772857142
2899,1.14638675,1,0.006700147,0.331192208,1,0.739896941,1,1,0.464215965,1,1,0.739896941,0.003924371814285714,0.003565435367857142
2900,1.14638675,1,0.0,0.423593915,1,0.792896463,1,1,0.464215965,1,1,0.792896463,0.0,0.0
2901,1.14638675,1,0.0,0.396819962,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2902,1.14638675,1,0.0,0.400659464,1,0.756353995,1,1,0.464215965,1,1,0.756353995,0.0,0.0
2903,1.14638675,1,0.0,0.505291685,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2904,1.14638675,1,0.0,0.533968097,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2905,1.14638675,1,0.0,0.483810832,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2906,1.14638675,1,0.0,0.383361357,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2907,1.14638675,1,0.0,0.389271957,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2908,1.14638675,1,0.0,0.472940026,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2909,1.14638675,1,0.0,0.440251348,1,0.807274561,1,1,0.464215965,1,1,0.807274561,0.0,0.0
2910,1.14638675,1,0.042950999,0.542846344,1,0.758523585,1,1,0.464215965,1,1,0.758523585,0.025157013699999994,0.022856067324999993
2911,1.14638675,1,0.086044527,0.501736412,1,0.664164594,1,1,0.464215965,1,1,0.664164594,0.05039750867142856,0.045787980439285704
2912,1.14638675,1,0.204049432,0.412961153,1,0.702294221,1,1,0.464215965,1,1,0.702294221,0.1195146673142857,0.10858344774285712
2913,1.14638675,1,0.382166039,0.194890105,1,0.751524907,1,1,0.464215965,1,1,0.751524907,0.22384010855714284,0.20336692789642855
2914,1.14638675,1,0.602256289,0.129990065,1,0.76375489,1,1,0.464215965,1,1,0.76375489,0.3527501121285713,0.3204863823607142
2915,1.14638675,1,0.786656926,0.154665959,1,0.735793248,1,1,0.464215965,1,1,0.735793248,0.46075619951428565,0.41861386419285707
2916,1.14638675,1,0.8256,0.119430816,1,0.472812817,1,1,0.464215965,1,1,0.472812817,0.4835657142857142,0.43933714285714276
2917,1.14638675,1,0.8256,0.206774968,1,0.449974683,1,1,0.464215965,1,1,0.449974683,0.4835657142857142,0.43933714285714276
2918,1.14638675,1,0.813662962,0.242239416,1,0.502172162,1,1,0.464215965,1,1,0.502172162,0.4765740205999999,0.4329849333499999
2919,1.14638675,1,0.632180048,0.264376954,1,0.513152754,1,1,0.464215965,1,1,0.513152754,0.3702768852571428,0.33641009697142854
2920,1.14638675,1,0.414560818,0.39916227,1,0.59756653,1,1,0.464215965,1,1,0.59756653,0.24281419339999996,0.22060557814999995
2921,1.147068724,1,0.211058685,0.371688686,1,0.81,1,1,0.464215965,1,1,0.81,0.1236200869285714,0.11231337166071426
2922,1.147068724,1,0.073719162,0.349190211,1,0.81,1,1,0.464215965,1,1,0.81,0.04317836631428571,0.039229125492857134
2923,1.147068724,1,0.0068918,0.375119234,1,0.81,1,1,0.464215965,1,1,0.81,0.004036625714285713,0.003667422142857142
2924,1.147068724,1,0.0,0.377970936,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2925,1.147068724,1,0.0,0.33125289,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2926,1.147068724,1,0.0,0.484381747,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2927,1.147068724,1,0.0,0.498644891,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2928,1.147068724,1,0.0,0.495374402,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2929,1.147068724,1,0.0,0.514539352,1,0.806077628,1,1,0.464215965,1,1,0.806077628,0.0,0.0
2930,1.147068724,1,0.0,0.466028797,1,0.804221918,1,1,0.464215965,1,1,0.804221918,0.0,0.0
2931,1.147068724,1,0.0,0.498131695,1,0.801924583,1,1,0.464215965,1,1,0.801924583,0.0,0.0
2932,1.147068724,1,0.0,0.427441596,1,0.622142839,1,1,0.464215965,1,1,0.622142839,0.0,0.0
2933,1.147068724,1,0.0,0.378126468,1,0.482348726,1,1,0.464215965,1,1,0.482348726,0.0,0.0
2934,1.147068724,1,0.044692732,0.351315467,1,0.413474803,1,1,0.464215965,1,1,0.413474803,0.026177171599999997,0.023782918099999995
2935,1.147068724,1,0.130447665,0.286322966,1,0.195715203,1,1,0.464215965,1,1,0.195715203,0.07640506092857141,0.06941679316071427
2936,1.147068724,1,0.227489425,0.207353685,1,0.15346874,1,1,0.464215965,1,1,0.15346874,0.13324380607142855,0.12105687258928569
2937,1.147068724,1,0.398186999,0.096358686,1,0.108043905,1,1,0.464215965,1,1,0.108043905,0.23322381369999995,0.21189236732499994
2938,1.147068724,1,0.595355144,0.1004626,1,0.091469113,1,1,0.464215965,1,1,0.091469113,0.34870801291428566,0.3168139873428571
2939,1.147068724,1,0.764467984,0.094788838,1,0.058173832,1,1,0.464215965,1,1,0.058173832,0.44775981919999996,0.40680617719999995
2940,1.147068724,1,0.8256,0.1183521,1,0.059707855,1,1,0.464215965,1,1,0.059707855,0.4835657142857142,0.43933714285714276
2941,1.147068724,1,0.8256,0.163304921,1,0.071175014,1,1,0.464215965,1,1,0.071175014,0.4835657142857142,0.43933714285714276
2942,1.147068724,1,0.78041164,0.239679669,1,0.103690058,1,1,0.464215965,1,1,0.103690058,0.4570982462857142,0.41529047985714274
2943,1.147068724,1,0.615323991,0.312081056,1,0.332428206,1,1,0.464215965,1,1,0.332428206,0.36040405187142854,0.32744026663928566
2944,1.147068724,1,0.411383954,0.360011935,1,0.47367328,1,1,0.464215965,1,1,0.47367328,0.24095345877142854,0.21891503266428566
2945,1.147068724,1,0.22092898,0.380396184,1,0.612253896,1,1,0.464215965,1,1,0.612253896,0.1294012597142857,0.11756577864285711
2946,1.147068724,1,0.085204349,0.378581953,1,0.719402169,1,1,0.464215965,1,1,0.719402169,0.0499054044142857,0.04534088571785713
2947,1.147068724,1,0.006931966,0.438172683,1,0.751151633,1,1,0.464215965,1,1,0.751151633,0.0040601515142857135,0.0036887961928571424
2948,1.147068724,1,0.0,0.50954778,1,0.791331955,1,1,0.464215965,1,1,0.791331955,0.0,0.0
2949,1.147068724,1,0.0,0.449479827,1,0.758523585,1,1,0.464215965,1,1,0.758523585,0.0,0.0
2950,1.147068724,1,0.0,0.426131883,1,0.803003225,1,1,0.464215965,1,1,0.803003225,0.0,0.0
2951,1.147068724,1,0.0,0.405825653,1,0.806624147,1,1,0.464215965,1,1,0.806624147,0.0,0.0
2952,1.147068724,1,0.0,0.474561555,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2953,1.147068724,1,0.0,0.477589498,1,0.807042598,1,1,0.464215965,1,1,0.807042598,0.0,0.0
2954,1.147068724,1,0.0,0.42034925,1,0.539670585,1,1,0.464215965,1,1,0.539670585,0.0,0.0
2955,1.147068724,1,0.0,0.394797571,1,0.76054979,1,1,0.464215965,1,1,0.76054979,0.0,0.0
2956,1.147068724,1,0.0,0.338617123,1,0.624171235,1,1,0.464215965,1,1,0.624171235,0.0,0.0
2957,1.147068724,1,0.0,0.404958285,1,0.461260114,1,1,0.464215965,1,1,0.461260114,0.0,0.0
2958,1.147068724,1,0.046522155,0.444544464,1,0.588272093,1,1,0.464215965,1,1,0.588272093,0.027248690785714284,0.024756432482142852
2959,1.147068724,1,0.119538803,0.46214268,1,0.341096162,1,1,0.464215965,1,1,0.341096162,0.0700155846142857,0.06361172016785713
2960,1.147068724,1,0.228943908,0.366460136,1,0.255797617,1,1,0.464215965,1,1,0.255797617,0.13409571754285712,0.1218308653285714
2961,1.147068724,1,0.38347503,0.180960474,1,0.272505421,1,1,0.464215965,1,1,0.272505421,0.22460680328571425,0.2040634981071428
2962,1.147068724,1,0.562071653,0.108337004,1,0.311691009,1,1,0.464215965,1,1,0.311691009,0.3292133967571428,0.2991024153464285
2963,1.147068724,1,0.700272715,0.163232577,1,0.281938527,1,1,0.464215965,1,1,0.281938527,0.4101597330714285,0.3726451233392856
2964,1.147068724,1,0.667816722,0.158748155,1,0.35537322,1,1,0.464215965,1,1,0.35537322,0.39114979431428565,0.35537389849285705
2965,1.147068724,1,0.704149141,0.219083564,1,0.243623179,1,1,0.464215965,1,1,0.243623179,0.41243021115714285,0.3747079357464285
2966,1.147068724,1,0.69407281,0.287742912,1,0.312674243,1,1,0.464215965,1,1,0.312674243,0.4065283601428571,0.36934588817857134
2967,1.147068724,1,0.558820682,0.302253886,1,0.386810532,1,1,0.464215965,1,1,0.386810532,0.3273092566,0.29737243434999994
2968,1.147068724,1,0.36872313,0.424798364,1,0.491026702,1,1,0.464215965,1,1,0.491026702,0.2159664047142857,0.19621337989285711
2969,1.147068724,1,0.232046013,0.337454344,1,0.781634134,1,1,0.464215965,1,1,0.781634134,0.13591266475714284,0.12348162834642855
2970,1.147068724,1,0.080904271,0.458933813,1,0.790860715,1,1,0.464215965,1,1,0.790860715,0.04738678729999999,0.04305262992499999
2971,1.147068724,1,0.005068074,0.361471314,1,0.80375799,1,1,0.464215965,1,1,0.80375799,0.0029684433428571423,0.002696939378571428
2972,1.147068724,1,0.0,0.483944033,1,0.808332316,1,1,0.464215965,1,1,0.808332316,0.0,0.0
2973,1.147068724,1,0.0,0.496625121,1,0.807914781,1,1,0.464215965,1,1,0.807914781,0.0,0.0
2974,1.147068724,1,0.0,0.487401831,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2975,1.147068724,1,0.0,0.543008342,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2976,1.147068724,1,0.0,0.433816996,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2977,1.147068724,1,0.0,0.428200746,1,0.81,1,1,0.464215965,1,1,0.81,0.0,0.0
2978,1.147068724,1,0.0,0.451990707,1,0.598058525,1,1,0.464215965,1,1,0.598058525,0.0,0.0
2979,1.147068724,1,0.0,0.398606456,1,0.511243225,1,1,0.464215965,1,1,0.511243225,0.0,0.0
2980,1.147068724,1,0.0,0.477371065,1,0.614607357,1,1,0.464215965,1,1,0.614607357,0.0,0.0
2981,1.147068724,1,0.0,0.496922037,1,0.37970802,1,1,0.464215965,1,1,0.37970802,0.0,0.0
2982,1.147068724,1,0.051342769,0.512351039,1,0.37218193,1,1,0.464215965,1,1,0.37218193,0.030072193271428568,0.02732168778928571
2983,1.147068724,1,0.020602164,0.501199863,1,0.474874484,1,1,0.464215965,1,1,0.474874484,0.01206698177142857,0.010963294414285712
2984,1.147068724,1,0.079640671,0.435906331,1,0.55592159,1,1,0.464215965,1,1,0.55592159,0.04664667872857142,0.04238021421071427
2985,1.147068724,1,0.316383987,0.406735093,1,0.63983245,1,1,0.464215965,1,1,0.63983245,0.18531062095714282,0.16836147879642852
2986,1.147068724,1,0.503147708,0.48009399,1,0.524520759,1,1,0.464215965,1,1,0.524520759,0.29470080039999996,0.26774645889999993
2987,1.147068724,1,0.617724149,0.426766482,1,0.405699173,1,1,0.464215965,1,1,0.405699173,0.36180985869999993,0.3287174935749999
2988,1.147068724,1,0.660690676,0.320696133,1,0.307748594,1,1,0.464215965,1,1,0.307748594,0.38697596737142853,0.3515818240142856
2989,1.147068724,1,0.404946909,0.32978719,1,0.313858535,1,1,0.464215965,1,1,0.313858535,0.23718318955714285,0.21548960514642854
2990,1.147068724,1,0.716956324,0.306521801,1,0.314452098,1,1,0.464215965,1,1,0.314452098,0.4199315611999999,0.3815231866999999
2991,1.147068724,1,0.679114363,0.282164432,1,0.295346714,1,1,0.464215965,1,1,0.295346714,0.3977669840428571,0.3613858574535714
2992,1.147068724,1,0.440936637,0.225143879,1,0.286821513,1,1,0.464215965,1,1,0.286821513,0.25826288738571423,0.2346412818321428
2993,1.147068724,1,0.216697194,0.233411576,1,0.219047701,1,1,0.464215965,1,1,0.219047701,0.1269226422,0.11531386394999998
2994,1.147068724,1,0.069997084,0.219208865,1,0.239524631,1,1,0.464215965,1,1,0.239524631,0.04099829205714285,0.037248448271428564
2995,1.147068724,1,0.012910541,0.216930504,1,0.354973398,1,1,0.464215965,1,1,0.354973398,0.007561888299999999,0.006870252174999998
2996,1.147068724,1,0.0,0.199027186,1,0.375763723,1,1,0.464215965,1,1,0.375763723,0.0,0.0
2997,1.147068724,1,0.0,0.161785687,1,0.445761216,1,1,0.464215965,1,1,0.445761216,0.0,0.0
2998,1.147068724,1,0.0,0.18645396,1,0.343937933,1,1,0.464215965,1,1,0.343937933,0.0,0.0
2999,1.147068724,1,0.0,0.135042979,1,0.235460843,1,1,0.464215965,1,1,0.235460843,0.0,0.0
3000,1.147068724,1,0.0,0.066615154,1,0.19604809,1,1,0.464215965,1,1,0.19604809,0.0,0.0
3001,1.147068724,1,0.0,0.058952658,1,0.101308396,1,1,0.464215965,1,1,0.101308396,0.0,0.0
3002,1.147068724,1,0.0,0.136790464,1,0.084577435,1,1,0.464215965,1,1,0.084577435,0.0,0.0
3003,1.147068724,1,0.0,0.373402836,1,0.090614018,1,1,0.464215965,1,1,0.090614018,0.0,0.0
3004,1.147068724,1,0.0,0.428363122,1,0.188496115,1,1,0.464215965,1,1,0.188496115,0.0,0.0
3005,1.147068724,1,0.0,0.50005868,1,0.288676193,1,1,0.464215965,1,1,0.288676193,0.0,0.0
3006,1.147068724,1,0.038635998,0.409582453,1,0.521774267,1,1,0.464215965,1,1,0.521774267,0.022629655971428568,0.02055987036428571
3007,1.147068724,1,0.072855206,0.486133055,1,0.613501283,1,1,0.464215965,1,1,0.613501283,0.04267233494285714,0.038769377478571426
3008,1.147068724,1,0.199747261,0.466449724,1,0.549258926,1,1,0.464215965,1,1,0.549258926,0.1169948243,0.10629407817499999
3009,1.147068724,1,0.409832424,0.544746291,1,0.504869246,1,1,0.464215965,1,1,0.504869246,0.24004470548571424,0.2180893970571428
3010,1.147068724,1,0.492343399,0.632953722,1,0.645187339,1,1,0.464215965,1,1,0.645187339,0.28837256227142855,0.2619970230392857
3011,1.147068724,1,0.8256,0.683739282,1,0.778195817,1,1,0.464215965,1,1,0.778195817,0.4835657142857142,0.43933714285714276
3012,1.147068724,1,0.8256,0.71197824,1,0.779094857,1,1,0.464215965,1,1,0.779094857,0.4835657142857142,0.43933714285714276
3013,1.147068724,1,0.8256,0.741709085,1,0.613721232,1,1,0.464215965,1,1,0.613721232,0.4835657142857142,0.43933714285714276
3014,1.147068724,1,0.8256,0.75967521,1,0.76085987,1,1,0.464215965,1,1,0.76085987,0.4835657142857142,0.43933714285714276
3015,1.147068724,1,0.704524434,0.715338632,1,0.736157212,1,1,0.464215965,1,1,0.736157212,0.41265002562857134,0.3749076452357142
3016,1.147068724,1,0.458009934,0.6992402,1,0.742164401,1,1,0.464215965,1,1,0.742164401,0.2682629613428571,0.2437267148785714
3017,1.147068724,1,0.229646079,0.663991095,1,0.807670337,1,1,0.464215965,1,1,0.807670337,0.13450698912857142,0.12220452061071427
3018,1.147068724,1,0.076489427,0.620677974,1,0.802590307,1,1,0.464215965,1,1,0.802590307,0.044800950099999994,0.04070330222499999
3019,1.147068724,1,0.014989374,0.459380688,1,0.800609314,1,1,0.464215965,1,1,0.800609314,0.008779490485714284,0.007976488307142855
3020,1.147068724,1,0.0,0.304627454,1,0.794364805,1,1,0.464215965,1,1,0.794364805,0.0,0.0
3021,1.147068724,1,0.0,0.182882381,1,0.682563248,1,1,0.464215965,1,1,0.682563248,0.0,0.0
3022,1.147068724,1,0.0,0.142840413,1,0.402326116,1,1,0.464215965,1,1,0.402326116,0.0,0.0
3023,1.147068724,1,0.0,0.117736194,1,0.340076517,1,1,0.464215965,1,1,0.340076517,0.0,0.0
3024,1.147068724,1,0.0,0.112314734,1,0.3254894,1,1,0.464215965,1,1,0.3254894,0.0,0.0
3025,1.147068724,1,0.0,0.068968347,1,0.28855319,1,1,0.464215965,1,1,0.28855319,0.0,0.0
3026,1.147068724,1,0.0,0.054140759,1,0.218402566,1,1,0.464215965,1,1,0.218402566,0.0,0.0
3027,1.147068724,1,0.0,0.039787284,1,0.231093503,1,1,0.464215965,1,1,0.231093503,0.0,0.0
3028,1.147068724,1,0.0,0.033926092,1,0.192829328,1,1,0.464215965,1,1,0.192829328,0.0,0.0
3029,1.147068724,1,0.0,0.061059602,1,0.159807628,1,1,0.464215965,1,1,0.159807628,0.0,0.0
3030,1.147068724,1,0.03625825,0.076262112,1,0.121002779,1,1,0.464215965,1,1,0.121002779,0.021236974999999995,0.019294568749999994
3031,1.147068724,1,0.067322749,0.094872156,1,0.118369509,1,1,0.464215965,1,1,0.118369509,0.03943189584285714,0.03582532000357142
3032,1.147068724,1,0.19667106,0.103535255,1,0.18800921,1,1,0.464215965,1,1,0.18800921,0.11519304942857142,0.10465709978571426
3033,1.147068724,1,0.408529901,0.002499364,1,0.119674338,1,1,0.464215965,1,1,0.119674338,0.23928179915714282,0.2173962687464285
3034,1.147068724,1,0.648595319,0.024057,1,0.104156636,1,1,0.464215965,1,1,0.104156636,0.37989154398571423,0.3451453661821428
3035,1.147068724,1,0.8256,0.01245618,1,0.126334118,1,1,0.464215965,1,1,0.126334118,0.4835657142857142,0.43933714285714276
3036,1.147068724,1,0.8256,0.0266814,1,0.144350509,1,1,0.464215965,1,1,0.144350509,0.4835657142857142,0.43933714285714276
3037,1.147068724,1,0.8256,0.032651396,1,0.171293456,1,1,0.464215965,1,1,0.171293456,0.4835657142857142,0.43933714285714276
3038,1.147068724,1,0.8256,0.06265031,1,0.111463908,1,1,0.464215965,1,1,0.111463908,0.4835657142857142,0.43933714285714276
3039,1.147068724,1,0.691485713,0.089630663,1,0.080139757,1,1,0.464215965,1,1,0.080139757,0.4050130604714285,0.3679691829892856
3040,1.147068724,1,0.446893305,0.197190719,1,0.141115601,1,1,0.464215965,1,1,0.141115601,0.2617517929285714,0.23781108016071426
3041,1.147068724,1,0.221334294,0.195551313,1,0.223928776,1,1,0.464215965,1,1,0.223928776,0.1296386579142857,0.11778146359285711
3042,1.147068724,1,0.072722645,0.299282767,1,0.138527657,1,1,0.464215965,1,1,0.138527657,0.04259469207142857,0.038698836089285704
3043,1.147068724,1,0.01457966,0.287554565,1,0.101016796,1,1,0.464215965,1,1,0.101016796,0.008539515142857142,0.007758461928571427
3044,1.147068724,1,0.0,0.277597657,1,0.05506697,1,1,0.464215965,1,1,0.05506697,0.0,0.0
3045,1.147068724,1,0.0,0.231081336,1,0.093323025,1,1,0.464215965,1,1,0.093323025,0.0,0.0
3046,1.147068724,1,0.0,0.117578726,1,0.157762264,1,1,0.464215965,1,1,0.157762264,0.0,0.0
3047,1.147068724,1,0.0,0.139021974,1,0.146739405,1,1,0.464215965,1,1,0.146739405,0.0,0.0
3048,1.147068724,1,0.0,0.190806341,1,0.145905707,1,1,0.464215965,1,1,0.145905707,0.0,0.0
3049,1.147068724,1,0.0,0.291600257,1,0.142100055,1,1,0.464215965,1,1,0.142100055,0.0,0.0
3050,1.147068724,1,0.0,0.39381703,1,0.132853146,1,1,0.464215965,1,1,0.132853146,0.0,0.0
3051,1.147068724,1,0.0,0.305006881,1,0.109365934,1,1,0.464215965,1,1,0.109365934,0.0,0.0
3052,1.147068724,1,0.0,0.25861141,1,0.124877781,1,1,0.464215965,1,1,0.124877781,0.0,0.0
3053,1.147068724,1,0.0,0.19903319,1,0.118329739,1,1,0.464215965,1,1,0.118329739,0.0,0.0
3054,1.147068724,1,0.039919864,0.213580405,1,0.116725938,1,1,0.464215965,1,1,0.116725938,0.023381634628571426,0.02124307048571428
3055,1.147068724,1,0.072629542,0.111825969,1,0.110083686,1,1,0.464215965,1,1,0.110083686,0.04254016031428571,0.03864929199285714
3056,1.147068724,1,0.199516955,0.079624167,1,0.102628193,1,1,0.464215965,1,1,0.102628193,0.11685993078571427,0.10617152248214283
3057,1.147068724,1,0.403845209,0.072514547,1,0.027543974,1,1,0.464215965,1,1,0.027543974,0.2365379081285714,0.21490334336071423
3058,1.147068724,1,0.638755127,0.093860213,1,0.00972626,1,1,0.464215965,1,1,0.00972626,0.3741280029571428,0.3399089782964285
3059,1.147068724,1,0.8256,0.077800329,1,0.037538404,1,1,0.464215965,1,1,0.037538404,0.4835657142857142,0.43933714285714276
3060,1.147068724,1,0.8256,0.120250656,1,0.001175534,1,1,0.464215965,1,1,0.001175534,0.4835657142857142,0.43933714285714276
3061,1.147068724,1,0.8256,0.204345434,1,0.006609893,1,1,0.464215965,1,1,0.006609893,0.4835657142857142,0.43933714285714276
3062,1.147068724,1,0.8256,0.274421971,1,0.015633974,1,1,0.464215965,1,1,0.015633974,0.4835657142857142,0.43933714285714276
3063,1.147068724,1,0.676000149,0.326744828,1,0.063502079,1,1,0.464215965,1,1,0.063502079,0.3959429444142857,0.3597286507178571
3064,1.147068724,1,0.438088034,0.400306982,1,0.092230872,1,1,0.464215965,1,1,0.092230872,0.25659441991428567,0.2331254180928571
3065,1.147068724,1,0.215869478,0.453314184,1,0.189364541,1,1,0.464215965,1,1,0.189364541,0.1264378371142857,0.11487340079285711
3066,1.147068724,1,0.068923672,0.327758603,1,0.141874509,1,1,0.464215965,1,1,0.141874509,0.04036957931428571,0.03667723974285714
3067,1.147068724,1,0.014067005,0.249467034,1,0.195791321,1,1,0.464215965,1,1,0.195791321,0.008239245785714285,0.0074856562321428555
3068,1.147068724,1,0.0,0.247898108,1,0.239599601,1,1,0.464215965,1,1,0.239599601,0.0,0.0
3069,1.147068724,1,0.0,0.22661425,1,0.250901027,1,1,0.464215965,1,1,0.250901027,0.0,0.0
3070,1.147068724,1,0.0,0.210323357,1,0.266689397,1,1,0.464215965,1,1,0.266689397,0.0,0.0
3071,1.147068724,1,0.0,0.221373356,1,0.189747008,1,1,0.464215965,1,1,0.189747008,0.0,0.0
3072,1.147068724,1,0.0,0.270770878,1,0.180445432,1,1,0.464215965,1,1,0.180445432,0.0,0.0
3073,1.147068724,1,0.0,0.284523934,1,0.117232684,1,1,0.464215965,1,1,0.117232684,0.0,0.0
3074,1.147068724,1,0.0,0.272086639,1,0.136361855,1,1,0.464215965,1,1,0.136361855,0.0,0.0
3075,1.147068724,1,0.0,0.289730776,1,0.113054881,1,1,0.464215965,1,1,0.113054881,0.0,0.0
3076,1.147068724,1,0.0,0.307597334,1,0.062653371,1,1,0.464215965,1,1,0.062653371,0.0,0.0
3077,1.147068724,1,0.0,0.179969792,1,0.054036951,1,1,0.464215965,1,1,0.054036951,0.0,0.0
3078,1.147068724,1,0.0447294,0.16287303,1,0.082271676,1,1,0.464215965,1,1,0.082271676,0.02619864857142857,0.02380243071428571
3079,1.147068724,1,0.081024184,0.225124135,1,0.052733304,1,1,0.464215965,1,1,0.052733304,0.04745702205714285,0.04311644077142856
3080,1.147068724,1,0.20245255,0.172013324,1,0.064656243,1,1,0.464215965,1,1,0.064656243,0.1185793507142857,0.10773367839285712
