Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2
105121,0.262,1,0.0,0.0,0.0,0.591423424,1,0.81,0.81,1,1,0.552743642,1,1
105122,0.262,1,0.0,0.0,0.0,0.560163183,1,0.81,0.81,1,1,0.552743642,1,1
105123,0.262,1,0.0,0.0,0.0,0.580711191,1,0.81,0.81,1,1,0.552743642,1,1
105124,0.262,1,0.0,0.0,0.0,0.553177444,1,0.81,0.81,1,1,0.552743642,1,1
105125,0.262,1,0.0,0.0,0.0,0.547210645,1,0.81,0.81,1,1,0.552743642,1,1
105126,0.262,1,0.0,0.0,0.0,0.514492304,1,0.81,0.81,1,1,0.552743642,1,1
105127,0.262,1,0.0,0.0,0.0,0.457350476,1,0.81,0.81,1,1,0.552743642,1,1
105128,0.262,1,0.016795484,0.009625104,0.008849928,0.470677552,1,0.81,0.81,1,1,0.552743642,1,1
105129,0.262,1,0.234104981,0.134160162,0.123355317,0.462512224,1,0.81,0.81,1,1,0.552743642,1,1
105130,0.262,1,0.463872941,0.265834878,0.244425357,0.513256107,1,0.81,0.81,1,1,0.552743642,1,1
105131,0.262,1,0.654095231,0.374846882,0.344657872,0.514679549,1,0.81,0.81,1,1,0.552743642,1,1
105132,0.262,1,0.691411871,0.396232188,0.36432087,0.640221929,1,0.81,0.81,1,1,0.552743642,1,1
105133,0.262,1,0.692465655,0.396836087,0.364876134,0.756786328,1,0.81,0.81,1,1,0.552743642,1,1
105134,0.262,1,0.676452185,0.387659137,0.356438267,0.769217385,1,0.81,0.81,1,1,0.552743642,1,1
105135,0.262,1,0.431874255,0.247497169,0.227564511,0.771917669,1,0.81,0.81,1,1,0.552743642,1,1
105136,0.262,1,0.236280244,0.135406755,0.124501513,0.743454354,1,0.809787375,0.809787375,1,1,0.552743642,1,1
