Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,424,29623.01477
,,,,,,,425,32037.52322
,,,,,,,426,34836.35657
,,,,,,,427,34737.06242
,,,,,,,428,31191.50833
,,,,,,,429,29942.75259
,,,,,,,430,25111.27464
,,,,,,,431,22446.69078
,,,,,,,432,20500.12496
,,,,,,,433,19215.54183
,,,,,,,434,18210.07387
,,,,,,,435,17773.19767
,,,,,,,436,17675.64984
,,,,,,,437,17827.14883
,,,,,,,438,19116.95801
,,,,,,,439,23287.73058
,,,,,,,440,29376.13308
,,,,,,,441,30551.0874
,,,,,,,442,29898.72799
,,,,,,,443,28862.77436
,,,,,,,444,29199.96542
,,,,,,,445,29557.60406
,,,,,,,446,28912.52567
,,,,,,,447,28960.98614
,,,,,,,448,30495.9772
,,,,,,,449,33042.61594
,,,,,,,450,35702.33737
,,,,,,,451,35980.66573
,,,,,,,452,32988.94418
,,,,,,,453,31917.98984
,,,,,,,454,24963.99203
,,,,,,,455,22118.54723
,,,,,,,456,20284.13631
,,,,,,,457,18866.32257
,,,,,,,458,17703.08636
,,,,,,,459,17101.8823
,,,,,,,460,16957.71468
,,,,,,,461,17053.27846
,,,,,,,462,18294.13341
,,,,,,,463,22139.21572
,,,,,,,464,28085.38955
,,,,,,,465,29539.04149
,,,,,,,466,29351.48186
,,,,,,,467,28547.43615
,,,,,,,468,29198.14658
,,,,,,,469,29839.0656
,,,,,,,470,29626.14325
,,,,,,,471,29937.7015
,,,,,,,472,31469.92558
,,,,,,,473,33940.57161
,,,,,,,474,36431.1656
,,,,,,,475,36758.1644
,,,,,,,476,33598.40683
,,,,,,,477,32240.27806
,,,,,,,478,25585.23389
,,,,,,,479,22902.39483
,,,,,,,480,21290.97821
,,,,,,,481,20159.48781
,,,,,,,482,18656.69438
,,,,,,,483,18201.43468
,,,,,,,484,18051.88943
,,,,,,,485,18184.11792
,,,,,,,486,19149.62215
,,,,,,,487,20332.06529
,,,,,,,488,21985.77984
,,,,,,,489,23369.3255
,,,,,,,490,25390.07008
,,,,,,,491,26810.90206
,,,,,,,492,28795.10672
,,,,,,,493,30569.31445
,,,,,,,494,30223.48506
,,,,,,,495,30444.84236
,,,,,,,496,30075.58434
,,,,,,,497,28281.03358
,,,,,,,498,27601.16283
,,,,,,,499,30596.55729
,,,,,,,500,30429.46125
,,,,,,,501,29188.04363
,,,,,,,502,27999.43359
,,,,,,,503,26198.73343
,,,,,,,504,23879.30796
,,,,,,,505,21276.8174
,,,,,,,506,20340.67929
,,,,,,,507,20154.48073
,,,,,,,508,20134.84311
,,,,,,,509,20280.67231
,,,,,,,510,21100.75441
,,,,,,,511,22212.23394
,,,,,,,512,23750.23288
,,,,,,,513,24822.95825
,,,,,,,514,26213.07231
,,,,,,,515,27023.02283
,,,,,,,516,28429.31906
,,,,,,,517,28999.17622
,,,,,,,518,27312.5136
,,,,,,,519,26924.13156
,,,,,,,520,26518.0197
,,,,,,,521,26915.25306
,,,,,,,522,26291.83327
,,,,,,,523,29827.7605
,,,,,,,524,29393.83832
,,,,,,,525,28870.70392
,,,,,,,526,27605.92769
,,,,,,,527,25468.10707
,,,,,,,528,22800.0995
,,,,,,,529,19269.10509
,,,,,,,530,18418.1915
,,,,,,,531,18039.46787
,,,,,,,532,18156.84461
,,,,,,,533,18593.80647
,,,,,,,534,20074.82318
,,,,,,,535,24333.55932
,,,,,,,536,30260.21491
,,,,,,,537,31826.48885
,,,,,,,538,31848.84312
,,,,,,,539,31139.21475
,,,,,,,540,31519.81629
,,,,,,,541,31463.31316
,,,,,,,542,30022.14246
,,,,,,,543,29540.59704
,,,,,,,544,30956.96777
,,,,,,,545,32735.75328
,,,,,,,546,35394.18791
,,,,,,,547,35115.23143
,,,,,,,548,31449.5327
,,,,,,,549,30245.73622
,,,,,,,550,24761.26592
,,,,,,,551,21990.04272
,,,,,,,552,20019.3502
,,,,,,,553,18151.75573
,,,,,,,554,17160.96424
,,,,,,,555,16558.08623
,,,,,,,556,16633.04717
,,,,,,,557,16709.6388
,,,,,,,558,18070.15487
,,,,,,,559,21268.76102
,,,,,,,560,26422.40699
,,,,,,,561,27390.36138
,,,,,,,562,27638.22994
,,,,,,,563,27051.52337
,,,,,,,564,27503.33388
,,,,,,,565,27758.81264
,,,,,,,566,26580.83982
,,,,,,,567,26424.77282
,,,,,,,568,27815.3918
,,,,,,,569,29733.94809
,,,,,,,570,32261.23105
,,,,,,,571,31970.63673
,,,,,,,572,28381.46549
,,,,,,,573,27322.74607
,,,,,,,574,23861.93144
,,,,,,,575,21619.38625
,,,,,,,576,19819.00988
,,,,,,,577,17743.12976
,,,,,,,578,16465.20053
,,,,,,,579,15954.41788
,,,,,,,580,16134.69762
,,,,,,,581,16116.47259
,,,,,,,582,17524.02155
,,,,,,,583,21050.84969
,,,,,,,584,26207.01094
,,,,,,,585,27376.84437
,,,,,,,586,27325.84794
,,,,,,,587,26986.14652
,,,,,,,588,27505.66051
,,,,,,,589,27602.33372
,,,,,,,590,26531.34766
,,,,,,,591,26353.48425
,,,,,,,592,27500.64907
,,,,,,,593,29488.7769
,,,,,,,594,31875.0382
,,,,,,,595,32236.75848
,,,,,,,596,29117.155
,,,,,,,597,28163.23206
,,,,,,,598,23532.02446
,,,,,,,599,21184.29195
,,,,,,,600,19368.80426
,,,,,,,601,17666.26388
,,,,,,,602,16924.77269
,,,,,,,603,16549.66768
,,,,,,,604,16613.84244
,,,,,,,605,16879.58228
,,,,,,,606,18295.42775
,,,,,,,607,22044.61254
,,,,,,,608,27752.27751
,,,,,,,609,29195.56
,,,,,,,610,29247.94327
,,,,,,,611,28564.47893
,,,,,,,612,29087.90512
,,,,,,,613,29173.81783
,,,,,,,614,28028.17006
,,,,,,,615,27946.36029
,,,,,,,616,29267.2473
,,,,,,,617,31335.996
,,,,,,,618,33987.12714
,,,,,,,619,33751.89335
,,,,,,,620,30159.26848
,,,,,,,621,29395.57545
,,,,,,,622,24674.21504
,,,,,,,623,22066.09719
,,,,,,,624,20147.25807
,,,,,,,625,18342.56028
,,,,,,,626,17184.81702
,,,,,,,627,16543.16595
,,,,,,,628,16388.49853
,,,,,,,629,16303.78014
,,,,,,,630,17476.1247
,,,,,,,631,20280.23379
,,,,,,,632,25213.30668
,,,,,,,633,26979.23729
,,,,,,,634,27747.89472
,,,,,,,635,27597.64167
,,,,,,,636,28485.88053
,,,,,,,637,29192.51487
,,,,,,,638,28815.64461
,,,,,,,639,28932.28691
,,,,,,,640,30248.91521
,,,,,,,641,30644.36498
,,,,,,,642,33039.2022
,,,,,,,643,31915.49109
,,,,,,,644,28224.41091
,,,,,,,645,26983.17166
,,,,,,,646,22936.7406
,,,,,,,647,20858.97876
,,,,,,,648,19296.78574
,,,,,,,649,18064.64956
,,,,,,,650,16429.00638
,,,,,,,651,15961.2961
,,,,,,,652,15773.58184
,,,,,,,653,15845.94754
,,,,,,,654,16792.72477
,,,,,,,655,17960.54224
,,,,,,,656,19354.30709
,,,,,,,657,20523.42489
,,,,,,,658,22302.39128
