Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
50000.0,1.0,1.0,1.0,1.0,168.0,1.0,1,23198.562,16625.656940059605
,,,,,,,2,23090.427,15358.639917582168
,,,,,,,3,22618.549,14863.127170876112
,,,,,,,4,22491.546,14345.28460588936
,,,,,,,5,22617.659,14114.254457842406
,,,,,,,6,22909.846,14690.86745895528
,,,,,,,7,23433.967,15199.935651411835
,,,,,,,8,24304.298,16217.891505398176
,,,,,,,9,24539.436,16529.955986866935
,,,,,,,10,25193.319,17944.968842908256
,,,,,,,11,25770.84,18875.89901567602
,,,,,,,12,25612.42,20473.28047102288
,,,,,,,13,25449.817,21997.949616662365
,,,,,,,14,25215.124,22152.043634722584
,,,,,,,15,24869.181,22347.10262658378
,,,,,,,16,24991.823,22345.568480344657
,,,,,,,17,25703.111,22907.61737979096
,,,,,,,18,26172.408,23071.51768881444
,,,,,,,19,25947.416,26403.51716176911
,,,,,,,20,25326.107,25954.497276376827
,,,,,,,21,25089.634,24346.818778198827
,,,,,,,22,24566.403,22826.926095444447
,,,,,,,23,23547.264,21037.800607187783
,,,,,,,24,23010.594,18449.698845580373
,,,,,,,25,22465.113,15031.117974052871
,,,,,,,26,22235.582,13913.74628660136
,,,,,,,27,22050.017,13325.1462851403
,,,,,,,28,22152.901,13199.002568046231
,,,,,,,29,22425.508,13163.144308161727
,,,,,,,30,22708.617,14152.511511817347
,,,,,,,31,23209.331,15367.229889124526
,,,,,,,32,23297.708,17772.15400171109
,,,,,,,33,23464.761,18643.539835521915
,,,,,,,34,24232.92,19690.00764096888
,,,,,,,35,24935.041,20479.28778409992
,,,,,,,36,25062.044,21833.63203023693
,,,,,,,37,24655.314,22928.78298226688
,,,,,,,38,24450.703,22815.077008489963
,,,,,,,39,24564.712,22845.691819138072
,,,,,,,40,25114.999,24385.23132098533
,,,,,,,41,27027.253,26617.301929308127
,,,,,,,42,28005.007,29613.915538100424
,,,,,,,43,28069.265,28849.369981288302
,,,,,,,44,27575.315,24763.51893992116
,,,,,,,45,27080.119,23453.531571351992
,,,,,,,46,26314.541,21935.828834602267
,,,,,,,47,25698.75,19879.711037575373
,,,,,,,48,24801.096,18054.48992233808
,,,,,,,49,24733.901,16823.993314931657
,,,,,,,50,24553.676,15863.916157445232
,,,,,,,51,24681.213,15419.827283661478
,,,,,,,52,24996.273,15437.232556674477
,,,,,,,53,25679.526,15602.647399642396
,,,,,,,54,26917.783,17008.76597905239
,,,,,,,55,28338.757,20880.054109060235
,,,,,,,56,29412.72,26650.844355552574
,,,,,,,57,30006.617,27811.46832206555
,,,,,,,58,30227.604,27519.929999482614
,,,,,,,59,29713.896,26852.288100253143
,,,,,,,60,30411.033,27506.701673392097
,,,,,,,61,29949.568,27670.90104786502
,,,,,,,62,29670.553,27072.040051307624
,,,,,,,63,30045.688,26930.207535474536
,,,,,,,64,31174.475,28356.29734539128
,,,,,,,65,33206.701,30950.564950185457
,,,,,,,66,33959.552,34317.75310086318
,,,,,,,67,33420.123,34810.215261179255
,,,,,,,68,33327.385,31835.050624922187
,,,,,,,69,32668.073,30693.1097892842
,,,,,,,70,32129.445,24098.38062353032
,,,,,,,71,31511.429,21338.538851705685
,,,,,,,72,29114.57,19513.169579109053
,,,,,,,73,29226.71,17913.655496006017
,,,,,,,74,29469.235,16842.991992220654
,,,,,,,75,29809.571,16402.458810893306
,,,,,,,76,29449.477,16341.97185416916
,,,,,,,77,29951.882,16574.611676432865
,,,,,,,78,30980.722,17937.729868087008
,,,,,,,79,32531.903,22468.509051154757
,,,,,,,80,33593.05,28898.74764431703
,,,,,,,81,33803.357,30391.11507097778
,,,,,,,82,33463.555,29833.362942477568
,,,,,,,83,32927.597,28627.10520342213
,,,,,,,84,32994.258,29026.9809849418
,,,,,,,85,32917.451,29410.90632832165
,,,,,,,86,33048.459,28387.46085890725
,,,,,,,87,33020.424,28365.93279600951
,,,,,,,88,32965.333,29855.20336175616
,,,,,,,89,33250.044,32757.72168730214
,,,,,,,90,34016.245,35985.970573343344
,,,,,,,91,33521.494,35921.349809663494
,,,,,,,92,32839.665,32459.77449902415
,,,,,,,93,31718.71,30948.28189318715
,,,,,,,94,31166.109,23575.770680143723
,,,,,,,95,29721.105,20499.062767724132
,,,,,,,96,28145.36,18620.240725600248
,,,,,,,97,27486.493,16595.509885409025
,,,,,,,98,27015.95,15539.09057142602
,,,,,,,99,27040.959,14989.288138334126
,,,,,,,100,26312.316,14827.115512502198
,,,,,,,101,26279.831,14861.667258924295
,,,,,,,102,27610.114,16080.542760089884
,,,,,,,103,29425.358,20058.3198495571
,,,,,,,104,30444.052,26022.327956811085
,,,,,,,105,30220.039,27087.208623499704
