Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.7019756159823551e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.443732097805289e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.239471371179519e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.504284862127345e9
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.9494985461068292e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.079152295820006e9
ERC_REST,Liion_Moderate,1,1,3.6181945720438623e9
ERC_REST,TEGS,1,1,7.904543591597319e7
