Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
50000.0,1.0,1.0,1.0,1.0,168.0,1.0,1,23198.562,16466.66804986826
,,,,,,,2,23090.427,14841.904042498569
,,,,,,,3,22618.549,14213.092144351423
,,,,,,,4,22491.546,13681.09314230514
,,,,,,,5,22617.659,13408.511337652
,,,,,,,6,22909.846,13942.844356251346
,,,,,,,7,23433.967,14513.384469298171
,,,,,,,8,24304.298,15602.126671422957
,,,,,,,9,24539.436,16356.841795555958
,,,,,,,10,25193.319,17982.02170345099
,,,,,,,11,25770.84,19229.945557000217
,,,,,,,12,25612.42,20562.24394969848
,,,,,,,13,25449.817,22187.480573148958
,,,,,,,14,25215.124,21987.590697562096
,,,,,,,15,24869.181,22125.77978367259
,,,,,,,16,24991.823,21966.215136101844
,,,,,,,17,25703.111,22664.57349109975
,,,,,,,18,26172.408,22870.42846721147
,,,,,,,19,25947.416,26323.15726240172
,,,,,,,20,25326.107,26125.62753003096
,,,,,,,21,25089.634,24897.200740079414
,,,,,,,22,24566.403,23576.93587813031
,,,,,,,23,23547.264,21756.549303793377
,,,,,,,24,23010.594,19229.31003916541
,,,,,,,25,22465.113,16014.227813179155
,,,,,,,26,22235.582,14979.264272599255
,,,,,,,27,22050.017,14454.93106414166
,,,,,,,28,22152.901,14433.95191380329
,,,,,,,29,22425.508,14428.536337691326
,,,,,,,30,22708.617,15349.014437117226
,,,,,,,31,23209.331,16713.012219590753
,,,,,,,32,23297.708,19016.899880664067
,,,,,,,33,23464.761,19981.49753633242
,,,,,,,34,24232.92,21082.09178955268
,,,,,,,35,24935.041,21870.86286811598
,,,,,,,36,25062.044,23048.206674193247
,,,,,,,37,24655.314,23885.386190041463
,,,,,,,38,24450.703,23454.486816265795
,,,,,,,39,24564.712,23163.508316978383
,,,,,,,40,25114.999,24713.284805695177
,,,,,,,41,27027.253,26797.476306886085
,,,,,,,42,28005.007,29793.44698111525
,,,,,,,43,28069.265,29086.98742153031
,,,,,,,44,27575.315,25096.0072776818
,,,,,,,45,27080.119,23601.52571454263
,,,,,,,46,26314.541,22018.446448298266
,,,,,,,47,25698.75,20025.48821252922
,,,,,,,48,24801.096,18139.85274673612
,,,,,,,49,24733.901,16809.130850147463
,,,,,,,50,24553.676,15690.139537125
,,,,,,,51,24681.213,15168.850355252216
,,,,,,,52,24996.273,15083.81777634902
,,,,,,,53,25679.526,15160.843304387392
,,,,,,,54,26917.783,16420.414500542924
,,,,,,,55,28338.757,20146.61934899772
,,,,,,,56,29412.72,25841.829519969
,,,,,,,57,30006.617,26898.373027353555
,,,,,,,58,30227.604,26678.920022313905
,,,,,,,59,29713.896,25926.170757241707
,,,,,,,60,30411.033,26624.85683177272
,,,,,,,61,29949.568,27242.474998996047
,,,,,,,62,29670.553,27112.21277224191
,,,,,,,63,30045.688,27498.333610738613
,,,,,,,64,31174.475,29327.04997177099
,,,,,,,65,33206.701,32001.780728648315
,,,,,,,66,33959.552,35353.35621460262
,,,,,,,67,33420.123,35778.87559260898
,,,,,,,68,33327.385,32663.48764768366
,,,,,,,69,32668.073,31344.562187321902
,,,,,,,70,32129.445,24595.76626396926
,,,,,,,71,31511.429,21687.337388711232
,,,,,,,72,29114.57,19735.951955020024
,,,,,,,73,29226.71,18039.348981999035
,,,,,,,74,29469.235,16952.625923276904
,,,,,,,75,29809.571,16446.233052475985
,,,,,,,76,29449.477,16345.065843337748
,,,,,,,77,29951.882,16521.969112493258
,,,,,,,78,30980.722,17805.66085804791
,,,,,,,79,32531.903,22375.868040620426
,,,,,,,80,33593.05,28781.97508271192
,,,,,,,81,33803.357,30254.133312280414
,,,,,,,82,33463.555,29704.000013006465
,,,,,,,83,32927.597,28490.727782782746
,,,,,,,84,32994.258,28906.354415854545
,,,,,,,85,32917.451,29411.48076475012
,,,,,,,86,33048.459,28842.71337961185
,,,,,,,87,33020.424,28942.93969619105
,,,,,,,88,32965.333,30652.123512643324
,,,,,,,89,33250.044,33541.94513594678
,,,,,,,90,34016.245,36764.28539214184
,,,,,,,91,33521.494,36642.08047884463
,,,,,,,92,32839.665,33130.35558203727
,,,,,,,93,31718.71,31503.263791820154
,,,,,,,94,31166.109,24120.752342448974
,,,,,,,95,29721.105,20969.128789296163
,,,,,,,96,28145.36,19294.77068108016
,,,,,,,97,27486.493,17438.581681141957
,,,,,,,98,27015.95,16534.673436537512
,,,,,,,99,27040.959,15947.864595273131
,,,,,,,100,26312.316,16117.86085122786
,,,,,,,101,26279.831,16478.244392281093
,,,,,,,102,27610.114,18000.323903289136
,,,,,,,103,29425.358,22378.124123345227
,,,,,,,104,30444.052,28451.93294499413
,,,,,,,105,30220.039,29758.304608902312
,,,,,,,106,29018.895,29432.70583167472
,,,,,,,107,28513.998,28653.999712126144
,,,,,,,108,28165.741,29324.70785623911
,,,,,,,109,27535.087,29742.9884671971
,,,,,,,110,27380.583,28855.30126004915
,,,,,,,111,27495.927,28741.607205779525
,,,,,,,112,28468.786,30471.516398225107
,,,,,,,113,30499.232,33197.023668364214
,,,,,,,114,31775.225,36148.281395411206
,,,,,,,115,31639.856,36361.01420678466
,,,,,,,116,31532.7,32796.18357175212
,,,,,,,117,31015.076,31475.20649450293
,,,,,,,118,30241.755,25262.817063954917
,,,,,,,119,29204.371,22488.52492224789
,,,,,,,120,27533.307,20484.06521609861
,,,,,,,121,26806.088,18351.131852117484
,,,,,,,122,26604.77,17195.292602123052
,,,,,,,123,26615.895,16697.0827975894
,,,,,,,124,26823.443,16526.957927660165
,,,,,,,125,27312.943,16522.18473432598
,,,,,,,126,28517.647,17791.758459092718
,,,,,,,127,30000.565,21574.07562350283
,,,,,,,128,32503.957,27137.253274588234
,,,,,,,129,32536.353,28475.527064962727
,,,,,,,130,33034.664,28381.48434970221
,,,,,,,131,32754.136,27695.885399367493
,,,,,,,132,33080.321,28400.660280865573
,,,,,,,133,32672.078,28901.626665549014
,,,,,,,134,32551.038,28523.88446197696
,,,,,,,135,31517.748,28731.26585949098
,,,,,,,136,32113.158,30329.512074352544
,,,,,,,137,32823.378,32774.577439477565
,,,,,,,138,33040.627,35586.13811881978
,,,,,,,139,32698.956,34875.63450112892
,,,,,,,140,31884.873,30943.2851379656
,,,,,,,141,31069.455,29470.36632478978
,,,,,,,142,30265.518,24659.605897233498
,,,,,,,143,29427.761,22391.09073152081
,,,,,,,144,27456.144,20608.253082891453
,,,,,,,145,26655.5,19194.46440174082
,,,,,,,146,26111.799,17481.80927392191
,,,,,,,147,25926.946,17037.68616070589
,,,,,,,148,25793.713,16848.879498056165
,,,,,,,149,25853.61,16817.015783682433
,,,,,,,150,26312.672,17783.965541396075
,,,,,,,151,27183.715,18918.42537428732
,,,,,,,152,27729.73,20280.68446453637
,,,,,,,153,28616.081,21395.751948890396
,,,,,,,154,28946.36,23205.7279050144
,,,,,,,155,29233.652,24536.90015689589
,,,,,,,156,29706.865,25796.98791264392
,,,,,,,157,28996.734,27081.14989207009
,,,,,,,158,28563.66,26918.78051161251
,,,,,,,159,28035.089,27119.6875628111
,,,,,,,160,27625.333,26918.444801374026
,,,,,,,161,28143.847,27657.46489953362
,,,,,,,162,29124.805,27471.116434928816
,,,,,,,163,28482.136,30476.59661440071
,,,,,,,164,27826.384,30088.16461036966
,,,,,,,165,27157.193,28810.21432371647
,,,,,,,166,26613.759,27514.078472017616
,,,,,,,167,25526.446,25788.61770070298
,,,,,,,168,24873.898,23326.40181912533
,,,,,,,169,23790.056,20195.18884788049
,,,,,,,170,23560.792,18476.124395096373
,,,,,,,171,23431.475,17976.244361035187
,,,,,,,172,23480.336,17570.672876799454
,,,,,,,173,23756.77,17529.72355562861
,,,,,,,174,24516.652,18182.724020751244
,,,,,,,175,25404.872,19010.699248611287
,,,,,,,176,26264.523,20530.61064945469
,,,,,,,177,27034.017,22015.996424361925
,,,,,,,178,27797.726,23919.162409516222
,,,,,,,179,27670.812,25263.25222225824
,,,,,,,180,27503.759,26953.553808992918
,,,,,,,181,27221.273,28318.72199274594
,,,,,,,182,26693.503,27650.726292523887
,,,,,,,183,26633.695,27187.75963793409
,,,,,,,184,26708.366,26548.92364893164
,,,,,,,185,29029.041,27134.388308879235
