Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.7296120288649426e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,-8.177163428509444e-6
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.37949738214833e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.256100216665053e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.412498591297904e9
ERC_REST,ERC_nuclear_1,1,1,-3.279528811301079e-10
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.8617191987282333e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.01639548947014e9
ERC_REST,Liion_Moderate,1,1,3.591376672417099e9
ERC_REST,TEGS,1,1,2.5686633153893434e7
