BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,5.450943643501663e8,4.285976313049025e7,-5.265770132249629e7,0.0,0.0,157144.8418397581,0.0,0.0,0.0,-5.35453571e8
t1,45122.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45122.0
t2,43952.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43952.0
t3,42960.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42960.0
t4,42128.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42128.0
t5,41789.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41789.0
t6,43498.786579795924,0.0,-1861.7865797959228,0.0,0.0,0.0,0.0,0.0,0.0,-41637.0
t7,42299.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42299.0
t8,43856.78408482885,0.0,-175.78408482884333,0.0,0.0,0.0,0.0,0.0,0.0,-43681.0
t9,42955.4001894616,1724.5998105384024,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44680.0
t10,52777.047979994124,0.0,-6800.047979994119,0.0,0.0,0.0,0.0,0.0,0.0,-45977.0
t11,47157.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47157.0
t12,61111.554189837036,0.0,-13581.554189837036,0.0,0.0,0.0,0.0,0.0,0.0,-47530.0
t13,70154.09927910012,0.0,-22686.09927910012,0.0,0.0,0.0,0.0,0.0,0.0,-47468.0
t14,71729.66906002132,0.0,-24528.66906002131,0.0,0.0,0.0,0.0,0.0,0.0,-47201.0
t15,69851.77761789924,0.0,-23297.77761789924,0.0,0.0,0.0,0.0,0.0,0.0,-46554.0
t16,72919.98205620263,0.0,-27160.982056202618,0.0,0.0,0.0,0.0,0.0,0.0,-45759.0
t17,64239.482045267316,0.0,-18849.48204526731,0.0,0.0,0.0,0.0,0.0,0.0,-45390.0
t18,54819.81362219104,0.0,-9119.813622191039,0.0,0.0,0.0,0.0,0.0,0.0,-45700.0
t19,60883.7147983036,0.0,-12356.714798303601,0.0,0.0,0.0,0.0,0.0,0.0,-48527.0
