Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,3287.742322113514,0.0,0.0,0.0,0.0,5067.25864203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,3287.742322113514,0.0,0.0,0.0,0.0,5067.25864203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,3287.742322113514,0.0,0.0,0.0,0.0,5067.25864203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,3287.742322113514,0.0,0.0,0.0,0.0,5067.25864203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,3287.742322113514,0.0,0.0,0.0,0.0,5067.25864203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,3287.742322113514,0.0,0.0,0.0,0.0,5067.25864203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,3287.742322113514,0.0,0.0,0.0,0.0,5067.25864203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,3287.742322113514,0.0,0.0,0.0,0.0,5067.25864203034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,3287.742322113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,3287.742322113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,3287.742322113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,3287.742322113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,3287.742322113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t14,3287.742322113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,3287.742322113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t16,3287.742322113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t17,3287.742322113514,0.0,0.0,0.0,0.0,3274.087247093527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,3287.742322113514,0.0,0.0,0.0,0.0,3274.087247093527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
