Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2
1,0.262,1,1,0.0,0.0,0.0,0.7471,0.9014,0.9014,1,0.552743642,1,1
2,0.262,1,1,0.0,0.0,0.0,0.4474,0.2906,0.2906,1,0.552743642,1,1
3,0.262,1,1,0.0,0.0,0.0,0.7038,0.6483,0.6483,1,0.552743642,1,1
4,0.262,1,1,0.0,0.0,0.0,0.3133,0.2803,0.2803,1,0.552743642,1,1
5,0.262,1,1,0.0,0.0,0.0,0.4587,0.565,0.565,1,0.552743642,1,1
6,0.262,1,1,0.0,0.0,0.0,0.2539,0.336,0.336,1,0.552743642,1,1
7,0.262,1,1,0.0,0.0,0.0,0.2988,0.8764,0.8764,1,0.552743642,1,1
8,0.262,1,1,0.009597,0.005499818999703,0.0050568810002969995,0.3744,0.0998,0.0998,1,0.552743642,1,1
9,0.262,1,1,0.125964,0.072187058505636,0.066373341494364,0.063,0.75,0.75,1,0.552743642,1,1
10,0.262,1,1,0.286159,0.16399111234094102,0.15078378765905898,0.3592,0.8339,0.8339,1,0.552743642,1,1
11,0.262,1,1,0.453387,0.259825616006913,0.23890008399308696,0.2067,0.3291,0.3291,1,0.552743642,1,1
12,0.262,1,1,0.53524,0.30673367942076,0.28203032057924,0.774,0.8782,0.8782,1,0.552743642,1,1
13,0.262,1,1,0.517283,0.29644293754541706,0.272568362454583,0.5609,0.1675,0.1675,1,0.552743642,1,1
14,0.262,1,1,0.410183,0.23506640166251702,0.21613489833748298,0.659,0.4561,0.4561,1,0.552743642,1,1
15,0.262,1,1,0.223333,0.127986983084367,0.11767931691563299,0.1919,0.1804,0.1804,1,0.552743642,1,1
16,0.262,1,1,0.085949,0.049255386392151004,0.045288513607848996,0.1563,0.2333,0.2333,1,0.552743642,1,1
17,0.262,1,1,0.006801,0.003897495990099,0.0035836040099009995,0.5756,0.7457,0.7457,1,0.552743642,1,1
18,0.262,1,1,0.0,0.0,0.0,0.5814,0.483,0.483,1,0.552743642,1,1
19,0.262,1,1,0.0,0.0,0.0,0.4677,0.0988,0.0988,1,0.552743642,1,1
20,0.262,1,1,0.0,0.0,0.0,0.7333,0.6706,0.6706,1,0.552743642,1,1
21,0.262,1,1,0.0,0.0,0.0,0.313,0.8519,0.8519,1,0.552743642,1,1
22,0.262,1,1,0.0,0.0,0.0,0.5662,0.7798,0.7798,1,0.552743642,1,1
23,0.262,1,1,0.0,0.0,0.0,0.1959,0.1113,0.1113,1,0.552743642,1,1
24,0.262,1,1,0.0,0.0,0.0,0.454,0.1947,0.1947,1,0.552743642,1,1
25,0.262,1,1,0.0,0.0,0.0,0.2106,0.1318,0.1318,1,0.552743642,1,1
26,0.262,1,1,0.0,0.0,0.0,0.5338,0.735,0.735,1,0.552743642,1,1
27,0.262,1,1,0.0,0.0,0.0,0.3239,0.1614,0.1614,1,0.552743642,1,1
28,0.262,1,1,0.0,0.0,0.0,0.25,0.8098,0.8098,1,0.552743642,1,1
29,0.262,1,1,0.0,0.0,0.0,0.5294,0.6065,0.6065,1,0.552743642,1,1
30,0.262,1,1,0.0,0.0,0.0,0.4786,0.555,0.555,1,0.552743642,1,1
31,0.262,1,1,0.0,0.0,0.0,0.3669,0.8727,0.8727,1,0.552743642,1,1
32,0.262,1,1,0.010601,0.006075188206299,0.005585911793700999,0.1053,0.7603,0.7603,1,0.552743642,1,1
33,0.262,1,1,0.113321,0.064941647271579,0.059711452728420995,0.2595,0.2736,0.2736,1,0.552743642,1,1
34,0.262,1,1,0.274023,0.157036251094677,0.144389048905323,0.1462,0.4849,0.4849,1,0.552743642,1,1
35,0.262,1,1,0.379622,0.217552598552178,0.20003160144782198,0.3724,0.3822,0.3822,1,0.552743642,1,1
36,0.262,1,1,0.409466,0.234655505525934,0.215757094474066,0.1971,0.0705,0.0705,1,0.552743642,1,1
37,0.262,1,1,0.473518,0.271362227060682,0.24950757293931797,0.5972,0.9041,0.9041,1,0.552743642,1,1
38,0.262,1,1,0.339865,0.194768780278635,0.17908271972136497,0.6648,0.5493,0.5493,1,0.552743642,1,1
39,0.262,1,1,0.241128,0.138184886502072,0.127055913497928,0.8243,0.7556,0.7556,1,0.552743642,1,1
40,0.262,1,1,0.107247,0.061460778187053,0.05651092181294699,0.1073,0.0574,0.0574,1,0.552743642,1,1
41,0.262,1,1,0.007196,0.004123861365204,0.003791738634796,0.7248,0.828,0.828,1,0.552743642,1,1
42,0.262,1,1,0.0,0.0,0.0,0.7827,0.901,0.901,1,0.552743642,1,1
43,0.262,1,1,0.0,0.0,0.0,0.8065,0.8221,0.8221,1,0.552743642,1,1
44,0.262,1,1,0.0,0.0,0.0,0.18,0.2681,0.2681,1,0.552743642,1,1
45,0.262,1,1,0.0,0.0,0.0,0.2641,0.0753,0.0753,1,0.552743642,1,1
46,0.262,1,1,0.0,0.0,0.0,0.7333,0.8979,0.8979,1,0.552743642,1,1
47,0.262,1,1,0.0,0.0,0.0,0.4748,0.2009,0.2009,1,0.552743642,1,1
48,0.262,1,1,0.0,0.0,0.0,0.2133,0.2116,0.2116,1,0.552743642,1,1
49,0.262,1,1,0.0,0.0,0.0,0.839,0.9035,0.9035,1,0.552743642,1,1
50,0.262,1,1,0.0,0.0,0.0,0.5752,0.4556,0.4556,1,0.552743642,1,1
51,0.262,1,1,0.0,0.0,0.0,0.7339,0.8862,0.8862,1,0.552743642,1,1
52,0.262,1,1,0.0,0.0,0.0,0.4561,0.8569,0.8569,1,0.552743642,1,1
53,0.262,1,1,0.0,0.0,0.0,0.8269,0.8904,0.8904,1,0.552743642,1,1
54,0.262,1,1,0.0,0.0,0.0,0.2108,0.3169,0.3169,1,0.552743642,1,1
55,0.262,1,1,0.0,0.0,0.0,0.7569,0.8701,0.8701,1,0.552743642,1,1
56,0.262,1,1,0.010603,0.006076334360097,0.005586965639903,0.335,0.1591,0.1591,1,0.552743642,1,1
57,0.262,1,1,0.132385,0.075866785274115,0.06975671472588499,0.4875,0.9121,0.9121,1,0.552743642,1,1
58,0.262,1,1,0.324194,0.185788092194406,0.17082530780559396,0.8347,0.8929,0.8929,1,0.552743642,1,1
59,0.262,1,1,0.458789,0.262921377415311,0.24174652258468898,0.5224,0.6756,0.6756,1,0.552743642,1,1
60,0.262,1,1,0.46985,0.26926018099515003,0.24757481900484998,0.4471,0.6604,0.6604,1,0.552743642,1,1
61,0.262,1,1,0.427988,0.245270035849212,0.22551676415078797,0.1984,0.2912,0.2912,1,0.552743642,1,1
62,0.262,1,1,0.326033,0.186841980611667,0.171794319388333,0.1144,0.2408,0.2408,1,0.552743642,1,1
63,0.262,1,1,0.247429,0.141795844042671,0.13037605595732898,0.4021,0.2761,0.2761,1,0.552743642,1,1
64,0.262,1,1,0.075935,0.043516594325565004,0.040011905674434994,0.1937,0.7045,0.7045,1,0.552743642,1,1
