Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
50000.0,1.0,1.0,1.0,1.0,168.0,1.0,1,23198.562,17281.07578669727
,,,,,,,2,23090.427,15707.3482789838
,,,,,,,3,22618.549,15084.76211665853
,,,,,,,4,22491.546,14452.910720311716
,,,,,,,5,22617.659,14185.86115893776
,,,,,,,6,22909.846,14765.342254615392
,,,,,,,7,23433.967,15431.818584997269
,,,,,,,8,24304.298,16648.11176319383
,,,,,,,9,24539.436,17469.06229793912
,,,,,,,10,25193.319,19165.2783092258
,,,,,,,11,25770.84,20390.753807762725
,,,,,,,12,25612.42,21979.931644733915
,,,,,,,13,25449.817,23616.4183601502
,,,,,,,14,25215.124,23743.08187154638
,,,,,,,15,24869.181,23934.90614068439
,,,,,,,16,24991.823,23547.905786503085
,,,,,,,17,25703.111,24244.16267131768
,,,,,,,18,26172.408,24431.56301106601
,,,,,,,19,25947.416,27837.48287878973
,,,,,,,20,25326.107,27563.886478213062
,,,,,,,21,25089.634,26117.049813121597
,,,,,,,22,24566.403,24658.384177506603
,,,,,,,23,23547.264,22771.41482344649
,,,,,,,24,23010.594,20038.275656785547
,,,,,,,25,22465.113,16578.7427330062
,,,,,,,26,22235.582,15288.765315311644
,,,,,,,27,22050.017,14547.970507527312
,,,,,,,28,22152.901,14285.391153359124
,,,,,,,29,22425.508,14126.671557485062
,,,,,,,30,22708.617,15042.749294706397
,,,,,,,31,23209.331,16265.574779073757
,,,,,,,32,23297.708,18583.654406605423
,,,,,,,33,23464.761,19560.63443915488
,,,,,,,34,24232.92,20694.52873850339
,,,,,,,35,24935.041,21456.107252307844
,,,,,,,36,25062.044,22734.15565181738
,,,,,,,37,24655.314,23668.99148139996
,,,,,,,38,24450.703,23225.33445174853
,,,,,,,39,24564.712,23070.332551139363
,,,,,,,40,25114.999,24547.346437809567
,,,,,,,41,27027.253,26542.15970952279
,,,,,,,42,28005.007,29528.296703129683
,,,,,,,43,28069.265,28827.106005451005
,,,,,,,44,27575.315,24938.449273499216
,,,,,,,45,27080.119,23313.308409061407
,,,,,,,46,26314.541,21775.33676256007
,,,,,,,47,25698.75,19818.15242327417
,,,,,,,48,24801.096,18044.323374144275
,,,,,,,49,24733.901,16791.709629430796
,,,,,,,50,24553.676,15674.803450474348
,,,,,,,51,24681.213,15207.88293369405
,,,,,,,52,24996.273,15216.947358334892
,,,,,,,53,25679.526,15418.3058227836
,,,,,,,54,26917.783,16736.575889364805
,,,,,,,55,28338.757,20529.355914539272
,,,,,,,56,29412.72,26251.939876837478
,,,,,,,57,30006.617,27312.14272774133
,,,,,,,58,30227.604,27087.909474116463
,,,,,,,59,29713.896,26433.081099495284
,,,,,,,60,30411.033,27147.951376643967
,,,,,,,61,29949.568,27837.82460084627
,,,,,,,62,29670.553,27601.01597352112
,,,,,,,63,30045.688,28026.13197166365
,,,,,,,64,31174.475,29856.11199020295
,,,,,,,65,33206.701,32588.536923103544
,,,,,,,66,33959.552,35985.90148073379
,,,,,,,67,33420.123,36417.90846520507
,,,,,,,68,33327.385,33554.6802865118
,,,,,,,69,32668.073,32286.532949063567
,,,,,,,70,32129.445,25586.564092048386
,,,,,,,71,31511.429,22801.75878638974
,,,,,,,72,29114.57,20862.57261130216
,,,,,,,73,29226.71,19196.094164416416
,,,,,,,74,29469.235,18216.025195408227
,,,,,,,75,29809.571,17852.053876163984
