Deuterium exports,Deuterium inventory,Fixed plant power,Gross Electric,Imports,Net Electric,Reactor Thermal power,Recirc Power,Salt Heating,Tritium exports,Tritium inventory,Var plant power
0.0,-8.274835351406325e-26,6.449835505438686e-11,9.172234607993217e-10,4.738977897345551e-16,5.910081117933074e-10,2.296223828800905e-9,3.262153490060143e-10,3.361856495365085e-12,0.0,500.0,1.9135198573340875e-10
-2.2503973415556556e-9,0.0,6.374423537616656e-11,8.987525440217088e-10,4.436113563266872e-16,5.771332413539069e-10,2.250040160076518e-9,3.2161930266780177e-10,3.3685688957384897e-12,1.6431906010955255e-15,500.00000000022465,1.8750334667304316e-10
-2.2389075448806823e-9,0.0,6.330642374736975e-11,8.941567081368218e-10,4.418927838668061e-16,5.739325936678161e-10,2.2385504782983625e-9,3.202241144690056e-10,3.3686658072520823e-12,-1.0341713180542112e-14,500.00000000044815,1.865458731915302e-10
-2.2185619670311724e-9,0.0,6.307954111618612e-11,8.860164389517459e-10,4.670553210263051e-16,5.677202324191044e-10,2.2182051039025964e-9,3.182962065326417e-10,3.3630883683856104e-12,1.6873799759020619e-15,500.0000000006696,1.8485042532521637e-10
-2.216910124796233e-9,0.0,6.30069853715599e-11,8.853557819427208e-10,4.637641325010499e-16,5.672695904618477e-10,2.2165532781859146e-9,3.1808619148087314e-10,3.3632812043001203e-12,7.051583147326556e-15,500.0000000008909,1.8471277318215954e-10
-2.2133289175609653e-9,0.0,6.30805424381534e-11,8.839228542160479e-10,4.615226879131102e-16,5.660627449291006e-10,2.212972106762361e-9,3.1786010928694736e-10,3.362072895743632e-12,-9.969234328960431e-15,500.00000000111186,1.8441434223019674e-10
-2.2264451750027032e-9,0.0,6.330616745533349e-11,8.891717168634605e-10,4.292417103121526e-16,5.6998662431169e-10,2.226088233042836e-9,3.191850925517705e-10,3.3684206200137996e-12,-5.88640134286712e-15,500.0000000013341,1.8550735275356964e-10
-2.2373382604472307e-9,0.0,6.374165225209945e-11,8.935290137377534e-10,4.2621407571915275e-16,5.730004086926677e-10,2.2369812095575982e-9,3.205286050450858e-10,3.3687002736662526e-12,3.2773620128739273e-15,500.00000000155745,1.8641510079646652e-10
-2.2922093670495656e-9,0.0,6.448920119242077e-11,9.15477002550422e-10,4.226490658451304e-16,5.89628918773708e-10,2.2918517674543545e-9,3.258480837767141e-10,3.368083573576881e-12,3.281623547197059e-14,500.00000000178625,1.9098764728786286e-10
-3.0906465543594846e-9,0.0,6.590127740499118e-11,1.234790017540221e-9,4.493271680988265e-16,8.411484754152958e-10,3.090280970472243e-9,3.936415421249252e-10,3.213698791060204e-12,2.7487457953762207e-15,500.0000000020949,2.575234142060202e-10
-3.0995441570164623e-9,0.0,6.614072743332482e-11,1.2383504603444882e-9,4.2450439297093033e-16,8.437242262663459e-10,3.099178484154084e-9,3.9462623407814235e-10,3.21748124245698e-12,-1.7083562930268164e-14,500.0000000024045,2.5826487367950696e-10
-3.103828353271627e-9,0.0,6.618924356179886e-11,1.240064590655195e-9,4.2450074814657955e-16,8.450315935976498e-10,3.1034626375677144e-9,3.950329970575451e-10,3.2187153089164718e-12,1.338500487301045e-14,500.00000000271444,2.586218864639762e-10
-3.1056648064953746e-9,0.0,6.62080790364248e-11,1.2407984412628372e-9,4.2695731391308913e-16,8.455954760084817e-10,3.1052990724271136e-9,3.952029652543554e-10,3.216811792817582e-12,2.6479869881908497e-14,500.0000000030246,2.5877492270225945e-10
-3.112867036129956e-9,0.0,6.625882684439168e-11,1.2436703370915153e-9,4.510369640988993e-16,8.4784004216633e-10,3.1125012300401187e-9,3.9583029492518507e-10,3.1932138545966133e-12,7.659164415771666e-15,500.00000000333546,2.593751025033432e-10
-3.1081397209112205e-9,0.0,6.621191399974908e-11,1.2417883853441841e-9,4.252046835383155e-16,8.46375375335221e-10,3.1077739620940625e-9,3.9541301000896297e-10,3.216780778521757e-12,-1.0273006623916721e-14,500.0000000036459,2.5898116350783854e-10
-3.109043604417879e-9,0.0,6.620623833582606e-11,1.2421499957638506e-9,4.280428192242153e-16,8.466671789872718e-10,3.1086778365619768e-9,3.954828167765788e-10,3.216940337734465e-12,2.3261982562018944e-14,500.00000000395636,2.590564863801647e-10
-3.1086564614985914e-9,0.0,6.620694331034656e-11,1.2419948854980462e-9,4.25735673400215e-16,8.465442954570233e-10,3.1082906975140795e-9,3.9545059004102274e-10,3.2162702149826337e-12,-1.544805083723273e-14,500.00000000426684,2.5902422479283996e-10
-3.10830462940918e-9,0.0,6.621512723741592e-11,1.2418538854258736e-9,4.246015140437889e-16,8.464251374625393e-10,3.107938868942954e-9,3.954287479633342e-10,3.2155632578185684e-12,6.216029196725602e-15,500.00000000457726,2.5899490574524613e-10
-3.1147083291772614e-9,0.0,6.626660728773021e-11,1.2444081705710127e-9,4.239731194343464e-16,8.484131724241515e-10,3.114342504674678e-9,3.9599499814686095e-10,3.1966970800540217e-12,2.123795854293769e-14,500.0000000048883,2.5952854205622314e-10
-3.11457348276367e-9,0.0,6.627350757617194e-11,1.2443541416143892e-9,4.231735573478649e-16,8.483637195588147e-10,3.1142076596095373e-9,3.9599042205557433e-10,3.1964577890873582e-12,7.754800479518617e-15,500.00000000519935,2.5951730496746144e-10
