Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,2.325538235021769e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,5.4432230772124164e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,8.197132587662455e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,6.730633703035046e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.3005273554424038e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.1636409735058285e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.2528204089810817e9
NENGREST,Liion_Moderate,1,1,1.0467846465193797e9
NENGREST,TEGS,1,1,6.354399745510096e7
