Time_Index,natural_gas,solar_pv,onshore_wind,battery,offshore_wind,natural_gas_ccs,nuclear,fusion,ROR_NY,Res_QC
1933,1,0.048984,0.0584,1,0.1384,1,1,1,0.569549383,4.81E-05
1934,1,0.233168,0.0753,1,0.1506,1,1,1,0.569549383,4.81E-05
1935,1,0.460939,0.1106,1,0.1904,1,1,1,0.569549383,4.81E-05
1936,1,0.624695,0.119,1,0.2614,1,1,1,0.569549383,4.81E-05
1937,1,0.820237,0.1448,1,0.3108,1,1,1,0.569549383,4.81E-05
1938,1,0.887983,0.2265,1,0.3429,1,1,1,0.569549383,4.81E-05
1939,1,0.876439,0.2278,1,0.3939,1,1,1,0.569549383,4.81E-05
1940,1,0.798362,0.4339,1,0.4516,1,1,1,0.569549383,4.81E-05
1941,1,0.666266,0.5817,1,0.4614,1,1,1,0.569549383,4.81E-05
1942,1,0.450036,0.6499,1,0.4823,1,1,1,0.569549383,4.81E-05
1943,1,0.215051,0.6906,1,0.4177,1,1,1,0.569549383,4.81E-05
1944,1,0.037807,0.6759,1,0.3247,1,1,1,0.569549383,4.81E-05
1945,1,0,0.6601,1,0.3163,1,1,1,0.569549383,4.81E-05
1946,1,0,0.6587,1,0.2824,1,1,1,0.569549383,4.81E-05
1947,1,0,0.6477,1,0.2479,1,1,1,0.569549383,4.81E-05
1948,1,0,0.6307,1,0.2619,1,1,1,0.569549383,4.81E-05
1949,1,0,0.6103,1,0.217,1,1,1,0.569549383,4.81E-05
1950,1,0,0.5986,1,0.2158,1,1,1,0.569549383,4.81E-05
1951,1,0,0.5413,1,0.2167,1,1,1,0.569549383,4.81E-05
1952,1,0,0.4478,1,0.2039,1,1,1,0.569549383,4.81E-05
1953,1,0,0.3008,1,0.1841,1,1,1,0.569549383,4.81E-05
1954,1,0,0.1823,1,0.1978,1,1,1,0.569549383,4.81E-05
1955,1,0,0.068,1,0.1914,1,1,1,0.569549383,4.81E-05
1956,1,0,0.0486,1,0.1944,1,1,1,0.569549383,4.81E-05
1957,1,0.056168,0.0422,1,0.1972,1,1,1,0.569549383,4.81E-05
1958,1,0.225712,0.0509,1,0.2681,1,1,1,0.569549383,4.81E-05
1959,1,0.474687,0.0631,1,0.282,1,1,1,0.569549383,4.81E-05
1960,1,0.574291,0.0702,1,0.3043,1,1,1,0.569549383,4.81E-05
1961,1,0.733327,0.0825,1,0.3115,1,1,1,0.569549383,4.81E-05
1962,1,0.787268,0.1312,1,0.2447,1,1,1,0.569549383,4.81E-05
1963,1,0.830977,0.2558,1,0.2274,1,1,1,0.569549383,4.81E-05
1964,1,0.768059,0.3491,1,0.2238,1,1,1,0.569549383,4.81E-05
1965,1,0.630987,0.3323,1,0.2181,1,1,1,0.569549383,4.81E-05
1966,1,0.42605,0.4961,1,0.2136,1,1,1,0.569549383,4.81E-05
1967,1,0.200385,0.4846,1,0.2081,1,1,1,0.569549383,4.81E-05
1968,1,0.043802,0.4331,1,0.1833,1,1,1,0.569549383,4.81E-05
1969,1,0,0.4364,1,0.1697,1,1,1,0.569549383,4.81E-05
1970,1,0,0.4334,1,0.122,1,1,1,0.569549383,4.81E-05
1971,1,0,0.4306,1,0.0856,1,1,1,0.569549383,4.81E-05
1972,1,0,0.3853,1,0.0835,1,1,1,0.569549383,4.81E-05
1973,1,0,0.3513,1,0.0758,1,1,1,0.569549383,4.81E-05
1974,1,0,0.2942,1,0.0487,1,1,1,0.569549383,4.81E-05
1975,1,0,0.273,1,0.0433,1,1,1,0.569549383,4.81E-05
1976,1,0,0.2493,1,0.0605,1,1,1,0.569549383,4.81E-05
1977,1,0,0.1473,1,0.0535,1,1,1,0.569549383,4.81E-05
1978,1,0,0.0827,1,0.0661,1,1,1,0.569549383,4.81E-05
1979,1,0,0.0431,1,0.0722,1,1,1,0.569549383,4.81E-05
1980,1,0,0.0365,1,0.0709,1,1,1,0.569549383,4.81E-05
1981,1,0.017596,0.0569,1,0.0825,1,1,1,0.569549383,4.81E-05
1982,1,0.099244,0.076,1,0.0848,1,1,1,0.569549383,4.81E-05
1983,1,0.216135,0.105,1,0.0916,1,1,1,0.569549383,4.81E-05
1984,1,0.276503,0.142,1,0.1069,1,1,1,0.569549383,4.81E-05
1985,1,0.285592,0.2066,1,0.1265,1,1,1,0.569549383,4.81E-05
1986,1,0.368148,0.2384,1,0.1608,1,1,1,0.569549383,4.81E-05
1987,1,0.331021,0.2823,1,0.2258,1,1,1,0.569549383,4.81E-05
1988,1,0.340884,0.4179,1,0.3295,1,1,1,0.569549383,4.81E-05
1989,1,0.227799,0.406,1,0.434,1,1,1,0.569549383,4.81E-05
1990,1,0.089265,0.5464,1,0.5022,1,1,1,0.569549383,4.81E-05
1991,1,0.062587,0.525,1,0.6291,1,1,1,0.569549383,4.81E-05
1992,1,0.0164,0.505,1,0.7036,1,1,1,0.569549383,4.81E-05
1993,1,0,0.4816,1,0.7289,1,1,1,0.569549383,4.81E-05
1994,1,0,0.5465,1,0.7637,1,1,1,0.569549383,4.81E-05
1995,1,0,0.5521,1,0.7677,1,1,1,0.569549383,4.81E-05
1996,1,0,0.5914,1,0.7833,1,1,1,0.569549383,4.81E-05
1997,1,0,0.5827,1,0.7697,1,1,1,0.569549383,4.81E-05
1998,1,0,0.5579,1,0.7952,1,1,1,0.569549383,4.81E-05
1999,1,0,0.5891,1,0.8297,1,1,1,0.569549383,4.81E-05
2000,1,0,0.5889,1,0.8349,1,1,1,0.569549383,4.81E-05
2001,1,0,0.5902,1,0.7925,1,1,1,0.569549383,4.81E-05
2002,1,0,0.504,1,0.6341,1,1,1,0.569549383,4.81E-05
2003,1,0,0.4701,1,0.4611,1,1,1,0.569549383,4.81E-05
2004,1,0,0.4147,1,0.3156,1,1,1,0.569549383,4.81E-05
2005,1,0.023803,0.45,1,0.2614,1,1,1,0.569549383,4.81E-05
2006,1,0.112689,0.5026,1,0.2293,1,1,1,0.569549383,4.81E-05
2007,1,0.145058,0.3821,1,0.1875,1,1,1,0.569549383,4.81E-05
2008,1,0.152114,0.3,1,0.1642,1,1,1,0.569549383,4.81E-05
2009,1,0.234227,0.3106,1,0.1452,1,1,1,0.569549383,4.81E-05
2010,1,0.40443,0.3314,1,0.1442,1,1,1,0.569549383,4.81E-05
2011,1,0.500154,0.3925,1,0.1591,1,1,1,0.569549383,4.81E-05
2012,1,0.553894,0.4054,1,0.1873,1,1,1,0.569549383,4.81E-05
2013,1,0.509464,0.4454,1,0.2031,1,1,1,0.569549383,4.81E-05
2014,1,0.392321,0.4835,1,0.2174,1,1,1,0.569549383,4.81E-05
2015,1,0.176603,0.4076,1,0.2638,1,1,1,0.569549383,4.81E-05
2016,1,0.023991,0.4171,1,0.3232,1,1,1,0.569549383,4.81E-05
2017,1,0,0.4229,1,0.3897,1,1,1,0.569549383,4.81E-05
2018,1,0,0.3376,1,0.3951,1,1,1,0.569549383,4.81E-05
2019,1,0,0.2997,1,0.462,1,1,1,0.569549383,4.81E-05
2020,1,0,0.3446,1,0.531,1,1,1,0.569549383,4.81E-05
2021,1,0,0.2204,1,0.6498,1,1,1,0.569549383,4.81E-05
2022,1,0,0.167,1,0.7143,1,1,1,0.569549383,4.81E-05
2023,1,0,0.1612,1,0.7596,1,1,1,0.569549383,4.81E-05
2024,1,0,0.155,1,0.7925,1,1,1,0.569549383,4.81E-05
2025,1,0,0.1461,1,0.8069,1,1,1,0.569549383,4.81E-05
2026,1,0,0.1393,1,0.8362,1,1,1,0.569549383,4.81E-05
2027,1,0,0.1627,1,0.8451,1,1,1,0.569549383,4.81E-05
2028,1,0,0.2244,1,0.8729,1,1,1,0.569549383,4.81E-05
2029,1,0.0086,0.2517,1,0.8505,1,1,1,0.569549383,4.81E-05
2030,1,0.026999,0.2684,1,0.8332,1,1,1,0.569549383,4.81E-05
2031,1,0.058929,0.3716,1,0.6312,1,1,1,0.569549383,4.81E-05
2032,1,0.133906,0.3118,1,0.5915,1,1,1,0.569549383,4.81E-05
2033,1,0.108253,0.3394,1,0.7035,1,1,1,0.569549383,4.81E-05
2034,1,0.108095,0.3253,1,0.8237,1,1,1,0.569549383,4.81E-05
2035,1,0.180821,0.4173,1,0.8601,1,1,1,0.569549383,4.81E-05
2036,1,0.236029,0.4964,1,0.9031,1,1,1,0.569549383,4.81E-05
2037,1,0.307959,0.6356,1,0.9038,1,1,1,0.569549383,4.81E-05
2038,1,0.23166,0.691,1,0.9047,1,1,1,0.569549383,4.81E-05
2039,1,0.152528,0.7967,1,0.9045,1,1,1,0.569549383,4.81E-05
2040,1,0.0368,0.7606,1,0.9008,1,1,1,0.569549383,4.81E-05
2041,1,0,0.727,1,0.9029,1,1,1,0.569549383,4.81E-05
2042,1,0,0.7767,1,0.9061,1,1,1,0.569549383,4.81E-05
2043,1,0,0.7736,1,0.9087,1,1,1,0.569549383,4.81E-05
2044,1,0,0.7479,1,0.9098,1,1,1,0.569549383,4.81E-05
2045,1,0,0.7434,1,0.908,1,1,1,0.569549383,4.81E-05
2046,1,0,0.6759,1,0.9035,1,1,1,0.569549383,4.81E-05
2047,1,0,0.6564,1,0.867,1,1,1,0.569549383,4.81E-05
2048,1,0,0.504,1,0.7888,1,1,1,0.569549383,4.81E-05
2049,1,0,0.4235,1,0.6438,1,1,1,0.569549383,4.81E-05
2050,1,0,0.3785,1,0.5577,1,1,1,0.569549383,4.81E-05
2051,1,0,0.2872,1,0.4947,1,1,1,0.569549383,4.81E-05
2052,1,0.0012,0.2255,1,0.4188,1,1,1,0.569549383,4.81E-05
2053,1,0.052858,0.1147,1,0.3228,1,1,1,0.569549383,4.81E-05
2054,1,0.228594,0.1033,1,0.2412,1,1,1,0.569549383,4.81E-05
2055,1,0.474617,0.0671,1,0.1918,1,1,1,0.569549383,4.81E-05
2056,1,0.558818,0.0461,1,0.1479,1,1,1,0.569549383,4.81E-05
2057,1,0.733436,0.0383,1,0.1086,1,1,1,0.569549383,4.81E-05
2058,1,0.707757,0.0274,1,0.1058,1,1,1,0.569549383,4.81E-05
2059,1,0.690991,0.0312,1,0.1006,1,1,1,0.569549383,4.81E-05
2060,1,0.707206,0.0489,1,0.1048,1,1,1,0.569549383,4.81E-05
2061,1,0.551742,0.1113,1,0.135,1,1,1,0.569549383,4.81E-05
2062,1,0.335835,0.1727,1,0.1716,1,1,1,0.569549383,4.81E-05
2063,1,0.149704,0.286,1,0.2021,1,1,1,0.569549383,4.81E-05
2064,1,0.038201,0.3085,1,0.2421,1,1,1,0.569549383,4.81E-05
2065,1,0,0.3527,1,0.2928,1,1,1,0.569549383,4.81E-05
2066,1,0,0.4117,1,0.3303,1,1,1,0.569549383,4.81E-05
2067,1,0,0.4991,1,0.3724,1,1,1,0.569549383,4.81E-05
2068,1,0,0.4536,1,0.5065,1,1,1,0.569549383,4.81E-05
2069,1,0,0.4623,1,0.5562,1,1,1,0.569549383,4.81E-05
2070,1,0,0.506,1,0.5834,1,1,1,0.569549383,4.81E-05
2071,1,0,0.5586,1,0.6941,1,1,1,0.569549383,4.81E-05
2072,1,0,0.6382,1,0.7304,1,1,1,0.569549383,4.81E-05
2073,1,0,0.6187,1,0.8125,1,1,1,0.569549383,4.81E-05
2074,1,0,0.6338,1,0.8728,1,1,1,0.569549383,4.81E-05
2075,1,0,0.6475,1,0.886,1,1,1,0.569549383,4.81E-05
2076,1,0,0.6649,1,0.8965,1,1,1,0.569549383,4.81E-05
2077,1,0.005599,0.7223,1,0.9031,1,1,1,0.569549383,4.81E-05
2078,1,0.01375,0.7394,1,0.9107,1,1,1,0.569549383,4.81E-05
2079,1,0.031959,0.8181,1,0.9115,1,1,1,0.569549383,4.81E-05
2080,1,0.050023,0.8368,1,0.8697,1,1,1,0.569549383,4.81E-05
2081,1,0.073882,0.8502,1,0.7656,1,1,1,0.569549383,4.81E-05
2082,1,0.083486,0.8184,1,0.7779,1,1,1,0.569549383,4.81E-05
2083,1,0.102723,0.8297,1,0.7237,1,1,1,0.569549383,4.81E-05
2084,1,0.077966,0.8255,1,0.8031,1,1,1,0.569549383,4.81E-05
2085,1,0.067175,0.7811,1,0.7522,1,1,1,0.569549383,4.81E-05
2086,1,0.042402,0.5817,1,0.8174,1,1,1,0.569549383,4.81E-05
2087,1,0.021987,0.5166,1,0.81,1,1,1,0.569549383,4.81E-05
2088,1,0.0146,0.4327,1,0.8582,1,1,1,0.569549383,4.81E-05
2089,1,0,0.445,1,0.9143,1,1,1,0.569549383,4.81E-05
2090,1,0,0.3419,1,0.9134,1,1,1,0.569549383,4.81E-05
2091,1,0,0.434,1,0.9136,1,1,1,0.569549383,4.81E-05
2092,1,0,0.5583,1,0.9135,1,1,1,0.569549383,4.81E-05
2093,1,0,0.6223,1,0.9147,1,1,1,0.569549383,4.81E-05
2094,1,0,0.5794,1,0.9143,1,1,1,0.569549383,4.81E-05
2095,1,0,0.7515,1,0.9159,1,1,1,0.569549383,4.81E-05
2096,1,0,0.802,1,0.9172,1,1,1,0.569549383,4.81E-05
2097,1,0,0.7983,1,0.9155,1,1,1,0.569549383,4.81E-05
2098,1,0,0.8137,1,0.9103,1,1,1,0.569549383,4.81E-05
2099,1,0,0.7975,1,0.9079,1,1,1,0.569549383,4.81E-05
2100,1,0.001,0.7978,1,0.9073,1,1,1,0.569549383,4.81E-05
2101,1,0.056682,0.8347,1,0.9068,1,1,1,0.569549383,4.81E-05
2102,1,0.190234,0.8319,1,0.9065,1,1,1,0.569549383,4.81E-05
2103,1,0.390041,0.8218,1,0.9041,1,1,1,0.569549383,4.81E-05
2104,1,0.535656,0.7944,1,0.8966,1,1,1,0.569549383,4.81E-05
2105,1,0.729158,0.8264,1,0.8574,1,1,1,0.569549383,4.81E-05
2106,1,0.728122,0.8211,1,0.745,1,1,1,0.569549383,4.81E-05
2107,1,0.890987,0.8491,1,0.7003,1,1,1,0.569549383,4.81E-05
2108,1,0.845525,0.8323,1,0.6936,1,1,1,0.569549383,4.81E-05
2109,1,0.700756,0.8369,1,0.6837,1,1,1,0.569549383,4.81E-05
2110,1,0.480113,0.8538,1,0.6245,1,1,1,0.569549383,4.81E-05
2111,1,0.175817,0.8365,1,0.5607,1,1,1,0.569549383,4.81E-05
2112,1,0.046838,0.8184,1,0.5001,1,1,1,0.569549383,4.81E-05
2113,1,0,0.794,1,0.4403,1,1,1,0.569549383,4.81E-05
2114,1,0,0.6654,1,0.3278,1,1,1,0.569549383,4.81E-05
2115,1,0,0.6535,1,0.2508,1,1,1,0.569549383,4.81E-05
2116,1,0,0.5858,1,0.1845,1,1,1,0.569549383,4.81E-05
2117,1,0,0.5043,1,0.1366,1,1,1,0.569549383,4.81E-05
2118,1,0,0.4717,1,0.1017,1,1,1,0.569549383,4.81E-05
2119,1,0,0.4791,1,0.0731,1,1,1,0.569549383,4.81E-05
2120,1,0,0.4327,1,0.0669,1,1,1,0.569549383,4.81E-05
2121,1,0,0.3423,1,0.0612,1,1,1,0.569549383,4.81E-05
2122,1,0,0.1251,1,0.0603,1,1,1,0.569549383,4.81E-05
2123,1,0,0.0654,1,0.0785,1,1,1,0.569549383,4.81E-05
2124,1,0.0026,0.0855,1,0.1043,1,1,1,0.569549383,4.81E-05
2125,1,0.073322,0.1552,1,0.1561,1,1,1,0.569549383,4.81E-05
2126,1,0.265837,0.2621,1,0.2168,1,1,1,0.569549383,4.81E-05
2127,1,0.48833,0.4208,1,0.2387,1,1,1,0.569549383,4.81E-05
2128,1,0.720238,0.4726,1,0.2843,1,1,1,0.569549383,4.81E-05
2129,1,0.843968,0.4778,1,0.3515,1,1,1,0.569549383,4.81E-05
2130,1,0.903051,0.5108,1,0.408,1,1,1,0.569549383,4.81E-05
2131,1,0.906012,0.6248,1,0.4684,1,1,1,0.569549383,4.81E-05
2132,1,0.836676,0.6746,1,0.546,1,1,1,0.569549383,4.81E-05
2133,1,0.697866,0.7204,1,0.604,1,1,1,0.569549383,4.81E-05
2134,1,0.47432,0.724,1,0.6962,1,1,1,0.569549383,4.81E-05
2135,1,0.233035,0.7565,1,0.7511,1,1,1,0.569549383,4.81E-05
2136,1,0.05521,0.7424,1,0.7947,1,1,1,0.569549383,4.81E-05
2137,1,0,0.7355,1,0.8107,1,1,1,0.569549383,4.81E-05
2138,1,0,0.7436,1,0.8307,1,1,1,0.569549383,4.81E-05
2139,1,0,0.7121,1,0.8902,1,1,1,0.569549383,4.81E-05
2140,1,0,0.71,1,0.9015,1,1,1,0.569549383,4.81E-05
2141,1,0,0.6813,1,0.9045,1,1,1,0.569549383,4.81E-05
2142,1,0,0.652,1,0.909,1,1,1,0.569549383,4.81E-05
2143,1,0,0.6511,1,0.9101,1,1,1,0.569549383,4.81E-05
2144,1,0,0.6421,1,0.9122,1,1,1,0.569549383,4.81E-05
2145,1,0,0.5789,1,0.9113,1,1,1,0.569549383,4.81E-05
2146,1,0,0.516,1,0.911,1,1,1,0.569549383,4.81E-05
2147,1,0,0.452,1,0.9106,1,1,1,0.569549383,4.81E-05
2148,1,0.0012,0.5091,1,0.9109,1,1,1,0.569549383,4.81E-05
2149,1,0.042173,0.5477,1,0.9095,1,1,1,0.569549383,4.81E-05
2150,1,0.093217,0.5602,1,0.9095,1,1,1,0.569549383,4.81E-05
2151,1,0.133192,0.6702,1,0.9093,1,1,1,0.569549383,4.81E-05
2152,1,0.278868,0.6507,1,0.9088,1,1,1,0.569549383,4.81E-05
2153,1,0.294408,0.6361,1,0.9089,1,1,1,0.569549383,4.81E-05
2154,1,0.269657,0.623,1,0.9088,1,1,1,0.569549383,4.81E-05
2155,1,0.246822,0.6485,1,0.9094,1,1,1,0.569549383,4.81E-05
2156,1,0.194203,0.6036,1,0.9097,1,1,1,0.569549383,4.81E-05
2157,1,0.194907,0.5835,1,0.9074,1,1,1,0.569549383,4.81E-05
2158,1,0.090964,0.5464,1,0.9077,1,1,1,0.569549383,4.81E-05
2159,1,0.048565,0.5482,1,0.9072,1,1,1,0.569549383,4.81E-05
2160,1,0.019209,0.5017,1,0.9071,1,1,1,0.569549383,4.81E-05
2161,1,0.0006,0.3857,1,0.9051,1,1,1,0.473936497,7.97E-05
2162,1,0,0.2451,1,0.9043,1,1,1,0.473936497,7.97E-05
2163,1,0,0.2585,1,0.904,1,1,1,0.473936497,7.97E-05
2164,1,0,0.2958,1,0.9035,1,1,1,0.473936497,7.97E-05
2165,1,0,0.3221,1,0.9035,1,1,1,0.473936497,7.97E-05
2166,1,0,0.3556,1,0.9042,1,1,1,0.473936497,7.97E-05
2167,1,0,0.3945,1,0.8857,1,1,1,0.473936497,7.97E-05
2168,1,0,0.6103,1,0.8862,1,1,1,0.473936497,7.97E-05
2169,1,0,0.7702,1,0.8531,1,1,1,0.473936497,7.97E-05
2170,1,0,0.7853,1,0.8024,1,1,1,0.473936497,7.97E-05
2171,1,0,0.8124,1,0.791,1,1,1,0.473936497,7.97E-05
2172,1,0.001204,0.7979,1,0.8126,1,1,1,0.473936497,7.97E-05
2173,1,0.017983,0.8151,1,0.7983,1,1,1,0.473936497,7.97E-05
2174,1,0.033271,0.8455,1,0.7828,1,1,1,0.473936497,7.97E-05
2175,1,0.072502,0.8566,1,0.7361,1,1,1,0.473936497,7.97E-05
2176,1,0.112918,0.854,1,0.7339,1,1,1,0.473936497,7.97E-05
2177,1,0.179155,0.8575,1,0.747,1,1,1,0.473936497,7.97E-05
2178,1,0.169789,0.8642,1,0.7177,1,1,1,0.473936497,7.97E-05
2179,1,0.141395,0.8734,1,0.7666,1,1,1,0.473936497,7.97E-05
2180,1,0.200114,0.8502,1,0.8389,1,1,1,0.473936497,7.97E-05
2181,1,0.14783,0.8593,1,0.8592,1,1,1,0.473936497,7.97E-05
2182,1,0.084403,0.8567,1,0.8793,1,1,1,0.473936497,7.97E-05
2183,1,0.053052,0.8499,1,0.8822,1,1,1,0.473936497,7.97E-05
2184,1,0.014423,0.8275,1,0.8831,1,1,1,0.473936497,7.97E-05
2185,1,0.0006,0.8145,1,0.8622,1,1,1,0.473936497,7.97E-05
2186,1,0,0.7443,1,0.8375,1,1,1,0.473936497,7.97E-05
2187,1,0,0.7043,1,0.8046,1,1,1,0.473936497,7.97E-05
2188,1,0,0.7567,1,0.7673,1,1,1,0.473936497,7.97E-05
2189,1,0,0.7326,1,0.6925,1,1,1,0.473936497,7.97E-05
2190,1,0,0.7328,1,0.643,1,1,1,0.473936497,7.97E-05
2191,1,0,0.7264,1,0.5941,1,1,1,0.473936497,7.97E-05
2192,1,0,0.7492,1,0.5596,1,1,1,0.473936497,7.97E-05
2193,1,0,0.6791,1,0.4961,1,1,1,0.473936497,7.97E-05
2194,1,0,0.6211,1,0.4255,1,1,1,0.473936497,7.97E-05
2195,1,0,0.4602,1,0.3399,1,1,1,0.473936497,7.97E-05
2196,1,0.002601,0.4091,1,0.2827,1,1,1,0.473936497,7.97E-05
2197,1,0.056675,0.3472,1,0.2025,1,1,1,0.473936497,7.97E-05
2198,1,0.188234,0.3654,1,0.1723,1,1,1,0.473936497,7.97E-05
2199,1,0.41537,0.3327,1,0.1513,1,1,1,0.473936497,7.97E-05
2200,1,0.512436,0.3302,1,0.1426,1,1,1,0.473936497,7.97E-05
2201,1,0.638838,0.3926,1,0.142,1,1,1,0.473936497,7.97E-05
2202,1,0.519488,0.3583,1,0.1594,1,1,1,0.473936497,7.97E-05
2203,1,0.609107,0.3959,1,0.1566,1,1,1,0.473936497,7.97E-05
2204,1,0.418843,0.3515,1,0.1602,1,1,1,0.473936497,7.97E-05
2205,1,0.31165,0.3187,1,0.1847,1,1,1,0.473936497,7.97E-05
2206,1,0.244558,0.3215,1,0.2557,1,1,1,0.473936497,7.97E-05
2207,1,0.120479,0.2626,1,0.2827,1,1,1,0.473936497,7.97E-05
2208,1,0.046794,0.2542,1,0.3189,1,1,1,0.473936497,7.97E-05
2209,1,0.0006,0.2552,1,0.3142,1,1,1,0.473936497,7.97E-05
2210,1,0,0.2068,1,0.2786,1,1,1,0.473936497,7.97E-05
2211,1,0,0.2329,1,0.2771,1,1,1,0.473936497,7.97E-05
2212,1,0,0.2158,1,0.3023,1,1,1,0.473936497,7.97E-05
2213,1,0,0.2224,1,0.3099,1,1,1,0.473936497,7.97E-05
2214,1,0,0.2714,1,0.3024,1,1,1,0.473936497,7.97E-05
2215,1,0,0.3313,1,0.305,1,1,1,0.473936497,7.97E-05
2216,1,0,0.324,1,0.3046,1,1,1,0.473936497,7.97E-05
2217,1,0,0.2853,1,0.302,1,1,1,0.473936497,7.97E-05
2218,1,0,0.4706,1,0.2906,1,1,1,0.473936497,7.97E-05
2219,1,0,0.4741,1,0.2681,1,1,1,0.473936497,7.97E-05
2220,1,0.003799,0.4134,1,0.222,1,1,1,0.473936497,7.97E-05
2221,1,0.092921,0.3582,1,0.191,1,1,1,0.473936497,7.97E-05
2222,1,0.249346,0.2975,1,0.1742,1,1,1,0.473936497,7.97E-05
2223,1,0.461905,0.2852,1,0.1279,1,1,1,0.473936497,7.97E-05
2224,1,0.63095,0.3102,1,0.0997,1,1,1,0.473936497,7.97E-05
2225,1,0.743194,0.3262,1,0.0946,1,1,1,0.473936497,7.97E-05
2226,1,0.784665,0.3152,1,0.1017,1,1,1,0.473936497,7.97E-05
2227,1,0.789832,0.292,1,0.1245,1,1,1,0.473936497,7.97E-05
2228,1,0.768551,0.2757,1,0.161,1,1,1,0.473936497,7.97E-05
2229,1,0.69568,0.3218,1,0.2073,1,1,1,0.473936497,7.97E-05
2230,1,0.480253,0.3341,1,0.2575,1,1,1,0.473936497,7.97E-05
2231,1,0.246029,0.3148,1,0.2672,1,1,1,0.473936497,7.97E-05
2232,1,0.056191,0.2943,1,0.2974,1,1,1,0.473936497,7.97E-05
2233,1,0.0008,0.3465,1,0.3368,1,1,1,0.473936497,7.97E-05
2234,1,0,0.3818,1,0.3498,1,1,1,0.473936497,7.97E-05
2235,1,0,0.3661,1,0.3451,1,1,1,0.473936497,7.97E-05
2236,1,0,0.4223,1,0.3162,1,1,1,0.473936497,7.97E-05
2237,1,0,0.3215,1,0.2798,1,1,1,0.473936497,7.97E-05
2238,1,0,0.3366,1,0.2606,1,1,1,0.473936497,7.97E-05
2239,1,0,0.4011,1,0.2407,1,1,1,0.473936497,7.97E-05
2240,1,0,0.3906,1,0.2193,1,1,1,0.473936497,7.97E-05
2241,1,0,0.3939,1,0.2173,1,1,1,0.473936497,7.97E-05
2242,1,0,0.3895,1,0.2198,1,1,1,0.473936497,7.97E-05
2243,1,0,0.5228,1,0.2377,1,1,1,0.473936497,7.97E-05
2244,1,0.004398,0.5556,1,0.275,1,1,1,0.473936497,7.97E-05
2245,1,0.077587,0.6178,1,0.2677,1,1,1,0.473936497,7.97E-05
2246,1,0.253266,0.6897,1,0.2555,1,1,1,0.473936497,7.97E-05
2247,1,0.467543,0.7031,1,0.2501,1,1,1,0.473936497,7.97E-05
2248,1,0.666951,0.756,1,0.2573,1,1,1,0.473936497,7.97E-05
2249,1,0.741859,0.7841,1,0.2642,1,1,1,0.473936497,7.97E-05
2250,1,0.807692,0.8269,1,0.3104,1,1,1,0.473936497,7.97E-05
2251,1,0.869135,0.8001,1,0.3892,1,1,1,0.473936497,7.97E-05
2252,1,0.822455,0.7934,1,0.6815,1,1,1,0.473936497,7.97E-05
2253,1,0.666178,0.8135,1,0.808,1,1,1,0.473936497,7.97E-05
2254,1,0.467487,0.8018,1,0.8701,1,1,1,0.473936497,7.97E-05
2255,1,0.228743,0.7843,1,0.8747,1,1,1,0.473936497,7.97E-05
2256,1,0.04641,0.802,1,0.8595,1,1,1,0.473936497,7.97E-05
2257,1,0.0014,0.8321,1,0.8557,1,1,1,0.473936497,7.97E-05
2258,1,0,0.839,1,0.8658,1,1,1,0.473936497,7.97E-05
2259,1,0,0.8446,1,0.8471,1,1,1,0.473936497,7.97E-05
2260,1,0,0.8179,1,0.8132,1,1,1,0.473936497,7.97E-05
2261,1,0,0.8161,1,0.8197,1,1,1,0.473936497,7.97E-05
2262,1,0,0.8071,1,0.8451,1,1,1,0.473936497,7.97E-05
2263,1,0,0.804,1,0.8508,1,1,1,0.473936497,7.97E-05
2264,1,0,0.8196,1,0.8426,1,1,1,0.473936497,7.97E-05
2265,1,0,0.8234,1,0.8469,1,1,1,0.473936497,7.97E-05
2266,1,0,0.8,1,0.8434,1,1,1,0.473936497,7.97E-05
2267,1,0,0.7891,1,0.7554,1,1,1,0.473936497,7.97E-05
2268,1,0.0028,0.7497,1,0.7201,1,1,1,0.473936497,7.97E-05
2269,1,0.040069,0.7512,1,0.6217,1,1,1,0.473936497,7.97E-05
2270,1,0.1302,0.7316,1,0.5603,1,1,1,0.473936497,7.97E-05
2271,1,0.315609,0.7165,1,0.5558,1,1,1,0.473936497,7.97E-05
2272,1,0.493115,0.7033,1,0.5744,1,1,1,0.473936497,7.97E-05
2273,1,0.583419,0.6695,1,0.5452,1,1,1,0.473936497,7.97E-05
2274,1,0.542983,0.7046,1,0.4796,1,1,1,0.473936497,7.97E-05
2275,1,0.574685,0.6766,1,0.4553,1,1,1,0.473936497,7.97E-05
2276,1,0.545167,0.687,1,0.4613,1,1,1,0.473936497,7.97E-05
2277,1,0.463803,0.6593,1,0.5166,1,1,1,0.473936497,7.97E-05
2278,1,0.302917,0.6048,1,0.5756,1,1,1,0.473936497,7.97E-05
2279,1,0.158201,0.541,1,0.6641,1,1,1,0.473936497,7.97E-05
2280,1,0.042804,0.5516,1,0.7539,1,1,1,0.473936497,7.97E-05
2281,1,0.0006,0.5304,1,0.8025,1,1,1,0.473936497,7.97E-05
2282,1,0,0.5423,1,0.8294,1,1,1,0.473936497,7.97E-05
2283,1,0,0.501,1,0.7931,1,1,1,0.473936497,7.97E-05
2284,1,0,0.517,1,0.7469,1,1,1,0.473936497,7.97E-05
2285,1,0,0.5214,1,0.6725,1,1,1,0.473936497,7.97E-05
