Time_Index,natural_gas,solar_pv,onshore_wind,battery,offshore_wind,natural_gas_ccs,nuclear,fusion,ROR_NY,Res_QC
4722,1,0.729148,0.4458,1,0.6849,1,1,1,0.407314903,0.000181757
4723,1,0.701875,0.3904,1,0.6927,1,1,1,0.407314903,0.000181757
4724,1,0.623881,0.4129,1,0.7103,1,1,1,0.407314903,0.000181757
4725,1,0.502357,0.5094,1,0.726,1,1,1,0.407314903,0.000181757
4726,1,0.375509,0.532,1,0.681,1,1,1,0.407314903,0.000181757
4727,1,0.230094,0.3879,1,0.6378,1,1,1,0.407314903,0.000181757
4728,1,0.097912,0.3726,1,0.6756,1,1,1,0.407314903,0.000181757
4729,1,0.026598,0.3049,1,0.6849,1,1,1,0.407314903,0.000181757
4730,1,0.0014,0.2291,1,0.6503,1,1,1,0.407314903,0.000181757
4731,1,0,0.2117,1,0.5772,1,1,1,0.407314903,0.000181757
4732,1,0,0.168,1,0.4932,1,1,1,0.407314903,0.000181757
4733,1,0,0.1166,1,0.4264,1,1,1,0.407314903,0.000181757
4734,1,0,0.0783,1,0.3338,1,1,1,0.407314903,0.000181757
4735,1,0,0.0534,1,0.2969,1,1,1,0.407314903,0.000181757
4736,1,0,0.0721,1,0.2741,1,1,1,0.407314903,0.000181757
4737,1,0,0.0397,1,0.2391,1,1,1,0.407314903,0.000181757
4738,1,0,0.0234,1,0.2214,1,1,1,0.407314903,0.000181757
4739,1,0.0022,0.0252,1,0.2318,1,1,1,0.407314903,0.000181757
4740,1,0.035795,0.0854,1,0.2375,1,1,1,0.407314903,0.000181757
4741,1,0.119406,0.0883,1,0.2445,1,1,1,0.407314903,0.000181757
4742,1,0.224484,0.1032,1,0.2494,1,1,1,0.407314903,0.000181757
4743,1,0.3386,0.1197,1,0.2678,1,1,1,0.407314903,0.000181757
4744,1,0.473509,0.1169,1,0.3229,1,1,1,0.407314903,0.000181757
4745,1,0.57656,0.0862,1,0.3157,1,1,1,0.407314903,0.000181757
4746,1,0.553728,0.1239,1,0.3046,1,1,1,0.407314903,0.000181757
4747,1,0.643186,0.1367,1,0.2697,1,1,1,0.407314903,0.000181757
4748,1,0.519574,0.167,1,0.2261,1,1,1,0.407314903,0.000181757
4749,1,0.372264,0.2716,1,0.2093,1,1,1,0.407314903,0.000181757
4750,1,0.223612,0.3127,1,0.1906,1,1,1,0.407314903,0.000181757
4751,1,0.10303,0.3891,1,0.2041,1,1,1,0.407314903,0.000181757
4752,1,0.064902,0.3406,1,0.2083,1,1,1,0.407314903,0.000181757
4753,1,0.020596,0.3872,1,0.2295,1,1,1,0.407314903,0.000181757
4754,1,0.0012,0.2212,1,0.2635,1,1,1,0.407314903,0.000181757
4755,1,0,0.1301,1,0.3057,1,1,1,0.407314903,0.000181757
4756,1,0,0.0929,1,0.4316,1,1,1,0.407314903,0.000181757
4757,1,0,0.0895,1,0.5348,1,1,1,0.407314903,0.000181757
4758,1,0,0.0779,1,0.5782,1,1,1,0.407314903,0.000181757
4759,1,0,0.0791,1,0.6234,1,1,1,0.407314903,0.000181757
4760,1,0,0.0834,1,0.6359,1,1,1,0.407314903,0.000181757
4761,1,0,0.0701,1,0.6823,1,1,1,0.407314903,0.000181757
4762,1,0,0.0649,1,0.7297,1,1,1,0.407314903,0.000181757
4763,1,0.0014,0.0664,1,0.7518,1,1,1,0.407314903,0.000181757
4764,1,0.020565,0.08,1,0.7704,1,1,1,0.407314903,0.000181757
4765,1,0.068712,0.0811,1,0.7925,1,1,1,0.407314903,0.000181757
4766,1,0.097632,0.0773,1,0.8034,1,1,1,0.407314903,0.000181757
4767,1,0.169454,0.0681,1,0.8101,1,1,1,0.407314903,0.000181757
4768,1,0.222502,0.0747,1,0.8101,1,1,1,0.407314903,0.000181757
4769,1,0.269072,0.1121,1,0.7856,1,1,1,0.407314903,0.000181757
4770,1,0.315027,0.1345,1,0.742,1,1,1,0.407314903,0.000181757
4771,1,0.367419,0.1867,1,0.6826,1,1,1,0.407314903,0.000181757
4772,1,0.330803,0.135,1,0.6614,1,1,1,0.407314903,0.000181757
4773,1,0.335705,0.164,1,0.6578,1,1,1,0.407314903,0.000181757
4774,1,0.248694,0.1815,1,0.6095,1,1,1,0.407314903,0.000181757
4775,1,0.162085,0.1995,1,0.5807,1,1,1,0.407314903,0.000181757
4776,1,0.088916,0.1666,1,0.5527,1,1,1,0.407314903,0.000181757
4777,1,0.0306,0.1417,1,0.4721,1,1,1,0.407314903,0.000181757
4778,1,0.0012,0.1453,1,0.4278,1,1,1,0.407314903,0.000181757
4779,1,0,0.1556,1,0.4029,1,1,1,0.407314903,0.000181757
4780,1,0,0.1187,1,0.3043,1,1,1,0.407314903,0.000181757
4781,1,0,0.1126,1,0.2882,1,1,1,0.407314903,0.000181757
4782,1,0,0.1256,1,0.2731,1,1,1,0.407314903,0.000181757
4783,1,0,0.1302,1,0.2891,1,1,1,0.407314903,0.000181757
4784,1,0,0.1084,1,0.3038,1,1,1,0.407314903,0.000181757
4785,1,0,0.0648,1,0.3162,1,1,1,0.407314903,0.000181757
4786,1,0,0.0346,1,0.3512,1,1,1,0.407314903,0.000181757
4787,1,0.0014,0.0364,1,0.3707,1,1,1,0.407314903,0.000181757
4788,1,0.022208,0.0371,1,0.3328,1,1,1,0.407314903,0.000181757
4789,1,0.065372,0.0452,1,0.3387,1,1,1,0.407314903,0.000181757
4790,1,0.136346,0.0452,1,0.3081,1,1,1,0.407314903,0.000181757
4791,1,0.214903,0.0416,1,0.2536,1,1,1,0.407314903,0.000181757
4792,1,0.240842,0.0666,1,0.2396,1,1,1,0.407314903,0.000181757
4793,1,0.284481,0.0827,1,0.2074,1,1,1,0.407314903,0.000181757
4794,1,0.304142,0.1032,1,0.2229,1,1,1,0.407314903,0.000181757
4795,1,0.28255,0.0919,1,0.2117,1,1,1,0.407314903,0.000181757
4796,1,0.294304,0.1405,1,0.2095,1,1,1,0.407314903,0.000181757
4797,1,0.260357,0.2004,1,0.2049,1,1,1,0.407314903,0.000181757
4798,1,0.238454,0.2804,1,0.2119,1,1,1,0.407314903,0.000181757
4799,1,0.209543,0.4505,1,0.1886,1,1,1,0.407314903,0.000181757
4800,1,0.114624,0.3974,1,0.1823,1,1,1,0.407314903,0.000181757
4801,1,0.033602,0.3658,1,0.1719,1,1,1,0.407314903,0.000181757
4802,1,0.0016,0.3478,1,0.1826,1,1,1,0.407314903,0.000181757
4803,1,0,0.3424,1,0.1725,1,1,1,0.407314903,0.000181757
4804,1,0,0.4274,1,0.1859,1,1,1,0.407314903,0.000181757
4805,1,0,0.3791,1,0.184,1,1,1,0.407314903,0.000181757
4806,1,0,0.3906,1,0.1612,1,1,1,0.407314903,0.000181757
4807,1,0,0.3409,1,0.1326,1,1,1,0.407314903,0.000181757
4808,1,0,0.2745,1,0.11,1,1,1,0.407314903,0.000181757
4809,1,0,0.1915,1,0.0962,1,1,1,0.407314903,0.000181757
4810,1,0,0.1526,1,0.0794,1,1,1,0.407314903,0.000181757
4811,1,0.0022,0.1191,1,0.0707,1,1,1,0.407314903,0.000181757
4812,1,0.042802,0.1791,1,0.0736,1,1,1,0.407314903,0.000181757
4813,1,0.135214,0.1848,1,0.0724,1,1,1,0.407314903,0.000181757
4814,1,0.282884,0.2193,1,0.0805,1,1,1,0.407314903,0.000181757
4815,1,0.445049,0.2383,1,0.0911,1,1,1,0.407314903,0.000181757
4816,1,0.619258,0.2617,1,0.1214,1,1,1,0.407314903,0.000181757
4817,1,0.720027,0.2181,1,0.1585,1,1,1,0.407314903,0.000181757
4818,1,0.617811,0.1668,1,0.2008,1,1,1,0.407314903,0.000181757
4819,1,0.667114,0.1482,1,0.2494,1,1,1,0.407314903,0.000181757
4820,1,0.587406,0.134,1,0.2735,1,1,1,0.407314903,0.000181757
4821,1,0.571512,0.1507,1,0.3224,1,1,1,0.407314903,0.000181757
4822,1,0.368553,0.167,1,0.3421,1,1,1,0.407314903,0.000181757
4823,1,0.22032,0.1604,1,0.383,1,1,1,0.407314903,0.000181757
4824,1,0.122441,0.2296,1,0.4714,1,1,1,0.407314903,0.000181757
4825,1,0.035398,0.2754,1,0.4899,1,1,1,0.407314903,0.000181757
4826,1,0.0014,0.298,1,0.5057,1,1,1,0.407314903,0.000181757
4827,1,0,0.2325,1,0.5002,1,1,1,0.407314903,0.000181757
4828,1,0,0.2156,1,0.4931,1,1,1,0.407314903,0.000181757
4829,1,0,0.204,1,0.4986,1,1,1,0.407314903,0.000181757
4830,1,0,0.1598,1,0.5254,1,1,1,0.407314903,0.000181757
4831,1,0,0.1697,1,0.5673,1,1,1,0.407314903,0.000181757
4832,1,0,0.2043,1,0.5596,1,1,1,0.407314903,0.000181757
4833,1,0,0.2391,1,0.5159,1,1,1,0.407314903,0.000181757
4834,1,0,0.207,1,0.5369,1,1,1,0.407314903,0.000181757
4835,1,0.002,0.2035,1,0.3975,1,1,1,0.407314903,0.000181757
4836,1,0.039215,0.2885,1,0.3013,1,1,1,0.407314903,0.000181757
4837,1,0.122475,0.3503,1,0.265,1,1,1,0.407314903,0.000181757
4838,1,0.254019,0.3937,1,0.2509,1,1,1,0.407314903,0.000181757
4839,1,0.416205,0.4146,1,0.1935,1,1,1,0.407314903,0.000181757
4840,1,0.548756,0.4994,1,0.1369,1,1,1,0.407314903,0.000181757
4841,1,0.649445,0.4524,1,0.1251,1,1,1,0.407314903,0.000181757
4842,1,0.701197,0.4654,1,0.1645,1,1,1,0.407314903,0.000181757
4843,1,0.624613,0.4676,1,0.2172,1,1,1,0.407314903,0.000181757
4844,1,0.542869,0.4511,1,0.2481,1,1,1,0.407314903,0.000181757
4845,1,0.438872,0.4734,1,0.301,1,1,1,0.407314903,0.000181757
4846,1,0.366453,0.4277,1,0.3254,1,1,1,0.407314903,0.000181757
4847,1,0.235125,0.4849,1,0.3478,1,1,1,0.407314903,0.000181757
4848,1,0.100867,0.5267,1,0.3837,1,1,1,0.407314903,0.000181757
4849,1,0.033798,0.437,1,0.3709,1,1,1,0.407314903,0.000181757
4850,1,0.0014,0.3858,1,0.3428,1,1,1,0.407314903,0.000181757
4851,1,0,0.3397,1,0.335,1,1,1,0.407314903,0.000181757
4852,1,0,0.3418,1,0.2985,1,1,1,0.407314903,0.000181757
4853,1,0,0.3666,1,0.3171,1,1,1,0.407314903,0.000181757
4854,1,0,0.3613,1,0.3287,1,1,1,0.407314903,0.000181757
4855,1,0,0.3316,1,0.3379,1,1,1,0.407314903,0.000181757
4856,1,0,0.2756,1,0.3593,1,1,1,0.407314903,0.000181757
4857,1,0,0.2337,1,0.3485,1,1,1,0.407314903,0.000181757
4858,1,0,0.1929,1,0.3274,1,1,1,0.407314903,0.000181757
4859,1,0.0022,0.1947,1,0.2821,1,1,1,0.407314903,0.000181757
4860,1,0.047808,0.162,1,0.2165,1,1,1,0.407314903,0.000181757
4861,1,0.13499,0.1431,1,0.1868,1,1,1,0.407314903,0.000181757
4862,1,0.310354,0.1428,1,0.1568,1,1,1,0.407314903,0.000181757
4863,1,0.507432,0.1445,1,0.1201,1,1,1,0.407314903,0.000181757
4864,1,0.673404,0.1557,1,0.1011,1,1,1,0.407314903,0.000181757
4865,1,0.746283,0.2029,1,0.0847,1,1,1,0.407314903,0.000181757
4866,1,0.762885,0.2537,1,0.0734,1,1,1,0.407314903,0.000181757
4867,1,0.719227,0.219,1,0.0876,1,1,1,0.407314903,0.000181757
4868,1,0.603363,0.1759,1,0.1,1,1,1,0.407314903,0.000181757
4869,1,0.502393,0.2071,1,0.1205,1,1,1,0.407314903,0.000181757
4870,1,0.32411,0.2206,1,0.1302,1,1,1,0.407314903,0.000181757
4871,1,0.198202,0.2061,1,0.1728,1,1,1,0.407314903,0.000181757
4872,1,0.105041,0.2803,1,0.1997,1,1,1,0.407314903,0.000181757
4873,1,0.028002,0.252,1,0.244,1,1,1,0.407314903,0.000181757
4874,1,0.001,0.2422,1,0.2919,1,1,1,0.407314903,0.000181757
4875,1,0,0.3317,1,0.317,1,1,1,0.407314903,0.000181757
4876,1,0,0.3358,1,0.3189,1,1,1,0.407314903,0.000181757
4877,1,0,0.2812,1,0.2665,1,1,1,0.407314903,0.000181757
4878,1,0,0.2374,1,0.2173,1,1,1,0.407314903,0.000181757
4879,1,0,0.2046,1,0.1639,1,1,1,0.407314903,0.000181757
4880,1,0,0.1182,1,0.134,1,1,1,0.407314903,0.000181757
4881,1,0,0.0896,1,0.1125,1,1,1,0.407314903,0.000181757
4882,1,0,0.1049,1,0.0849,1,1,1,0.407314903,0.000181757
4883,1,0.002,0.1088,1,0.0641,1,1,1,0.407314903,0.000181757
4884,1,0.0408,0.144,1,0.055,1,1,1,0.407314903,0.000181757
4885,1,0.137808,0.1389,1,0.0519,1,1,1,0.407314903,0.000181757
4886,1,0.311429,0.1247,1,0.0344,1,1,1,0.407314903,0.000181757
4887,1,0.513971,0.1221,1,0.0214,1,1,1,0.407314903,0.000181757
4888,1,0.684277,0.1401,1,0.0163,1,1,1,0.407314903,0.000181757
4889,1,0.665055,0.1557,1,0.0179,1,1,1,0.407314903,0.000181757
4890,1,0.741366,0.1424,1,0.0172,1,1,1,0.407314903,0.000181757
4891,1,0.698272,0.1266,1,0.0191,1,1,1,0.407314903,0.000181757
4892,1,0.606298,0.1209,1,0.0247,1,1,1,0.407314903,0.000181757
4893,1,0.502416,0.1514,1,0.0322,1,1,1,0.407314903,0.000181757
4894,1,0.413254,0.1784,1,0.0365,1,1,1,0.407314903,0.000181757
4895,1,0.238394,0.2021,1,0.0384,1,1,1,0.407314903,0.000181757
4896,1,0.113403,0.1841,1,0.0474,1,1,1,0.407314903,0.000181757
4897,1,0.0274,0.1799,1,0.0447,1,1,1,0.407314903,0.000181757
4898,1,0.0008,0.1629,1,0.0543,1,1,1,0.407314903,0.000181757
4899,1,0,0.1319,1,0.0625,1,1,1,0.407314903,0.000181757
4900,1,0,0.1332,1,0.0627,1,1,1,0.407314903,0.000181757
4901,1,0,0.137,1,0.0532,1,1,1,0.407314903,0.000181757
4902,1,0,0.134,1,0.0433,1,1,1,0.407314903,0.000181757
4903,1,0,0.0734,1,0.032,1,1,1,0.407314903,0.000181757
4904,1,0,0.0367,1,0.0362,1,1,1,0.407314903,0.000181757
4905,1,0,0.0308,1,0.0414,1,1,1,0.407314903,0.000181757
4906,1,0,0.0083,1,0.04,1,1,1,0.407314903,0.000181757
4907,1,0.0022,0.0221,1,0.0393,1,1,1,0.407314903,0.000181757
4908,1,0.040608,0.0355,1,0.0418,1,1,1,0.407314903,0.000181757
4909,1,0.138999,0.0362,1,0.0332,1,1,1,0.407314903,0.000181757
4910,1,0.326472,0.045,1,0.026,1,1,1,0.407314903,0.000181757
4911,1,0.518085,0.0355,1,0.0266,1,1,1,0.407314903,0.000181757
4912,1,0.683778,0.0355,1,0.0322,1,1,1,0.407314903,0.000181757
4913,1,0.764392,0.0496,1,0.0618,1,1,1,0.407314903,0.000181757
4914,1,0.819703,0.0945,1,0.0882,1,1,1,0.407314903,0.000181757
4915,1,0.783049,0.1279,1,0.1276,1,1,1,0.407314903,0.000181757
4916,1,0.734812,0.2228,1,0.1439,1,1,1,0.407314903,0.000181757
4917,1,0.629996,0.3933,1,0.1606,1,1,1,0.407314903,0.000181757
4918,1,0.444851,0.4856,1,0.1815,1,1,1,0.407314903,0.000181757
4919,1,0.275994,0.5743,1,0.1971,1,1,1,0.407314903,0.000181757
4920,1,0.11197,0.6073,1,0.2068,1,1,1,0.407314903,0.000181757
4921,1,0.035598,0.6216,1,0.2396,1,1,1,0.407314903,0.000181757
4922,1,0.0008,0.6211,1,0.2587,1,1,1,0.407314903,0.000181757
4923,1,0,0.6067,1,0.2858,1,1,1,0.407314903,0.000181757
4924,1,0,0.533,1,0.3123,1,1,1,0.407314903,0.000181757
4925,1,0,0.5655,1,0.3194,1,1,1,0.407314903,0.000181757
4926,1,0,0.4809,1,0.3315,1,1,1,0.407314903,0.000181757
4927,1,0,0.5101,1,0.4178,1,1,1,0.407314903,0.000181757
4928,1,0,0.3902,1,0.5096,1,1,1,0.407314903,0.000181757
4929,1,0,0.4175,1,0.6238,1,1,1,0.407314903,0.000181757
4930,1,0,0.4752,1,0.712,1,1,1,0.407314903,0.000181757
4931,1,0.0008,0.548,1,0.7394,1,1,1,0.407314903,0.000181757
4932,1,0.019384,0.6181,1,0.7859,1,1,1,0.407314903,0.000181757
4933,1,0.038672,0.5904,1,0.8165,1,1,1,0.407314903,0.000181757
4934,1,0.070351,0.5935,1,0.8537,1,1,1,0.407314903,0.000181757
4935,1,0.105505,0.5949,1,0.8706,1,1,1,0.407314903,0.000181757
4936,1,0.171113,0.5869,1,0.8799,1,1,1,0.407314903,0.000181757
4937,1,0.171702,0.5867,1,0.8955,1,1,1,0.407314903,0.000181757
4938,1,0.198671,0.5432,1,0.9026,1,1,1,0.407314903,0.000181757
4939,1,0.233968,0.4973,1,0.9052,1,1,1,0.407314903,0.000181757
4940,1,0.27755,0.3951,1,0.9024,1,1,1,0.407314903,0.000181757
4941,1,0.24962,0.3658,1,0.8961,1,1,1,0.407314903,0.000181757
4942,1,0.228549,0.3018,1,0.8747,1,1,1,0.407314903,0.000181757
4943,1,0.180901,0.3844,1,0.8424,1,1,1,0.407314903,0.000181757
4944,1,0.095605,0.2762,1,0.7863,1,1,1,0.407314903,0.000181757
4945,1,0.031796,0.293,1,0.7948,1,1,1,0.407314903,0.000181757
4946,1,0.0008,0.2708,1,0.7419,1,1,1,0.407314903,0.000181757
4947,1,0,0.2459,1,0.6706,1,1,1,0.407314903,0.000181757
4948,1,0,0.2579,1,0.5842,1,1,1,0.407314903,0.000181757
4949,1,0,0.237,1,0.5024,1,1,1,0.407314903,0.000181757
4950,1,0,0.2275,1,0.4282,1,1,1,0.407314903,0.000181757
4951,1,0,0.2374,1,0.338,1,1,1,0.407314903,0.000181757
4952,1,0,0.1935,1,0.2686,1,1,1,0.407314903,0.000181757
4953,1,0,0.2016,1,0.1961,1,1,1,0.407314903,0.000181757
4954,1,0,0.1518,1,0.1616,1,1,1,0.407314903,0.000181757
4955,1,0.0016,0.1176,1,0.131,1,1,1,0.407314903,0.000181757
4956,1,0.041403,0.1527,1,0.1169,1,1,1,0.407314903,0.000181757
4957,1,0.127614,0.1405,1,0.0964,1,1,1,0.407314903,0.000181757
4958,1,0.292808,0.161,1,0.1,1,1,1,0.407314903,0.000181757
4959,1,0.497605,0.1332,1,0.1006,1,1,1,0.407314903,0.000181757
4960,1,0.636133,0.1689,1,0.112,1,1,1,0.407314903,0.000181757
4961,1,0.649998,0.1274,1,0.1485,1,1,1,0.407314903,0.000181757
4962,1,0.768238,0.1547,1,0.186,1,1,1,0.407314903,0.000181757
4963,1,0.746829,0.1951,1,0.2565,1,1,1,0.407314903,0.000181757
4964,1,0.602025,0.2614,1,0.3258,1,1,1,0.407314903,0.000181757
4965,1,0.50156,0.3531,1,0.3741,1,1,1,0.407314903,0.000181757
4966,1,0.369728,0.3502,1,0.4375,1,1,1,0.407314903,0.000181757
4967,1,0.223959,0.4132,1,0.4951,1,1,1,0.407314903,0.000181757
4968,1,0.111821,0.4964,1,0.5508,1,1,1,0.407314903,0.000181757
4969,1,0.037001,0.4639,1,0.5358,1,1,1,0.407314903,0.000181757
4970,1,0.001,0.5272,1,0.5413,1,1,1,0.407314903,0.000181757
4971,1,0,0.44,1,0.5117,1,1,1,0.407314903,0.000181757
4972,1,0,0.4748,1,0.5188,1,1,1,0.407314903,0.000181757
4973,1,0,0.3539,1,0.4705,1,1,1,0.407314903,0.000181757
4974,1,0,0.3147,1,0.3593,1,1,1,0.407314903,0.000181757
4975,1,0,0.27,1,0.276,1,1,1,0.407314903,0.000181757
4976,1,0,0.2334,1,0.2113,1,1,1,0.407314903,0.000181757
4977,1,0,0.1588,1,0.1371,1,1,1,0.407314903,0.000181757
4978,1,0,0.2118,1,0.0813,1,1,1,0.407314903,0.000181757
4979,1,0.0018,0.2246,1,0.0599,1,1,1,0.407314903,0.000181757
4980,1,0.04541,0.2726,1,0.0339,1,1,1,0.407314903,0.000181757
4981,1,0.131614,0.3641,1,0.0353,1,1,1,0.407314903,0.000181757
4982,1,0.303399,0.3708,1,0.0328,1,1,1,0.407314903,0.000181757
4983,1,0.443839,0.3129,1,0.036,1,1,1,0.407314903,0.000181757
4984,1,0.636009,0.2822,1,0.0468,1,1,1,0.407314903,0.000181757
4985,1,0.743472,0.2517,1,0.0854,1,1,1,0.407314903,0.000181757
4986,1,0.765455,0.2839,1,0.1558,1,1,1,0.407314903,0.000181757
4987,1,0.741241,0.2997,1,0.2597,1,1,1,0.407314903,0.000181757
4988,1,0.667905,0.2999,1,0.3685,1,1,1,0.407314903,0.000181757
4989,1,0.535466,0.3621,1,0.459,1,1,1,0.407314903,0.000181757
4990,1,0.37689,0.4456,1,0.5175,1,1,1,0.407314903,0.000181757
4991,1,0.192206,0.4497,1,0.5573,1,1,1,0.407314903,0.000181757
4992,1,0.079235,0.3444,1,0.6126,1,1,1,0.407314903,0.000181757
4993,1,0.017403,0.4943,1,0.6963,1,1,1,0.407314903,0.000181757
4994,1,0.0008,0.4362,1,0.6734,1,1,1,0.407314903,0.000181757
4995,1,0,0.4309,1,0.5982,1,1,1,0.407314903,0.000181757
4996,1,0,0.3649,1,0.494,1,1,1,0.407314903,0.000181757
4997,1,0,0.3637,1,0.5292,1,1,1,0.407314903,0.000181757
4998,1,0,0.3638,1,0.5582,1,1,1,0.407314903,0.000181757
4999,1,0,0.3188,1,0.5455,1,1,1,0.407314903,0.000181757
5000,1,0,0.2683,1,0.4717,1,1,1,0.407314903,0.000181757
5001,1,0,0.2588,1,0.345,1,1,1,0.407314903,0.000181757
5002,1,0,0.2645,1,0.3014,1,1,1,0.407314903,0.000181757
5003,1,0.0012,0.3326,1,0.2566,1,1,1,0.407314903,0.000181757
5004,1,0.034988,0.3337,1,0.2651,1,1,1,0.407314903,0.000181757
5005,1,0.092075,0.4068,1,0.2911,1,1,1,0.407314903,0.000181757
5006,1,0.204167,0.4571,1,0.3631,1,1,1,0.407314903,0.000181757
5007,1,0.32028,0.4914,1,0.3719,1,1,1,0.407314903,0.000181757
5008,1,0.426533,0.4773,1,0.4023,1,1,1,0.407314903,0.000181757
5009,1,0.573211,0.4119,1,0.4022,1,1,1,0.407314903,0.000181757
5010,1,0.664296,0.3599,1,0.379,1,1,1,0.407314903,0.000181757
5011,1,0.667685,0.357,1,0.3686,1,1,1,0.407314903,0.000181757
5012,1,0.653936,0.4083,1,0.3469,1,1,1,0.407314903,0.000181757
5013,1,0.509166,0.3381,1,0.3038,1,1,1,0.407314903,0.000181757
5014,1,0.442196,0.3792,1,0.2777,1,1,1,0.407314903,0.000181757
5015,1,0.256813,0.3695,1,0.21,1,1,1,0.407314903,0.000181757
5016,1,0.114401,0.3095,1,0.1584,1,1,1,0.407314903,0.000181757
5017,1,0.037602,0.3005,1,0.1452,1,1,1,0.407314903,0.000181757
5018,1,0.0006,0.4009,1,0.1259,1,1,1,0.407314903,0.000181757
5019,1,0,0.4292,1,0.0808,1,1,1,0.407314903,0.000181757
5020,1,0,0.3709,1,0.0827,1,1,1,0.407314903,0.000181757
5021,1,0,0.4001,1,0.0643,1,1,1,0.407314903,0.000181757
5022,1,0,0.3516,1,0.0651,1,1,1,0.407314903,0.000181757
5023,1,0,0.3408,1,0.0628,1,1,1,0.407314903,0.000181757
5024,1,0,0.2002,1,0.0506,1,1,1,0.407314903,0.000181757
5025,1,0,0.1177,1,0.0316,1,1,1,0.407314903,0.000181757
5026,1,0,0.098,1,0.0337,1,1,1,0.407314903,0.000181757
5027,1,0.0008,0.1296,1,0.0306,1,1,1,0.407314903,0.000181757
5028,1,0.035794,0.1499,1,0.0642,1,1,1,0.407314903,0.000181757
5029,1,0.121215,0.2173,1,0.1089,1,1,1,0.407314903,0.000181757
5030,1,0.261514,0.2497,1,0.1718,1,1,1,0.407314903,0.000181757
5031,1,0.39437,0.2759,1,0.2578,1,1,1,0.407314903,0.000181757
5032,1,0.553646,0.3071,1,0.3882,1,1,1,0.407314903,0.000181757
5033,1,0.573211,0.3521,1,0.4969,1,1,1,0.407314903,0.000181757
5034,1,0.479606,0.3629,1,0.5874,1,1,1,0.407314903,0.000181757
5035,1,0.364324,0.4225,1,0.6706,1,1,1,0.407314903,0.000181757
5036,1,0.237363,0.3969,1,0.7345,1,1,1,0.407314903,0.000181757
5037,1,0.171054,0.4446,1,0.7994,1,1,1,0.407314903,0.000181757
5038,1,0.106374,0.4209,1,0.8393,1,1,1,0.407314903,0.000181757
5039,1,0.062854,0.3306,1,0.8405,1,1,1,0.407314903,0.000181757
5040,1,0.029197,0.2922,1,0.8299,1,1,1,0.407314903,0.000181757
5041,1,0.01782,0.4103,1,0.8113,1,1,1,0.407314903,0.000181757
5042,1,0.0002,0.346,1,0.8642,1,1,1,0.407314903,0.000181757
5043,1,0,0.359,1,0.8734,1,1,1,0.407314903,0.000181757
5044,1,0,0.3384,1,0.8443,1,1,1,0.407314903,0.000181757
5045,1,0,0.2608,1,0.8233,1,1,1,0.407314903,0.000181757
5046,1,0,0.2225,1,0.8246,1,1,1,0.407314903,0.000181757
5047,1,0,0.2312,1,0.8042,1,1,1,0.407314903,0.000181757
5048,1,0,0.2693,1,0.754,1,1,1,0.407314903,0.000181757
5049,1,0,0.2624,1,0.6271,1,1,1,0.407314903,0.000181757
5050,1,0,0.2199,1,0.5261,1,1,1,0.407314903,0.000181757
5051,1,0.0012,0.2628,1,0.4672,1,1,1,0.407314903,0.000181757
5052,1,0.043799,0.2223,1,0.4538,1,1,1,0.407314903,0.000181757
5053,1,0.13162,0.258,1,0.4501,1,1,1,0.407314903,0.000181757
5054,1,0.28093,0.3144,1,0.4147,1,1,1,0.407314903,0.000181757
5055,1,0.46075,0.3384,1,0.4085,1,1,1,0.407314903,0.000181757
5056,1,0.591179,0.4095,1,0.4322,1,1,1,0.407314903,0.000181757
5057,1,0.662443,0.5417,1,0.488,1,1,1,0.407314903,0.000181757
5058,1,0.610982,0.4803,1,0.4785,1,1,1,0.407314903,0.000181757
5059,1,0.632669,0.5829,1,0.4152,1,1,1,0.407314903,0.000181757
5060,1,0.621014,0.7256,1,0.4124,1,1,1,0.407314903,0.000181757
5061,1,0.527393,0.7402,1,0.4217,1,1,1,0.407314903,0.000181757
5062,1,0.424569,0.7862,1,0.4906,1,1,1,0.407314903,0.000181757
5063,1,0.25818,0.8085,1,0.575,1,1,1,0.407314903,0.000181757
5064,1,0.108586,0.8014,1,0.6562,1,1,1,0.407314903,0.000181757
5065,1,0.030597,0.7818,1,0.6328,1,1,1,0.407314903,0.000181757
5066,1,0.0002,0.7889,1,0.627,1,1,1,0.407314903,0.000181757
5067,1,0,0.7701,1,0.5824,1,1,1,0.407314903,0.000181757
5068,1,0,0.7679,1,0.5208,1,1,1,0.407314903,0.000181757
5069,1,0,0.7395,1,0.4964,1,1,1,0.407314903,0.000181757
5070,1,0,0.7,1,0.4526,1,1,1,0.407314903,0.000181757
5071,1,0,0.7449,1,0.4452,1,1,1,0.407314903,0.000181757
5072,1,0,0.6846,1,0.4011,1,1,1,0.407314903,0.000181757
5073,1,0,0.6838,1,0.3071,1,1,1,0.407314903,0.000181757
5074,1,0,0.7032,1,0.2609,1,1,1,0.407314903,0.000181757
5075,1,0.0008,0.6845,1,0.1984,1,1,1,0.407314903,0.000181757
5076,1,0.034401,0.7528,1,0.1694,1,1,1,0.407314903,0.000181757
5077,1,0.1276,0.7264,1,0.1805,1,1,1,0.407314903,0.000181757
5078,1,0.300687,0.7371,1,0.224,1,1,1,0.407314903,0.000181757
5079,1,0.511467,0.6947,1,0.2505,1,1,1,0.407314903,0.000181757
5080,1,0.687196,0.6104,1,0.3118,1,1,1,0.407314903,0.000181757
