Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,7.58164392951952e8
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,4.775775418587739e8
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,2.1787509092719975e9
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,1.8502086862896263e10
ERC_REST,NaturalGas_CCS100_Moderate,1,1,-1.272651155263544e-8
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,4.648436241818009e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.711930535150903e9
ERC_REST,Liion_Moderate,1,1,2.982560232863641e9
ERC_REST,TEGS,1,1,2.736005684377319e8
