Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2
1,0.262,1,1,0.0,0.0,0.0,0.7964,0.6815,0.6815,1,0.552743642,1,1
2,0.262,1,1,0.0,0.0,0.0,0.6034,0.5257,0.5257,1,0.552743642,1,1
3,0.262,1,1,0.0,0.0,0.0,0.5134,0.2639,0.2639,1,0.552743642,1,1
4,0.262,1,1,0.0,0.0,0.0,0.4083,0.1435,0.1435,1,0.552743642,1,1
5,0.262,1,1,0.0,0.0,0.0,0.4007,0.3388,0.3388,1,0.552743642,1,1
6,0.262,1,1,0.0,0.0,0.0,0.2861,0.896,0.896,1,0.552743642,1,1
7,0.262,1,1,0.0,0.0,0.0,0.7806,0.3536,0.3536,1,0.552743642,1,1
8,0.262,1,1,0.009575,0.005487211307925,0.005045288692075,0.2302,0.7913,0.7913,1,0.552743642,1,1
9,0.262,1,1,0.113901,0.065274031872999,0.06001706812700099,0.0845,0.0387,0.0387,1,0.552743642,1,1
10,0.262,1,1,0.256673,0.147093366897027,0.13524693310297298,0.8206,0.9043,0.9043,1,0.552743642,1,1
11,0.262,1,1,0.40618,0.23277237483582,0.21402562516417997,0.4822,0.1681,0.1681,1,0.552743642,1,1
12,0.262,1,1,0.526195,0.301550198869305,0.27726430113069495,0.3527,0.5812,0.5812,1,0.552743642,1,1
13,0.262,1,1,0.542648,0.310979033088552,0.285933766911448,0.7375,0.9106,0.9106,1,0.552743642,1,1
14,0.262,1,1,0.466232,0.26718678877456803,0.24566841122543195,0.7038,0.842,0.842,1,0.552743642,1,1
15,0.262,1,1,0.287196,0.164585393085204,0.15133020691479598,0.2099,0.2273,0.2273,1,0.552743642,1,1
16,0.262,1,1,0.10748,0.061594305104520006,0.05663369489548,0.0744,0.8946,0.8946,1,0.552743642,1,1
17,0.262,1,1,0.008583,0.004918719024117,0.004522580975882999,0.8271,0.9119,0.9119,1,0.552743642,1,1
18,0.262,1,1,0.0,0.0,0.0,0.8061,0.9018,0.9018,1,0.552743642,1,1
19,0.262,1,1,0.0,0.0,0.0,0.5917,0.679,0.679,1,0.552743642,1,1
20,0.262,1,1,0.0,0.0,0.0,0.8485,0.7933,0.7933,1,0.552743642,1,1
21,0.262,1,1,0.0,0.0,0.0,0.8436,0.8677,0.8677,1,0.552743642,1,1
22,0.262,1,1,0.0,0.0,0.0,0.1827,0.7686,0.7686,1,0.552743642,1,1
23,0.262,1,1,0.0,0.0,0.0,0.8591,0.8626,0.8626,1,0.552743642,1,1
24,0.262,1,1,0.0,0.0,0.0,0.809,0.8622,0.8622,1,0.552743642,1,1
25,0.262,1,1,0.0,0.0,0.0,0.6004,0.4918,0.4918,1,0.552743642,1,1
26,0.262,1,1,0.0,0.0,0.0,0.4645,0.6303,0.6303,1,0.552743642,1,1
27,0.262,1,1,0.0,0.0,0.0,0.76,0.8964,0.8964,1,0.552743642,1,1
28,0.262,1,1,0.0,0.0,0.0,0.5499,0.7632,0.7632,1,0.552743642,1,1
29,0.262,1,1,0.0,0.0,0.0,0.681,0.4531,0.4531,1,0.552743642,1,1
30,0.262,1,1,0.0,0.0,0.0,0.6726,0.6382,0.6382,1,0.552743642,1,1
31,0.262,1,1,0.0,0.0,0.0,0.0457,0.4346,0.4346,1,0.552743642,1,1
32,0.262,1,1,0.005199,0.002979426797901,0.0027394732020989995,0.2129,0.185,0.185,1,0.552743642,1,1
33,0.262,1,1,0.035841,0.020539649137059,0.018885450862940998,0.0628,0.6189,0.6189,1,0.552743642,1,1
34,0.262,1,1,0.075904,0.043498828941696,0.039995571058303994,0.1253,0.5964,0.5964,1,0.552743642,1,1
35,0.262,1,1,0.18012,0.10322261104788001,0.09490938895211999,0.2989,0.8207,0.8207,1,0.552743642,1,1
36,0.262,1,1,0.195989,0.11231676835811101,0.10327113164188899,0.3824,0.7334,0.7334,1,0.552743642,1,1
