Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50784540270074,-31.30797262598291
t2,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50784540270074,-35.78054014398047
t3,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50784540270074,-40.89204587883482
t4,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50784540270074,-46.73376671866836
t5,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50784540270074,-53.41001910704956
t6,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50784540270074,-26.36295945798953
t7,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50784540270074,-30.129096523416603
t8,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.807419724044266,-34.43325316961897
t9,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.807419724044266,-10.414114018035995
t10,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.807419724044266,-11.901844592041138
t11,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.807419724044266,-7.973306045058809
t12,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.807419724044266,-9.112349765781495
t13,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.807419724044266,-10.414114018035995
t14,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.807419724044266,-11.901844592041138
t15,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.807419724044266,-13.602108105189872
t16,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.020628642522214,-15.545266405931285
t17,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.78482336877337,-17.76601874963575
t18,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-20.304021428155146
t19,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-23.204595917891595
t20,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-26.51953819187611
t21,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-23.204595917891595
t22,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-26.51953819187611
t23,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-30.30804364785841
t24,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-34.637764168981036
t25,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-39.58601619312118
t26,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-27.567821673205554
t27,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-31.50608191223492
t28,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-36.006950756839906
t29,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-41.15080086495989
t30,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-47.029486702811305
t31,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-23.204595917891595
t32,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.69645648892054,-10.840411851966495
t33,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41281518419564,-12.389042116533137
t34,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41281518419564,-14.15890527603787
t35,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41281518419564,-16.181606029757567
t36,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41281518419564,-12.389042116533139
t37,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41281518419564,-14.158905276037874
t38,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41281518419564,-16.18160602975757
t39,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.41281518419564,-18.49326403400865
t40,0.0,0.0,-77.40320347221508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.111902722485805,-21.135158896009887
