Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,1.9628203766519918e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.3763626714368545e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,3.5839868356051356e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,7.859841134480677e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.358804159070642e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,7.591950305043621e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.455069551154537e9
NENGREST,Liion_Moderate,1,1,1.0869936190403578e9
NENGREST,TEGS,1,1,1.7166963275177985e8
