Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,2.4799913253632936e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.7018384118027814e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.0360048402463208e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,6.279684098961554e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.267429348139873e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.2903068174087253e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.1717151258495865e9
NENGREST,Liion_Moderate,1,1,1.0294657129985846e9
NENGREST,TEGS,1,1,2.1397265524009123e7
