BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.0209556904947256e8,1.3045268413948977e7,-1.81342504474867e7,0.0,0.0,23432.984065170906,0.0,0.0,0.0,-9.703002e7
t1,8651.690963901536,582.3090360984643,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9234.0
t2,8608.784144378802,123.21585562119895,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8732.0
t3,8359.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8359.0
t4,8171.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8171.0
t5,8142.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8142.0
t6,8286.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8286.0
t7,8434.389638048746,159.61036195125507,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8594.0
t8,6668.475847305537,2204.5241526944624,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8873.0
t9,9776.709965993283,0.0,-430.7099659932828,0.0,0.0,0.0,0.0,0.0,0.0,-9346.0
t10,15899.533836511917,0.0,-6090.533836511918,0.0,0.0,0.0,0.0,0.0,0.0,-9809.0
t11,18678.123311738316,0.0,-8589.123311738316,0.0,0.0,0.0,0.0,0.0,0.0,-10089.0
t12,20081.740261695784,0.0,-9889.740261695784,0.0,0.0,0.0,0.0,0.0,0.0,-10192.0
t13,19185.513139641953,0.0,-8943.513139641946,0.0,0.0,0.0,0.0,0.0,0.0,-10242.0
t14,18987.127853430182,0.0,-8837.127853430184,0.0,0.0,0.0,0.0,0.0,0.0,-10150.0
t15,17120.58472458505,0.0,-7071.584724585044,0.0,0.0,0.0,0.0,0.0,0.0,-10049.0
t16,13443.346883028305,0.0,-3335.346883028306,0.0,0.0,0.0,0.0,0.0,0.0,-10108.0
t17,8239.490562255603,2853.5094377443947,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11093.0
t18,6788.2183104554,5238.7816895446,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12027.0
t19,7028.532339637631,4927.467660362369,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11956.0
t20,7012.619638544754,4578.380361455246,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11591.0
t21,7158.324204647123,4003.675795352877,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11162.0
t22,7094.097173785897,3470.902826214103,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10565.0
t23,7068.69476228591,2756.3052377140903,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9825.0
t24,6988.667624526718,2006.332375473282,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8995.0
t25,6764.860913431492,1528.139086568504,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8293.0
t26,6785.108583802346,1082.8914161976538,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7868.0
t27,6853.789607491676,810.2103925083239,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7664.0
t28,7220.085292756186,396.9147072438136,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7617.0
t29,7168.833157874356,616.166842125644,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7785.0
t30,6979.385479906101,1230.6145200938986,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8210.0
t31,6874.79902008831,1973.2009799116904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8848.0
t32,6522.627035352708,2849.3729646472943,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9372.0
t33,10013.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10013.0
t34,14248.376610235173,0.0,-3577.3766102351715,0.0,0.0,0.0,0.0,0.0,0.0,-10671.0
t35,18941.080193264053,0.0,-7788.080193264052,0.0,0.0,0.0,0.0,0.0,0.0,-11153.0
t36,20594.798194798233,0.0,-9244.798194798235,0.0,0.0,0.0,0.0,0.0,0.0,-11350.0
t37,20546.727909394616,0.0,-9214.727909394618,0.0,0.0,0.0,0.0,0.0,0.0,-11332.0
t38,19411.4786421588,0.0,-8153.478642158797,0.0,0.0,0.0,0.0,0.0,0.0,-11258.0
t39,17366.06613631814,0.0,-6143.06613631814,0.0,0.0,0.0,0.0,0.0,0.0,-11223.0
t40,13926.700734656622,0.0,-2533.700734656617,0.0,0.0,0.0,0.0,0.0,0.0,-11393.0
t41,11951.907473275018,511.0925267249826,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12463.0
t42,8545.157881723224,4998.842118276776,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13544.0
t43,8482.325817510451,4942.674182489549,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13425.0
t44,8321.750013085302,4779.249986914698,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13101.0
t45,8476.213827881102,4094.7861721188983,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12571.0
t46,8553.684380380808,3184.3156196191917,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11738.0
t47,8469.926617084817,2234.073382915183,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10704.0
t48,8472.662852076144,1294.337147923855,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9767.0
t49,8445.985129012193,701.0148709878051,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9147.0
t50,8230.060932594632,605.939067405369,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8836.0
t51,8154.060297018814,532.9397029811862,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8687.0
t52,8176.290988663605,528.7090113363945,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8705.0
t53,8201.394859895074,815.6051401049272,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9017.0
