Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,float_offshore_wind_2,comm_solar_pv_2,res_solar_pv_2
1,0.262,1,0.0,0.5127127082335751,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
2,0.262,1,0.0,0.4379192860158106,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
3,0.262,1,0.0,0.4764545045300902,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
4,0.262,1,0.0,0.434972909683627,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
5,0.262,1,0.0,0.4854643108679409,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
6,0.262,1,0.0,0.4968415758702381,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
7,0.262,1,0.0,0.4241692417166846,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
8,0.262,1,0.0400599578573842,0.4240788618917279,1,0.81,1,1,0.552743642,1,1,0.81,0.0234636896021821,0.0213176204312508
9,0.262,1,0.3151266203067987,0.454813097961035,1,0.81,1,1,0.552743642,1,1,0.81,0.1845741633225535,0.1676923800918321
10,0.262,1,0.5523278097893518,0.4612307945798619,1,0.81,1,1,0.552743642,1,1,0.81,0.323506288590906,0.2939172987807621
11,0.262,1,0.774557697046497,0.4779117732489025,1,0.81,1,1,0.552743642,1,1,0.81,0.453669508270091,0.4121753459283144
12,0.262,1,0.8256,0.5596397083508792,1,0.81,1,1,0.552743642,1,1,0.81,0.4835657142857142,0.4393371428571427
13,0.262,1,0.8256,0.7292992228373637,1,0.81,1,1,0.552743642,1,1,0.81,0.4835657142857142,0.4393371428571427
14,0.262,1,0.825571212902795,0.7418138118907658,1,0.81,1,1,0.552743642,1,1,0.81,0.483548853271637,0.4393218240089872
15,0.262,1,0.6102995528472313,0.7521072220213101,1,0.807391980044905,1,1,0.552743642,1,1,0.807391980044905,0.357461166667664,0.3247665477651337
16,0.262,1,0.3061351992610003,0.7086412209737749,1,0.777212241868969,1,1,0.552743642,1,1,0.777212241868969,0.1793077595671573,0.1629076596067465
17,0.262,1,0.0,0.5957231295001659,1,0.7548734478365571,1,1,0.552743642,1,1,0.7548734478365571,0.0,0.0
18,0.262,1,0.0,0.5712256005127295,1,0.787530631441608,1,1,0.552743642,1,1,0.787530631441608,0.0,0.0
19,0.262,1,0.0,0.5587481376928675,1,0.8033775698252524,1,1,0.552743642,1,1,0.8033775698252524,0.0,0.0
20,0.262,1,0.0,0.5812313709634396,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
21,0.262,1,0.0,0.5679362479928802,1,0.8062353635845834,1,1,0.552743642,1,1,0.8062353635845834,0.0,0.0
22,0.262,1,0.0,0.5196956920536302,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
23,0.262,1,0.0,0.5246913565085348,1,0.8009744251423088,1,1,0.552743642,1,1,0.8009744251423088,0.0,0.0
24,0.262,1,0.0,0.3798118585430414,1,0.8086756226802896,1,1,0.552743642,1,1,0.8086756226802896,0.0,0.0
25,0.262,1,0.0,0.411699325310586,1,0.8052054443524335,1,1,0.552743642,1,1,0.8052054443524335,0.0,0.0
26,0.262,1,0.0,0.3791409230892635,1,0.8051219373943389,1,1,0.552743642,1,1,0.8051219373943389,0.0,0.0
27,0.262,1,0.0,0.3731860070622913,1,0.8010825204277068,1,1,0.552743642,1,1,0.8010825204277068,0.0,0.0
28,0.262,1,0.0,0.3071512412610965,1,0.8001894045878719,1,1,0.552743642,1,1,0.8001894045878719,0.0,0.0
29,0.262,1,0.0,0.2285561548137917,1,0.7896508028140203,1,1,0.552743642,1,1,0.7896508028140203,0.0,0.0
30,0.262,1,0.0,0.2728376794726866,1,0.7383048258457858,1,1,0.552743642,1,1,0.7383048258457858,0.0,0.0
31,0.262,1,0.0,0.3186506449613994,1,0.6882063931328188,1,1,0.552743642,1,1,0.6882063931328188,0.0,0.0
32,0.262,1,0.0031116672355001,0.3208867442474364,1,0.5563959734164228,1,1,0.552743642,1,1,0.5563959734164228,0.0018225479522214,0.0016558514931768
33,0.262,1,0.084361946729465,0.3021692340150114,1,0.5132172876050873,1,1,0.552743642,1,1,0.5132172876050873,0.0494119973701152,0.044892607366751
34,0.262,1,0.2192897046252523,0.362956668233575,1,0.4236716901500554,1,1,0.552743642,1,1,0.4236716901500554,0.1284411127090763,0.1166934499612949
35,0.262,1,0.7086328321559591,0.2370161349918877,1,0.3334516687555395,1,1,0.552743642,1,1,0.3334516687555395,0.4150563731199188,0.3770938999687067
36,0.262,1,0.8256,0.2901442496528917,1,0.3015918048025482,1,1,0.552743642,1,1,0.3015918048025482,0.4835657142857142,0.4393371428571427
37,0.262,1,0.5650607448642238,0.3783393353560845,1,0.4629252116045795,1,1,0.552743642,1,1,0.4629252116045795,0.330964150563331,0.300693039231319
38,0.262,1,0.5816230242099439,0.5503265115804917,1,0.5074388806040727,1,1,0.552743642,1,1,0.5074388806040727,0.3406649141801099,0.3095065378831487
39,0.262,1,0.4794195066167059,0.6623480130822212,1,0.7294868587041681,1,1,0.552743642,1,1,0.7294868587041681,0.2808028538754991,0.2551196660210327
40,0.262,1,0.3135682206034128,0.6032822039693653,1,0.755808809171651,1,1,0.552743642,1,1,0.755808809171651,0.1836613863534274,0.1668630888211017
41,0.262,1,0.0,0.5953596165991923,1,0.7448528221817049,1,1,0.552743642,1,1,0.7448528221817049,0.0,0.0
42,0.262,1,0.0,0.5279489550127192,1,0.8013098673271378,1,1,0.552743642,1,1,0.8013098673271378,0.0,0.0
43,0.262,1,0.0,0.516925409811649,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
44,0.262,1,0.0,0.4332836428617717,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
45,0.262,1,0.0,0.405029194896599,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
46,0.262,1,0.0,0.3552638962923775,1,0.8032755057653591,1,1,0.552743642,1,1,0.8032755057653591,0.0,0.0
47,0.262,1,0.0,0.3767072716978326,1,0.8031734417054657,1,1,0.552743642,1,1,0.8031734417054657,0.0,0.0
48,0.262,1,0.0,0.3076674619886755,1,0.8068722118604315,1,1,0.552743642,1,1,0.8068722118604315,0.0,0.0
49,0.262,1,0.0,0.3252786837717388,1,0.8020822732750947,1,1,0.552743642,1,1,0.8020822732750947,0.0,0.0
50,0.262,1,0.0,0.3037304746141739,1,0.7871565183006292,1,1,0.552743642,1,1,0.7871565183006292,0.0,0.0
51,0.262,1,0.0,0.3837438637146408,1,0.7758973496267826,1,1,0.552743642,1,1,0.7758973496267826,0.0,0.0
52,0.262,1,0.0,0.3619360938750506,1,0.6440036752681764,1,1,0.552743642,1,1,0.6440036752681764,0.0,0.0
53,0.262,1,0.0,0.2179309416167396,1,0.5589561892474807,1,1,0.552743642,1,1,0.5589561892474807,0.0,0.0
54,0.262,1,0.0,0.267562608404246,1,0.5500051249033882,1,1,0.552743642,1,1,0.5500051249033882,0.0,0.0
55,0.262,1,0.0,0.2867842198626046,1,0.4717276100867416,1,1,0.552743642,1,1,0.4717276100867416,0.0,0.0
56,0.262,1,0.0705121754887293,0.2821220037953513,1,0.4305644218312377,1,1,0.552743642,1,1,0.4305644218312377,0.0412999885005414,0.0375225505279309
