Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,0.0
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,8.7571737357623e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.689871980541208e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,2.783050502639056e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,-2.027692401718344e-9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,3.579556495312111e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.4964194116200764e9
NENGREST,Liion_Moderate,1,1,1.0480861938866029e9
NENGREST,TEGS,1,1,9.565446943218657e7
