Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear
Zone,1,1,1,1,1,1,1
t1,1.4438575071598856e-15,0.0,0.0,0.0,0.0,6.725667816614361e-16,0.0
t2,1.2701653694145681e-15,0.0,0.0,0.0,0.0,6.244246080660144e-16,0.0
t3,1.1879842062923798e-15,0.0,0.0,0.0,0.0,5.97037150266708e-16,0.0
t4,1.1479852116297756e-15,0.0,0.0,0.0,0.0,5.824078665200943e-16,0.0
t5,1.1359185999054929e-15,0.0,0.0,0.0,0.0,5.769147674230447e-16,0.0
t6,1.148139412662089e-15,0.0,0.0,0.0,0.0,5.79027964363916e-16,0.0
t7,1.1883944704795639e-15,0.0,0.0,0.0,0.0,5.896070992302219e-16,0.0
t8,1.2703522042213117e-15,0.0,0.0,0.0,0.0,6.106835133149151e-16,0.0
t9,1.444705862613843e-15,0.0,0.0,0.0,0.0,6.47106215437086e-16,0.0
t10,3.5012280796525115,0.0,0.0,0.0,0.0,7.110464873598626e-16,0.0
t11,10.842824832643196,0.0,0.0,0.0,0.0,7.552843790881351e-16,0.0
t12,13.397654236186996,0.0,0.0,0.0,0.0,7.880969302545458e-16,0.0
t13,14.652527543830333,0.0,0.0,0.0,0.0,8.133045237871161e-16,0.0
t14,15.34394228334146,0.0,0.0,0.0,0.0,8.336537166983834e-16,0.0
t15,15.343942283341462,0.0,0.0,0.0,0.0,8.445115264318493e-16,0.0
t16,15.343942283341459,0.0,0.0,0.0,0.0,8.540645460424169e-16,0.0
t17,15.343942283341459,0.0,0.0,0.0,0.0,8.634970875334738e-16,0.0
t18,15.34394228334146,0.0,0.0,0.0,0.0,8.739197917861356e-16,0.0
t19,15.34394228334146,0.0,0.0,0.0,0.0,8.862869989287673e-16,0.0
t20,15.343942283341464,0.0,0.0,0.0,0.0,8.946220690424672e-16,0.0
t21,15.343942283341454,0.0,0.0,0.0,0.0,8.996517607774516e-16,0.0
t22,15.343942283341459,0.0,0.0,0.0,0.0,9.020856811163877e-16,0.0
t23,15.343942283341455,0.0,0.0,0.0,0.0,9.026026642558695e-16,0.0
t24,15.343942283341457,0.0,0.0,0.0,0.0,9.01109212872661e-16,0.0
t25,15.343942283341452,0.0,0.0,0.0,0.0,8.97170750067294e-16,0.0
t26,15.343942283341466,0.0,0.0,0.0,0.0,8.905295390658743e-16,0.0
t27,15.34394228334145,0.0,0.0,0.0,0.0,8.811782522113974e-16,0.0
t28,13.292013966820969,0.0,0.0,0.0,0.0,8.684434137057291e-16,0.0
t29,9.604696269503066,0.0,0.0,0.0,0.0,8.579786186390162e-16,0.0
t30,7.669473622998564,0.0,0.0,0.0,0.0,8.488041768473473e-16,0.0
t31,7.150476735315254,0.0,0.0,0.0,0.0,8.400685060581202e-16,0.0
t32,6.524961366376082,0.0,0.0,0.0,0.0,8.31312527765135e-16,0.0
t33,6.524961366376082,0.0,0.0,0.0,0.0,8.268489365857191e-16,0.0
t34,6.5249613663760835,0.0,0.0,0.0,0.0,8.260717598425261e-16,0.0
t35,6.524961366376084,0.0,0.0,0.0,0.0,8.287300920844493e-16,0.0
t36,6.52496136637608,0.0,0.0,0.0,0.0,8.296310223755835e-16,0.0
t37,6.524961366376082,0.0,0.0,0.0,0.0,8.263093870156239e-16,0.0
t38,6.524961366376086,0.0,0.0,0.0,0.0,8.181641653085849e-16,0.0
t39,6.352021162547483,0.0,0.0,0.0,0.0,8.044035008471352e-16,0.0
t40,6.1571473980130795,0.0,0.0,0.0,0.0,7.862563561849686e-16,0.0
t41,6.157147398013081,0.0,0.0,0.0,0.0,7.737988665953255e-16,0.0
t42,6.1571473980130795,0.0,0.0,0.0,0.0,7.658854419114813e-16,0.0
t43,6.157147398013073,0.0,0.0,0.0,0.0,7.614271265417111e-16,0.0
t44,6.157147398013063,0.0,0.0,0.0,0.0,7.598211071345452e-16,0.0
t45,6.157147398013064,0.0,0.0,0.0,0.0,7.606906726497065e-16,0.0
t46,6.1571473980130635,0.0,0.0,0.0,0.0,7.642985548299923e-16,0.0
t47,6.1571473980130635,0.0,0.0,0.0,0.0,7.714235387162002e-16,0.0
t48,6.157147398013089,0.0,0.0,0.0,0.0,7.831178145135619e-16,0.0
t49,6.157147398013076,0.0,0.0,0.0,0.0,8.01006930704346e-16,0.0
t50,6.157147398013073,0.0,0.0,0.0,0.0,8.276254180706825e-16,0.0
t51,6.204284900163877,0.0,0.0,0.0,0.0,8.672423796646472e-16,0.0
t52,7.53134995826808,0.0,0.0,0.0,0.0,9.112001756298e-16,0.0
t53,9.23646505109004,0.0,0.0,0.0,0.0,9.652167553072788e-16,0.0
t54,12.01197441397464,0.0,0.0,0.0,0.0,1.0381440420312103e-15,0.0
t55,13.71784034002379,0.0,0.0,0.0,0.0,1.1484473903959865e-15,0.0
t56,16.331949507329917,0.0,0.0,0.0,0.0,1.353756590956878e-15,0.0
t57,16.995745276359777,0.0,0.0,0.0,0.0,2.8579404981395453,0.0
t58,16.995745276359816,0.0,0.0,0.0,0.0,4.00117398886119,0.0
t59,16.995745276359788,0.0,0.0,0.0,0.0,4.724736510535625,0.0
t60,16.99574527635983,0.0,0.0,0.0,0.0,5.204687631100641,0.0
t61,16.995745276359873,0.0,0.0,0.0,0.0,5.4747552325468805,0.0
t62,16.99574527635978,0.0,0.0,0.0,0.0,5.482593937203497,0.0
t63,16.99574527635979,0.0,0.0,0.0,0.0,5.4825939372034895,0.0
t64,16.995745276359752,0.0,0.0,0.0,0.0,5.48259393720348,0.0
t65,16.9957452763598,0.0,0.0,0.0,0.0,5.482593937203481,0.0
t66,16.995745276359777,0.0,0.0,0.0,0.0,5.482593937203474,0.0
t67,16.99574527635974,0.0,0.0,0.0,0.0,5.482593937203474,0.0
t68,16.995745276359777,0.0,0.0,0.0,0.0,5.482593937203474,0.0
t69,16.99574527635978,0.0,0.0,0.0,0.0,5.482593937203474,0.0
t70,16.995745276359788,0.0,0.0,0.0,0.0,5.482593937203474,0.0
t71,16.99574527635982,0.0,0.0,0.0,0.0,5.482593937203475,0.0
t72,16.995745276359816,0.0,0.0,0.0,0.0,5.482593937203475,0.0
t73,16.995745276359788,0.0,0.0,0.0,0.0,5.482593937203473,0.0
t74,16.99574527635981,0.0,0.0,0.0,0.0,5.482593937203476,0.0
t75,16.99574527635982,0.0,0.0,0.0,0.0,5.482593937203476,0.0
t76,16.995745276359784,0.0,0.0,0.0,0.0,5.482593937203471,0.0
t77,16.99574527635977,0.0,0.0,0.0,0.0,5.482593937203477,0.0
t78,16.995745276359806,0.0,0.0,0.0,0.0,5.482593937203475,0.0
t79,16.995745276359784,0.0,0.0,0.0,0.0,5.482593937203476,0.0
t80,16.995745276359823,0.0,0.0,0.0,0.0,5.482593937203477,0.0
t81,16.995745276359777,0.0,0.0,0.0,0.0,5.482593937203476,0.0
t82,16.995745276359745,0.0,0.0,0.0,0.0,5.482593937203466,0.0
t83,16.99574527635975,0.0,0.0,0.0,0.0,5.482593937203476,0.0
t84,16.99574527635977,0.0,0.0,0.0,0.0,5.482593937203474,0.0
t85,16.99574527635974,0.0,0.0,0.0,0.0,5.482593937203474,0.0
t86,16.995745276359802,0.0,0.0,0.0,0.0,5.482593937203473,0.0
t87,16.995745276359745,0.0,0.0,0.0,0.0,5.482593937203474,0.0
t88,16.995745276359763,0.0,0.0,0.0,0.0,5.482593937203473,0.0
t89,16.995745276359806,0.0,0.0,0.0,0.0,5.4825939372034735,0.0
t90,16.995745276359756,0.0,0.0,0.0,0.0,5.482593937203473,0.0
t91,16.995745276359756,0.0,0.0,0.0,0.0,5.482593937203471,0.0
t92,16.995745276359767,0.0,0.0,0.0,0.0,5.48259393720347,0.0
t93,16.995745276359823,0.0,0.0,0.0,0.0,5.482593937203472,0.0
t94,16.995745276359823,0.0,0.0,0.0,0.0,5.482593937203471,0.0
t95,16.995745276359774,0.0,0.0,0.0,0.0,5.48259393720347,0.0
t96,16.995745276359752,0.0,0.0,0.0,0.0,5.482593937203471,0.0
t97,16.995745276359745,0.0,0.0,0.0,0.0,5.482593937203471,0.0
t98,16.99574527635979,0.0,0.0,0.0,0.0,5.48259393720347,0.0
t99,16.995745276359774,0.0,0.0,0.0,0.0,3.504889675879691,0.0
t100,16.995745276359767,0.0,0.0,0.0,0.0,1.4186061259711447e-14,0.0
