Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,2.455146151553943e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.699550581660892e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,9.792687297704124e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,6.397566196636794e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.264743325880318e9
NENGREST,NENGREST_nuclear_1,1,1,1.336632987724498e-8
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.222566295083606e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.1890466089557152e9
NENGREST,Liion_Moderate,1,1,1.0348987440549463e9
NENGREST,TEGS,1,1,3.357402881528095e7
