Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,float_offshore_wind_2,comm_solar_pv_2,res_solar_pv_2
1,0.262,1,0.0,0.5077554262041312,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
2,0.262,1,0.0,0.4803958176838268,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
3,0.262,1,0.0,0.4530166612907402,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
4,0.262,1,0.0,0.4752202486490111,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
5,0.262,1,0.0,0.4558572096776575,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
6,0.262,1,0.0,0.3844678217485665,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
7,0.262,1,0.0,0.4057805722840387,1,0.8089539792311307,1,1,0.552743642,1,1,0.8089539792311307,0.0,0.0
8,0.262,1,0.0486976162681522,0.398813556761711,1,0.8017621854822854,1,1,0.552743642,1,1,0.8017621854822854,0.0285228895284891,0.0259140886569809
9,0.262,1,0.3054520643721511,0.4054591950463897,1,0.8033719919606581,1,1,0.552743642,1,1,0.8033719919606581,0.1789076377036884,0.1625441342551803
10,0.262,1,0.4709242472308843,0.3463755231740071,1,0.8005026333988903,1,1,0.552743642,1,1,0.8005026333988903,0.275827059092375,0.2505989744192919
11,0.262,1,0.6698170930490539,0.4227517832030094,1,0.81,1,1,0.552743642,1,1,0.81,0.3923214402144458,0.3564383816582465
12,0.262,1,0.8256,0.5640485363058273,1,0.81,1,1,0.552743642,1,1,0.81,0.4835657142857142,0.4393371428571427
13,0.262,1,0.4998020236973551,0.7113094778270991,1,0.81,1,1,0.552743642,1,1,0.81,0.2927411853084508,0.2659660768960925
14,0.262,1,0.3768173434222057,0.6396618595881471,1,0.81,1,1,0.552743642,1,1,0.81,0.2207073011472918,0.2005206577496737
15,0.262,1,0.3502459778286174,0.5986289576159555,1,0.81,1,1,0.552743642,1,1,0.81,0.2051440727281901,0.1863808953445142
16,0.262,1,0.1501793123406916,0.5889487028288537,1,0.81,1,1,0.552743642,1,1,0.81,0.0879621686566907,0.0799168483527251
17,0.262,1,0.0,0.4919528383035369,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
18,0.262,1,0.0,0.3851688434221206,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
19,0.262,1,0.0,0.4556295886490111,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
20,0.262,1,0.0,0.4205323517578908,1,0.8063745418600039,1,1,0.552743642,1,1,0.8063745418600039,0.0,0.0
21,0.262,1,0.0,0.4331084096258876,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
22,0.262,1,0.0,0.5328449847617631,1,0.8096405920565385,1,1,0.552743642,1,1,0.8096405920565385,0.0,0.0
