Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.7365752758229366e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.410858945353981e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.2443307467308764e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.417834353787724e9
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.8299127039054413e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,5.99586464229681e9
ERC_REST,Liion_Moderate,1,1,3.580827917336629e9
ERC_REST,TEGS,1,1,1.2604527133529019e7
