Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,0.0
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,3.3088454439172435e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.1903528356381674e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,3.2726109126830425e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.6826647034037278e-9
NENGREST,NENGREST_nuclear_1,1,1,2.708722158422862e-9
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,7.11382392294533e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.6787376830104144e9
NENGREST,Liion_Moderate,1,1,9.978990390236577e8
NENGREST,TEGS,1,1,2.3481947683826834e8
