Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.72384257416077e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.355725838568245e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.263841103238216e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.407713204588411e9
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.8734958720146184e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.042307495392248e9
ERC_REST,Liion_Moderate,1,1,3.61270402130939e9
ERC_REST,TEGS,1,1,3.886107779653578e7
