Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
50000,1,1,1,1,8760,8760,1,23198.562,34975.8
,,,,,,,2,23090.427,34948.72
,,,,,,,3,22618.549,35561.59
,,,,,,,4,22491.546,36515.92
,,,,,,,5,22617.659,38191.27
,,,,,,,6,22909.846,40371.58
,,,,,,,7,23433.967,42816.79
,,,,,,,8,24304.298,44287.42
,,,,,,,9,24539.436,46424.91
,,,,,,,10,25193.319,48055.14
,,,,,,,11,25770.84,49563.22
,,,,,,,12,25612.42,50498.72
,,,,,,,13,25449.817,48819.0
,,,,,,,14,25215.124,46764.36
,,,,,,,15,24869.181,44778.92
,,,,,,,16,24991.823,45741.49
,,,,,,,17,25703.111,46908.74
,,,,,,,18,26172.408,50271.87
,,,,,,,19,25947.416,49760.69
,,,,,,,20,25326.107,48846.02
,,,,,,,21,25089.634,47754.3
,,,,,,,22,24566.403,45975.99
,,,,,,,23,23547.264,42849.42
,,,,,,,24,23010.594,39413.16
,,,,,,,25,22465.113,38210.92
,,,,,,,26,22235.582,38063.49
,,,,,,,27,22050.017,38799.97
,,,,,,,28,22152.901,39581.31
,,,,,,,29,22425.508,41206.91
,,,,,,,30,22708.617,43803.41
,,,,,,,31,23209.331,50983.22
,,,,,,,32,23297.708,58380.19
,,,,,,,33,23464.761,59866.06
,,,,,,,34,24232.92,58483.53
,,,,,,,35,24935.041,57324.1
,,,,,,,36,25062.044,56038.28
,,,,,,,37,24655.314,52882.03
,,,,,,,38,24450.703,50320.24
,,,,,,,39,24564.712,50060.56
,,,,,,,40,25114.999,52774.24
,,,,,,,41,27027.253,56708.74
,,,,,,,42,28005.007,55775.29
,,,,,,,43,28069.265,52895.76
,,,,,,,44,27575.315,52013.27
,,,,,,,45,27080.119,50134.17
,,,,,,,46,26314.541,41184.79
,,,,,,,47,25698.75,37005.74
,,,,,,,48,24801.096,35029.24
,,,,,,,49,24733.901,32951.89
,,,,,,,50,24553.676,32185.91
,,,,,,,51,24681.213,32212.42
,,,,,,,52,24996.273,32587.23
,,,,,,,53,25679.526,34195.41
,,,,,,,54,26917.783,38957.55
,,,,,,,55,28338.757,45773.55
,,,,,,,56,29412.72,48160.98
,,,,,,,57,30006.617,48922.46
,,,,,,,58,30227.604,48614.19
,,,,,,,59,29713.896,48619.74
,,,,,,,60,30411.033,47272.13
,,,,,,,61,29949.568,44462.79
,,,,,,,62,29670.553,42090.98
,,,,,,,63,30045.688,41984.89
,,,,,,,64,31174.475,44865.1
,,,,,,,65,33206.701,48579.49
,,,,,,,66,33959.552,48701.75
,,,,,,,67,33420.123,44941.29
,,,,,,,68,33327.385,43872.2
,,,,,,,69,32668.073,37559.64
,,,,,,,70,32129.445,35512.13
,,,,,,,71,31511.429,33257.52
,,,,,,,72,29114.57,31369.27
,,,,,,,73,29226.71,29371.96
,,,,,,,74,29469.235,28860.73
,,,,,,,75,29809.571,28776.82
,,,,,,,76,29449.477,28817.19
,,,,,,,77,29951.882,29986.85
,,,,,,,78,30980.722,34696.49
,,,,,,,79,32531.903,40504.66
,,,,,,,80,33593.05,41110.7
,,,,,,,81,33803.357,40408.62
,,,,,,,82,33463.555,39553.13
,,,,,,,83,32927.597,40568.91
,,,,,,,84,32994.258,41642.52
,,,,,,,85,32917.451,40816.62
,,,,,,,86,33048.459,41275.34
,,,,,,,87,33020.424,43494.07
,,,,,,,88,32965.333,47099.21
,,,,,,,89,33250.044,50336.46
,,,,,,,90,34016.245,49645.19
,,,,,,,91,33521.494,46376.51
,,,,,,,92,32839.665,43967.56
,,,,,,,93,31718.71,36348.47
