Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.6337098767004774e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.009676289916902e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.416473688134727e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.2388977154640737e9
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.921684824690524e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.636279161996247e9
ERC_REST,Liion_Moderate,1,1,3.949673919117442e9
ERC_REST,TEGS,1,1,3.229996223116012e8
