Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,float_offshore_wind_2,comm_solar_pv_2,res_solar_pv_2
1,0.262,1,0.0,0.2467573259053391,1,0.186619993200415,1,1,0.552743642,1,1,0.186619993200415,0.0,0.0
2,0.262,1,0.0,0.2296424551398901,1,0.1308869493491032,1,1,0.552743642,1,1,0.1308869493491032,0.0,0.0
3,0.262,1,0.0,0.1750651829438019,1,0.1337794065590012,1,1,0.552743642,1,1,0.1337794065590012,0.0,0.0
4,0.262,1,0.0,0.1554671692623877,1,0.1184829720032598,1,1,0.552743642,1,1,0.1184829720032598,0.0,0.0
5,0.262,1,0.0,0.1425063748148646,1,0.1165235456996073,1,1,0.552743642,1,1,0.1165235456996073,0.0,0.0
6,0.262,1,0.0,0.2244114334313643,1,0.0936245369593525,1,1,0.552743642,1,1,0.0936245369593525,0.0,0.0
7,0.262,1,0.0,0.1537566184150934,1,0.1418686073955662,1,1,0.552743642,1,1,0.1418686073955662,0.0,0.0
8,0.262,1,0.000653084415783,0.2914569566361003,1,0.1269130300884408,1,1,0.552743642,1,1,0.1269130300884408,0.0003825208721014,0.0003475342069702
9,0.262,1,0.0333714221003606,0.3338397552130711,1,0.0919502299727032,1,1,0.552743642,1,1,0.0919502299727032,0.0195461186587826,0.0177583639034061
10,0.262,1,0.0432443301078841,0.2271148104438774,1,0.1368603695289543,1,1,0.552743642,1,1,0.1368603695289543,0.0253288219203321,0.0230121613788383
11,0.262,1,0.1172440433112534,0.1540437847829087,1,0.1628004005055643,1,1,0.552743642,1,1,0.1628004005055643,0.0686715110823055,0.0623905801906312
12,0.262,1,0.1793926463399007,0.1569428779803369,1,0.2282086166950769,1,1,0.552743642,1,1,0.2282086166950769,0.1050728357133704,0.0954625153737328
13,0.262,1,0.2755854841933377,0.1424845611931696,1,0.2406098704455462,1,1,0.552743642,1,1,0.2406098704455462,0.1614143550275263,0.1466508469457404
14,0.262,1,0.2099685873970377,0.1485977471032878,1,0.2878685757076566,1,1,0.552743642,1,1,0.2878685757076566,0.1229816011896934,0.1117332840077093
15,0.262,1,0.1503004738076029,0.1241964693303146,1,0.2056285160477954,1,1,0.552743642,1,1,0.2056285160477954,0.0880331346587388,0.0799813235619029
16,0.262,1,0.0296186662550199,0.1187586153814667,1,0.1283485636613182,1,1,0.552743642,1,1,0.1283485636613182,0.0173480759493687,0.015761361685707
17,0.262,1,0.0,0.1596894295496724,1,0.1316824075477082,1,1,0.552743642,1,1,0.1316824075477082,0.0,0.0
18,0.262,1,0.0,0.1521492459438321,1,0.2086089438687636,1,1,0.552743642,1,1,0.2086089438687636,0.0,0.0
19,0.262,1,0.0,0.1617062762262388,1,0.1685553197901577,1,1,0.552743642,1,1,0.1685553197901577,0.0,0.0
20,0.262,1,0.0,0.2081125098159779,1,0.3041196834294754,1,1,0.552743642,1,1,0.3041196834294754,0.0,0.0
21,0.262,1,0.0,0.180847417607291,1,0.3444094477238023,1,1,0.552743642,1,1,0.3444094477238023,0.0,0.0
22,0.262,1,0.0,0.2186897151552946,1,0.2856708419634619,1,1,0.552743642,1,1,0.2856708419634619,0.0,0.0
23,0.262,1,0.0,0.2944430007899745,1,0.4532045522756245,1,1,0.552743642,1,1,0.4532045522756245,0.0,0.0
24,0.262,1,0.0,0.3263107160015345,1,0.3890274456687703,1,1,0.552743642,1,1,0.3890274456687703,0.0,0.0
25,0.262,1,0.0,0.3769501639155601,1,0.2271344379910823,1,1,0.552743642,1,1,0.2271344379910823,0.0,0.0
26,0.262,1,0.0,0.321788881375749,1,0.5256079820506987,1,1,0.552743642,1,1,0.5256079820506987,0.0,0.0
27,0.262,1,0.0,0.3185513674108366,1,0.5260685006575749,1,1,0.552743642,1,1,0.5260685006575749,0.0,0.0
28,0.262,1,0.0,0.4404922949087108,1,0.5298939022576048,1,1,0.552743642,1,1,0.5298939022576048,0.0,0.0
29,0.262,1,0.0,0.3694262171710298,1,0.5981850202466177,1,1,0.552743642,1,1,0.5981850202466177,0.0,0.0
30,0.262,1,0.0,0.4786276101214546,1,0.7067560126623073,1,1,0.552743642,1,1,0.7067560126623073,0.0,0.0
31,0.262,1,0.0,0.5171148438929034,1,0.7857451228667016,1,1,0.552743642,1,1,0.7857451228667016,0.0,0.0
32,0.262,1,0.002905123133082,0.6472099742639881,1,0.8083323162675857,1,1,0.552743642,1,1,0.8083323162675857,0.0017015721208051,0.00154594052439
33,0.262,1,0.0552504856949773,0.6257387899507217,1,0.81,1,1,0.552743642,1,1,0.81,0.0323609987642009,0.0294011513162557
