Statistic,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Hours,0.7067276614100363,0.716760905946803,0.6932399913717995,0.5946189145070215,0.684013823488074,0.597149491203353,0.5599214478924195,0.5849999154130429,0.4904643654634565,0.721400034076585,0.6869285390113049,0.6875975830290442,0.49482721435034366,0.5527445278978436,0.6004241363940378,0.597149491203353,0.5797148128060693,0.5537285370257463,0.5860554739622083,0.5450488091169117
