Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0057200667911,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0057200667911,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0057200667911,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0057200667911,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3414.5309505404757,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4392.257299091146,0.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4392.257299091146,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3221.403547679224,0.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26024.788353580596,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59082.940494180846,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83892.32495498992,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110672.9441228791,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,56129.65794781686
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,91770.46007179812
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,109581.3917139053
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,99327.05659245877
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,44158.02056312439
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,195.24378831033388
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128968.61172975048,0.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114661.1941959374,0.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102011.46629499613,0.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91186.42603706352,0.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83143.35250442356,0.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77065.4095613788,0.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70125.2091314908,0.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63503.71991334461,0.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53883.566327868655,0.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41203.00448561819,0.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23994.308875575614,0.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3859.7522013852467,0.0
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15897.745633421528,0.0
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46212.3959250526,0.0
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79270.54806565285,0.0
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112328.70020625311,14117.257419618543
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,29641.38038677916
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,72557.01636812011
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,98608.98400745915
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,104703.4115028274
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,83745.81836917557
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,27556.4952173476
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142029.79510773544,0.0
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128290.02095578767,0.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115282.77702746908,0.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104895.58393985972,0.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97505.87134064984,0.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92045.95894927921,0.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87014.51946276387,0.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81658.93058260513,0.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75571.63130880488,0.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67232.62988819515,0.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53867.34639505871,0.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31897.28301266089,0.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7952.350728333473,0.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.652933268757,0.0
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31661.00799273346,0.0
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64719.16013333371,0.0
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97777.31227393396,0.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130835.46441453422,11960.811517746477
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,41767.579860672005
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,72454.81507332483
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,82636.79420984212
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,66814.2854085347
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,3593.872009478007
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124619.02765158111,0.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105311.053096766,0.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89768.51256184684,0.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78125.28082981362,0.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70156.83952768712,0.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65332.75047356576,0.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63063.20648964125,0.0
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61213.27788395873,0.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58779.73702851865,0.0
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52811.47452011645,0.0
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41604.02095828985,0.0
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23238.099167763838,0.0
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204.956536928134,0.0
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13355.935503748846,0.0
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39348.685651602,0.0
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72406.83779220225,0.0
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105464.9899328025,8056.278759973593
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138523.14207340276,14336.456689591087
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,46980.81969073118
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,75611.36165281583
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,83730.01726529404
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,67817.50272114822
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143731.09626347935,19495.482659537938
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136758.61380910437,0.0
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122809.12257235416,0.0
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110062.61955123732,0.0
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100922.05632052885,0.0
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94218.109877492,0.0
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89558.92776414864,0.0
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85366.55993682439,0.0
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80769.57809097528,0.0
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74951.63417941847,0.0
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67174.88536729598,0.0
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54503.49932725294,0.0
