Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear
Zone,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,-9.12082986119136e-13,0.0,0.0,0.0
t2,0.0,0.0,0.0,-8.758572000421368e-13,0.0,0.0,0.0
t3,0.0,0.0,0.0,-8.605474745208568e-13,0.0,0.0,0.0
t4,0.0,0.0,0.0,-8.529661415552882e-13,0.0,0.0,0.0
t5,0.0,0.0,0.0,-8.503754050197295e-13,0.0,0.0,0.0
t6,0.0,0.0,0.0,-8.450536242500627e-13,0.0,0.0,0.0
t7,0.0,0.0,0.0,-8.506457950441818e-13,0.0,0.0,0.0
t8,0.0,0.0,0.0,-8.616174784145995e-13,0.0,0.0,0.0
t9,0.0,0.0,0.0,-8.823469080496552e-13,0.0,0.0,0.0
t10,0.0,0.0,0.0,-9.358915701346576e-13,0.0,0.0,0.0
t11,0.0,0.0,0.0,-173.85925139957925,0.0,0.0,0.0
t12,0.0,0.0,0.0,-173.85925139958195,0.0,0.0,0.0
t13,0.0,0.0,0.0,-173.85925139958212,0.0,0.0,0.0
t14,0.0,0.0,0.0,-173.85925139958218,0.0,0.0,0.0
t15,0.0,0.0,0.0,-173.8592513995822,0.0,0.0,0.0
t16,0.0,0.0,0.0,-173.8592513995822,0.0,0.0,0.0
t17,0.0,0.0,0.0,-173.85925139958223,0.0,0.0,0.0
t18,0.0,0.0,0.0,-173.85925139958226,0.0,0.0,0.0
t19,0.0,0.0,0.0,-173.8592513995823,0.0,0.0,0.0
t20,0.0,0.0,0.0,-173.8592513995823,0.0,0.0,0.0
t21,0.0,0.0,0.0,-173.85925139958232,0.0,0.0,0.0
t22,0.0,0.0,0.0,-173.85925139958232,0.0,0.0,0.0
t23,0.0,0.0,0.0,-173.85925139958232,0.0,0.0,0.0
t24,0.0,0.0,0.0,-173.85925139958232,0.0,0.0,0.0
t25,0.0,0.0,0.0,-173.85925139958226,0.0,0.0,0.0
t26,0.0,0.0,0.0,-173.85925139958218,0.0,0.0,0.0
t27,0.0,0.0,0.0,-173.85925139958186,0.0,0.0,0.0
t28,0.0,0.0,0.0,-90.89713787522233,0.0,0.0,0.0
t29,0.0,0.0,0.0,-7.247535904753022e-13,0.0,0.0,0.0
t30,0.0,0.0,0.0,-4.831690603168681e-13,0.0,0.0,0.0
t31,0.0,0.0,0.0,-3.58952167000078e-13,0.0,0.0,0.0
t32,0.0,0.0,0.0,-3.130202726099363e-13,0.0,0.0,0.0
t33,0.0,0.0,0.0,-2.8757439421701557e-13,0.0,0.0,0.0
t34,0.0,0.0,0.0,-2.7176197316948573e-13,0.0,0.0,0.0
t35,0.0,0.0,0.0,-2.5988379057175587e-13,0.0,0.0,0.0
t36,0.0,0.0,0.0,-2.337942011083347e-13,0.0,0.0,0.0
t37,0.0,0.0,0.0,-2.2158210521929676e-13,0.0,0.0,0.0
t38,0.0,0.0,0.0,-2.0897612461752345e-13,0.0,0.0,0.0
t39,0.0,0.0,0.0,-1.9719832595959797e-13,0.0,0.0,0.0
t40,0.0,0.0,0.0,-1.8765142492285607e-13,0.0,0.0,0.0
t41,0.0,0.0,0.0,-1.687070751219765e-13,0.0,0.0,0.0
t42,0.0,0.0,0.0,-1.645688452263921e-13,0.0,0.0,0.0
t43,0.0,0.0,0.0,-1.6271640967247459e-13,0.0,0.0,0.0
t44,0.0,0.0,0.0,-1.6297983116543775e-13,0.0,0.0,0.0
t45,0.0,0.0,0.0,-1.6531142915431287e-13,0.0,0.0,0.0
t46,0.0,0.0,0.0,-1.6399138964385826e-13,0.0,0.0,0.0
t47,0.0,0.0,0.0,-1.7060536270805528e-13,0.0,0.0,0.0
t48,0.0,0.0,0.0,-1.8018776007327981e-13,0.0,0.0,0.0
t49,0.0,0.0,0.0,-1.938296654396959e-13,0.0,0.0,0.0
t50,0.0,0.0,0.0,-2.1390678478315379e-13,0.0,0.0,0.0
t51,0.0,0.0,0.0,-2.436035397292448e-13,0.0,0.0,0.0
t52,0.0,0.0,0.0,-3.045360672258484e-13,0.0,0.0,0.0
t53,0.0,0.0,0.0,-4.778217252601868e-13,0.0,0.0,0.0
t54,0.0,0.0,0.0,-174.26711428761206,0.0,0.0,0.0
t55,0.0,0.0,0.0,-174.99756507510884,0.0,0.0,0.0
t56,0.0,0.0,0.0,-175.53901318681164,0.0,0.0,0.0
t57,0.0,0.0,0.0,-175.97005042759017,0.0,0.0,0.0
t58,0.0,0.0,0.0,-176.33211945910767,0.0,0.0,0.0
t59,0.0,0.0,0.0,-176.332119459108,0.0,0.0,0.0
t60,0.0,0.0,0.0,-176.3321194591081,0.0,0.0,0.0
t61,0.0,0.0,0.0,-176.33211945910816,0.0,0.0,0.0
t62,0.0,0.0,0.0,-176.33211945910818,0.0,0.0,0.0
t63,0.0,0.0,0.0,-176.3321194591082,0.0,0.0,0.0
t64,0.0,0.0,0.0,-176.33211945910824,0.0,0.0,0.0
t65,0.0,0.0,0.0,-176.33211945910824,0.0,0.0,0.0
t66,0.0,0.0,0.0,-176.33211945910827,0.0,0.0,0.0
t67,0.0,0.0,0.0,-176.33211945910827,0.0,0.0,0.0
t68,0.0,0.0,0.0,-176.33211945910827,0.0,0.0,0.0
t69,0.0,0.0,0.0,-176.3321194591083,0.0,0.0,0.0
t70,0.0,0.0,0.0,-176.33211945910833,0.0,0.0,0.0
t71,0.0,0.0,0.0,-176.33211945910833,0.0,0.0,0.0
t72,0.0,0.0,0.0,-176.33211945910833,0.0,0.0,0.0
t73,0.0,0.0,0.0,-176.33211945910833,0.0,0.0,0.0
t74,0.0,0.0,0.0,-176.33211945910833,0.0,0.0,0.0
t75,0.0,0.0,0.0,-176.33211945910833,0.0,0.0,0.0
t76,0.0,0.0,0.0,-176.33211945910836,0.0,0.0,0.0
