Resource,natural_gas_ccs,solar_pv,onshore_wind,battery,offshore_wind,natural_gas,nuclear,Total
Zone,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,1.564047348293965e7,0.0,0.0,0.0,1.564047348293965e7
t1,0.0,0.0,0.0,7003.344020683904,0.0,0.0,0.0,7003.344020683904
t2,0.0,0.0,0.0,6881.592431306962,0.0,0.0,0.0,6881.592431306962
t3,0.0,0.0,0.0,6882.396921711211,0.0,0.0,0.0,6882.396921711211
t4,0.0,0.0,0.0,6862.252058507568,0.0,0.0,0.0,6862.252058507568
t5,0.0,0.0,0.0,6866.930879475263,0.0,0.0,0.0,6866.930879475263
t6,0.0,0.0,0.0,6838.379716210277,0.0,0.0,0.0,6838.379716210277
t7,0.0,0.0,0.0,6851.550160043292,0.0,0.0,0.0,6851.550160043292
t8,0.0,0.0,0.0,6875.749484897696,0.0,0.0,0.0,6875.749484897696
t9,0.0,0.0,0.0,6891.962723002615,0.0,0.0,0.0,6891.962723002615
t10,0.0,0.0,0.0,5173.817278641021,0.0,0.0,0.0,5173.817278641021
t11,0.0,0.0,0.0,3.78468840582006e-12,0.0,0.0,0.0,3.78468840582006e-12
t12,0.0,0.0,0.0,3.78446432555508e-12,0.0,0.0,0.0,3.78446432555508e-12
t13,0.0,0.0,0.0,3.785940515607476e-12,0.0,0.0,0.0,3.785940515607476e-12
t14,0.0,0.0,0.0,3.7868802686440705e-12,0.0,0.0,0.0,3.7868802686440705e-12
t15,0.0,0.0,0.0,3.7856935931138404e-12,0.0,0.0,0.0,3.7856935931138404e-12
t16,0.0,0.0,0.0,3.782162661147013e-12,0.0,0.0,0.0,3.782162661147013e-12
t17,0.0,0.0,0.0,3.784761947281047e-12,0.0,0.0,0.0,3.784761947281047e-12
t18,0.0,0.0,0.0,3.785678919225077e-12,0.0,0.0,0.0,3.785678919225077e-12
t19,0.0,0.0,0.0,3.786358811672293e-12,0.0,0.0,0.0,3.786358811672293e-12
t20,0.0,0.0,0.0,3.787267892925393e-12,0.0,0.0,0.0,3.787267892925393e-12
t21,0.0,0.0,0.0,3.78742010029661e-12,0.0,0.0,0.0,3.78742010029661e-12
t22,0.0,0.0,0.0,3.786256701898478e-12,0.0,0.0,0.0,3.786256701898478e-12
t23,0.0,0.0,0.0,7.27817929586639e-13,0.0,0.0,0.0,7.27817929586639e-13
t24,0.0,0.0,0.0,3.787956246739579e-12,0.0,0.0,0.0,3.787956246739579e-12
t25,0.0,0.0,0.0,3.786252229294028e-12,0.0,0.0,0.0,3.786252229294028e-12
t26,0.0,0.0,0.0,3.783023070366606e-12,0.0,0.0,0.0,3.783023070366606e-12
t27,0.0,0.0,0.0,3.784489991250606e-12,0.0,0.0,0.0,3.784489991250606e-12
t28,0.0,0.0,0.0,1.064349596007197e-12,0.0,0.0,0.0,1.064349596007197e-12
t29,0.0,0.0,0.0,1523.373940212658,0.0,0.0,0.0,1523.373940212658
t30,0.0,0.0,0.0,3359.2769022510975,0.0,0.0,0.0,3359.2769022510975
t31,0.0,0.0,0.0,2319.325632223276,0.0,0.0,0.0,2319.325632223276
t32,0.0,0.0,0.0,4134.144137307778,0.0,0.0,0.0,4134.144137307778
t33,0.0,0.0,0.0,4836.130908947743,0.0,0.0,0.0,4836.130908947743
t34,0.0,0.0,0.0,3836.0265653878205,0.0,0.0,0.0,3836.0265653878205
t35,0.0,0.0,0.0,2150.5795133806937,0.0,0.0,0.0,2150.5795133806937
t36,0.0,0.0,0.0,1202.0880601785198,0.0,0.0,0.0,1202.0880601785198
t37,0.0,0.0,0.0,1280.5942580337173,0.0,0.0,0.0,1280.5942580337173
t38,0.0,0.0,0.0,1582.6814276408813,0.0,0.0,0.0,1582.6814276408813
t39,0.0,0.0,0.0,2467.644691563981,0.0,0.0,0.0,2467.644691563981
t40,0.0,0.0,0.0,3788.079788413259,0.0,0.0,0.0,3788.079788413259
t41,0.0,0.0,0.0,4249.109109161448,0.0,0.0,0.0,4249.109109161448
t42,0.0,0.0,0.0,4542.342118171064,0.0,0.0,0.0,4542.342118171064
t43,0.0,0.0,0.0,4569.474659384597,0.0,0.0,0.0,4569.474659384597
t44,0.0,0.0,0.0,4709.66607053463,0.0,0.0,0.0,4709.66607053463
t45,0.0,0.0,0.0,4208.178183991299,0.0,0.0,0.0,4208.178183991299
t46,0.0,0.0,0.0,4244.72538046932,0.0,0.0,0.0,4244.72538046932
t47,0.0,0.0,0.0,4339.639819205159,0.0,0.0,0.0,4339.639819205159
t48,0.0,0.0,0.0,4472.573116226643,0.0,0.0,0.0,4472.573116226643
t49,0.0,0.0,0.0,4705.010305944014,0.0,0.0,0.0,4705.010305944014
t50,0.0,0.0,0.0,4651.165157311547,0.0,0.0,0.0,4651.165157311547
t51,0.0,0.0,0.0,4338.9579587918115,0.0,0.0,0.0,4338.9579587918115
t52,0.0,0.0,0.0,3641.1404990475717,0.0,0.0,0.0,3641.1404990475717
t53,0.0,0.0,0.0,2575.602115602959,0.0,0.0,0.0,2575.602115602959
t54,0.0,0.0,0.0,3.857757625286444e-12,0.0,0.0,0.0,3.857757625286444e-12
t55,0.0,0.0,0.0,3.943504357712958e-12,0.0,0.0,0.0,3.943504357712958e-12
t56,0.0,0.0,0.0,4.010174238820877e-12,0.0,0.0,0.0,4.010174238820877e-12
t57,0.0,0.0,0.0,4.066920398021834e-12,0.0,0.0,0.0,4.066920398021834e-12
t58,0.0,0.0,0.0,3.73764395795962e-12,0.0,0.0,0.0,3.73764395795962e-12
t59,0.0,0.0,0.0,3.738493494048879e-12,0.0,0.0,0.0,3.738493494048879e-12
t60,0.0,0.0,0.0,3.739126911812464e-12,0.0,0.0,0.0,3.739126911812464e-12
t61,0.0,0.0,0.0,3.7396892919932566e-12,0.0,0.0,0.0,3.7396892919932566e-12
t62,0.0,0.0,0.0,3.739608482610733e-12,0.0,0.0,0.0,3.739608482610733e-12
t63,0.0,0.0,0.0,3.738915242902057e-12,0.0,0.0,0.0,3.738915242902057e-12
t64,0.0,0.0,0.0,3.739492320351046e-12,0.0,0.0,0.0,3.739492320351046e-12
t65,0.0,0.0,0.0,3.738481817973498e-12,0.0,0.0,0.0,3.738481817973498e-12
t66,0.0,0.0,0.0,4.107475287152773e-12,0.0,0.0,0.0,4.107475287152773e-12
t67,0.0,0.0,0.0,4.107210111051147e-12,0.0,0.0,0.0,4.107210111051147e-12
t68,0.0,0.0,0.0,4.1054361507376154e-12,0.0,0.0,0.0,4.1054361507376154e-12
t69,0.0,0.0,0.0,3.735277652232183e-12,0.0,0.0,0.0,3.735277652232183e-12
t70,0.0,0.0,0.0,3.736689697618512e-12,0.0,0.0,0.0,3.736689697618512e-12
t71,0.0,0.0,0.0,3.736654271329069e-12,0.0,0.0,0.0,3.736654271329069e-12
t72,0.0,0.0,0.0,3.734013526092097e-12,0.0,0.0,0.0,3.734013526092097e-12
t73,0.0,0.0,0.0,3.732868091514117e-12,0.0,0.0,0.0,3.732868091514117e-12
t74,0.0,0.0,0.0,3.734380367729363e-12,0.0,0.0,0.0,3.734380367729363e-12
t75,0.0,0.0,0.0,3.732533253540246e-12,0.0,0.0,0.0,3.732533253540246e-12
t76,0.0,0.0,0.0,4.103025384792581e-12,0.0,0.0,0.0,4.103025384792581e-12
t77,0.0,0.0,0.0,4.10051986328344e-12,0.0,0.0,0.0,4.10051986328344e-12
t78,0.0,0.0,0.0,4.10340075994351e-12,0.0,0.0,0.0,4.10340075994351e-12
t79,0.0,0.0,0.0,4.0998698141214076e-12,0.0,0.0,0.0,4.0998698141214076e-12
t80,0.0,0.0,0.0,3.729846214610069e-12,0.0,0.0,0.0,3.729846214610069e-12
t81,0.0,0.0,0.0,3.730261768056649e-12,0.0,0.0,0.0,3.730261768056649e-12
t82,0.0,0.0,0.0,3.73105294242358e-12,0.0,0.0,0.0,3.73105294242358e-12
t83,0.0,0.0,0.0,3.7331803830640815e-12,0.0,0.0,0.0,3.7331803830640815e-12
t84,0.0,0.0,0.0,3.73501865926345e-12,0.0,0.0,0.0,3.73501865926345e-12
t85,0.0,0.0,0.0,3.735582077460786e-12,0.0,0.0,0.0,3.735582077460786e-12
t86,0.0,0.0,0.0,3.735884422002585e-12,0.0,0.0,0.0,3.735884422002585e-12
t87,0.0,0.0,0.0,3.740104384362745e-12,0.0,0.0,0.0,3.740104384362745e-12
t88,0.0,0.0,0.0,3.729666979666548e-12,0.0,0.0,0.0,3.729666979666548e-12
t89,0.0,0.0,0.0,4.103050621637973e-12,0.0,0.0,0.0,4.103050621637973e-12
t90,0.0,0.0,0.0,4.1067685569530054e-12,0.0,0.0,0.0,4.1067685569530054e-12
t91,0.0,0.0,0.0,4.109248907327982e-12,0.0,0.0,0.0,4.109248907327982e-12
t92,0.0,0.0,0.0,4.100399638702542e-12,0.0,0.0,0.0,4.100399638702542e-12
t93,0.0,0.0,0.0,4.099467138278025e-12,0.0,0.0,0.0,4.099467138278025e-12
t94,0.0,0.0,0.0,3.729350691892066e-12,0.0,0.0,0.0,3.729350691892066e-12
t95,0.0,0.0,0.0,3.729998333875798e-12,0.0,0.0,0.0,3.729998333875798e-12
t96,0.0,0.0,0.0,3.729602594688796e-12,0.0,0.0,0.0,3.729602594688796e-12
t97,0.0,0.0,0.0,3.729883659376543e-12,0.0,0.0,0.0,3.729883659376543e-12
t98,0.0,0.0,0.0,3.729261830442292e-12,0.0,0.0,0.0,3.729261830442292e-12
t99,0.0,0.0,0.0,4.09786138080763e-12,0.0,0.0,0.0,4.09786138080763e-12
t100,0.0,0.0,0.0,4.100584990941997e-12,0.0,0.0,0.0,4.100584990941997e-12
t101,0.0,0.0,0.0,4.101927329278783e-12,0.0,0.0,0.0,4.101927329278783e-12
t102,0.0,0.0,0.0,6.855324420426261e-12,0.0,0.0,0.0,6.855324420426261e-12
t103,0.0,0.0,0.0,4.0989377202958665e-12,0.0,0.0,0.0,4.0989377202958665e-12
t104,0.0,0.0,0.0,4.1003330587332056e-12,0.0,0.0,0.0,4.1003330587332056e-12
t105,0.0,0.0,0.0,4.099824281450083e-12,0.0,0.0,0.0,4.099824281450083e-12
t106,0.0,0.0,0.0,4.097437232553303e-12,0.0,0.0,0.0,4.097437232553303e-12
t107,0.0,0.0,0.0,4.098792209711887e-12,0.0,0.0,0.0,4.098792209711887e-12
t108,0.0,0.0,0.0,3.7271221498646825e-12,0.0,0.0,0.0,3.7271221498646825e-12
t109,0.0,0.0,0.0,3.729421183280882e-12,0.0,0.0,0.0,3.729421183280882e-12
t110,0.0,0.0,0.0,4.10577650498874e-12,0.0,0.0,0.0,4.10577650498874e-12
t111,0.0,0.0,0.0,4.097983735284307e-12,0.0,0.0,0.0,4.097983735284307e-12
t112,0.0,0.0,0.0,4.1104308442233785e-12,0.0,0.0,0.0,4.1104308442233785e-12
t113,0.0,0.0,0.0,269.03977809767116,0.0,0.0,0.0,269.03977809767116
t114,0.0,0.0,0.0,237.0704356531731,0.0,0.0,0.0,237.0704356531731
t115,0.0,0.0,0.0,4292.679104127876,0.0,0.0,0.0,4292.679104127876
t116,0.0,0.0,0.0,1240.2601801242008,0.0,0.0,0.0,1240.2601801242008
t117,0.0,0.0,0.0,3.725963054172238e-12,0.0,0.0,0.0,3.725963054172238e-12
t118,0.0,0.0,0.0,3.7264673925750645e-12,0.0,0.0,0.0,3.7264673925750645e-12
t119,0.0,0.0,0.0,1.0501767967795638e-12,0.0,0.0,0.0,1.0501767967795638e-12
t120,0.0,0.0,0.0,2188.7049234157075,0.0,0.0,0.0,2188.7049234157075
t121,0.0,0.0,0.0,2868.173558446461,0.0,0.0,0.0,2868.173558446461
