Region,Resource,Zone,Cluster,AnnualSum
NE,natural_gas_ccs,1,1,3.268219833658678e9
NE,solar_pv,1,1,9.321430135410724e8
NE,onshore_wind,1,1,2.5849055528036017e9
NE,battery,1,0,6.189494474238868e8
NE,offshore_wind,1,1,5.600309766377897e-5
NE,natural_gas,1,1,1.11006713130787e9
NE,nuclear,1,1,0.0
