Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs,1,2.8997542764773224e7,7457.913146135893,0.4438536239210153
solar_pv,1,1.707023406776704e7,15234.07634355849,0.12791434236674237
onshore_wind,1,7.320263136165047e7,26060.007205365833,0.32066241200390294
battery,1,6.243783140596004e6,5661.518785448102,0.0
offshore_wind,1,8.66106300591769e-7,3.1108850245381345e-10,0.0
natural_gas,1,4.1383454029236836e6,5317.210172090066,0.08884618878917626
nuclear,1,0.0,0.0,0.0
