1,2,3,4,5,6,7
-1.7895525225991976e-33,-8.055548725227809e-20,-7.35417340043339e-20,-3.0949580366642596e-20,-4.1769514301362795e-20,-2.366483899281699e-33,NaN
-1.789454876265364e-33,-8.055548725227809e-20,-7.353711917180658e-20,-3.094958036664238e-20,-4.176751062862607e-20,-2.366354478212926e-33,NaN
-1.7893110066231248e-33,-8.055548725227809e-20,-7.353026287487149e-20,-3.0949580366642145e-20,-4.1764688697846826e-20,-2.366164125791463e-33,NaN
-1.789041191271707e-33,-8.055548725227809e-20,-7.352029698349271e-20,-3.094958036664183e-20,-4.1759026293593256e-20,-2.365827790862403e-33,NaN
-1.788613584641059e-33,-8.055548725227809e-20,-7.34996299119754e-20,-3.094958036664128e-20,-4.1746705813363195e-20,-2.36526125008518e-33,NaN
-1.787310478707335e-33,-8.055548725227809e-20,-7.345027683953535e-20,-3.094958036664063e-20,-4.1731909389493087e-20,-2.3635564332587445e-33,NaN
-1.7858908147217457e-33,-8.055548725227809e-20,-7.338887940410393e-20,-3.0949580366639984e-20,-4.1706544230941245e-20,-2.3617440604538153e-33,NaN
-1.7844649721410547e-33,-8.055548725227809e-20,-7.331844126183409e-20,-3.0949580366639226e-20,-4.1674148287170713e-20,-2.3598731343844482e-33,NaN
-1.782881969155717e-33,-8.055548725227809e-20,-7.324545735286118e-20,-3.094958036663847e-20,-4.164079510194203e-20,-2.3577766580257527e-33,NaN
-1.781175574485041e-33,-8.055548725227809e-20,-7.316706853775294e-20,-3.0949580366637673e-20,-4.1606160024498383e-20,-2.3555781253956518e-33,NaN
-1.7789814160439896e-33,-8.055548725227809e-20,-7.307025345701477e-20,-3.0949580366636837e-20,-4.156643767370001e-20,-2.352675769278544e-33,NaN
-1.776669383283126e-33,-8.055548725227809e-20,-7.297114136779198e-20,-3.0949580366635813e-20,-4.152543511213001e-20,-2.349623904355895e-33,NaN
-1.7743237317804237e-33,-8.055548725227809e-20,-7.286850145133182e-20,-3.094958036663478e-20,-4.148125030258799e-20,-2.346520065211451e-33,NaN
-1.7719065456387884e-33,-8.055548725227809e-20,-7.275772194291314e-20,-3.0949580366633587e-20,-4.1436158208596934e-20,-2.3433554775501075e-33,NaN
-1.769411850496822e-33,-8.055548725227809e-20,-7.263830318315006e-20,-3.094958036663239e-20,-4.1386459553445965e-20,-2.340055659502845e-33,NaN
-1.7667889488343723e-33,-8.055548725227809e-20,-7.251710967719616e-20,-3.094958036663114e-20,-4.1335113710157124e-20,-2.3366946171875522e-33,NaN
-1.7641246041054065e-33,-8.055548725227809e-20,-7.239040859796088e-20,-3.09495803666299e-20,-4.1278515705378545e-20,-2.333226291186762e-33,NaN
-1.761143796505785e-33,-8.055548725227809e-20,-7.225602475964e-20,-3.0949580366628477e-20,-4.122133745821976e-20,-2.3294228832406725e-33,NaN
-1.7581462513769656e-33,-8.055548725227809e-20,-7.211545103476016e-20,-3.0949580366627026e-20,-4.115988006569491e-20,-2.3254596371301493e-33,NaN
-1.7549234006442353e-33,-8.055548725227809e-20,-7.197384115421019e-20,-3.0949580366625546e-20,-4.109575962606281e-20,-2.3212838615960342e-33,NaN
-1.7516185869290287e-33,-8.055548725227809e-20,-7.183164503413059e-20,-3.094958036662403e-20,-4.10298698713671e-20,-2.317009793668885e-33,NaN
-1.7482975060292685e-33,-8.055548725227809e-20,-7.168397901575644e-20,-3.0949580366622374e-20,-4.095871600608112e-20,-2.3126894961162136e-33,NaN
-1.744590709540622e-33,-8.055548725227809e-20,-7.153612545966619e-20,-3.0949580366620707e-20,-4.0887329812161537e-20,-2.3080789686094357e-33,NaN
-1.7408349954946202e-33,-8.055548725227809e-20,-7.136669581757068e-20,-3.0949580366618895e-20,-4.0815835567592e-20,-2.303212147795053e-33,NaN
-1.7369089438471373e-33,-8.055548725227809e-20,-7.118952589010616e-20,-3.094958036661691e-20,-4.073463208311371e-20,-2.2980092210972912e-33,NaN
-1.7329736227897807e-33,-8.055548725227809e-20,-7.100990319733663e-20,-3.09495803666149e-20,-4.0652808006302147e-20,-2.2928022898471146e-33,NaN
-1.7289548615855254e-33,-8.055548725227809e-20,-7.082239780635735e-20,-3.094958036661276e-20,-4.056810067010091e-20,-2.2874786151886545e-33,NaN
-1.7248973957391212e-33,-8.055548725227809e-20,-7.062765832861365e-20,-3.094958036661055e-20,-4.047769378707869e-20,-2.2821023757173586e-33,NaN
-1.7206383996728546e-33,-8.055548725227809e-20,-7.04308840841084e-20,-3.0949580366608236e-20,-4.038350616842527e-20,-2.27648200904914e-33,NaN
-1.7163361916326624e-33,-8.055548725227809e-20,-7.023131179992763e-20,-3.0949580366605895e-20,-4.0284113121716074e-20,-2.2708202826704025e-33,NaN
-1.7119551449516126e-33,-8.055548725227809e-20,-7.002712923008405e-20,-3.094958036660318e-20,-4.0184706748541355e-20,-2.2650303721451233e-33,NaN
-1.7074736079715332e-33,-8.055548725227809e-20,-6.98224826042665e-20,-3.094958036660027e-20,-4.0084863567756183e-20,-2.25912211420906e-33,NaN
-1.702959528530708e-33,-8.055548725227809e-20,-6.961774567357238e-20,-3.0949580366597066e-20,-3.9984116753157207e-20,-2.253139607949369e-33,NaN
-1.6983948834784543e-33,-8.055548725227809e-20,-6.938991641593672e-20,-3.094958036659358e-20,-3.988162357960684e-20,-2.247094723389024e-33,NaN
-1.6936891296490442e-33,-8.055548725227809e-20,-6.916042272862712e-20,-3.0949580366590097e-20,-3.9775974316999105e-20,-2.2408565111952468e-33,NaN
-1.6888912808938875e-33,-8.055548725227809e-20,-6.892855574220892e-20,-3.0949580366586606e-20,-3.9667518446941864e-20,-2.23451337176138e-33,NaN
-1.6838839892982127e-33,-8.055548725227809e-20,-6.869365613474607e-20,-3.0949580366583007e-20,-3.955797346457084e-20,-2.2279029548777758e-33,NaN
-1.6788486240703158e-33,-8.055548725227809e-20,-6.844423483810392e-20,-3.094958036657922e-20,-3.9446034812458735e-20,-2.2212302657514984e-33,NaN
-1.6736468717884593e-33,-8.055548725227809e-20,-6.818790387776667e-20,-3.094958036657524e-20,-3.9332351911669995e-20,-2.2144874376291976e-33,NaN
-1.6683597640870093e-33,-8.055548725227809e-20,-6.793004260864353e-20,-3.0949580366571247e-20,-3.921705315976042e-20,-2.2075604013760645e-33,NaN
-1.662583408780385e-33,-8.055548725227809e-20,-6.764379995127139e-20,-3.094958036656716e-20,-3.9099633035669524e-20,-2.1999073062174235e-33,NaN
-1.6565822520351543e-33,-8.055548725227809e-20,-6.735449070101158e-20,-3.0949580366563e-20,-3.89788764771412e-20,-2.1919577604877163e-33,NaN
-1.6505019607299445e-33,-8.055548725227809e-20,-6.705481719536744e-20,-3.094958036655885e-20,-3.885718216426492e-20,-2.1839003768609614e-33,NaN
-1.6438992330402805e-33,-8.055548725227809e-20,-6.675360894263592e-20,-3.094958036655445e-20,-3.8734136992770064e-20,-2.1751513999861955e-33,NaN
-1.637252297846527e-33,-8.055548725227809e-20,-6.644864759724526e-20,-3.0949580366549965e-20,-3.861106627469809e-20,-2.1663430761851844e-33,NaN
-1.6304851050978814e-33,-8.055548725227809e-20,-6.61313938903443e-20,-3.094958036654542e-20,-3.8484061043252826e-20,-2.157398677649126e-33,NaN
-1.6236717441055687e-33,-8.055548725227809e-20,-6.580239462531356e-20,-3.094958036654087e-20,-3.835660473579817e-20,-2.148434082618241e-33,NaN
-1.61684066442385e-33,-8.055548725227809e-20,-6.547262254614016e-20,-3.094958036653627e-20,-3.8226637543001686e-20,-2.1394540319078883e-33,NaN
-1.6099546397073063e-33,-8.055548725227809e-20,-6.514207723422595e-20,-3.094958036653144e-20,-3.8093114066499605e-20,-2.1303652019535935e-33,NaN
-1.6030215676655732e-33,-8.055548725227809e-20,-6.480507157884434e-20,-3.0949580366526204e-20,-3.795665719024584e-20,-2.1211938129181293e-33,NaN
