1,2,3,4,5,6,7
-4.744701423932106e-24,-7.499567963954754e-11,-1.5068933617765314e-10,-1.5640164639820816e-11,-1.9138736129406425e-24,-2.131926469579631e-24,-0.0
-4.781707920249333e-24,-7.502536244446663e-11,-1.5207266438599076e-10,-1.5766430062367555e-11,-1.9285246372505576e-24,-2.1485792182176996e-24,-0.0
-4.817938415578354e-24,-7.505056309906356e-11,-1.5336771038506932e-10,-1.5888050808120066e-11,-1.9424233581533024e-24,-2.1648922924702636e-24,-0.0
-4.853604852065914e-24,-7.507149870516958e-11,-1.5464748070458996e-10,-1.6008122640218814e-11,-1.9562978196401253e-24,-2.180938970790943e-24,-0.0
-4.8881554206486795e-24,-7.508636508046239e-11,-1.5592656887312016e-10,-1.6126062334548037e-11,-1.969911235229683e-24,-2.1964841954903732e-24,-0.0
-4.922477678532742e-24,-7.508923464460818e-11,-1.5715472606778522e-10,-1.6241133515102152e-11,-1.9822399090570874e-24,-2.2118929886057967e-24,-0.0
-4.956759948891853e-24,-7.508923464460818e-11,-1.58380741554541e-10,-1.6351751151911012e-11,-1.994404521908194e-24,-2.227281112592963e-24,-0.0
-4.9894526243143956e-24,-7.508923464460818e-11,-1.5957566017437555e-10,-1.6461675832280218e-11,-2.006567434244885e-24,-2.2419707929353383e-24,-0.0
-5.021990071121758e-24,-7.508923464460818e-11,-1.6072876310469469e-10,-1.656525364101583e-11,-2.018721399566687e-24,-2.2565821330521803e-24,-0.0
-5.054377314535526e-24,-7.508923464460818e-11,-1.6187679883245339e-10,-1.6668425177218584e-11,-2.0307001554349234e-24,-2.271135632986976e-24,-0.0
-5.086186541670416e-24,-7.508923464460818e-11,-1.6298676978929694e-10,-1.676495799487069e-11,-2.0425070331421856e-24,-2.285427953990586e-24,-0.0
-5.117894945424538e-24,-7.508923464460818e-11,-1.6408311841359746e-10,-1.6859954611154275e-11,-2.0542801575515494e-24,-2.2996945563964383e-24,-0.0
-5.1479818870613346e-24,-7.508923464460818e-11,-1.651148649153767e-10,-1.695395060269526e-11,-2.0659435791785063e-24,-2.313040288094338e-24,-0.0
-5.177755714177634e-24,-7.508923464460818e-11,-1.6612723981628795e-10,-1.704435613189026e-11,-2.0775266753007803e-24,-2.3260811543925957e-24,-0.0
-5.206289104904729e-24,-7.508923464460818e-11,-1.6713716622701278e-10,-1.7133905904263963e-11,-2.08895295287461e-24,-2.3388515516863314e-24,-0.0
-5.234658926927056e-24,-7.508923464460818e-11,-1.6811039891103683e-10,-1.7223141839657217e-11,-2.100135184704857e-24,-2.351565350424338e-24,-0.0
-5.260731696324964e-24,-7.508923464460818e-11,-1.6907740437853103e-10,-1.730926098362367e-11,-2.110907019295102e-24,-2.3632979535192727e-24,-0.0
-5.285982386810498e-24,-7.508923464460818e-11,-1.6998413730216962e-10,-1.739336750376579e-11,-2.119960627338232e-24,-2.374661008245699e-24,-0.0
-5.311164858323383e-24,-7.508923464460818e-11,-1.708472957561138e-10,-1.7477157686883004e-11,-2.1289803565772487e-24,-2.385994099543098e-24,-0.0
-5.3356426834805294e-24,-7.508923464460818e-11,-1.7170291201562297e-10,-1.7555118494836075e-11,-2.1376411491895665e-24,-2.397001305479717e-24,-0.0
-5.360091685251615e-24,-7.508923464460818e-11,-1.725325496436317e-10,-1.7631319688139307e-11,-2.1461874207005663e-24,-2.4080034610375303e-24,-0.0
-5.384078582789947e-24,-7.508923464460818e-11,-1.7333621490614753e-10,-1.7701619393326535e-11,-2.1546644580970767e-24,-2.4188012514656813e-24,-0.0
-5.405995054254381e-24,-7.508923464460818e-11,-1.7412431400739912e-10,-1.7768913463920033e-11,-2.1630510393952584e-24,-2.4286644698645414e-24,-0.0
-5.427884130208423e-24,-7.508923464460818e-11,-1.748852341355829e-10,-1.78359503992076e-11,-2.1710921594142766e-24,-2.4385051210350093e-24,-0.0
-5.447415063396303e-24,-7.508923464460818e-11,-1.7560214331149698e-10,-1.7900901713278473e-11,-2.1789301035890443e-24,-2.4472742702346622e-24,-0.0
-5.466937689225554e-24,-7.508923464460818e-11,-1.7627645342252132e-10,-1.7962384266885755e-11,-2.1866073744188464e-24,-2.4560277900415656e-24,-0.0
-5.4861777795515904e-24,-7.508923464460818e-11,-1.769459066343624e-10,-1.802380398574909e-11,-2.194140389993497e-24,-2.4646235269175538e-24,-0.0
-5.5039577834249074e-24,-7.508923464460818e-11,-1.7760834680285926e-10,-1.8081840018617205e-11,-2.20143715922418e-24,-2.472588517438454e-24,-0.0
-5.521349799632326e-24,-7.508923464460818e-11,-1.782616080962016e-10,-1.8139454211831788e-11,-2.2084650660422544e-24,-2.4804151375054593e-24,-0.0
-5.5382254042511674e-24,-7.508923464460818e-11,-1.7890428997334946e-10,-1.8194856692672378e-11,-2.2154425155179203e-24,-2.4879684574788928e-24,-0.0
-5.555036527111098e-24,-7.508923464460818e-11,-1.7951791057725827e-10,-1.8247543110462628e-11,-2.2223568594833976e-24,-2.4954197720238685e-24,-0.0
-5.5715863239613535e-24,-7.508923464460818e-11,-1.8009917937833047e-10,-1.8297486331760324e-11,-2.2290550991175764e-24,-2.5028485723656317e-24,-0.0
-5.587288301567266e-24,-7.508923464460818e-11,-1.8066495417324425e-10,-1.834567879550143e-11,-2.235729320394088e-24,-2.5099126449630155e-24,-0.0
-5.602162066141109e-24,-7.508923464460818e-11,-1.8118577838267348e-10,-1.8392850278132164e-11,-2.2422265291866295e-24,-2.5165414752008576e-24,-0.0
-5.6166225094378085e-24,-7.508923464460818e-11,-1.8170602009173403e-10,-1.8438681863275893e-11,-2.2486465608919197e-24,-2.5230282354899776e-24,-0.0
-5.631078996372006e-24,-7.508923464460818e-11,-1.8222571596760537e-10,-1.8483762178238666e-11,-2.254911646886036e-24,-2.5295085327774215e-24,-0.0
-5.64501629088183e-24,-7.508923464460818e-11,-1.827449275713698e-10,-1.852848689580514e-11,-2.26100472996736e-24,-2.5357346526103252e-24,-0.0
-5.658650605090446e-24,-7.508923464460818e-11,-1.8323537608848935e-10,-1.8572458384671837e-11,-2.2669900981845684e-24,-2.5418507845776773e-24,-0.0
-5.672148947066726e-24,-7.508923464460818e-11,-1.8372527015654858e-10,-1.861588740077986e-11,-2.2728451977397726e-24,-2.547900830571029e-24,-0.0
-5.685575798347584e-24,-7.508923464460818e-11,-1.8420959504265453e-10,-1.8658836831146427e-11,-2.278647307434146e-24,-2.553939112345226e-24,-0.0
-5.698800513677087e-24,-7.508923464460818e-11,-1.8468887948007062e-10,-1.8699378871492116e-11,-2.2843682027757768e-24,-2.559877508015441e-24,-0.0
-5.7117558938568824e-24,-7.508923464460818e-11,-1.8516787595449773e-10,-1.87397938385476e-11,-2.290011940987015e-24,-2.5657092633579153e-24,-0.0
-5.724575643361615e-24,-7.508923464460818e-11,-1.856462359363018e-10,-1.8778907704955922e-11,-2.2946465259439105e-24,-2.5714494816185843e-24,-0.0
-5.736808483368407e-24,-7.508923464460818e-11,-1.8608642572989034e-10,-1.8817447899008362e-11,-2.2990881337425778e-24,-2.576905484614478e-24,-0.0
-5.748904831169164e-24,-7.508923464460818e-11,-1.8651497105692336e-10,-1.88520448139573e-11,-2.3030063509912408e-24,-2.5823383975777553e-24,-0.0
-5.760969271723667e-24,-7.508923464460818e-11,-1.8693465284348573e-10,-1.88847316619456e-11,-2.3068108220874394e-24,-2.5877633916660742e-24,-0.0
-5.772708831359179e-24,-7.508923464460818e-11,-1.873297105142578e-10,-1.891680581268008e-11,-2.3105247734312494e-24,-2.5930458139830665e-24,-0.0
-5.781783582698915e-24,-7.508923464460818e-11,-1.8767924589481624e-10,-1.8947840132955086e-11,-2.3138368496193813e-24,-2.5971292559503727e-24,-0.0
-5.790287675561741e-24,-7.508923464460818e-11,-1.8797530213882978e-10,-1.8977359220713322e-11,-2.31697397147083e-24,-2.6008180781432378e-24,-0.0
-5.798207106926582e-24,-7.508923464460818e-11,-1.8826198459125108e-10,-1.9000661380869884e-11,-2.3199355142610454e-24,-2.6043825031490123e-24,-0.0
-5.8052589420543026e-24,-7.508923464460818e-11,-1.8850791828972976e-10,-1.9021099916626994e-11,-2.3227872371171704e-24,-2.6075493232588903e-24,-0.0
-5.811488732780129e-24,-7.508923464460818e-11,-1.8873940781083303e-10,-1.904145244077098e-11,-2.3251973020224816e-24,-2.610353524441614e-24,-0.0
-5.81747076014446e-24,-7.508923464460818e-11,-1.8895588144987162e-10,-1.9061608107893844e-11,-2.3276010672834617e-24,-2.6130236030924548e-24,-0.0
-5.82324872714926e-24,-7.508923464460818e-11,-1.891698376631942e-10,-1.9080420925878715e-11,-2.329904993617125e-24,-2.6156229681202694e-24,-0.0
-5.8288732759522614e-24,-7.508923464460818e-11,-1.8938168668441203e-10,-1.9096335385984984e-11,-2.3316976378763015e-24,-2.618155280563407e-24,-0.0
-5.832764075567435e-24,-7.508923464460818e-11,-1.895327289233846e-10,-1.9107187898850892e-11,-2.3332463690392828e-24,-2.6198945949140615e-24,-0.0
-5.836032635234138e-24,-7.508923464460818e-11,-1.896370323619134e-10,-1.911623624860267e-11,-2.334374789075026e-24,-2.621296242130314e-24,-0.0
-5.838822390010602e-24,-7.508923464460818e-11,-1.8973368234182344e-10,-1.912479496340018e-11,-2.335405958968061e-24,-2.622549057754592e-24,-0.0
-5.8409075434762805e-24,-7.508923464460818e-11,-1.898141267414198e-10,-1.913149805732472e-11,-2.3361506447432836e-24,-2.6234875357420095e-24,-0.0
-5.84298157388816e-24,-7.508923464460818e-11,-1.898930620674411e-10,-1.913793767150215e-11,-2.3368827013019974e-24,-2.6244180839933414e-24,-0.0
-5.844416970072091e-24,-7.508923464460818e-11,-1.8994797762048758e-10,-1.9142801666979706e-11,-2.337594125777507e-24,-2.6250622293643993e-24,-0.0
-5.845532714902249e-24,-7.508923464460818e-11,-1.8998657181618728e-10,-1.914621451962306e-11,-2.3380879006739815e-24,-2.6255589803252753e-24,-0.0
-5.846530533036279e-24,-7.508923464460818e-11,-1.900214467982981e-10,-1.9149584081174735e-11,-2.3385541362109095e-24,-2.6260071189055325e-24,-0.0
-5.847470439342872e-24,-7.508923464460818e-11,-1.9005461677599127e-10,-1.9152937700521317e-11,-2.3388507390173835e-24,-2.6264302321118295e-24,-0.0
-5.848098789625321e-24,-7.508923464460818e-11,-1.9007748943298562e-10,-1.9154710741847528e-11,-2.339012095484888e-24,-2.6267121957797843e-24,-0.0
-5.8484406301628934e-24,-7.508923464460818e-11,-1.9009036326417305e-10,-1.9155577523126847e-11,-2.3391465849527652e-24,-2.6268616729787944e-24,-0.0
-5.848651047732765e-24,-7.508923464460818e-11,-1.9009843659060832e-10,-1.915622566593514e-11,-2.3392221887878303e-24,-2.6269559933619957e-24,-0.0
-5.848331918047846e-24,-7.508923464460818e-11,-1.900865076843832e-10,-1.9156225665935003e-11,-2.339109976907869e-24,-2.6268123272874526e-24,0.0
-5.847861720429619e-24,-7.508923464460818e-11,-1.9006878480436402e-10,-1.9156225665934858e-11,-2.3389519400428388e-24,-2.626601023321021e-24,0.0
-5.84697990454669e-24,-7.508923464460818e-11,-1.9004302391640038e-10,-1.9156225665934664e-11,-2.3386348278644143e-24,-2.626227668971161e-24,0.0
-5.845582392075401e-24,-7.508923464460818e-11,-1.899896014884751e-10,-1.915622566593432e-11,-2.3379448428068255e-24,-2.6255987706758205e-24,0.0
-5.841323555417446e-24,-7.508923464460818e-11,-1.898620284574769e-10,-1.915622566593392e-11,-2.3371161972357533e-24,-2.6237063095518934e-24,0.0
-5.8366837814226124e-24,-7.508923464460818e-11,-1.897033218857023e-10,-1.915622566593352e-11,-2.3356956697841173e-24,-2.621694454071465e-24,0.0
-5.832023814420723e-24,-7.508923464460818e-11,-1.8952124594061982e-10,-1.9156225665933052e-11,-2.333881396581226e-24,-2.6196176005367536e-24,0.0
-5.826850212667301e-24,-7.508923464460818e-11,-1.8933258942905044e-10,-1.9156225665932583e-11,-2.3320135148914657e-24,-2.6172903710394017e-24,0.0
-5.821273339760548e-24,-7.508923464460818e-11,-1.8912996174559945e-10,-1.9156225665932092e-11,-2.3300738432667967e-24,-2.614849852229619e-24,0.0
-5.814102347625314e-24,-7.508923464460818e-11,-1.8887970390580425e-10,-1.9156225665931572e-11,-2.3278492685756006e-24,-2.611628042100667e-24,0.0
-5.806546116300191e-24,-7.508923464460818e-11,-1.8862350851602228e-10,-1.915622566593094e-11,-2.3255529981155306e-24,-2.608240267160843e-24,0.0
-5.798880011536208e-24,-7.508923464460818e-11,-1.883581940260251e-10,-1.91562256659303e-11,-2.3230785119114937e-24,-2.6047947973457286e-24,0.0
-5.79098011584647e-24,-7.508923464460818e-11,-1.880718394595768e-10,-1.9156225665929562e-11,-2.320553214967848e-24,-2.6012818925987284e-24,0.0
-5.782826903704563e-24,-7.508923464460818e-11,-1.8776315324435632e-10,-1.915622566592882e-11,-2.3177699363296698e-24,-2.597618873045166e-24,0.0
-5.774254684469608e-24,-7.508923464460818e-11,-1.8744987947785234e-10,-1.915622566592805e-11,-2.314894410053336e-24,-2.5938878904440243e-24,0.0
-5.765547020182699e-24,-7.508923464460818e-11,-1.8712236915459084e-10,-1.9156225665927278e-11,-2.311724746464146e-24,-2.590037815749886e-24,0.0
-5.7558050856652956e-24,-7.508923464460818e-11,-1.8677499962470814e-10,-1.91562256659264e-11,-2.308522587504269e-24,-2.585815777601977e-24,0.0
-5.746008449223e-24,-7.508923464460818e-11,-1.8641162982268797e-10,-1.91562256659255e-11,-2.3050807831485388e-24,-2.5814163083614016e-24,0.0
-5.735475464537369e-24,-7.508923464460818e-11,-1.8604558165612247e-10,-1.9156225665924586e-11,-2.3014898399055778e-24,-2.5767809171932604e-24,0.0
-5.7246746068067834e-24,-7.508923464460818e-11,-1.856780181157416e-10,-1.9156225665923646e-11,-2.2977998095383112e-24,-2.572036414870355e-24,0.0
-5.713820584341002e-24,-7.508923464460818e-11,-1.8529631540488585e-10,-1.915622566592262e-11,-2.293814972671545e-24,-2.5672405945596642e-24,0.0
-5.70170595853747e-24,-7.508923464460818e-11,-1.849141279267464e-10,-1.915622566592159e-11,-2.2898171246816213e-24,-2.562122599516399e-24,0.0
-5.6894314594027765e-24,-7.508923464460818e-11,-1.844761683040842e-10,-1.915622566592047e-11,-2.2858132255205955e-24,-2.5567201016963875e-24,0.0
-5.6766002595405046e-24,-7.508923464460818e-11,-1.8401820077479136e-10,-1.915622566591924e-11,-2.2812655788487186e-24,-2.550944503782598e-24,0.0
-5.663738765209037e-24,-7.508923464460818e-11,-1.8355389307884186e-10,-1.9156225665917994e-11,-2.276683177083792e-24,-2.5451644605467968e-24,0.0
-5.650604570134551e-24,-7.508923464460818e-11,-1.8306920935251889e-10,-1.9156225665916673e-11,-2.2719393038616757e-24,-2.5392548242906633e-24,0.0
-5.63734387978094e-24,-7.508923464460818e-11,-1.8256582619514915e-10,-1.91562256659153e-11,-2.2668762383623046e-24,-2.5332868375635375e-24,0.0
-5.6234245443656924e-24,-7.508923464460818e-11,-1.8205718335787879e-10,-1.915622566591387e-11,-2.2616014399561385e-24,-2.5270478532592497e-24,0.0
-5.60936398272021e-24,-7.508923464460818e-11,-1.8154130785231422e-10,-1.915622566591242e-11,-2.2560351214541826e-24,-2.520762956899754e-24,0.0
-5.5950457590650184e-24,-7.508923464460818e-11,-1.8101351519373984e-10,-1.915622566591074e-11,-2.2504680566288767e-24,-2.514335767532428e-24,0.0
-5.580399111021448e-24,-7.508923464460818e-11,-1.8048452299430154e-10,-1.9156225665908937e-11,-2.2448765292243023e-24,-2.507777204594315e-24,0.0
-5.5656461070622314e-24,-7.508923464460818e-11,-1.7995529736528633e-10,-1.9156225665906957e-11,-2.2392343955270012e-24,-2.5011362210325882e-24,0.0
-5.550727843568844e-24,-7.508923464460818e-11,-1.793663802521328e-10,-1.91562256659048e-11,-2.2334944603187895e-24,-2.4944259933695985e-24,0.0
-5.53534840557125e-24,-7.508923464460818e-11,-1.7877316074547286e-10,-1.9156225665902643e-11,-2.2275777743468624e-24,-2.4875011590551625e-24,0.0
-5.519667981110752e-24,-7.508923464460818e-11,-1.7817380648476858e-10,-1.915622566590048e-11,-2.2215039096638367e-24,-2.4804598484603236e-24,0.0
-5.503303051404855e-24,-7.508923464460818e-11,-1.7756661318508649e-10,-1.9156225665898255e-11,-2.2153690513175352e-24,-2.4731218419535916e-24,0.0
-5.486846370897326e-24,-7.508923464460818e-11,-1.769218826904087e-10,-1.9156225665895913e-11,-2.209100140050949e-24,-2.4657147090770753e-24,0.0
-5.4698459009199834e-24,-7.508923464460818e-11,-1.7625929136767747e-10,-1.915622566589345e-11,-2.2027335454553758e-24,-2.4582297172064507e-24,0.0
-5.452566470667414e-24,-7.508923464460818e-11,-1.755927443412681e-10,-1.9156225665890975e-11,-2.196276458191672e-24,-2.4505402419444694e-24,0.0
-5.4336880716880445e-24,-7.508923464460818e-11,-1.7485283410677758e-10,-1.9156225665888445e-11,-2.1897005675145165e-24,-2.4420447925560904e-24,0.0
-5.414074972188387e-24,-7.508923464460818e-11,-1.7410499701930356e-10,-1.9156225665885873e-11,-2.1829378261737128e-24,-2.4332202631327133e-24,0.0
-5.394203243550277e-24,-7.508923464460818e-11,-1.733303693105359e-10,-1.91562256658833e-11,-2.176122567684576e-24,-2.424276026404314e-24,0.0
-5.37262407795867e-24,-7.508923464460818e-11,-1.7255177442549991e-10,-1.9156225665880577e-11,-2.169231656928293e-24,-2.4145640747430634e-24,0.0
-5.350900432525401e-24,-7.508923464460818e-11,-1.7176347815040913e-10,-1.9156225665877802e-11,-2.162339315484557e-24,-2.404786244009644e-24,0.0
-5.328783758966085e-24,-7.508923464460818e-11,-1.7094340728179333e-10,-1.915622566587499e-11,-2.155226629104117e-24,-2.3948573611854467e-24,0.0
-5.306516197437132e-24,-7.508923464460818e-11,-1.7009297525474707e-10,-1.9156225665872173e-11,-2.1480886810698696e-24,-2.384906058896175e-24,0.0
-5.284190727336034e-24,-7.508923464460818e-11,-1.6924054557613212e-10,-1.915622566586933e-11,-2.140810115678601e-24,-2.3749375997651344e-24,0.0
