Imports,Net Electric,Gross Electric,Recirc Power,Salt Heating,Fixed plant power,Var plant power,Reactor Thermal power,Turbine Thermal input,Tritium inventory,Tritium exports,Deuterium inventory,Deuterium imports,Commitment State
3.291052202230355e-6,2.2436742241893626e-8,66.773181423973,66.77318140153625,2.5050922131454642e-8,2.522375295253129,14.306466427679606,171.6776658032216,166.93295355993249,0.2528202829699527,1417.5981126059453,0.5929201702443274,1543.0967646095562,0.25223752952531286
3.295650648772309e-6,2.3081054401075107e-8,66.77318142489914,66.77318140181808,2.5083063996356406e-8,2.5223752953124174,14.30646642787001,171.67766580550645,166.93295356224786,0.24401386909151535,1436.3611946973292,0.5993321456379198,1553.1619873731438,0.25223752953124173
3.2971536375904237e-6,2.324936421160828e-8,66.77318142517913,66.77318140192976,2.5098482466928585e-8,2.522375295351565,14.30646642792712,171.67766580619175,166.93295356294783,0.23506652453353988,1456.6120169472688,0.6057932040392319,1563.7371068117263,0.2522375295351565
3.301999271961555e-6,2.3715251984413044e-8,66.77318142587497,66.77318140215972,2.511833511110129e-8,2.5223752954182714,14.306466428070516,171.67766580791252,166.93295356468744,0.22596732200355144,1478.4325201718402,0.612305750431294,1574.8303889307226,0.25223752954182715
3.305300021566995e-6,2.402802801171333e-8,66.77318142632183,66.7731814022938,2.5121988124161935e-8,2.5223752954558925,14.30646642816332,171.67766580902617,166.93295356580455,0.2167046575692181,1501.9199041922752,0.6188722406447512,1586.4527890392078,0.25223752954558926
3.3209874271432158e-6,2.486140626700717e-8,66.77318142857295,66.77318140371155,2.5154803557535455e-8,2.5223752963744355,14.306466428629706,171.6776658146228,166.93295357143236,0.2072670192488952,1527.060972303152,0.6254949594835993,1598.567458804504,0.25223752963744356
1.5929224420611027e-6,877.2475766415447,1228.789799313061,351.54222267151624,2.4931788264871663e-8,45.204718006501,256.39316498653085,3076.7192105260547,3071.9744982826523,0.21786474757057867,1554.3142685810562,0.6186935290409249,1611.3253273590453,4.5204718006501
1.5759939681214628e-6,974.6607305631376,1357.8248706386746,383.1641400755369,7.840072762427097e-9,49.94433965301346,283.27546076113083,3399.3068888563257,3394.562176596686,0.23051994218986166,1581.3662460444257,0.6104533224664636,1623.9232527193499,4.994433965301345
1.7069051268212508e-6,974.660730575221,1357.8248706561817,383.1641400809606,7.656528348018685e-9,49.94433965495877,283.2754607647927,3399.306888900268,3394.5621766404543,0.24298781009203488,1608.2614040784829,0.6022710013753529,1636.3948988297125,4.994433965495877
1.7895911869525857e-6,974.660730556596,1357.8248706300828,383.1641400734868,7.728620570903602e-9,49.94433965285591,283.2754607593497,3399.306888834952,3394.562176575207,0.2552793229471585,1633.5808096395053,0.5941433474099672,1648.1731375220556,4.994433965285591
1.8462561119277176e-6,974.6607305229629,1357.8248705860735,383.1641400631106,7.83592110912813e-9,49.94433965154941,283.27546075017267,3399.3068887248273,3394.562176465184,0.2674061025624109,1657.2310696716277,0.586066939942697,1659.2143890288035,4.994433965154942
1.8647603715526867e-6,974.660730494118,1357.8248705517753,383.16414005765745,7.826206950599819e-9,49.94433965325076,283.2754607430279,3399.3068886390906,3394.5621763794384,0.27937945567467376,1679.2574289132103,0.5780384242720785,1669.5328574562523,4.994433965325076
1.8628900277364686e-6,974.6607305625495,1357.824870637839,383.16414007528954,7.795620307548148e-9,49.94433965298101,283.2754607609603,3399.3068888542794,3394.562176594598,0.29121060961550527,1699.6712826614776,0.5700544770430379,1679.1352967790617,4.994433965298101
1.8091016157736778e-6,974.6607305563131,1357.8248706289746,383.16414007266155,7.765985212413276e-9,49.94433965222707,283.2754607591159,3399.3068888321463,3394.562176572437,0.30291130943365063,1718.3982572716081,0.5621116280353057,1687.990063797773,4.994433965222707
1.728881994915347e-6,974.660730535434,1357.8248706045981,383.16414006916426,7.785956094829767e-9,49.944339653789775,283.2754607540359,3399.3068887711866,3394.5621765114956,0.314489973648294,1735.9161510143472,0.5542072219827241,1696.2727436529399,4.9944339653789775
1.6994735150756658e-6,974.6607305440257,1357.8248706138954,383.16414006986963,7.805993637804174e-9,49.944339652539796,283.2754607559712,3399.30688879441,3394.5621765347382,0.3259486015136492,1753.1469928387814,0.5463404046738705,1704.3713805142906,4.99443396525398
1.6481594757027176e-6,974.6607305637026,1357.8248706397503,383.16414007604783,7.801579956983704e-9,49.944339653335646,283.27546076135803,3399.306888859052,3394.562176599376,0.3372931294590935,1769.5252613492871,0.5385090377331518,1712.0092963172233,4.994433965333565
1.5238290426967604e-6,974.6607305690375,1357.8248706477202,383.16414007868275,9.155655438549722e-9,49.944339653063196,283.2754607629113,3399.3068888776907,3394.562176619301,0.3485343755243922,1784.3497767155422,0.5307097346810267,1718.9175822635734,4.994433965306319
1.539301051373517e-6,974.6607305613124,1357.824870636409,383.16414007509684,7.838550329317541e-9,49.94433965304667,283.27546076065903,3399.3068888506637,3394.5621765910228,0.35967780372882613,1798.3895582511936,0.5229404421103332,1725.3834538339393,4.994433965304667
1.52627705478055e-6,974.6607305833397,1357.82487064625,383.1641400629104,8.338780327922053e-9,49.944339638349476,283.2754607626696,3399.3068888747907,3394.562176615625,0.3707321926863053,1811.1685063893196,0.5151983110223471,1731.2354979174083,4.994433963834948
1.6151782379880177e-6,974.6607305620752,1357.8248706377815,383.16414007570637,7.877751491559917e-9,49.944339653334204,283.2754607609418,3399.3068888540574,3394.562176594454,0.3817046771158961,1822.922735171719,0.5074809066020812,1736.5629518688502,4.99443396533342
1.6898293698742043e-6,974.6607305483312,1357.8248706210263,383.164140072695,7.874710312692687e-9,49.94433965381632,283.27546075745136,3399.306888812172,3394.5621765525657,0.3926030668801522,1833.5552632303384,0.49978566079051456,1741.3371077815186,4.994433965381632
1.6972501606853073e-6,974.6607305794126,1357.8248706593597,383.16414007994723,7.832409565090747e-9,49.94433965312136,283.27546076544087,3399.306888908046,3394.562176648399,0.40343927327543855,1842.4769705800281,0.49210878164674104,1745.2942758386052,4.994433965312136
1.628990273418638e-6,974.6607305350968,1357.8248706031068,383.1641400680099,7.785619605758451e-9,49.944339652946475,283.2754607537252,3399.306888767458,3394.562176507767,0.4142248148503585,1849.7442585175722,0.48444658929491874,1748.4586005073488,4.994433965294648
1.5886171169934718e-6,974.6607305538494,1357.824870626863,383.1641400730136,7.875244329673372e-9,49.944339652918416,283.27546075866735,3399.3068888267635,3394.5621765671576,0.4249656992486699,1856.1486803652415,0.4767967310253242,1751.116025178043,4.994433965291842
1.6345096308971114e-6,974.660730520112,1357.8248705839228,383.164140063811,7.790579293838762e-9,49.94433965273963,283.27546074972815,3399.3068887194936,3394.5621764598072,0.4356697145972566,1861.4344890039179,0.4691564062941638,1753.1700619419976,4.994433965273963
1.5874722912309383e-6,974.6607306857828,1357.8248708039546,383.1641401181717,7.964682719255336e-9,49.944339661100145,283.2754607955543,3399.3068892694073,3394.5621770098865,0.4463449369023702,1865.5603282745005,0.4615227382620724,1754.6042734538723,4.994433966110014
1.541626478450827e-6,974.6607305644545,1357.8248706405423,383.1641400760879,7.867384357169923e-9,49.94433965315012,283.2754607615178,3399.3068888609696,3394.5621766013564,0.4569997445936176,1868.482750274953,0.45389278366304303,1755.4043462271502,4.994433965315012
1.5317035127709394e-6,974.6607305595141,1357.8248706342147,383.16414007470047,7.87232239240529e-9,49.94433965307639,283.27546076019917,3399.3068888451453,3394.5621765855367,0.46764255197794086,1870.19659535541,0.4462636272029232,1755.5763082545964,4.994433965307639
1.517897959680777e-6,974.6607305694902,1357.82487064722,383.1641400777298,7.821405697214658e-9,49.94433965344317,283.27546076291264,3399.306888877707,3394.5621766180498,0.4782819085545574,1870.682436951729,0.4386323083926161,1755.1104217704142,4.994433965344317
1.532724232803289e-6,974.6607305986968,1357.8248706840352,383.16414008533826,7.778783481073621e-9,49.94433965342108,283.2754607705858,3399.3068889697856,3394.562176710088,0.48892610269224623,1869.9777748809242,0.4309959149850608,1754.0170807146892,4.994433965342108
1.544413105578548e-6,974.6607305814664,1357.8248706627567,383.16414008129027,7.809446284029939e-9,49.94433965377783,283.2754607661504,3399.30688891656,3394.5621766568916,0.499582006499268,1868.286027078067,0.42335186719544077,1752.3679151290576,4.994433965377783
1.5974018160904584e-6,974.6607305412333,1357.8248706118454,383.164140070612,7.85938128750421e-9,49.94433965366007,283.27546075553994,3399.3068887892346,3394.5621765296137,0.5102582011658974,1865.361701823776,0.4156970839993767,1750.054931127384,4.9944339653660075
1.624136753192707e-6,974.6607305985457,1357.8248706841168,383.16414008557143,7.857238888309541e-9,49.944339653564924,283.2754607705967,3399.3068889699157,3394.5621767102925,0.520964448345227,1861.0352348014371,0.40802810392691213,1746.9961606549282,4.994433965356492
1.6376583378125978e-6,974.6607305686059,1357.8248706466784,383.1641400780724,7.855997136381923e-9,49.944339653866734,283.2754607627971,3399.3068888763205,3394.5621766166964,0.5317091628809585,1855.5000665376842,0.4003417789610016,1743.2591377432377,4.994433965386674
1.6428044174578681e-6,974.6607305000559,1357.8248705589126,383.1641400588567,7.855375247197121e-9,49.94433965293613,283.2754607445126,3399.3068886569067,3394.5621763972817,0.5425008149492533,1848.7482416931284,0.39263492602001554,1738.836307743693,4.994433965293613
1.6351899812221204e-6,974.660730573669,1357.8248706530255,383.1641400793565,7.842022763177508e-9,49.94433965384141,283.2754607641205,3399.3068888922016,3394.5621766325644,0.553345762498716,1841.0831446388793,0.38490485267348046,1733.8333838818971,4.994433965384141
1.6053428813629878e-6,974.6607305452519,1357.824870618037,383.164140072785,7.85913953220963e-9,49.94433965454348,283.27546075682983,3399.3068888047137,3394.5621765450924,0.5642556125242165,1831.7508175004632,0.3771475666992648,1727.970320357389,4.9944339654543475
1.28151424009412e-6,974.6607305184469,1357.8248705829592,383.16414006451225,7.91563168761312e-9,49.944339653526555,283.2754607495175,3399.3068887169657,3394.562176457398,0.5752344342555175,1821.8339432049843,0.3693609063886976,1721.64150853298,4.9944339653526555
1.6698648733112427e-6,974.6607305270527,1357.824870592277,383.1641400652244,8.011664817814714e-9,49.94433965220905,283.2754607514511,3399.3068887401687,3394.5621764806924,0.5862903211737563,1810.7544913354295,0.3615417234341489,1714.6343820470438,4.994433965220905
2.057733014134295e-6,974.6607305366224,1357.8248706048412,383.1641400682188,7.93079102937317e-9,49.94433965266034,283.2754607540751,3399.3068887716563,3394.562176512103,0.5974298377113052,1798.7320805447725,0.3536872573864914,1707.0325063765686,4.994433965266034
2.3037402827627518e-6,974.6607305536446,1357.8248706271763,383.1641400735318,7.950171580990179e-9,49.94433965330234,283.2754607587267,3399.3068888274756,3394.5621765679407,0.6086601551294405,1785.6795424066258,0.3457945729645623,1698.7982133150254,4.994433965330234
2.2690901977986635e-6,974.6607305532315,1357.8248706283384,383.164140075107,9.295645203111503e-9,49.9443396533965,283.27546075886227,3399.3068888291027,3394.562176570846,0.6199883718135027,1771.6073378240408,0.3378607311083099,1689.9306886080603,4.99443396533965
2.036088081335291e-6,974.6607305283966,1357.8248705964122,383.1641400680156,9.273044955221425e-9,49.9443396529772,283.2754607522128,3399.3068887493087,3394.5621764910306,0.6314233986509054,1756.2551199421819,0.3298823311648519,1680.330480309271,4.99443396529772
1.768607123649422e-6,974.6607305399313,1357.8248706081404,383.16414006820924,7.924520222757506e-9,49.944339651969216,283.2754607547629,3399.30688877991,3394.562176520351,0.6429692660470168,1740.3238929284498,0.3218571402199041,1670.2491823028913,4.994433965196921
1.7890533739968766e-6,974.6607305137786,1357.8248705759788,383.1641400622002,7.944437286281097e-9,49.944339652642206,283.275460748061,3399.3068886994874,3394.5621764399475,0.6546332608600548,1723.3459094642453,0.31378209330126383,1659.5075243456517,4.9944339652642205
1.7994521288015738e-6,974.6607305183154,1357.8248705829617,383.1641400646464,7.943816821366257e-9,49.9443396536342,283.2754607495158,3399.306888716945,3394.5621764574043,0.6664223980523887,1705.3602170281033,0.3056541990629259,1648.1213696887958,4.99443396536342
1.7818347720355285e-6,974.660730505974,1357.8248705656604,383.16414005968625,7.92614220557929e-9,49.94433965229477,283.2754607459127,3399.3068886737083,3394.5621764141506,0.6783444576508032,1686.25691831098,0.29747025583776376,1636.045403693678,4.994433965229478
1.7613683723766984e-6,974.6607305405923,1357.824870609153,383.1641400685609,7.920381281420349e-9,49.9443396521137,283.27546075497423,3399.306888782446,3394.562176522883,0.690403789063152,1666.528766220899,0.28922786258344796,1623.452124210036,4.994433965211369
1.7467817202574532e-6,974.6607305282353,1357.8248705937986,383.1641400655634,7.91700512837045e-9,49.94433965231816,283.27546075177565,3399.306888744063,3394.562176484497,0.7026063719839023,1645.9415888399117,0.28092417789387214,1610.2466528994582,4.994433965231816
1.7991717048244514e-6,974.6607305133209,1357.824870574686,383.1641400613653,7.854696486553356e-9,49.944339652159194,283.2754607477988,3399.3068886963406,3394.562176436715,0.7149583713364713,1624.4687752714049,0.2725564340251025,1596.444860693085,4.9944339652159195
1.70699414219561e-6,974.6607305120145,1357.8248705751564,383.16414006314204,7.892365304654862e-9,49.94433965380325,283.2754607478938,3399.306888697481,3394.5621764378916,0.7274656061298582,1602.1600055984322,0.26412191914351746,1582.058793737096,4.994433965380325
1.4887515982564685e-6,974.660730531341,1357.8248705980106,383.16414006666986,7.972545724444628e-9,49.94433965249594,283.27546075264877,3399.3068887545405,3394.562176495027,0.7401340308920118,1578.9958090801983,0.25561783632360785,1567.070118669918,4.994433965249594
1.454748307444889e-6,974.6607309184667,1357.8248711028743,383.16414018440764,8.602015552490208e-9,49.944339664474256,283.2754608577788,3399.3068900161015,3394.562177757186,0.7529690120332577,1555.0606561479071,0.24704156128110188,1551.516032846921,4.994433966447426
1.5415634486654924e-6,974.660730528513,1357.824870595155,383.1641400666422,7.610162685336717e-9,49.94433965339688,283.2754607520825,3399.3068887477452,3394.5621764878874,0.7659760412934561,1530.3365363021471,0.2383903672717281,1535.374457139685,4.994433965339688
1.4572141946539639e-6,974.6607305673426,1357.8248706427821,383.16414007543955,7.821088130373014e-9,49.944339652077794,283.2754607619881,3399.3068888666126,3394.5621766069553,0.7791602110002998,1504.8808183006872,0.22966155354110881,1518.6509950861541,4.994433965207779
1.467908344916586e-6,974.6607304990414,1357.8248705553324,383.16414005629105,7.797033755037909e-9,49.9443396511701,283.2754607437713,3399.3068886480114,3394.5621763883314,0.7925261160310947,1478.7649474311847,0.2208524688156221,1501.35630577738,4.994433965117009
1.6425273410231125e-6,974.6607305353853,1357.8248706049048,383.16414006951965,7.871449551309038e-9,49.944339654002555,283.27546075409305,3399.306888771872,3394.5621765122623,0.8060781801769177,1452.0134942510076,0.21196042255033298,1483.4819287405508,4.994433965400256
1.4529438294546324e-6,974.6607305389753,1357.824870607781,383.16414006880535,7.830669069171425e-9,49.94433965272668,283.2754607546954,3399.3068887791005,3394.5621765194524,0.819820266581069,1424.7069833410196,0.20298278681859827,1465.0413548640927,4.994433965272668
1.6528487116972774e-6,974.6607305336449,1357.824870599729,383.164140066084,7.870886734261216e-9,49.94433965164576,283.2754607530147,3399.3068887589325,3394.5621764993225,0.8337558810907211,1396.8967317603237,0.19391693924639358,1446.0357805699387,4.994433965164577
