Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t2,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t3,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t4,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t5,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t6,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t7,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t8,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t9,32378.837186236018,0.0,0.0,0.0,0.0,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t10,32378.837186236018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,9269.732241756055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t16,13649.145849444352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t17,13649.145849444352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,13649.145849444352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t19,32378.837186236018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818478,0.0,0.0,0.0,0.0,0.0
t21,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818478,0.0,0.0,0.0,0.0,0.0
t22,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818478,0.0,0.0,0.0,0.0,0.0
t23,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818478,0.0,0.0,0.0,0.0,0.0
t24,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818478,0.0,0.0,0.0,0.0,0.0
t25,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t26,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t27,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t28,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t29,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t30,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t31,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t32,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t33,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t34,32378.837186236018,0.0,0.0,0.0,0.0,4829.079712818479,0.0,0.0,0.0,0.0,0.0
t35,32378.837186236018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t36,20706.61667315127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t37,20706.61667315127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t38,20706.61667315127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t40,19627.979307899906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t41,32378.837186236018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t42,32378.837186236018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t43,32378.837186236018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t44,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t45,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t46,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.32102586938,0.0,0.0,0.0,0.0,0.0
t47,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.32102586938,0.0,0.0,0.0,0.0,0.0
t48,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.32102586938,0.0,0.0,0.0,0.0,0.0
t49,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.32102586938,0.0,0.0,0.0,0.0,0.0
t50,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t51,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t52,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t53,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t54,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t55,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t56,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t57,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t58,32378.837186236018,0.0,0.0,0.0,9033.343742040717,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t59,32378.837186236018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t60,27428.95483334049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t61,27428.95483334049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t62,27428.95483334049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t64,28856.43842130791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t65,28856.43842130791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t66,28856.438421307907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t67,32378.837186236018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t68,32378.837186236018,0.0,0.0,0.0,1050.296934230058,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t69,32378.837186236018,0.0,0.0,0.0,1050.296934230058,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t70,32378.837186236018,0.0,0.0,0.0,1050.296934230058,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t71,32378.837186236018,0.0,0.0,0.0,1050.296934230058,9639.321025869369,0.0,0.0,0.0,0.0,0.0
t72,32378.837186236018,0.0,0.0,0.0,1050.296934230058,9639.321025869369,0.0,0.0,0.0,0.0,0.0
