Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.7082318466888065e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.437678324672849e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.2749103148011613e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.427458171181191e9
ERC_REST,ERC_nuclear_1,1,1,-1.3522085526120758e-8
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.8921290223966691e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.110995476753785e9
ERC_REST,Liion_Moderate,1,1,3.639150226571126e9
ERC_REST,TEGS,1,1,1.0222527286967301e8
