Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,natural_gas_ccs_3,solar_pv_3,onshore_wind_3,battery_3,offshore_wind_3,natural_gas_3,nuclear_3,ror_hydro_3,pumped_hydro_3,fusion_3,natural_gas_ccs_4,solar_pv_4,onshore_wind_4,battery_4,offshore_wind_4,natural_gas_4,nuclear_4,ror_hydro_4,pumped_hydro_4,fusion_4,natural_gas_ccs_5,solar_pv_5,onshore_wind_5,battery_5,offshore_wind_5,natural_gas_5,nuclear_5,ror_hydro_5,pumped_hydro_5,fusion_5,natural_gas_ccs_6,solar_pv_6,onshore_wind_6,battery_6,offshore_wind_6,natural_gas_6,nuclear_6,ror_hydro_6,pumped_hydro_6,fusion_6,natural_gas_ccs_7,solar_pv_7,onshore_wind_7,battery_7,offshore_wind_7,natural_gas_7,nuclear_7,ror_hydro_7,pumped_hydro_7,fusion_7
673,2.62E-01,1,0,0.30152824,1,0.734053146,1,1,0.552743642,1,1,1,0,0.300234471,1,0,1,1,0.552743642,1,1,1,0,0.24169752,1,0,1,1,0.552743642,1,1,1,0,0.300234471,1,0,1,1,0.552743642,1,1,1,0,0.24169752,1,0.754720329,1,1,0.552743642,1,1,1,0,0.334671199,1,0,1,1,0.552743642,1,1
674,2.62E-01,1,0,0.261519849,1,0.68126965,1,1,0.552743642,1,1,1,0,0.265732884,1,0,1,1,0.552743642,1,1,1,0,0.19088136,1,0,1,1,0.552743642,1,1,1,0,0.265732884,1,0,1,1,0.552743642,1,1,1,0,0.19088136,1,0.753697767,1,1,0.552743642,1,1,1,0,0.297401606,1,0,1,1,0.552743642,1,1
675,2.62E-01,1,0,0.270736701,1,0.644525942,1,1,0.552743642,1,1,1,0,0.268069696,1,0,1,1,0.552743642,1,1,1,0,0.2513592,1,0,1,1,0.552743642,1,1,1,0,0.268069696,1,0,1,1,0.552743642,1,1,1,0,0.2513592,1,0.659497717,1,1,0.552743642,1,1,1,0,0.304654156,1,0,1,1,0.552743642,1,1
676,2.62E-01,1,0,0.260555084,1,0.570947499,1,1,0.552743642,1,1,1,0,0.289515658,1,0,1,1,0.552743642,1,1,1,0,0.31134456,1,0,1,1,0.552743642,1,1,1,0,0.289515658,1,0,1,1,0.552743642,1,1,1,0,0.31134456,1,0.66271711,1,1,0.552743642,1,1,1,0,0.264428847,1,0,1,1,0.552743642,1,1
677,2.62E-01,1,0,0.249883107,1,0.485747302,1,1,0.552743642,1,1,1,0,0.277558408,1,0,1,1,0.552743642,1,1,1,0,0.35867772,1,0,1,1,0.552743642,1,1,1,0,0.277558408,1,0,1,1,0.552743642,1,1,1,0,0.35867772,1,0.449051754,1,1,0.552743642,1,1,1,0,0.249905928,1,0,1,1,0.552743642,1,1
678,2.62E-01,1,0,0.253209267,1,0.334481095,1,1,0.552743642,1,1,1,0,0.280725347,1,0,1,1,0.552743642,1,1,1,0,0.3296781,1,0,1,1,0.552743642,1,1,1,0,0.280725347,1,0,1,1,0.552743642,1,1,1,0,0.3296781,1,0.288122564,1,1,0.552743642,1,1,1,0,0.264391856,1,0,1,1,0.552743642,1,1
679,2.62E-01,1,0,0.298124559,1,0.228087078,1,1,0.552743642,1,1,1,0,0.32562765,1,0,1,1,0.552743642,1,1,1,0,0.19751688,1,0,1,1,0.552743642,1,1,1,0,0.32562765,1,0,1,1,0.552743642,1,1,1,0,0.19751688,1,0.174108834,1,1,0.552743642,1,1,1,0,0.331274243,1,0,1,1,0.552743642,1,1
680,2.62E-01,1,0.038672319,0.253981724,1,0.145759879,1,1,0.552743642,1,1,1,0.057342464,0.285652271,1,0,1,1,0.552743642,1,1,1,0.058381772,0.23399118,1,0,1,1,0.552743642,1,1,1,0.057342464,0.285652271,1,0,1,1,0.552743642,1,1,1,0.058381772,0.23399118,1,0.105373738,1,1,0.552743642,1,1,1,0.044147958,0.287845991,1,0,1,1,0.552743642,1,1
681,2.62E-01,1,0.142751566,0.204328369,1,0.09597361,1,1,0.552743642,1,1,1,0.27137904,0.210908154,1,0,1,1,0.552743642,1,1,1,0.272127928,0.19336968,1,0,1,1,0.552743642,1,1,1,0.27137904,0.210908154,1,0,1,1,0.552743642,1,1,1,0.272127928,0.19336968,1,0.082777916,1,1,0.552743642,1,1,1,0.156909792,0.223806177,1,0,1,1,0.552743642,1,1
682,2.62E-01,1,0.166623168,0.088295538,1,0.065987892,1,1,0.552743642,1,1,1,0.183035107,0.075375069,1,0,1,1,0.552743642,1,1,1,0.161472151,0.02320164,1,0,1,1,0.552743642,1,1,1,0.183035107,0.075375069,1,0,1,1,0.552743642,1,1,1,0.161472151,0.02320164,1,0.045563593,1,1,0.552743642,1,1,1,0.140977262,0.088071496,1,0,1,1,0.552743642,1,1
683,2.62E-01,1,0.211404064,0.026135133,1,0.050049671,1,1,0.552743642,1,1,1,0.216012055,0.025587539,1,0,1,1,0.552743642,1,1,1,0.196929649,0,1,0,1,1,0.552743642,1,1,1,0.216012055,0.025587539,1,0,1,1,0.552743642,1,1,1,0.196929649,0,1,0.013649091,1,1,0.552743642,1,1,1,0.181106767,0.01279377,1,0,1,1,0.552743642,1,1
684,2.62E-01,1,0.270872726,0.042141037,1,0.040567685,1,1,0.552743642,1,1,1,0.290812483,0.016076432,1,0,1,1,0.552743642,1,1,1,0.261747093,0.0259281,1,0,1,1,0.552743642,1,1,1,0.290812483,0.016076432,1,0,1,1,0.552743642,1,1,1,0.261747093,0.0259281,1,0.041411043,1,1,0.552743642,1,1,1,0.249922821,0.008038216,1,0,1,1,0.552743642,1,1
685,2.62E-01,1,0.300437799,0.019461178,1,0.052976875,1,1,0.552743642,1,1,1,0.276604679,0.00296703,1,0,1,1,0.552743642,1,1,1,0.255799989,0.00593406,1,0,1,1,0.552743642,1,1,1,0.276604679,0.00296703,1,0,1,1,0.552743642,1,1,1,0.255799989,0.00593406,1,0.026749186,1,1,0.552743642,1,1,1,0.297683231,0.001483515,1,0,1,1,0.552743642,1,1
686,2.62E-01,1,0.204408482,0.035655921,1,0.052085173,1,1,0.552743642,1,1,1,0.314432743,0.00288684,1,0,1,1,0.552743642,1,1,1,0.285454506,0.00577368,1,0,1,1,0.552743642,1,1,1,0.314432743,0.00288684,1,0,1,1,0.552743642,1,1,1,0.285454506,0.00577368,1,0.008142444,1,1,0.552743642,1,1,1,0.236657509,0.00144342,1,0,1,1,0.552743642,1,1
687,2.62E-01,1,0.22150946,0.045261984,1,0.061222613,1,1,0.552743642,1,1,1,0.374016107,0,1,0,1,1,0.552743642,1,1,1,0.325999057,0,1,0,1,1,0.552743642,1,1,1,0.374016107,0,1,0,1,1,0.552743642,1,1,1,0.325999057,0,1,0.024437734,1,1,0.552743642,1,1,1,0.248777608,0,1,0,1,1,0.552743642,1,1
688,2.62E-01,1,0.119759321,0.039592095,1,0.053232525,1,1,0.552743642,1,1,1,0.106997237,0,1,0,1,1,0.552743642,1,1,1,0.116418803,0,1,0,1,1,0.552743642,1,1,1,0.106997237,0,1,0,1,1,0.552743642,1,1,1,0.116418803,0,1,0.06353208,1,1,0.552743642,1,1,1,0.133895412,0,1,0,1,1,0.552743642,1,1
689,2.62E-01,1,0.014088037,0.081436537,1,0.052418587,1,1,0.552743642,1,1,1,0.010674053,0.00938223,1,0,1,1,0.552743642,1,1,1,0.011203016,0.01876446,1,0,1,1,0.552743642,1,1,1,0.010674053,0.00938223,1,0,1,1,0.552743642,1,1,1,0.011203016,0.01876446,1,0.030180703,1,1,0.552743642,1,1,1,0.014176399,0.005884484,1,0,1,1,0.552743642,1,1
690,2.62E-01,1,0,0.113907669,1,0.065587254,1,1,0.552743642,1,1,1,0,0.059875599,1,0,1,1,0.552743642,1,1,1,0,0.1141128,1,0,1,1,0.552743642,1,1,1,0,0.059875599,1,0,1,1,0.552743642,1,1,1,0,0.1141128,1,0.029113333,1,1,0.552743642,1,1,1,0,0.030944598,1,0,1,1,0.552743642,1,1
691,2.62E-01,1,0,0.161678013,1,0.09900793,1,1,0.552743642,1,1,1,0,0.105341467,1,0,1,1,0.552743642,1,1,1,0,0.15148296,1,0,1,1,0.552743642,1,1,1,0,0.105341467,1,0,1,1,0.552743642,1,1,1,0,0.15148296,1,0.03717516,1,1,0.552743642,1,1,1,0,0.072669227,1,0,1,1,0.552743642,1,1
692,2.62E-01,1,0,0.174660686,1,0.116034161,1,1,0.552743642,1,1,1,0,0.092240711,1,0,1,1,0.552743642,1,1,1,0,0.16983432,1,0,1,1,0.552743642,1,1,1,0,0.092240711,1,0,1,1,0.552743642,1,1,1,0,0.16983432,1,0.042630803,1,1,0.552743642,1,1,1,0,0.054483372,1,0,1,1,0.552743642,1,1
693,2.62E-01,1,0,0.240306895,1,0.17221253,1,1,0.552743642,1,1,1,0,0.185713504,1,0,1,1,0.552743642,1,1,1,0,0.270945,1,0,1,1,0.552743642,1,1,1,0,0.185713504,1,0,1,1,0.552743642,1,1,1,0,0.270945,1,0.074429351,1,1,0.552743642,1,1,1,0,0.143764888,1,0,1,1,0.552743642,1,1
694,2.62E-01,1,0,0.239231321,1,0.239196242,1,1,0.552743642,1,1,1,0,0.157787083,1,0,1,1,0.552743642,1,1,1,0,0.180306,1,0,1,1,0.552743642,1,1,1,0,0.157787083,1,0,1,1,0.552743642,1,1,1,0,0.180306,1,0.350614482,1,1,0.552743642,1,1,1,0,0.142667791,1,0,1,1,0.552743642,1,1
695,2.62E-01,1,0,0.230297496,1,0.274839921,1,1,0.552743642,1,1,1,0,0.140618371,1,0,1,1,0.552743642,1,1,1,0,0.2375568,1,0,1,1,0.552743642,1,1,1,0,0.140618371,1,0,1,1,0.552743642,1,1,1,0,0.2375568,1,0.512310492,1,1,0.552743642,1,1,1,0,0.117243292,1,0,1,1,0.552743642,1,1
696,2.62E-01,1,0,0.242922513,1,0.333226665,1,1,0.552743642,1,1,1,0,0.156770217,1,0,1,1,0.552743642,1,1,1,0,0.23376114,1,0,1,1,0.552743642,1,1,1,0,0.156770217,1,0,1,1,0.552743642,1,1,1,0,0.23376114,1,0.530967033,1,1,0.552743642,1,1,1,0,0.150212592,1,0,1,1,0.552743642,1,1
697,2.62E-01,1,0,0.358028315,1,0.412534893,1,1,0.552743642,1,1,1,0,0.287261806,1,0,1,1,0.552743642,1,1,1,0,0.4299156,1,0,1,1,0.552743642,1,1,1,0,0.287261806,1,0,1,1,0.552743642,1,1,1,0,0.4299156,1,0.562579672,1,1,0.552743642,1,1,1,0,0.287037042,1,0,1,1,0.552743642,1,1
698,2.62E-01,1,0,0.351497225,1,0.515077832,1,1,0.552743642,1,1,1,0,0.259689313,1,0,1,1,0.552743642,1,1,1,0,0.31708098,1,0,1,1,0.552743642,1,1,1,0,0.259689313,1,0,1,1,0.552743642,1,1,1,0,0.31708098,1,0.657097788,1,1,0.552743642,1,1,1,0,0.275043813,1,0,1,1,0.552743642,1,1
699,2.62E-01,1,0,0.365545236,1,0.603962718,1,1,0.552743642,1,1,1,0,0.281679895,1,0,1,1,0.552743642,1,1,1,0,0.39845196,1,0,1,1,0.552743642,1,1,1,0,0.281679895,1,0,1,1,0.552743642,1,1,1,0,0.39845196,1,0.758234444,1,1,0.552743642,1,1,1,0,0.291956063,1,0,1,1,0.552743642,1,1
700,2.62E-01,1,0,0.464454687,1,0.731318322,1,1,0.552743642,1,1,1,0,0.368353905,1,0,1,1,0.552743642,1,1,1,0,0.41888988,1,0,1,1,0.552743642,1,1,1,0,0.368353905,1,0,1,1,0.552743642,1,1,1,0,0.41888988,1,0.777147104,1,1,0.552743642,1,1,1,0,0.405916994,1,0,1,1,0.552743642,1,1
701,2.62E-01,1,0,0.473515641,1,0.804127249,1,1,0.552743642,1,1,1,0,0.425071823,1,0,1,1,0.552743642,1,1,1,0,0.56524392,1,0,1,1,0.552743642,1,1,1,0,0.425071823,1,0,1,1,0.552743642,1,1,1,0,0.56524392,1,0.809148829,1,1,0.552743642,1,1,1,0,0.409874759,1,0,1,1,0.552743642,1,1
702,2.62E-01,1,0,0.490258452,1,0.81,1,1,0.552743642,1,1,1,0,0.402239248,1,0,1,1,0.552743642,1,1,1,0,0.57672,1,0,1,1,0.552743642,1,1,1,0,0.402239248,1,0,1,1,0.552743642,1,1,1,0,0.57672,1,0.81,1,1,0.552743642,1,1,1,0,0.433523766,1,0,1,1,0.552743642,1,1
703,2.62E-01,1,0,0.486075721,1,0.81,1,1,0.552743642,1,1,1,0,0.395250897,1,0,1,1,0.552743642,1,1,1,0,0.640791,1,0,1,1,0.552743642,1,1,1,0,0.395250897,1,0,1,1,0.552743642,1,1,1,0,0.640791,1,0.81,1,1,0.552743642,1,1,1,0,0.419633635,1,0,1,1,0.552743642,1,1
704,2.62E-01,1,0.018856132,0.711681523,1,0.81,1,1,0.552743642,1,1,1,0.028516672,0.659394082,1,0,1,1,0.552743642,1,1,1,0.051304385,0.70322094,1,0,1,1,0.552743642,1,1,1,0.028516672,0.659394082,1,0,1,1,0.552743642,1,1,1,0.051304385,0.70322094,1,0.81,1,1,0.552743642,1,1,1,0.018725178,0.695497073,1,0,1,1,0.552743642,1,1
705,2.62E-01,1,0.083117767,0.732352046,1,0.81,1,1,0.552743642,1,1,1,0.02550124,0.727946701,1,0,1,1,0.552743642,1,1,1,0.022832293,0.7858377,1,0,1,1,0.552743642,1,1,1,0.02550124,0.727946701,1,0,1,1,0.552743642,1,1,1,0.022832293,0.7858377,1,0.81,1,1,0.552743642,1,1,1,0.079960303,0.706291999,1,0,1,1,0.552743642,1,1
706,2.62E-01,1,0.130577463,0.760954889,1,0.81,1,1,0.552743642,1,1,1,0.097761405,0.761829128,1,0,1,1,0.552743642,1,1,1,0.093221257,0.78522534,1,0,1,1,0.552743642,1,1,1,0.097761405,0.761829128,1,0,1,1,0.552743642,1,1,1,0.093221257,0.78522534,1,0.81,1,1,0.552743642,1,1,1,0.090345718,0.751459631,1,0,1,1,0.552743642,1,1
707,2.62E-01,1,0.211684416,0.776543824,1,0.81,1,1,0.552743642,1,1,1,0.222517666,0.787588615,1,0,1,1,0.552743642,1,1,1,0.257476224,0.8066709,1,0,1,1,0.552743642,1,1,1,0.222517666,0.787588615,1,0,1,1,0.552743642,1,1,1,0.257476224,0.8066709,1,0.81,1,1,0.552743642,1,1,1,0.1793671,0.766768422,1,0,1,1,0.552743642,1,1
708,2.62E-01,1,0.234889305,0.749212422,1,0.81,1,1,0.552743642,1,1,1,0.188700795,0.766244798,1,0,1,1,0.552743642,1,1,1,0.177556617,0.81,1,0,1,1,0.552743642,1,1,1,0.188700795,0.766244798,1,0,1,1,0.552743642,1,1,1,0.177556617,0.81,1,0.81,1,1,0.552743642,1,1,1,0.191152826,0.718293207,1,0,1,1,0.552743642,1,1
709,2.62E-01,1,0.277335062,0.781773225,1,0.81,1,1,0.552743642,1,1,1,0.306751629,0.805067016,1,0,1,1,0.552743642,1,1,1,0.308779087,0.81,1,0,1,1,0.552743642,1,1,1,0.306751629,0.805067016,1,0,1,1,0.552743642,1,1,1,0.308779087,0.81,1,0.81,1,1,0.552743642,1,1,1,0.285764238,0.767308612,1,0,1,1,0.552743642,1,1
710,2.62E-01,1,0.192098336,0.753384356,1,0.81,1,1,0.552743642,1,1,1,0.177292222,0.765865195,1,0,1,1,0.552743642,1,1,1,0.208159298,0.81,1,0,1,1,0.552743642,1,1,1,0.177292222,0.765865195,1,0,1,1,0.552743642,1,1,1,0.208159298,0.81,1,0.81,1,1,0.552743642,1,1,1,0.204342224,0.731541346,1,0,1,1,0.552743642,1,1
711,2.62E-01,1,0.162620538,0.767779479,1,0.81,1,1,0.552743642,1,1,1,0.160012191,0.772166602,1,0,1,1,0.552743642,1,1,1,0.167422261,0.81,1,0,1,1,0.552743642,1,1,1,0.160012191,0.772166602,1,0,1,1,0.552743642,1,1,1,0.167422261,0.81,1,0.81,1,1,0.552743642,1,1,1,0.196891824,0.75013716,1,0,1,1,0.552743642,1,1
712,2.62E-01,1,0.193652782,0.757670217,1,0.81,1,1,0.552743642,1,1,1,0.313889009,0.771141675,1,0,1,1,0.552743642,1,1,1,0.328117262,0.81,1,0,1,1,0.552743642,1,1,1,0.313889009,0.771141675,1,0,1,1,0.552743642,1,1,1,0.328117262,0.81,1,0.81,1,1,0.552743642,1,1,1,0.291394307,0.736371591,1,0,1,1,0.552743642,1,1
713,2.62E-01,1,0.033226874,0.772534728,1,0.783,1,1,0.552743642,1,1,1,0.053972104,0.770382469,1,0,1,1,0.552743642,1,1,1,0.058675488,0.81,1,0,1,1,0.552743642,1,1,1,0.053972104,0.770382469,1,0,1,1,0.552743642,1,1,1,0.058675488,0.81,1,0.81,1,1,0.552743642,1,1,1,0.051355189,0.750573703,1,0,1,1,0.552743642,1,1
714,2.62E-01,1,0,0.800324137,1,0.7425,1,1,0.552743642,1,1,1,0,0.802980008,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.802980008,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.797288928,1,0,1,1,0.552743642,1,1
715,2.62E-01,1,0,0.77877157,1,0.71685,1,1,0.552743642,1,1,1,0,0.762258968,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.762258968,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.772130874,1,0,1,1,0.552743642,1,1
716,2.62E-01,1,0,0.782782844,1,0.770175,1,1,0.552743642,1,1,1,0,0.771407397,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.771407397,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.766932156,1,0,1,1,0.552743642,1,1
717,2.62E-01,1,0,0.764420597,1,0.81,1,1,0.552743642,1,1,1,0,0.778991773,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.778991773,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.756966171,1,0,1,1,0.552743642,1,1
718,2.62E-01,1,0,0.745498379,1,0.7425,1,1,0.552743642,1,1,1,0,0.758614781,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.758614781,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.741539156,1,0,1,1,0.552743642,1,1
719,2.62E-01,1,0,0.774368644,1,0.81,1,1,0.552743642,1,1,1,0,0.790396999,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.790396999,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.772667273,1,0,1,1,0.552743642,1,1
720,2.62E-01,1,0,0.780274949,1,0.81,1,1,0.552743642,1,1,1,0,0.808597739,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.808597739,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.789870324,1,0,1,1,0.552743642,1,1
721,2.62E-01,1,0,0.781489198,1,0.768825,1,1,0.552743642,1,1,1,0,0.808646199,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.808646199,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.790592377,1,0,1,1,0.552743642,1,1
722,2.62E-01,1,0,0.786288467,1,0.756,1,1,0.552743642,1,1,1,0,0.808000066,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.808000066,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.787348613,1,0,1,1,0.552743642,1,1
723,2.62E-01,1,0,0.79846515,1,0.6075,1,1,0.552743642,1,1,1,0,0.809651742,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.809651742,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.789814012,1,0,1,1,0.552743642,1,1
724,2.62E-01,1,0,0.799830668,1,0.7425,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.792359626,1,0,1,1,0.552743642,1,1
725,2.62E-01,1,0,0.805187789,1,0.81,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.801799201,1,0,1,1,0.552743642,1,1
726,2.62E-01,1,0,0.802574006,1,0.81,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.797004511,1,0,1,1,0.552743642,1,1
727,2.62E-01,1,0,0.806961467,1,0.81,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0,1,1,0.552743642,1,1,1,0,0.81,1,0.81,1,1,0.552743642,1,1,1,0,0.804682567,1,0,1,1,0.552743642,1,1
728,2.62E-01,1,0.010665025,0.802603269,1,0.7425,1,1,0.552743642,1,1,1,0.011824061,0.81,1,0,1,1,0.552743642,1,1,1,0.012155052,0.81,1,0,1,1,0.552743642,1,1,1,0.011824061,0.81,1,0,1,1,0.552743642,1,1,1,0.012155052,0.81,1,0.81,1,1,0.552743642,1,1,1,0.0087924,0.797484264,1,0,1,1,0.552743642,1,1
729,2.62E-01,1,0.016845256,0.672406396,1,0.7425,1,1,0.552743642,1,1,1,0.018432508,0.665587609,1,0,1,1,0.552743642,1,1,1,0.022051707,0.81,1,0,1,1,0.552743642,1,1,1,0.018432508,0.665587609,1,0,1,1,0.552743642,1,1,1,0.022051707,0.81,1,0.81,1,1,0.552743642,1,1,1,0.018160386,0.636216022,1,0,1,1,0.552743642,1,1
730,2.62E-01,1,0.117966232,0.747642748,1,0.81,1,1,0.552743642,1,1,1,0.165388651,0.740013334,1,0,1,1,0.552743642,1,1,1,0.113128891,0.80272782,1,0,1,1,0.552743642,1,1,1,0.165388651,0.740013334,1,0,1,1,0.552743642,1,1,1,0.113128891,0.80272782,1,0.81,1,1,0.552743642,1,1,1,0.087768656,0.722824282,1,0,1,1,0.552743642,1,1
731,2.62E-01,1,0.483517415,0.72510532,1,0.81,1,1,0.552743642,1,1,1,0.743635666,0.691852499,1,0,1,1,0.552743642,1,1,1,0.742600004,0.7480269,1,0,1,1,0.552743642,1,1,1,0.743635666,0.691852499,1,0,1,1,0.552743642,1,1,1,0.742600004,0.7480269,1,0.81,1,1,0.552743642,1,1,1,0.660387099,0.714725144,1,0,1,1,0.552743642,1,1
732,2.62E-01,1,0.58501146,0.712795257,1,0.81,1,1,0.552743642,1,1,1,0.631605551,0.655730414,1,0,1,1,0.552743642,1,1,1,0.696270367,0.80294814,1,0,1,1,0.552743642,1,1,1,0.631605551,0.655730414,1,0,1,1,0.552743642,1,1,1,0.696270367,0.80294814,1,0.81,1,1,0.552743642,1,1,1,0.572665693,0.67132751,1,0,1,1,0.552743642,1,1
733,2.62E-01,1,0.622904992,0.776792941,1,0.81,1,1,0.552743642,1,1,1,0.8256,0.751418658,1,0,1,1,0.552743642,1,1,1,0.8256,0.77761458,1,0,1,1,0.552743642,1,1,1,0.8256,0.751418658,1,0,1,1,0.552743642,1,1,1,0.8256,0.77761458,1,0.81,1,1,0.552743642,1,1,1,0.610192371,0.769109486,1,0,1,1,0.552743642,1,1
734,2.62E-01,1,0.701788051,0.791463902,1,0.81,1,1,0.552743642,1,1,1,0.8256,0.767489116,1,0,1,1,0.552743642,1,1,1,0.8256,0.8075538,1,0,1,1,0.552743642,1,1,1,0.8256,0.767489116,1,0,1,1,0.552743642,1,1,1,0.8256,0.8075538,1,0.81,1,1,0.552743642,1,1,1,0.719048421,0.781628454,1,0,1,1,0.552743642,1,1
735,2.62E-01,1,0.600030299,0.799839683,1,0.81,1,1,0.552743642,1,1,1,0.715161881,0.784560628,1,0,1,1,0.552743642,1,1,1,0.713129291,0.81,1,0,1,1,0.552743642,1,1,1,0.715161881,0.784560628,1,0,1,1,0.552743642,1,1,1,0.713129291,0.81,1,0.81,1,1,0.552743642,1,1,1,0.551496418,0.796443418,1,0,1,1,0.552743642,1,1
736,2.62E-01,1,0.370622536,0.790125969,1,0.81,1,1,0.552743642,1,1,1,0.432337645,0.759166969,1,0,1,1,0.552743642,1,1,1,0.430227702,0.8008551,1,0,1,1,0.552743642,1,1,1,0.432337645,0.759166969,1,0,1,1,0.552743642,1,1,1,0.430227702,0.8008551,1,0.81,1,1,0.552743642,1,1,1,0.430320344,0.781861081,1,0,1,1,0.552743642,1,1
737,2.62E-01,1,0.10770712,0.786006244,1,0.81,1,1,0.552743642,1,1,1,0.119647409,0.760451652,1,0,1,1,0.552743642,1,1,1,0.118524054,0.7972749,1,0,1,1,0.552743642,1,1,1,0.119647409,0.760451652,1,0,1,1,0.552743642,1,1,1,0.118524054,0.7972749,1,0.81,1,1,0.552743642,1,1,1,0.119252935,0.774956209,1,0,1,1,0.552743642,1,1
738,2.62E-01,1,0,0.741345774,1,0.81,1,1,0.552743642,1,1,1,0,0.711431146,1,0,1,1,0.552743642,1,1,1,0,0.74127474,1,0,1,1,0.552743642,1,1,1,0,0.711431146,1,0,1,1,0.552743642,1,1,1,0,0.74127474,1,0.81,1,1,0.552743642,1,1,1,0,0.718554703,1,0,1,1,0.552743642,1,1
739,2.62E-01,1,0,0.726227379,1,0.81,1,1,0.552743642,1,1,1,0,0.682955599,1,0,1,1,0.552743642,1,1,1,0,0.6938541,1,0,1,1,0.552743642,1,1,1,0,0.682955599,1,0,1,1,0.552743642,1,1,1,0,0.6938541,1,0.81,1,1,0.552743642,1,1,1,0,0.708758283,1,0,1,1,0.552743642,1,1
740,2.62E-01,1,0,0.707210631,1,0.81,1,1,0.552743642,1,1,1,0,0.659935693,1,0,1,1,0.552743642,1,1,1,0,0.65810718,1,0,1,1,0.552743642,1,1,1,0,0.659935693,1,0,1,1,0.552743642,1,1,1,0,0.65810718,1,0.81,1,1,0.552743642,1,1,1,0,0.692351453,1,0,1,1,0.552743642,1,1
741,2.62E-01,1,0,0.701227297,1,0.81,1,1,0.552743642,1,1,1,0,0.690705482,1,0,1,1,0.552743642,1,1,1,0,0.66317292,1,0,1,1,0.552743642,1,1,1,0,0.690705482,1,0,1,1,0.552743642,1,1,1,0,0.66317292,1,0.81,1,1,0.552743642,1,1,1,0,0.682906163,1,0,1,1,0.552743642,1,1
742,2.62E-01,1,0,0.77389661,1,0.81,1,1,0.552743642,1,1,1,0,0.769376394,1,0,1,1,0.552743642,1,1,1,0,0.7576659,1,0,1,1,0.552743642,1,1,1,0,0.769376394,1,0,1,1,0.552743642,1,1,1,0,0.7576659,1,0.81,1,1,0.552743642,1,1,1,0,0.77992014,1,0,1,1,0.552743642,1,1
