Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,natural_gas_ccs_3,solar_pv_3,onshore_wind_3,battery_3,offshore_wind_3,natural_gas_3,nuclear_3,ror_hydro_3,pumped_hydro_3,fusion_3,natural_gas_ccs_4,solar_pv_4,onshore_wind_4,battery_4,offshore_wind_4,natural_gas_4,nuclear_4,ror_hydro_4,pumped_hydro_4,fusion_4,natural_gas_ccs_5,solar_pv_5,onshore_wind_5,battery_5,offshore_wind_5,natural_gas_5,nuclear_5,ror_hydro_5,pumped_hydro_5,fusion_5,natural_gas_ccs_6,solar_pv_6,onshore_wind_6,battery_6,offshore_wind_6,natural_gas_6,nuclear_6,ror_hydro_6,pumped_hydro_6,fusion_6,natural_gas_ccs_7,solar_pv_7,onshore_wind_7,battery_7,offshore_wind_7,natural_gas_7,nuclear_7,ror_hydro_7,pumped_hydro_7,fusion_7
3241,1.147068724,1,0,0.536866716,1,0.81,1,1,0.464215965,1,1,1,0,0.424333045,1,0,1,1,0.464215965,1,1,1,0,0.35093574,1,0,1,1,0.464215965,1,1,1,0,0.424333045,1,0,1,1,0.464215965,1,1,1,0,0.35093574,1,0.81,1,1,0.464215965,1,1,1,0,0.510258147,1,0,1,1,0.464215965,1,1
3242,1.147068724,1,0,0.494506745,1,0.809317485,1,1,0.464215965,1,1,1,0,0.328667935,1,0,1,1,0.464215965,1,1,1,0,0.20776662,1,0,1,1,0.464215965,1,1,1,0,0.328667935,1,0,1,1,0.464215965,1,1,1,0,0.20776662,1,0.805159052,1,1,0.464215965,1,1,1,0,0.459324902,1,0,1,1,0.464215965,1,1
3243,1.147068724,1,0,0.560585989,1,0.798267133,1,1,0.464215965,1,1,1,0,0.446653211,1,0,1,1,0.464215965,1,1,1,0,0.31194396,1,0,1,1,0.464215965,1,1,1,0,0.446653211,1,0,1,1,0.464215965,1,1,1,0,0.31194396,1,0.741122043,1,1,0.464215965,1,1,1,0,0.546799122,1,0,1,1,0.464215965,1,1
3244,1.147068724,1,0,0.542611923,1,0.758352579,1,1,0.464215965,1,1,1,0,0.442982324,1,0,1,1,0.464215965,1,1,1,0,0.2883276,1,0,1,1,0.464215965,1,1,1,0,0.442982324,1,0,1,1,0.464215965,1,1,1,0,0.2883276,1,0.803757074,1,1,0.464215965,1,1,1,0,0.525155679,1,0,1,1,0.464215965,1,1
3245,1.147068724,1,0,0.543707516,1,0.669505139,1,1,0.464215965,1,1,1,0,0.43547903,1,0,1,1,0.464215965,1,1,1,0,0.27538056,1,0,1,1,0.464215965,1,1,1,0,0.43547903,1,0,1,1,0.464215965,1,1,1,0,0.27538056,1,0.736117997,1,1,0.464215965,1,1,1,0,0.538183286,1,0,1,1,0.464215965,1,1
3246,1.147068724,1,0.038505869,0.603871915,1,0.530212509,1,1,0.464215965,1,1,1,0.039016396,0.51955774,1,0,1,1,0.464215965,1,1,1,0.039046235,0.33637032,1,0,1,1,0.464215965,1,1,1,0.039016396,0.51955774,1,0,1,1,0.464215965,1,1,1,0.039046235,0.33637032,1,0.661387361,1,1,0.464215965,1,1,1,0.038020335,0.599857862,1,0,1,1,0.464215965,1,1
3247,1.147068724,1,0.069791246,0.629689391,1,0.448147733,1,1,0.464215965,1,1,1,0.066146287,0.586132268,1,0,1,1,0.464215965,1,1,1,0.06673309,0.5260464,1,0,1,1,0.464215965,1,1,1,0.066146287,0.586132268,1,0,1,1,0.464215965,1,1,1,0.06673309,0.5260464,1,0.474025525,1,1,0.464215965,1,1,1,0.065459675,0.619446247,1,0,1,1,0.464215965,1,1
3248,1.147068724,1,0.19628543,0.539025303,1,0.500468648,1,1,0.464215965,1,1,1,0.17995231,0.483375766,1,0,1,1,0.464215965,1,1,1,0.180766026,0.30822768,1,0,1,1,0.464215965,1,1,1,0.17995231,0.483375766,1,0,1,1,0.464215965,1,1,1,0.180766026,0.30822768,1,0.402827666,1,1,0.464215965,1,1,1,0.206156397,0.536232986,1,0,1,1,0.464215965,1,1
3249,1.147068724,1,0.368819675,0.383365673,1,0.535262059,1,1,0.464215965,1,1,1,0.382737756,0.258364729,1,0,1,1,0.464215965,1,1,1,0.389204443,0.0960417,1,0,1,1,0.464215965,1,1,1,0.382737756,0.258364729,1,0,1,1,0.464215965,1,1,1,0.389204443,0.0960417,1,0.43207539,1,1,0.464215965,1,1,1,0.379202686,0.332018184,1,0,1,1,0.464215965,1,1
3250,1.147068724,1,0.572661998,0.405610842,1,0.628278876,1,1,0.464215965,1,1,1,0.602740392,0.304304579,1,0,1,1,0.464215965,1,1,1,0.603581111,0.1771956,1,0,1,1,0.464215965,1,1,1,0.602740392,0.304304579,1,0,1,1,0.464215965,1,1,1,0.603581111,0.1771956,1,0.536653284,1,1,0.464215965,1,1,1,0.589572581,0.371613099,1,0,1,1,0.464215965,1,1
3251,1.147068724,1,0.759252823,0.480483047,1,0.754085201,1,1,0.464215965,1,1,1,0.73830654,0.382480335,1,0,1,1,0.464215965,1,1,1,0.75908462,0.24480306,1,0,1,1,0.464215965,1,1,1,0.73830654,0.382480335,1,0,1,1,0.464215965,1,1,1,0.75908462,0.24480306,1,0.798247901,1,1,0.464215965,1,1,1,0.752804078,0.461338847,1,0,1,1,0.464215965,1,1
3252,1.147068724,1,0.80627226,0.518461117,1,0.789137016,1,1,0.464215965,1,1,1,0.785171123,0.418429542,1,0,1,1,0.464215965,1,1,1,0.744742245,0.34962354,1,0,1,1,0.464215965,1,1,1,0.785171123,0.418429542,1,0,1,1,0.464215965,1,1,1,0.744742245,0.34962354,1,0.779343658,1,1,0.464215965,1,1,1,0.805385561,0.489567573,1,0,1,1,0.464215965,1,1
3253,1.147068724,1,0.8256,0.624131474,1,0.801723309,1,1,0.464215965,1,1,1,0.8256,0.568567858,1,0,1,1,0.464215965,1,1,1,0.8256,0.48449664,1,0,1,1,0.464215965,1,1,1,0.8256,0.568567858,1,0,1,1,0.464215965,1,1,1,0.8256,0.48449664,1,0.80267377,1,1,0.464215965,1,1,1,0.8256,0.603879651,1,0,1,1,0.464215965,1,1
3254,1.147068724,1,0.820151756,0.656533337,1,0.784472625,1,1,0.464215965,1,1,1,0.8256,0.595292962,1,0,1,1,0.464215965,1,1,1,0.8256,0.56762856,1,0,1,1,0.464215965,1,1,1,0.8256,0.595292962,1,0,1,1,0.464215965,1,1,1,0.8256,0.56762856,1,0.81,1,1,0.464215965,1,1,1,0.824442146,0.643062528,1,0,1,1,0.464215965,1,1
3255,1.147068724,1,0.625591768,0.703572113,1,0.781354509,1,1,0.464215965,1,1,1,0.64382194,0.690026479,1,0,1,1,0.464215965,1,1,1,0.643935765,0.71218926,1,0,1,1,0.464215965,1,1,1,0.64382194,0.690026479,1,0,1,1,0.464215965,1,1,1,0.643935765,0.71218926,1,0.81,1,1,0.464215965,1,1,1,0.642011655,0.687236584,1,0,1,1,0.464215965,1,1
3256,1.147068724,1,0.422611816,0.690367047,1,0.783019688,1,1,0.464215965,1,1,1,0.417325507,0.676304727,1,0,1,1,0.464215965,1,1,1,0.416672202,0.71256996,1,0,1,1,0.464215965,1,1,1,0.417325507,0.676304727,1,0,1,1,0.464215965,1,1,1,0.416672202,0.71256996,1,0.81,1,1,0.464215965,1,1,1,0.416566965,0.688476594,1,0,1,1,0.464215965,1,1
3257,1.147068724,1,0.203677127,0.612369279,1,0.799371,1,1,0.464215965,1,1,1,0.183439626,0.572286387,1,0,1,1,0.464215965,1,1,1,0.159535077,0.71020962,1,0,1,1,0.464215965,1,1,1,0.183439626,0.572286387,1,0,1,1,0.464215965,1,1,1,0.159535077,0.71020962,1,0.81,1,1,0.464215965,1,1,1,0.194394863,0.569170984,1,0,1,1,0.464215965,1,1
3258,1.147068724,1,0.069236741,0.546348688,1,0.7976322,1,1,0.464215965,1,1,1,0.067051891,0.529456859,1,0,1,1,0.464215965,1,1,1,0.06677899,0.65820276,1,0,1,1,0.464215965,1,1,1,0.067051891,0.529456859,1,0,1,1,0.464215965,1,1,1,0.06677899,0.65820276,1,0.81,1,1,0.464215965,1,1,1,0.067098733,0.489082884,1,0,1,1,0.464215965,1,1
3259,1.147068724,1,0.017211342,0.438382785,1,0.8019828,1,1,0.464215965,1,1,1,0.0164728,0.424341749,1,0,1,1,0.464215965,1,1,1,0.016519972,0.55183032,1,0,1,1,0.464215965,1,1,1,0.0164728,0.424341749,1,0,1,1,0.464215965,1,1,1,0.016519972,0.55183032,1,0.81,1,1,0.464215965,1,1,1,0.016631465,0.357250497,1,0,1,1,0.464215965,1,1
3260,1.147068724,1,0,0.475828808,1,0.81,1,1,0.464215965,1,1,1,0,0.488304419,1,0,1,1,0.464215965,1,1,1,0,0.7512588,1,0,1,1,0.464215965,1,1,1,0,0.488304419,1,0,1,1,0.464215965,1,1,1,0,0.7512588,1,0.81,1,1,0.464215965,1,1,1,0,0.375664664,1,0,1,1,0.464215965,1,1
3261,1.147068724,1,0,0.42998733,1,0.81,1,1,0.464215965,1,1,1,0,0.406181029,1,0,1,1,0.464215965,1,1,1,0,0.56464776,1,0,1,1,0.464215965,1,1,1,0,0.406181029,1,0,1,1,0.464215965,1,1,1,0,0.56464776,1,0.81,1,1,0.464215965,1,1,1,0,0.330904418,1,0,1,1,0.464215965,1,1
3262,1.147068724,1,0,0.498835902,1,0.81,1,1,0.464215965,1,1,1,0,0.425179038,1,0,1,1,0.464215965,1,1,1,0,0.43784874,1,0,1,1,0.464215965,1,1,1,0,0.425179038,1,0,1,1,0.464215965,1,1,1,0,0.43784874,1,0.81,1,1,0.464215965,1,1,1,0,0.444418604,1,0,1,1,0.464215965,1,1
3263,1.147068724,1,0,0.533885424,1,0.81,1,1,0.464215965,1,1,1,0,0.515680319,1,0,1,1,0.464215965,1,1,1,0,0.5372244,1,0,1,1,0.464215965,1,1,1,0,0.515680319,1,0,1,1,0.464215965,1,1,1,0,0.5372244,1,0.81,1,1,0.464215965,1,1,1,0,0.49786382,1,0,1,1,0.464215965,1,1
3264,1.147068724,1,0,0.573122353,1,0.81,1,1,0.464215965,1,1,1,0,0.557633894,1,0,1,1,0.464215965,1,1,1,0,0.49473342,1,0,1,1,0.464215965,1,1,1,0,0.557633894,1,0,1,1,0.464215965,1,1,1,0,0.49473342,1,0.81,1,1,0.464215965,1,1,1,0,0.557014898,1,0,1,1,0.464215965,1,1
3265,1.147068724,1,0,0.588094381,1,0.803825407,1,1,0.464215965,1,1,1,0,0.584952545,1,0,1,1,0.464215965,1,1,1,0,0.55033992,1,0,1,1,0.464215965,1,1,1,0,0.584952545,1,0,1,1,0.464215965,1,1,1,0,0.55033992,1,0.797215651,1,1,0.464215965,1,1,1,0,0.583008892,1,0,1,1,0.464215965,1,1
3266,1.147068724,1,0,0.51828796,1,0.783534961,1,1,0.464215965,1,1,1,0,0.504260602,1,0,1,1,0.464215965,1,1,1,0,0.35382258,1,0,1,1,0.464215965,1,1,1,0,0.504260602,1,0,1,1,0.464215965,1,1,1,0,0.35382258,1,0.723596654,1,1,0.464215965,1,1,1,0,0.50753676,1,0,1,1,0.464215965,1,1
3267,1.147068724,1,0,0.476554409,1,0.794783712,1,1,0.464215965,1,1,1,0,0.492837382,1,0,1,1,0.464215965,1,1,1,0,0.45335376,1,0,1,1,0.464215965,1,1,1,0,0.492837382,1,0,1,1,0.464215965,1,1,1,0,0.45335376,1,0.765798799,1,1,0.464215965,1,1,1,0,0.474366134,1,0,1,1,0.464215965,1,1
3268,1.147068724,1,0,0.512310723,1,0.800765342,1,1,0.464215965,1,1,1,0,0.521863889,1,0,1,1,0.464215965,1,1,1,0,0.44645418,1,0,1,1,0.464215965,1,1,1,0,0.521863889,1,0,1,1,0.464215965,1,1,1,0,0.44645418,1,0.772370145,1,1,0.464215965,1,1,1,0,0.521082632,1,0,1,1,0.464215965,1,1
3269,1.147068724,1,0,0.493224003,1,0.768501181,1,1,0.464215965,1,1,1,0,0.528775672,1,0,1,1,0.464215965,1,1,1,0,0.51304428,1,0,1,1,0.464215965,1,1,1,0,0.528775672,1,0,1,1,0.464215965,1,1,1,0,0.51304428,1,0.661527493,1,1,0.464215965,1,1,1,0,0.479357216,1,0,1,1,0.464215965,1,1
3270,1.147068724,1,0.032285012,0.51789143,1,0.712382776,1,1,0.464215965,1,1,1,0.031634709,0.590188309,1,0,1,1,0.464215965,1,1,1,0.031848192,0.6095655,1,0,1,1,0.464215965,1,1,1,0.031634709,0.590188309,1,0,1,1,0.464215965,1,1,1,0.031848192,0.6095655,1,0.655125917,1,1,0.464215965,1,1,1,0.032289332,0.509996499,1,0,1,1,0.464215965,1,1
3271,1.147068724,1,0.066828137,0.497059348,1,0.677470725,1,1,0.464215965,1,1,1,0.068962469,0.541356612,1,0,1,1,0.464215965,1,1,1,0.07879818,0.51636042,1,0,1,1,0.464215965,1,1,1,0.068962469,0.541356612,1,0,1,1,0.464215965,1,1,1,0.07879818,0.51636042,1,0.613544939,1,1,0.464215965,1,1,1,0.064535519,0.47700001,1,0,1,1,0.464215965,1,1
3272,1.147068724,1,0.192292866,0.377203343,1,0.598399871,1,1,0.464215965,1,1,1,0.182481542,0.379028617,1,0,1,1,0.464215965,1,1,1,0.187953716,0.38567826,1,0,1,1,0.464215965,1,1,1,0.182481542,0.379028617,1,0,1,1,0.464215965,1,1,1,0.187953716,0.38567826,1,0.500279894,1,1,0.464215965,1,1,1,0.188787583,0.371647698,1,0,1,1,0.464215965,1,1
3273,1.147068724,1,0.381906226,0.408491476,1,0.593976905,1,1,0.464215965,1,1,1,0.387537413,0.374181659,1,0,1,1,0.464215965,1,1,1,0.385775124,0.31694976,1,0,1,1,0.464215965,1,1,1,0.387537413,0.374181659,1,0,1,1,0.464215965,1,1,1,0.385775124,0.31694976,1,0.528508889,1,1,0.464215965,1,1,1,0.383618832,0.410372705,1,0,1,1,0.464215965,1,1
3274,1.147068724,1,0.592171544,0.324063243,1,0.55950302,1,1,0.464215965,1,1,1,0.59213833,0.296416062,1,0,1,1,0.464215965,1,1,1,0.595678148,0.2525094,1,0,1,1,0.464215965,1,1,1,0.59213833,0.296416062,1,0,1,1,0.464215965,1,1,1,0.595678148,0.2525094,1,0.281624494,1,1,0.464215965,1,1,1,0.592477391,0.331126472,1,0,1,1,0.464215965,1,1
3275,1.147068724,1,0.702031593,0.307888307,1,0.464421901,1,1,0.464215965,1,1,1,0.705300392,0.301553041,1,0,1,1,0.464215965,1,1,1,0.717649874,0.282933,1,0,1,1,0.464215965,1,1,1,0.705300392,0.301553041,1,0,1,1,0.464215965,1,1,1,0.717649874,0.282933,1,0.171418138,1,1,0.464215965,1,1,1,0.654133706,0.314788317,1,0,1,1,0.464215965,1,1
3276,1.147068724,1,0.75381294,0.346175956,1,0.308517005,1,1,0.464215965,1,1,1,0.792034749,0.388165534,1,0,1,1,0.464215965,1,1,1,0.758469499,0.38473704,1,0,1,1,0.464215965,1,1,1,0.792034749,0.388165534,1,0,1,1,0.464215965,1,1,1,0.758469499,0.38473704,1,0.12403608,1,1,0.464215965,1,1,1,0.718221872,0.329241025,1,0,1,1,0.464215965,1,1
3277,1.147068724,1,0.820921033,0.360847394,1,0.185799591,1,1,0.464215965,1,1,1,0.8256,0.381026501,1,0,1,1,0.464215965,1,1,1,0.8256,0.34713036,1,0,1,1,0.464215965,1,1,1,0.8256,0.381026501,1,0,1,1,0.464215965,1,1,1,0.8256,0.34713036,1,0.115473959,1,1,0.464215965,1,1,1,0.8256,0.356880199,1,0,1,1,0.464215965,1,1
3278,1.147068724,1,0.796244862,0.353190148,1,0.11135904,1,1,0.464215965,1,1,1,0.8256,0.325145738,1,0,1,1,0.464215965,1,1,1,0.8256,0.27058536,1,0,1,1,0.464215965,1,1,1,0.8256,0.325145738,1,0,1,1,0.464215965,1,1,1,0.8256,0.27058536,1,0.158049943,1,1,0.464215965,1,1,1,0.8256,0.343986629,1,0,1,1,0.464215965,1,1
3279,1.147068724,1,0.642870485,0.287759851,1,0.068358669,1,1,0.464215965,1,1,1,0.654794836,0.224550356,1,0,1,1,0.464215965,1,1,1,0.654850031,0.11545092,1,0,1,1,0.464215965,1,1,1,0.654794836,0.224550356,1,0,1,1,0.464215965,1,1,1,0.654850031,0.11545092,1,0.225686558,1,1,0.464215965,1,1,1,0.653284812,0.272165456,1,0,1,1,0.464215965,1,1
3280,1.147068724,1,0.427315977,0.275837237,1,0.046443694,1,1,0.464215965,1,1,1,0.426199475,0.233610009,1,0,1,1,0.464215965,1,1,1,0.425421788,0.12166362,1,0,1,1,0.464215965,1,1,1,0.426199475,0.233610009,1,0,1,1,0.464215965,1,1,1,0.425421788,0.12166362,1,0.387198171,1,1,0.464215965,1,1,1,0.424621219,0.247540485,1,0,1,1,0.464215965,1,1
3281,1.147068724,1,0.214450394,0.26558251,1,0.053651442,1,1,0.464215965,1,1,1,0.21171264,0.229656852,1,0,1,1,0.464215965,1,1,1,0.211240451,0.22444452,1,0,1,1,0.464215965,1,1,1,0.21171264,0.229656852,1,0,1,1,0.464215965,1,1,1,0.211240451,0.22444452,1,0.453317142,1,1,0.464215965,1,1,1,0.210000878,0.223317314,1,0,1,1,0.464215965,1,1
3282,1.147068724,1,0.074005253,0.252062054,1,0.069147271,1,1,0.464215965,1,1,1,0.070438592,0.226829324,1,0,1,1,0.464215965,1,1,1,0.070185296,0.1901556,1,0,1,1,0.464215965,1,1,1,0.070438592,0.226829324,1,0,1,1,0.464215965,1,1,1,0.070185296,0.1901556,1,0.482194115,1,1,0.464215965,1,1,1,0.070711401,0.206413459,1,0,1,1,0.464215965,1,1
3283,1.147068724,1,0.020320885,0.215503854,1,0.103314067,1,1,0.464215965,1,1,1,0.019788656,0.223215531,1,0,1,1,0.464215965,1,1,1,0.019597012,0.25112916,1,0,1,1,0.464215965,1,1,1,0.019788656,0.223215531,1,0,1,1,0.464215965,1,1,1,0.019597012,0.25112916,1,0.554268261,1,1,0.464215965,1,1,1,0.019743964,0.194268443,1,0,1,1,0.464215965,1,1
3284,1.147068724,1,0,0.20611866,1,0.1087967,1,1,0.464215965,1,1,1,0,0.214328864,1,0,1,1,0.464215965,1,1,1,0,0.21259746,1,0,1,1,0.464215965,1,1,1,0,0.214328864,1,0,1,1,0.464215965,1,1,1,0,0.21259746,1,0.472347754,1,1,0.464215965,1,1,1,0,0.203161284,1,0,1,1,0.464215965,1,1
3285,1.147068724,1,0,0.123224859,1,0.125501258,1,1,0.464215965,1,1,1,0,0.10860754,1,0,1,1,0.464215965,1,1,1,0,0.1351404,1,0,1,1,0.464215965,1,1,1,0,0.10860754,1,0,1,1,0.464215965,1,1,1,0,0.1351404,1,0.545947021,1,1,0.464215965,1,1,1,0,0.105068949,1,0,1,1,0.464215965,1,1
3286,1.147068724,1,0,0.151738417,1,0.171216686,1,1,0.464215965,1,1,1,0,0.146538944,1,0,1,1,0.464215965,1,1,1,0,0.20926188,1,0,1,1,0.464215965,1,1,1,0,0.146538944,1,0,1,1,0.464215965,1,1,1,0,0.20926188,1,0.361182438,1,1,0.464215965,1,1,1,0,0.137949114,1,0,1,1,0.464215965,1,1
3287,1.147068724,1,0,0.160573978,1,0.197161257,1,1,0.464215965,1,1,1,0,0.134652485,1,0,1,1,0.464215965,1,1,1,0,0.21593304,1,0,1,1,0.464215965,1,1,1,0,0.134652485,1,0,1,1,0.464215965,1,1,1,0,0.21593304,1,0.340719071,1,1,0.464215965,1,1,1,0,0.141044446,1,0,1,1,0.464215965,1,1
3288,1.147068724,1,0,0.320531663,1,0.23865309,1,1,0.464215965,1,1,1,0,0.33602689,1,0,1,1,0.464215965,1,1,1,0,0.41404932,1,0,1,1,0.464215965,1,1,1,0,0.33602689,1,0,1,1,0.464215965,1,1,1,0,0.41404932,1,0.374851181,1,1,0.464215965,1,1,1,0,0.343801006,1,0,1,1,0.464215965,1,1
3289,1.147068724,1,0,0.28725841,1,0.216139103,1,1,0.464215965,1,1,1,0,0.228502182,1,0,1,1,0.464215965,1,1,1,0,0.1886004,1,0,1,1,0.464215965,1,1,1,0,0.228502182,1,0,1,1,0.464215965,1,1,1,0,0.1886004,1,0.418256647,1,1,0.464215965,1,1,1,0,0.287683499,1,0,1,1,0.464215965,1,1
3290,1.147068724,1,0,0.34680948,1,0.199183657,1,1,0.464215965,1,1,1,0,0.302186254,1,0,1,1,0.464215965,1,1,1,0,0.1756404,1,0,1,1,0.464215965,1,1,1,0,0.302186254,1,0,1,1,0.464215965,1,1,1,0,0.1756404,1,0.412405202,1,1,0.464215965,1,1,1,0,0.380334451,1,0,1,1,0.464215965,1,1
3291,1.147068724,1,0,0.285383889,1,0.181798921,1,1,0.464215965,1,1,1,0,0.256745407,1,0,1,1,0.464215965,1,1,1,0,0.25751844,1,0,1,1,0.464215965,1,1,1,0,0.256745407,1,0,1,1,0.464215965,1,1,1,0,0.25751844,1,0.486163697,1,1,0.464215965,1,1,1,0,0.281999043,1,0,1,1,0.464215965,1,1
3292,1.147068724,1,0,0.198159787,1,0.148650898,1,1,0.464215965,1,1,1,0,0.17937435,1,0,1,1,0.464215965,1,1,1,0,0.17750664,1,0,1,1,0.464215965,1,1,1,0,0.17937435,1,0,1,1,0.464215965,1,1,1,0,0.17750664,1,0.355952449,1,1,0.464215965,1,1,1,0,0.206204259,1,0,1,1,0.464215965,1,1
3293,1.147068724,1,0.000469418,0.169032775,1,0.152555558,1,1,0.464215965,1,1,1,0.000793085,0.187518423,1,0,1,1,0.464215965,1,1,1,0.00158617,0.23100066,1,0,1,1,0.464215965,1,1,1,0.000793085,0.187518423,1,0,1,1,0.464215965,1,1,1,0.00158617,0.23100066,1,0.336621937,1,1,0.464215965,1,1,1,0.000396543,0.184535313,1,0,1,1,0.464215965,1,1
3294,1.147068724,1,0.043118259,0.133409011,1,0.184700747,1,1,0.464215965,1,1,1,0.038590704,0.159187257,1,0,1,1,0.464215965,1,1,1,0.038813163,0.29983608,1,0,1,1,0.464215965,1,1,1,0.038590704,0.159187257,1,0,1,1,0.464215965,1,1,1,0.038813163,0.29983608,1,0.298858751,1,1,0.464215965,1,1,1,0.039701683,0.115486139,1,0,1,1,0.464215965,1,1
3295,1.147068724,1,0.075056314,0.144614472,1,0.174959143,1,1,0.464215965,1,1,1,0.068468338,0.134301163,1,0,1,1,0.464215965,1,1,1,0.069120741,0.23836194,1,0,1,1,0.464215965,1,1,1,0.068468338,0.134301163,1,0,1,1,0.464215965,1,1,1,0.069120741,0.23836194,1,0.244406383,1,1,0.464215965,1,1,1,0.069567493,0.133736315,1,0,1,1,0.464215965,1,1
3296,1.147068724,1,0.182240585,0.158308648,1,0.154387469,1,1,0.464215965,1,1,1,0.181041985,0.178613034,1,0,1,1,0.464215965,1,1,1,0.181497832,0.18725256,1,0,1,1,0.464215965,1,1,1,0.181041985,0.178613034,1,0,1,1,0.464215965,1,1,1,0.181497832,0.18725256,1,0.226915837,1,1,0.464215965,1,1,1,0.180301914,0.156368773,1,0,1,1,0.464215965,1,1
3297,1.147068724,1,0.375273249,0.077820726,1,0.148886235,1,1,0.464215965,1,1,1,0.375726791,0.101120141,1,0,1,1,0.464215965,1,1,1,0.376968953,0.19782792,1,0,1,1,0.464215965,1,1,1,0.375726791,0.101120141,1,0,1,1,0.464215965,1,1,1,0.376968953,0.19782792,1,0.14729093,1,1,0.464215965,1,1,1,0.375048611,0.066584849,1,0,1,1,0.464215965,1,1
3298,1.147068724,1,0.584730808,0.021302192,1,0.126364728,1,1,0.464215965,1,1,1,0.597813975,0.031836366,1,0,1,1,0.464215965,1,1,1,0.59902756,0.0595269,1,0,1,1,0.464215965,1,1,1,0.597813975,0.031836366,1,0,1,1,0.464215965,1,1,1,0.59902756,0.0595269,1,0.134767307,1,1,0.464215965,1,1,1,0.588145846,0.015918183,1,0,1,1,0.464215965,1,1
3299,1.147068724,1,0.698246925,0.004291335,1,0.126649532,1,1,0.464215965,1,1,1,0.791004261,0.002072916,1,0,1,1,0.464215965,1,1,1,0.792250852,0,1,0,1,1,0.464215965,1,1,1,0.791004261,0.002072916,1,0,1,1,0.464215965,1,1,1,0.792250852,0,1,0.152030611,1,1,0.464215965,1,1,1,0.725671136,0.005934589,1,0,1,1,0.464215965,1,1
3300,1.147068724,1,0.682090223,0.018483878,1,0.143271128,1,1,0.464215965,1,1,1,0.664278657,0.008213113,1,0,1,1,0.464215965,1,1,1,0.650064497,0.0069498,1,0,1,1,0.464215965,1,1,1,0.664278657,0.008213113,1,0,1,1,0.464215965,1,1,1,0.650064497,0.0069498,1,0.15794411,1,1,0.464215965,1,1,1,0.67016791,0.020648241,1,0,1,1,0.464215965,1,1
3301,1.147068724,1,0.650338651,0.062828898,1,0.186553744,1,1,0.464215965,1,1,1,0.549039586,0.073850433,1,0,1,1,0.464215965,1,1,1,0.523980092,0.1126791,1,0,1,1,0.464215965,1,1,1,0.549039586,0.073850433,1,0,1,1,0.464215965,1,1,1,0.523980092,0.1126791,1,0.224251096,1,1,0.464215965,1,1,1,0.582990612,0.059831306,1,0,1,1,0.464215965,1,1
3302,1.147068724,1,0.614290381,0.087507941,1,0.253236157,1,1,0.464215965,1,1,1,0.492471072,0.118956188,1,0,1,1,0.464215965,1,1,1,0.573573738,0.17885448,1,0,1,1,0.464215965,1,1,1,0.492471072,0.118956188,1,0,1,1,0.464215965,1,1,1,0.573573738,0.17885448,1,0.194663049,1,1,0.464215965,1,1,1,0.574705979,0.090423652,1,0,1,1,0.464215965,1,1
3303,1.147068724,1,0.517257498,0.138827904,1,0.294484106,1,1,0.464215965,1,1,1,0.499253062,0.151669963,1,0,1,1,0.464215965,1,1,1,0.546021557,0.16807176,1,0,1,1,0.464215965,1,1,1,0.499253062,0.151669963,1,0,1,1,0.464215965,1,1,1,0.546021557,0.16807176,1,0.260292234,1,1,0.464215965,1,1,1,0.497155785,0.158082134,1,0,1,1,0.464215965,1,1
3304,1.147068724,1,0.383545083,0.203427814,1,0.326131331,1,1,0.464215965,1,1,1,0.419548601,0.217456613,1,0,1,1,0.464215965,1,1,1,0.419241187,0.23422122,1,0,1,1,0.464215965,1,1,1,0.419548601,0.217456613,1,0,1,1,0.464215965,1,1,1,0.419241187,0.23422122,1,0.283673351,1,1,0.464215965,1,1,1,0.381570096,0.223467719,1,0,1,1,0.464215965,1,1
3305,1.147068724,1,0.217417772,0.230041064,1,0.351387621,1,1,0.464215965,1,1,1,0.213558418,0.245700816,1,0,1,1,0.464215965,1,1,1,0.213238709,0.25561494,1,0,1,1,0.464215965,1,1,1,0.213558418,0.245700816,1,0,1,1,0.464215965,1,1,1,0.213238709,0.25561494,1,0.336355808,1,1,0.464215965,1,1,1,0.212109109,0.255378907,1,0,1,1,0.464215965,1,1
3306,1.147068724,1,0.0873374,0.281217897,1,0.333802408,1,1,0.464215965,1,1,1,0.080194557,0.315128396,1,0,1,1,0.464215965,1,1,1,0.080178736,0.34332498,1,0,1,1,0.464215965,1,1,1,0.080194557,0.315128396,1,0,1,1,0.464215965,1,1,1,0.080178736,0.34332498,1,0.327308044,1,1,0.464215965,1,1,1,0.084829086,0.306468925,1,0,1,1,0.464215965,1,1
3307,1.147068724,1,0.023548697,0.288369508,1,0.323818397,1,1,0.464215965,1,1,1,0.023784869,0.319240652,1,0,1,1,0.464215965,1,1,1,0.023596229,0.34306254,1,0,1,1,0.464215965,1,1,1,0.023784869,0.319240652,1,0,1,1,0.464215965,1,1,1,0.023596229,0.34306254,1,0.429884141,1,1,0.464215965,1,1,1,0.023432926,0.301113913,1,0,1,1,0.464215965,1,1
