Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
50000,1,1,1,1,8760,8760,1,23198.562,15978.82305
,,,,,,,2,23090.427,14308.13927
,,,,,,,3,22618.549,13663.44119
,,,,,,,4,22491.546,13094.52206
,,,,,,,5,22617.659,12787.91589
,,,,,,,6,22909.846,13365.46328
,,,,,,,7,23433.967,14058.72485
,,,,,,,8,24304.298,15090.52725
,,,,,,,9,24539.436,15571.05397
,,,,,,,10,25193.319,17023.41553
,,,,,,,11,25770.84,18144.53537
,,,,,,,12,25612.42,19703.66415
,,,,,,,13,25449.817,21001.09815
,,,,,,,14,25215.124,20684.28074
,,,,,,,15,24869.181,20659.51166
,,,,,,,16,24991.823,20640.51701
,,,,,,,17,25703.111,21377.06998
,,,,,,,18,26172.408,21833.75122
,,,,,,,19,25947.416,25562.52587
,,,,,,,20,25326.107,25467.84932
,,,,,,,21,25089.634,24274.09835
,,,,,,,22,24566.403,23015.66364
,,,,,,,23,23547.264,21331.09671
,,,,,,,24,23010.594,18865.22234
,,,,,,,25,22465.113,15457.14436
,,,,,,,26,22235.582,14468.75303
,,,,,,,27,22050.017,13870.79404
,,,,,,,28,22152.901,13855.86367
,,,,,,,29,22425.508,13858.0517
,,,,,,,30,22708.617,14864.45304
,,,,,,,31,23209.331,16207.6145
,,,,,,,32,23297.708,18700.98538
,,,,,,,33,23464.761,19907.58489
,,,,,,,34,24232.92,21042.67264
,,,,,,,35,24935.041,21840.56897
,,,,,,,36,25062.044,23176.43527
,,,,,,,37,24655.314,24169.56343
,,,,,,,38,24450.703,23681.65041
,,,,,,,39,24564.712,23512.08132
,,,,,,,40,25114.999,24980.69238
,,,,,,,41,27027.253,27203.11756
,,,,,,,42,28005.007,30220.06881
,,,,,,,43,28069.265,29488.17652
,,,,,,,44,27575.315,25370.99929
,,,,,,,45,27080.119,23897.34486
,,,,,,,46,26314.541,22320.28981
,,,,,,,47,25698.75,20436.99311
,,,,,,,48,24801.096,18532.5061
,,,,,,,49,24733.901,17160.90717
,,,,,,,50,24553.676,15877.69205
,,,,,,,51,24681.213,15313.55894
,,,,,,,52,24996.273,15158.74945
,,,,,,,53,25679.526,15139.03869
,,,,,,,54,26917.783,16300.41082
,,,,,,,55,28338.757,19978.05647
,,,,,,,56,29412.72,25514.51972
,,,,,,,57,30006.617,26492.75982
,,,,,,,58,30227.604,26105.79456
,,,,,,,59,29713.896,25323.43454
,,,,,,,60,30411.033,25927.41979
,,,,,,,61,29949.568,26446.72759
,,,,,,,62,29670.553,26125.47558
,,,,,,,63,30045.688,26348.61584
,,,,,,,64,31174.475,27772.37274
,,,,,,,65,33206.701,30403.34429
,,,,,,,66,33959.552,33753.73765
,,,,,,,67,33420.123,34263.92119
,,,,,,,68,33327.385,31249.34127
,,,,,,,69,32668.073,30135.58614
,,,,,,,70,32129.445,23502.82229
,,,,,,,71,31511.429,20767.99905
,,,,,,,72,29114.57,18987.23084
,,,,,,,73,29226.71,17469.67945
,,,,,,,74,29469.235,16485.91866
,,,,,,,75,29809.571,16111.19109
,,,,,,,76,29449.477,16132.13709
,,,,,,,77,29951.882,16442.15934
,,,,,,,78,30980.722,17834.80875
,,,,,,,79,32531.903,22371.54013
,,,,,,,80,33593.05,28808.11487
,,,,,,,81,33803.357,30264.5511
,,,,,,,82,33463.555,29660.40207
,,,,,,,83,32927.597,28420.98151
,,,,,,,84,32994.258,28793.8303
,,,,,,,85,32917.451,29330.70518
,,,,,,,86,33048.459,28718.17857
,,,,,,,87,33020.424,28813.14779
,,,,,,,88,32965.333,30576.52057
,,,,,,,89,33250.044,33549.2754
,,,,,,,90,34016.245,36839.2207
,,,,,,,91,33521.494,36787.75565
,,,,,,,92,32839.665,33302.53797
,,,,,,,93,31718.71,31752.77983
,,,,,,,94,31166.109,24325.56998
,,,,,,,95,29721.105,21191.33782
,,,,,,,96,28145.36,19332.80661
,,,,,,,97,27486.493,17315.81118
,,,,,,,98,27015.95,16268.45161
,,,,,,,99,27040.959,15785.46866
,,,,,,,100,26312.316,15731.03953
,,,,,,,101,26279.831,15737.22736
,,,,,,,102,27610.114,16941.2329
,,,,,,,103,29425.358,21146.92277
,,,,,,,104,30444.052,27209.20345
,,,,,,,105,30220.039,28455.68891
,,,,,,,106,29018.895,28062.27787
