Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2
1,0.262,1,1,0.0,0.0,0.0,0.7987,0.9094,0.9094,1,0.552743642,1,1
2,0.262,1,1,0.0,0.0,0.0,0.7251,0.4494,0.4494,1,0.552743642,1,1
3,0.262,1,1,0.0,0.0,0.0,0.6713,0.8884,0.8884,1,0.552743642,1,1
4,0.262,1,1,0.0,0.0,0.0,0.8071,0.8429,0.8429,1,0.552743642,1,1
5,0.262,1,1,0.0,0.0,0.0,0.3759,0.7745,0.7745,1,0.552743642,1,1
6,0.262,1,1,0.0,0.0,0.0,0.7252,0.4068,0.4068,1,0.552743642,1,1
7,0.262,1,1,0.0,0.0,0.0,0.1905,0.7913,0.7913,1,0.552743642,1,1
8,0.262,1,1,0.006412,0.0036745690763880005,0.003378630923612,0.5906,0.8925,0.8925,1,0.552743642,1,1
9,0.262,1,1,0.057696,0.033064244764704,0.030401355235295996,0.7944,0.8776,0.8776,1,0.552743642,1,1
10,0.262,1,1,0.068482,0.039245452197318,0.036084747802682,0.4995,0.265,0.265,1,0.552743642,1,1
11,0.262,1,1,0.111986,0.06417658961141401,0.059008010388585996,0.0945,0.633,0.633,1,0.552743642,1,1
12,0.262,1,1,0.090083,0.051624486292617,0.047466813707382996,0.1713,0.3865,0.3865,1,0.552743642,1,1
13,0.262,1,1,0.058304,0.033412675519296005,0.030721724480703996,0.5211,0.3307,0.3307,1,0.552743642,1,1
14,0.262,1,1,0.05874,0.03366253704726,0.030951462952739997,0.8149,0.9096,0.9096,1,0.552743642,1,1
15,0.262,1,1,0.035149,0.020143079922951,0.018520820077049,0.4395,0.3663,0.3663,1,0.552743642,1,1
16,0.262,1,1,0.015178,0.008698161173022,0.007997638826978,0.3876,0.5504,0.5504,1,0.552743642,1,1
17,0.262,1,1,0.000201,0.00011518845669900001,0.000105911543301,0.3709,0.2398,0.2398,1,0.552743642,1,1
18,0.262,1,1,0.0,0.0,0.0,0.4226,0.798,0.798,1,0.552743642,1,1
19,0.262,1,1,0.0,0.0,0.0,0.3825,0.3127,0.3127,1,0.552743642,1,1
20,0.262,1,1,0.0,0.0,0.0,0.1773,0.2273,0.2273,1,0.552743642,1,1
21,0.262,1,1,0.0,0.0,0.0,0.3142,0.3914,0.3914,1,0.552743642,1,1
22,0.262,1,1,0.0,0.0,0.0,0.7894,0.884,0.884,1,0.552743642,1,1
23,0.262,1,1,0.0,0.0,0.0,0.1449,0.0656,0.0656,1,0.552743642,1,1
24,0.262,1,1,0.0,0.0,0.0,0.8428,0.9021,0.9021,1,0.552743642,1,1
25,0.262,1,1,0.0,0.0,0.0,0.6858,0.2704,0.2704,1,0.552743642,1,1
26,0.262,1,1,0.0,0.0,0.0,0.3144,0.17,0.17,1,0.552743642,1,1
27,0.262,1,1,0.0,0.0,0.0,0.3271,0.3285,0.3285,1,0.552743642,1,1
28,0.262,1,1,0.0,0.0,0.0,0.2411,0.7265,0.7265,1,0.552743642,1,1
29,0.262,1,1,0.0,0.0,0.0,0.8272,0.9014,0.9014,1,0.552743642,1,1
30,0.262,1,1,0.0,0.0,0.0,0.1065,0.1282,0.1282,1,0.552743642,1,1
31,0.262,1,1,0.0,0.0,0.0,0.3029,0.7466,0.7466,1,0.552743642,1,1
32,0.262,1,1,0.006396,0.003665399846004,0.0033702001539959994,0.143,0.7014,0.7014,1,0.552743642,1,1
33,0.262,1,1,0.073229,0.041965848236871,0.038586051763129,0.3359,0.5657,0.5657,1,0.552743642,1,1
34,0.262,1,1,0.199161,0.11413456828173901,0.104942531718261,0.2524,0.8973,0.8973,1,0.552743642,1,1
35,0.262,1,1,0.24827,0.14227780171473,0.13081919828526997,0.5372,0.3789,0.3789,1,0.552743642,1,1
36,0.262,1,1,0.259423,0.14866932836927702,0.136695971630723,0.4379,0.8124,0.8124,1,0.552743642,1,1
37,0.262,1,1,0.270458,0.154993231949742,0.14251056805025797,0.3405,0.2917,0.2917,1,0.552743642,1,1
38,0.262,1,1,0.3158,0.18097768470420003,0.1664023152958,0.4823,0.3333,0.3333,1,0.552743642,1,1
39,0.262,1,1,0.206537,0.11836158348876301,0.10882911651123699,0.8463,0.9019,0.9019,1,0.552743642,1,1
40,0.262,1,1,0.075631,0.043342378948269006,0.039851721051731,0.7761,0.6921,0.6921,1,0.552743642,1,1
41,0.262,1,1,0.003394,0.001945022995206,0.0017883770047939997,0.1719,0.0836,0.0836,1,0.552743642,1,1
42,0.262,1,1,0.0,0.0,0.0,0.177,0.4324,0.4324,1,0.552743642,1,1
43,0.262,1,1,0.0,0.0,0.0,0.3526,0.8281,0.8281,1,0.552743642,1,1
44,0.262,1,1,0.0,0.0,0.0,0.8768,0.9118,0.9118,1,0.552743642,1,1
45,0.262,1,1,0.0,0.0,0.0,0.7741,0.8691,0.8691,1,0.552743642,1,1
46,0.262,1,1,0.0,0.0,0.0,0.5091,0.5417,0.5417,1,0.552743642,1,1
47,0.262,1,1,0.0,0.0,0.0,0.0746,0.1748,0.1748,1,0.552743642,1,1
48,0.262,1,1,0.0,0.0,0.0,0.1146,0.2801,0.2801,1,0.552743642,1,1
49,0.262,1,1,0.0,0.0,0.0,0.101,0.0868,0.0868,1,0.552743642,1,1
50,0.262,1,1,0.0,0.0,0.0,0.6535,0.5076,0.5076,1,0.552743642,1,1
51,0.262,1,1,0.0,0.0,0.0,0.4408,0.8801,0.8801,1,0.552743642,1,1
52,0.262,1,1,0.0,0.0,0.0,0.8244,0.8848,0.8848,1,0.552743642,1,1
53,0.262,1,1,0.0,0.0,0.0,0.1298,0.436,0.436,1,0.552743642,1,1
54,0.262,1,1,0.0,0.0,0.0,0.8709,0.8917,0.8917,1,0.552743642,1,1
55,0.262,1,1,0.0,0.0,0.0,0.8529,0.8448,0.8448,1,0.552743642,1,1
56,0.262,1,1,0.0102,0.005845384369800001,0.0053746156302,0.2664,0.0385,0.0385,1,0.552743642,1,1
57,0.262,1,1,0.138641,0.079451954354259,0.07305314564574099,0.5471,0.35,0.35,1,0.552743642,1,1
58,0.262,1,1,0.343444,0.19681982250015603,0.180968577499844,0.6631,0.8992,0.8992,1,0.552743642,1,1
59,0.262,1,1,0.525073,0.300907206588627,0.276673093411373,0.7692,0.7531,0.7531,1,0.552743642,1,1
60,0.262,1,1,0.506075,0.29001989166142506,0.266662608338575,0.0496,0.8271,0.8271,1,0.552743642,1,1
61,0.262,1,1,0.384607,0.220409386893693,0.20265831310630697,0.3899,0.9041,0.9041,1,0.552743642,1,1
62,0.262,1,1,0.367535,0.21062581807396502,0.19366268192603497,0.8004,0.5056,0.5056,1,0.552743642,1,1
63,0.262,1,1,0.225228,0.129072963807972,0.118677836192028,0.6031,0.6221,0.6221,1,0.552743642,1,1
64,0.262,1,1,0.074911,0.042929763580989,0.039472336419010996,0.5532,0.4079,0.4079,1,0.552743642,1,1
65,0.262,1,1,0.005609,0.0032143883264910003,0.002955511673509,0.5854,0.8946,0.8946,1,0.552743642,1,1
66,0.262,1,1,0.0,0.0,0.0,0.8263,0.6777,0.6777,1,0.552743642,1,1
67,0.262,1,1,0.0,0.0,0.0,0.13,0.7397,0.7397,1,0.552743642,1,1
68,0.262,1,1,0.0,0.0,0.0,0.1725,0.6682,0.6682,1,0.552743642,1,1
69,0.262,1,1,0.0,0.0,0.0,0.1118,0.1856,0.1856,1,0.552743642,1,1
70,0.262,1,1,0.0,0.0,0.0,0.7107,0.8971,0.8971,1,0.552743642,1,1
71,0.262,1,1,0.0,0.0,0.0,0.8145,0.7656,0.7656,1,0.552743642,1,1
72,0.262,1,1,0.0,0.0,0.0,0.3462,0.3275,0.3275,1,0.552743642,1,1
73,0.262,1,1,0.0,0.0,0.0,0.3899,0.169,0.169,1,0.552743642,1,1
74,0.262,1,1,0.0,0.0,0.0,0.3639,0.0907,0.0907,1,0.552743642,1,1
75,0.262,1,1,0.0,0.0,0.0,0.2495,0.5312,0.5312,1,0.552743642,1,1
76,0.262,1,1,0.0,0.0,0.0,0.0898,0.2828,0.2828,1,0.552743642,1,1
