Time_Index,None,TEXAS_reference_naturalgas,TEXAS_reference_naturalgas_ccs90,TEXAS_reference_naturalgas_ccs100,TEXAS_uranium
4724,0,4.01,4.49,4.54,0.69
4725,0,4.01,4.49,4.54,0.69
4726,0,4.01,4.49,4.54,0.69
4727,0,4.01,4.49,4.54,0.69
4728,0,4.01,4.49,4.54,0.69
4729,0,4.01,4.49,4.54,0.69
4730,0,4.01,4.49,4.54,0.69
4731,0,4.01,4.49,4.54,0.69
4732,0,4.01,4.49,4.54,0.69
4733,0,4.01,4.49,4.54,0.69
4734,0,4.01,4.49,4.54,0.69
4735,0,4.01,4.49,4.54,0.69
4736,0,4.01,4.49,4.54,0.69
4737,0,4.01,4.49,4.54,0.69
4738,0,4.01,4.49,4.54,0.69
4739,0,4.01,4.49,4.54,0.69
4740,0,4.01,4.49,4.54,0.69
4741,0,4.01,4.49,4.54,0.69
4742,0,4.01,4.49,4.54,0.69
4743,0,4.01,4.49,4.54,0.69
4744,0,4.01,4.49,4.54,0.69
4745,0,4.01,4.49,4.54,0.69
4746,0,4.01,4.49,4.54,0.69
4747,0,4.01,4.49,4.54,0.69
4748,0,4.01,4.49,4.54,0.69
4749,0,4.01,4.49,4.54,0.69
4750,0,4.01,4.49,4.54,0.69
4751,0,4.01,4.49,4.54,0.69
4752,0,4.01,4.49,4.54,0.69
4753,0,4.01,4.49,4.54,0.69
4754,0,4.01,4.49,4.54,0.69
4755,0,4.01,4.49,4.54,0.69
4756,0,4.01,4.49,4.54,0.69
4757,0,4.01,4.49,4.54,0.69
4758,0,4.01,4.49,4.54,0.69
4759,0,4.01,4.49,4.54,0.69
4760,0,4.01,4.49,4.54,0.69
4761,0,4.01,4.49,4.54,0.69
4762,0,4.01,4.49,4.54,0.69
4763,0,4.01,4.49,4.54,0.69
4764,0,4.01,4.49,4.54,0.69
4765,0,4.01,4.49,4.54,0.69
4766,0,4.01,4.49,4.54,0.69
4767,0,4.01,4.49,4.54,0.69
4768,0,4.01,4.49,4.54,0.69
4769,0,4.01,4.49,4.54,0.69
4770,0,4.01,4.49,4.54,0.69
4771,0,4.01,4.49,4.54,0.69
4772,0,4.01,4.49,4.54,0.69
4773,0,4.01,4.49,4.54,0.69
4774,0,4.01,4.49,4.54,0.69
4775,0,4.01,4.49,4.54,0.69
4776,0,4.01,4.49,4.54,0.69
4777,0,4.01,4.49,4.54,0.69
4778,0,4.01,4.49,4.54,0.69
4779,0,4.01,4.49,4.54,0.69
4780,0,4.01,4.49,4.54,0.69
4781,0,4.01,4.49,4.54,0.69
4782,0,4.01,4.49,4.54,0.69
4783,0,4.01,4.49,4.54,0.69
4784,0,4.01,4.49,4.54,0.69
4785,0,4.01,4.49,4.54,0.69
4786,0,4.01,4.49,4.54,0.69
4787,0,4.01,4.49,4.54,0.69
4788,0,4.01,4.49,4.54,0.69
4789,0,4.01,4.49,4.54,0.69
4790,0,4.01,4.49,4.54,0.69
4791,0,4.01,4.49,4.54,0.69
4792,0,4.01,4.49,4.54,0.69
4793,0,4.01,4.49,4.54,0.69
4794,0,4.01,4.49,4.54,0.69
4795,0,4.01,4.49,4.54,0.69
4796,0,4.01,4.49,4.54,0.69
4797,0,4.01,4.49,4.54,0.69
4798,0,4.01,4.49,4.54,0.69
4799,0,4.01,4.49,4.54,0.69
4800,0,4.01,4.49,4.54,0.69
4801,0,4.01,4.49,4.54,0.69
4802,0,4.01,4.49,4.54,0.69
4803,0,4.01,4.49,4.54,0.69
4804,0,4.01,4.49,4.54,0.69
4805,0,4.01,4.49,4.54,0.69
4806,0,4.01,4.49,4.54,0.69
4807,0,4.01,4.49,4.54,0.69
4808,0,4.01,4.49,4.54,0.69
4809,0,4.01,4.49,4.54,0.69
4810,0,4.01,4.49,4.54,0.69
4811,0,4.01,4.49,4.54,0.69
4812,0,4.01,4.49,4.54,0.69
4813,0,4.01,4.49,4.54,0.69
4814,0,4.01,4.49,4.54,0.69
4815,0,4.01,4.49,4.54,0.69
4816,0,4.01,4.49,4.54,0.69
4817,0,4.01,4.49,4.54,0.69
4818,0,4.01,4.49,4.54,0.69
4819,0,4.01,4.49,4.54,0.69
4820,0,4.01,4.49,4.54,0.69
4821,0,4.01,4.49,4.54,0.69
4822,0,4.01,4.49,4.54,0.69
4823,0,4.01,4.49,4.54,0.69
4824,0,4.01,4.49,4.54,0.69
4825,0,4.01,4.49,4.54,0.69
4826,0,4.01,4.49,4.54,0.69
4827,0,4.01,4.49,4.54,0.69
4828,0,4.01,4.49,4.54,0.69
4829,0,4.01,4.49,4.54,0.69
4830,0,4.01,4.49,4.54,0.69
4831,0,4.01,4.49,4.54,0.69
4832,0,4.01,4.49,4.54,0.69
4833,0,4.01,4.49,4.54,0.69
4834,0,4.01,4.49,4.54,0.69
4835,0,4.01,4.49,4.54,0.69
4836,0,4.01,4.49,4.54,0.69
4837,0,4.01,4.49,4.54,0.69
4838,0,4.01,4.49,4.54,0.69
4839,0,4.01,4.49,4.54,0.69
4840,0,4.01,4.49,4.54,0.69
4841,0,4.01,4.49,4.54,0.69
4842,0,4.01,4.49,4.54,0.69
4843,0,4.01,4.49,4.54,0.69
4844,0,4.01,4.49,4.54,0.69
4845,0,4.01,4.49,4.54,0.69
4846,0,4.01,4.49,4.54,0.69
4847,0,4.01,4.49,4.54,0.69
4848,0,4.01,4.49,4.54,0.69
4849,0,4.01,4.49,4.54,0.69
4850,0,4.01,4.49,4.54,0.69
4851,0,4.01,4.49,4.54,0.69
4852,0,4.01,4.49,4.54,0.69
4853,0,4.01,4.49,4.54,0.69
4854,0,4.01,4.49,4.54,0.69
4855,0,4.01,4.49,4.54,0.69
4856,0,4.01,4.49,4.54,0.69
4857,0,4.01,4.49,4.54,0.69
4858,0,4.01,4.49,4.54,0.69
4859,0,4.01,4.49,4.54,0.69
4860,0,4.01,4.49,4.54,0.69
4861,0,4.01,4.49,4.54,0.69
4862,0,4.01,4.49,4.54,0.69
4863,0,4.01,4.49,4.54,0.69
4864,0,4.01,4.49,4.54,0.69
4865,0,4.01,4.49,4.54,0.69
4866,0,4.01,4.49,4.54,0.69
4867,0,4.01,4.49,4.54,0.69
4868,0,4.01,4.49,4.54,0.69
4869,0,4.01,4.49,4.54,0.69
4870,0,4.01,4.49,4.54,0.69
4871,0,4.01,4.49,4.54,0.69
4872,0,4.01,4.49,4.54,0.69
4873,0,4.01,4.49,4.54,0.69
4874,0,4.01,4.49,4.54,0.69
4875,0,4.01,4.49,4.54,0.69
4876,0,4.01,4.49,4.54,0.69
4877,0,4.01,4.49,4.54,0.69
4878,0,4.01,4.49,4.54,0.69
4879,0,4.01,4.49,4.54,0.69
4880,0,4.01,4.49,4.54,0.69
4881,0,4.01,4.49,4.54,0.69
4882,0,4.01,4.49,4.54,0.69
4883,0,4.01,4.49,4.54,0.69
4884,0,4.01,4.49,4.54,0.69
4885,0,4.01,4.49,4.54,0.69
4886,0,4.01,4.49,4.54,0.69
4887,0,4.01,4.49,4.54,0.69
4888,0,4.01,4.49,4.54,0.69
4889,0,4.01,4.49,4.54,0.69
4890,0,4.01,4.49,4.54,0.69
4891,0,4.01,4.49,4.54,0.69
4892,0,4.01,4.49,4.54,0.69
4893,0,4.01,4.49,4.54,0.69
4894,0,4.01,4.49,4.54,0.69
4895,0,4.01,4.49,4.54,0.69
4896,0,4.01,4.49,4.54,0.69
4897,0,4.01,4.49,4.54,0.69
4898,0,4.01,4.49,4.54,0.69
4899,0,4.01,4.49,4.54,0.69
4900,0,4.01,4.49,4.54,0.69
4901,0,4.01,4.49,4.54,0.69
4902,0,4.01,4.49,4.54,0.69
4903,0,4.01,4.49,4.54,0.69
4904,0,4.01,4.49,4.54,0.69
4905,0,4.01,4.49,4.54,0.69
4906,0,4.01,4.49,4.54,0.69
4907,0,4.01,4.49,4.54,0.69
4908,0,4.01,4.49,4.54,0.69
4909,0,4.01,4.49,4.54,0.69
4910,0,4.01,4.49,4.54,0.69
4911,0,4.01,4.49,4.54,0.69
4912,0,4.01,4.49,4.54,0.69
4913,0,4.01,4.49,4.54,0.69
4914,0,4.01,4.49,4.54,0.69
4915,0,4.01,4.49,4.54,0.69
4916,0,4.01,4.49,4.54,0.69
4917,0,4.01,4.49,4.54,0.69
4918,0,4.01,4.49,4.54,0.69
4919,0,4.01,4.49,4.54,0.69
4920,0,4.01,4.49,4.54,0.69
4921,0,4.01,4.49,4.54,0.69
4922,0,4.01,4.49,4.54,0.69
4923,0,4.01,4.49,4.54,0.69
4924,0,4.01,4.49,4.54,0.69
4925,0,4.01,4.49,4.54,0.69
4926,0,4.01,4.49,4.54,0.69
4927,0,4.01,4.49,4.54,0.69
4928,0,4.01,4.49,4.54,0.69
4929,0,4.01,4.49,4.54,0.69
4930,0,4.01,4.49,4.54,0.69
4931,0,4.01,4.49,4.54,0.69
4932,0,4.01,4.49,4.54,0.69
4933,0,4.01,4.49,4.54,0.69
4934,0,4.01,4.49,4.54,0.69
4935,0,4.01,4.49,4.54,0.69
4936,0,4.01,4.49,4.54,0.69
4937,0,4.01,4.49,4.54,0.69
4938,0,4.01,4.49,4.54,0.69
4939,0,4.01,4.49,4.54,0.69
4940,0,4.01,4.49,4.54,0.69
4941,0,4.01,4.49,4.54,0.69
4942,0,4.01,4.49,4.54,0.69
4943,0,4.01,4.49,4.54,0.69
4944,0,4.01,4.49,4.54,0.69
4945,0,4.01,4.49,4.54,0.69
4946,0,4.01,4.49,4.54,0.69
4947,0,4.01,4.49,4.54,0.69
4948,0,4.01,4.49,4.54,0.69
4949,0,4.01,4.49,4.54,0.69
4950,0,4.01,4.49,4.54,0.69
4951,0,4.01,4.49,4.54,0.69
4952,0,4.01,4.49,4.54,0.69
4953,0,4.01,4.49,4.54,0.69
4954,0,4.01,4.49,4.54,0.69
4955,0,4.01,4.49,4.54,0.69
4956,0,4.01,4.49,4.54,0.69
4957,0,4.01,4.49,4.54,0.69
4958,0,4.01,4.49,4.54,0.69
4959,0,4.01,4.49,4.54,0.69
4960,0,4.01,4.49,4.54,0.69
4961,0,4.01,4.49,4.54,0.69
4962,0,4.01,4.49,4.54,0.69
4963,0,4.01,4.49,4.54,0.69
4964,0,4.01,4.49,4.54,0.69
4965,0,4.01,4.49,4.54,0.69
4966,0,4.01,4.49,4.54,0.69
4967,0,4.01,4.49,4.54,0.69
4968,0,4.01,4.49,4.54,0.69
4969,0,4.01,4.49,4.54,0.69
4970,0,4.01,4.49,4.54,0.69
4971,0,4.01,4.49,4.54,0.69
4972,0,4.01,4.49,4.54,0.69
4973,0,4.01,4.49,4.54,0.69
4974,0,4.01,4.49,4.54,0.69
4975,0,4.01,4.49,4.54,0.69
4976,0,4.01,4.49,4.54,0.69
4977,0,4.01,4.49,4.54,0.69
4978,0,4.01,4.49,4.54,0.69
4979,0,4.01,4.49,4.54,0.69
4980,0,4.01,4.49,4.54,0.69
4981,0,4.01,4.49,4.54,0.69
4982,0,4.01,4.49,4.54,0.69
4983,0,4.01,4.49,4.54,0.69
4984,0,4.01,4.49,4.54,0.69
4985,0,4.01,4.49,4.54,0.69
4986,0,4.01,4.49,4.54,0.69
4987,0,4.01,4.49,4.54,0.69
4988,0,4.01,4.49,4.54,0.69
4989,0,4.01,4.49,4.54,0.69
4990,0,4.01,4.49,4.54,0.69
4991,0,4.01,4.49,4.54,0.69
4992,0,4.01,4.49,4.54,0.69
4993,0,4.01,4.49,4.54,0.69
4994,0,4.01,4.49,4.54,0.69
4995,0,4.01,4.49,4.54,0.69
4996,0,4.01,4.49,4.54,0.69
4997,0,4.01,4.49,4.54,0.69
4998,0,4.01,4.49,4.54,0.69
4999,0,4.01,4.49,4.54,0.69
5000,0,4.01,4.49,4.54,0.69
5001,0,4.01,4.49,4.54,0.69
5002,0,4.01,4.49,4.54,0.69
5003,0,4.01,4.49,4.54,0.69
5004,0,4.01,4.49,4.54,0.69
5005,0,4.01,4.49,4.54,0.69
5006,0,4.01,4.49,4.54,0.69
5007,0,4.01,4.49,4.54,0.69
5008,0,4.01,4.49,4.54,0.69
5009,0,4.01,4.49,4.54,0.69
5010,0,4.01,4.49,4.54,0.69
5011,0,4.01,4.49,4.54,0.69
5012,0,4.01,4.49,4.54,0.69
5013,0,4.01,4.49,4.54,0.69
5014,0,4.01,4.49,4.54,0.69
5015,0,4.01,4.49,4.54,0.69
5016,0,4.01,4.49,4.54,0.69
5017,0,4.01,4.49,4.54,0.69
5018,0,4.01,4.49,4.54,0.69
5019,0,4.01,4.49,4.54,0.69
5020,0,4.01,4.49,4.54,0.69
5021,0,4.01,4.49,4.54,0.69
5022,0,4.01,4.49,4.54,0.69
5023,0,4.01,4.49,4.54,0.69
5024,0,4.01,4.49,4.54,0.69
5025,0,4.01,4.49,4.54,0.69
5026,0,4.01,4.49,4.54,0.69
5027,0,4.01,4.49,4.54,0.69
5028,0,4.01,4.49,4.54,0.69
5029,0,4.01,4.49,4.54,0.69
5030,0,4.01,4.49,4.54,0.69
5031,0,4.01,4.49,4.54,0.69
5032,0,4.01,4.49,4.54,0.69
5033,0,4.01,4.49,4.54,0.69
5034,0,4.01,4.49,4.54,0.69
5035,0,4.01,4.49,4.54,0.69
5036,0,4.01,4.49,4.54,0.69
5037,0,4.01,4.49,4.54,0.69
5038,0,4.01,4.49,4.54,0.69
5039,0,4.01,4.49,4.54,0.69
5040,0,4.01,4.49,4.54,0.69
5041,0,4.01,4.49,4.54,0.69
5042,0,4.01,4.49,4.54,0.69
5043,0,4.01,4.49,4.54,0.69
5044,0,4.01,4.49,4.54,0.69
5045,0,4.01,4.49,4.54,0.69
5046,0,4.01,4.49,4.54,0.69
5047,0,4.01,4.49,4.54,0.69
5048,0,4.01,4.49,4.54,0.69
5049,0,4.01,4.49,4.54,0.69
5050,0,4.01,4.49,4.54,0.69
5051,0,4.01,4.49,4.54,0.69
5052,0,4.01,4.49,4.54,0.69
5053,0,4.01,4.49,4.54,0.69
5054,0,4.01,4.49,4.54,0.69
5055,0,4.01,4.49,4.54,0.69
5056,0,4.01,4.49,4.54,0.69
5057,0,4.01,4.49,4.54,0.69
5058,0,4.01,4.49,4.54,0.69
5059,0,4.01,4.49,4.54,0.69
5060,0,4.01,4.49,4.54,0.69
5061,0,4.01,4.49,4.54,0.69
5062,0,4.01,4.49,4.54,0.69
5063,0,4.01,4.49,4.54,0.69
5064,0,4.01,4.49,4.54,0.69
5065,0,4.01,4.49,4.54,0.69
5066,0,4.01,4.49,4.54,0.69
5067,0,4.01,4.49,4.54,0.69
5068,0,4.01,4.49,4.54,0.69
5069,0,4.01,4.49,4.54,0.69
5070,0,4.01,4.49,4.54,0.69
5071,0,4.01,4.49,4.54,0.69
5072,0,4.01,4.49,4.54,0.69
5073,0,4.01,4.49,4.54,0.69
5074,0,4.01,4.49,4.54,0.69
5075,0,4.01,4.49,4.54,0.69
5076,0,4.01,4.49,4.54,0.69
5077,0,4.01,4.49,4.54,0.69
5078,0,4.01,4.49,4.54,0.69
5079,0,4.01,4.49,4.54,0.69
5080,0,4.01,4.49,4.54,0.69
5081,0,4.01,4.49,4.54,0.69
5082,0,4.01,4.49,4.54,0.69
5083,0,4.01,4.49,4.54,0.69
5084,0,4.01,4.49,4.54,0.69
5085,0,4.01,4.49,4.54,0.69
5086,0,4.01,4.49,4.54,0.69
5087,0,4.01,4.49,4.54,0.69
5088,0,4.01,4.49,4.54,0.69
5089,0,4.01,4.49,4.54,0.69
5090,0,4.01,4.49,4.54,0.69
5091,0,4.01,4.49,4.54,0.69
5092,0,4.01,4.49,4.54,0.69
5093,0,4.01,4.49,4.54,0.69
5094,0,4.01,4.49,4.54,0.69
5095,0,4.01,4.49,4.54,0.69
5096,0,4.01,4.49,4.54,0.69
5097,0,4.01,4.49,4.54,0.69
5098,0,4.01,4.49,4.54,0.69
5099,0,4.01,4.49,4.54,0.69
5100,0,4.01,4.49,4.54,0.69
5101,0,4.01,4.49,4.54,0.69
5102,0,4.01,4.49,4.54,0.69
5103,0,4.01,4.49,4.54,0.69
5104,0,4.01,4.49,4.54,0.69
5105,0,4.01,4.49,4.54,0.69
5106,0,4.01,4.49,4.54,0.69
5107,0,4.01,4.49,4.54,0.69
5108,0,4.01,4.49,4.54,0.69
5109,0,4.01,4.49,4.54,0.69
5110,0,4.01,4.49,4.54,0.69
5111,0,4.01,4.49,4.54,0.69
5112,0,4.01,4.49,4.54,0.69
5113,0,4.01,4.49,4.54,0.69
5114,0,4.01,4.49,4.54,0.69
5115,0,4.01,4.49,4.54,0.69
5116,0,4.01,4.49,4.54,0.69
5117,0,4.01,4.49,4.54,0.69
5118,0,4.01,4.49,4.54,0.69
5119,0,4.01,4.49,4.54,0.69
5120,0,4.01,4.49,4.54,0.69
5121,0,4.01,4.49,4.54,0.69
5122,0,4.01,4.49,4.54,0.69
5123,0,4.01,4.49,4.54,0.69
5124,0,4.01,4.49,4.54,0.69
5125,0,4.01,4.49,4.54,0.69
5126,0,4.01,4.49,4.54,0.69
5127,0,4.01,4.49,4.54,0.69
5128,0,4.01,4.49,4.54,0.69
5129,0,4.01,4.49,4.54,0.69
5130,0,4.01,4.49,4.54,0.69
5131,0,4.01,4.49,4.54,0.69
5132,0,4.01,4.49,4.54,0.69
5133,0,4.01,4.49,4.54,0.69
5134,0,4.01,4.49,4.54,0.69
5135,0,4.01,4.49,4.54,0.69
5136,0,4.01,4.49,4.54,0.69
5137,0,4.01,4.49,4.54,0.69
5138,0,4.01,4.49,4.54,0.69
5139,0,4.01,4.49,4.54,0.69
5140,0,4.01,4.49,4.54,0.69
5141,0,4.01,4.49,4.54,0.69
5142,0,4.01,4.49,4.54,0.69
5143,0,4.01,4.49,4.54,0.69
5144,0,4.01,4.49,4.54,0.69
5145,0,4.01,4.49,4.54,0.69
5146,0,4.01,4.49,4.54,0.69
5147,0,4.01,4.49,4.54,0.69
5148,0,4.01,4.49,4.54,0.69
5149,0,4.01,4.49,4.54,0.69
5150,0,4.01,4.49,4.54,0.69
5151,0,4.01,4.49,4.54,0.69
5152,0,4.01,4.49,4.54,0.69
5153,0,4.01,4.49,4.54,0.69
5154,0,4.01,4.49,4.54,0.69
5155,0,4.01,4.49,4.54,0.69
5156,0,4.01,4.49,4.54,0.69
5157,0,4.01,4.49,4.54,0.69
5158,0,4.01,4.49,4.54,0.69
5159,0,4.01,4.49,4.54,0.69
5160,0,4.01,4.49,4.54,0.69
5161,0,4.01,4.49,4.54,0.69
5162,0,4.01,4.49,4.54,0.69
5163,0,4.01,4.49,4.54,0.69
5164,0,4.01,4.49,4.54,0.69
5165,0,4.01,4.49,4.54,0.69
5166,0,4.01,4.49,4.54,0.69
5167,0,4.01,4.49,4.54,0.69
5168,0,4.01,4.49,4.54,0.69
5169,0,4.01,4.49,4.54,0.69
5170,0,4.01,4.49,4.54,0.69
5171,0,4.01,4.49,4.54,0.69
5172,0,4.01,4.49,4.54,0.69
5173,0,4.01,4.49,4.54,0.69
5174,0,4.01,4.49,4.54,0.69
5175,0,4.01,4.49,4.54,0.69
5176,0,4.01,4.49,4.54,0.69
5177,0,4.01,4.49,4.54,0.69
5178,0,4.01,4.49,4.54,0.69
5179,0,4.01,4.49,4.54,0.69
5180,0,4.01,4.49,4.54,0.69
5181,0,4.01,4.49,4.54,0.69
5182,0,4.01,4.49,4.54,0.69
5183,0,4.01,4.49,4.54,0.69
5184,0,4.01,4.49,4.54,0.69
5185,0,4.01,4.49,4.54,0.69
5186,0,4.01,4.49,4.54,0.69
5187,0,4.01,4.49,4.54,0.69
5188,0,4.01,4.49,4.54,0.69
5189,0,4.01,4.49,4.54,0.69
5190,0,4.01,4.49,4.54,0.69
5191,0,4.01,4.49,4.54,0.69
5192,0,4.01,4.49,4.54,0.69
5193,0,4.01,4.49,4.54,0.69
5194,0,4.01,4.49,4.54,0.69
5195,0,4.01,4.49,4.54,0.69
5196,0,4.01,4.49,4.54,0.69
5197,0,4.01,4.49,4.54,0.69
5198,0,4.01,4.49,4.54,0.69
5199,0,4.01,4.49,4.54,0.69
5200,0,4.01,4.49,4.54,0.69
5201,0,4.01,4.49,4.54,0.69
5202,0,4.01,4.49,4.54,0.69
5203,0,4.01,4.49,4.54,0.69
5204,0,4.01,4.49,4.54,0.69
5205,0,4.01,4.49,4.54,0.69
5206,0,4.01,4.49,4.54,0.69
5207,0,4.01,4.49,4.54,0.69
5208,0,4.01,4.49,4.54,0.69
5209,0,4.01,4.49,4.54,0.69
5210,0,4.01,4.49,4.54,0.69
5211,0,4.01,4.49,4.54,0.69
5212,0,4.01,4.49,4.54,0.69
5213,0,4.01,4.49,4.54,0.69
5214,0,4.01,4.49,4.54,0.69
5215,0,4.01,4.49,4.54,0.69
5216,0,4.01,4.49,4.54,0.69
5217,0,4.01,4.49,4.54,0.69
5218,0,4.01,4.49,4.54,0.69
5219,0,4.01,4.49,4.54,0.69
5220,0,4.01,4.49,4.54,0.69
5221,0,4.01,4.49,4.54,0.69
5222,0,4.01,4.49,4.54,0.69
5223,0,4.01,4.49,4.54,0.69
5224,0,4.01,4.49,4.54,0.69
5225,0,4.01,4.49,4.54,0.69
5226,0,4.01,4.49,4.54,0.69
5227,0,4.01,4.49,4.54,0.69
5228,0,4.01,4.49,4.54,0.69
5229,0,4.01,4.49,4.54,0.69
5230,0,4.01,4.49,4.54,0.69
5231,0,4.01,4.49,4.54,0.69
5232,0,4.01,4.49,4.54,0.69
5233,0,4.01,4.49,4.54,0.69
5234,0,4.01,4.49,4.54,0.69
5235,0,4.01,4.49,4.54,0.69
5236,0,4.01,4.49,4.54,0.69
5237,0,4.01,4.49,4.54,0.69
5238,0,4.01,4.49,4.54,0.69
5239,0,4.01,4.49,4.54,0.69
5240,0,4.01,4.49,4.54,0.69
5241,0,4.01,4.49,4.54,0.69
5242,0,4.01,4.49,4.54,0.69
5243,0,4.01,4.49,4.54,0.69
5244,0,4.01,4.49,4.54,0.69
5245,0,4.01,4.49,4.54,0.69
5246,0,4.01,4.49,4.54,0.69
5247,0,4.01,4.49,4.54,0.69
5248,0,4.01,4.49,4.54,0.69
5249,0,4.01,4.49,4.54,0.69
5250,0,4.01,4.49,4.54,0.69
5251,0,4.01,4.49,4.54,0.69
5252,0,4.01,4.49,4.54,0.69
5253,0,4.01,4.49,4.54,0.69
5254,0,4.01,4.49,4.54,0.69
5255,0,4.01,4.49,4.54,0.69
5256,0,4.01,4.49,4.54,0.69
5257,0,4.01,4.49,4.54,0.69
5258,0,4.01,4.49,4.54,0.69
5259,0,4.01,4.49,4.54,0.69
5260,0,4.01,4.49,4.54,0.69
5261,0,4.01,4.49,4.54,0.69
5262,0,4.01,4.49,4.54,0.69
5263,0,4.01,4.49,4.54,0.69
5264,0,4.01,4.49,4.54,0.69
5265,0,4.01,4.49,4.54,0.69
5266,0,4.01,4.49,4.54,0.69
5267,0,4.01,4.49,4.54,0.69
5268,0,4.01,4.49,4.54,0.69
5269,0,4.01,4.49,4.54,0.69
5270,0,4.01,4.49,4.54,0.69
5271,0,4.01,4.49,4.54,0.69
5272,0,4.01,4.49,4.54,0.69
5273,0,4.01,4.49,4.54,0.69
5274,0,4.01,4.49,4.54,0.69
5275,0,4.01,4.49,4.54,0.69
5276,0,4.01,4.49,4.54,0.69
5277,0,4.01,4.49,4.54,0.69
5278,0,4.01,4.49,4.54,0.69
5279,0,4.01,4.49,4.54,0.69
5280,0,4.01,4.49,4.54,0.69
5281,0,4.01,4.49,4.54,0.69
5282,0,4.01,4.49,4.54,0.69
5283,0,4.01,4.49,4.54,0.69
5284,0,4.01,4.49,4.54,0.69
5285,0,4.01,4.49,4.54,0.69
5286,0,4.01,4.49,4.54,0.69
5287,0,4.01,4.49,4.54,0.69
5288,0,4.01,4.49,4.54,0.69
5289,0,4.01,4.49,4.54,0.69
5290,0,4.01,4.49,4.54,0.69
5291,0,4.01,4.49,4.54,0.69
5292,0,4.01,4.49,4.54,0.69
5293,0,4.01,4.49,4.54,0.69
5294,0,4.01,4.49,4.54,0.69
5295,0,4.01,4.49,4.54,0.69
5296,0,4.01,4.49,4.54,0.69
5297,0,4.01,4.49,4.54,0.69
5298,0,4.01,4.49,4.54,0.69
5299,0,4.01,4.49,4.54,0.69
5300,0,4.01,4.49,4.54,0.69
5301,0,4.01,4.49,4.54,0.69
5302,0,4.01,4.49,4.54,0.69
5303,0,4.01,4.49,4.54,0.69
5304,0,4.01,4.49,4.54,0.69
5305,0,4.01,4.49,4.54,0.69
5306,0,4.01,4.49,4.54,0.69
5307,0,4.01,4.49,4.54,0.69
5308,0,4.01,4.49,4.54,0.69
5309,0,4.01,4.49,4.54,0.69
5310,0,4.01,4.49,4.54,0.69
5311,0,4.01,4.49,4.54,0.69
5312,0,4.01,4.49,4.54,0.69
5313,0,4.01,4.49,4.54,0.69
5314,0,4.01,4.49,4.54,0.69
5315,0,4.01,4.49,4.54,0.69
5316,0,4.01,4.49,4.54,0.69
5317,0,4.01,4.49,4.54,0.69
5318,0,4.01,4.49,4.54,0.69
5319,0,4.01,4.49,4.54,0.69
5320,0,4.01,4.49,4.54,0.69
5321,0,4.01,4.49,4.54,0.69
5322,0,4.01,4.49,4.54,0.69
5323,0,4.01,4.49,4.54,0.69
5324,0,4.01,4.49,4.54,0.69
5325,0,4.01,4.49,4.54,0.69
5326,0,4.01,4.49,4.54,0.69
5327,0,4.01,4.49,4.54,0.69
5328,0,4.01,4.49,4.54,0.69
5329,0,4.01,4.49,4.54,0.69
5330,0,4.01,4.49,4.54,0.69
5331,0,4.01,4.49,4.54,0.69
5332,0,4.01,4.49,4.54,0.69
5333,0,4.01,4.49,4.54,0.69
5334,0,4.01,4.49,4.54,0.69
5335,0,4.01,4.49,4.54,0.69
5336,0,4.01,4.49,4.54,0.69
5337,0,4.01,4.49,4.54,0.69
5338,0,4.01,4.49,4.54,0.69
5339,0,4.01,4.49,4.54,0.69
5340,0,4.01,4.49,4.54,0.69
5341,0,4.01,4.49,4.54,0.69
5342,0,4.01,4.49,4.54,0.69
5343,0,4.01,4.49,4.54,0.69
5344,0,4.01,4.49,4.54,0.69
5345,0,4.01,4.49,4.54,0.69
5346,0,4.01,4.49,4.54,0.69
5347,0,4.01,4.49,4.54,0.69
5348,0,4.01,4.49,4.54,0.69
5349,0,4.01,4.49,4.54,0.69
5350,0,4.01,4.49,4.54,0.69
5351,0,4.01,4.49,4.54,0.69
5352,0,4.01,4.49,4.54,0.69
5353,0,4.01,4.49,4.54,0.69
5354,0,4.01,4.49,4.54,0.69
5355,0,4.01,4.49,4.54,0.69
5356,0,4.01,4.49,4.54,0.69
5357,0,4.01,4.49,4.54,0.69
5358,0,4.01,4.49,4.54,0.69
5359,0,4.01,4.49,4.54,0.69
5360,0,4.01,4.49,4.54,0.69
5361,0,4.01,4.49,4.54,0.69
5362,0,4.01,4.49,4.54,0.69
5363,0,4.01,4.49,4.54,0.69
5364,0,4.01,4.49,4.54,0.69
5365,0,4.01,4.49,4.54,0.69
5366,0,4.01,4.49,4.54,0.69
5367,0,4.01,4.49,4.54,0.69
5368,0,4.01,4.49,4.54,0.69
5369,0,4.01,4.49,4.54,0.69
5370,0,4.01,4.49,4.54,0.69
5371,0,4.01,4.49,4.54,0.69
5372,0,4.01,4.49,4.54,0.69
5373,0,4.01,4.49,4.54,0.69
5374,0,4.01,4.49,4.54,0.69
5375,0,4.01,4.49,4.54,0.69
5376,0,4.01,4.49,4.54,0.69
5377,0,4.01,4.49,4.54,0.69
5378,0,4.01,4.49,4.54,0.69
5379,0,4.01,4.49,4.54,0.69
5380,0,4.01,4.49,4.54,0.69
5381,0,4.01,4.49,4.54,0.69
5382,0,4.01,4.49,4.54,0.69
5383,0,4.01,4.49,4.54,0.69
5384,0,4.01,4.49,4.54,0.69
5385,0,4.01,4.49,4.54,0.69
5386,0,4.01,4.49,4.54,0.69
