Time_Index,None,TEXAS_reference_naturalgas,TEXAS_reference_naturalgas_ccs90,TEXAS_reference_naturalgas_ccs100,TEXAS_uranium
2330,0,4.01,4.49,4.54,0.69
2331,0,4.01,4.49,4.54,0.69
2332,0,4.01,4.49,4.54,0.69
2333,0,4.01,4.49,4.54,0.69
2334,0,4.01,4.49,4.54,0.69
2335,0,4.01,4.49,4.54,0.69
2336,0,4.01,4.49,4.54,0.69
2337,0,4.01,4.49,4.54,0.69
2338,0,4.01,4.49,4.54,0.69
2339,0,4.01,4.49,4.54,0.69
2340,0,4.01,4.49,4.54,0.69
2341,0,4.01,4.49,4.54,0.69
2342,0,4.01,4.49,4.54,0.69
2343,0,4.01,4.49,4.54,0.69
2344,0,4.01,4.49,4.54,0.69
2345,0,4.01,4.49,4.54,0.69
2346,0,4.01,4.49,4.54,0.69
2347,0,4.01,4.49,4.54,0.69
2348,0,4.01,4.49,4.54,0.69
2349,0,4.01,4.49,4.54,0.69
2350,0,4.01,4.49,4.54,0.69
2351,0,4.01,4.49,4.54,0.69
2352,0,4.01,4.49,4.54,0.69
2353,0,4.01,4.49,4.54,0.69
2354,0,4.01,4.49,4.54,0.69
2355,0,4.01,4.49,4.54,0.69
2356,0,4.01,4.49,4.54,0.69
2357,0,4.01,4.49,4.54,0.69
2358,0,4.01,4.49,4.54,0.69
2359,0,4.01,4.49,4.54,0.69
2360,0,4.01,4.49,4.54,0.69
2361,0,4.01,4.49,4.54,0.69
2362,0,4.01,4.49,4.54,0.69
2363,0,4.01,4.49,4.54,0.69
2364,0,4.01,4.49,4.54,0.69
2365,0,4.01,4.49,4.54,0.69
2366,0,4.01,4.49,4.54,0.69
2367,0,4.01,4.49,4.54,0.69
2368,0,4.01,4.49,4.54,0.69
2369,0,4.01,4.49,4.54,0.69
2370,0,4.01,4.49,4.54,0.69
2371,0,4.01,4.49,4.54,0.69
2372,0,4.01,4.49,4.54,0.69
2373,0,4.01,4.49,4.54,0.69
2374,0,4.01,4.49,4.54,0.69
2375,0,4.01,4.49,4.54,0.69
2376,0,4.01,4.49,4.54,0.69
2377,0,4.01,4.49,4.54,0.69
2378,0,4.01,4.49,4.54,0.69
2379,0,4.01,4.49,4.54,0.69
2380,0,4.01,4.49,4.54,0.69
2381,0,4.01,4.49,4.54,0.69
2382,0,4.01,4.49,4.54,0.69
2383,0,4.01,4.49,4.54,0.69
2384,0,4.01,4.49,4.54,0.69
2385,0,4.01,4.49,4.54,0.69
2386,0,4.01,4.49,4.54,0.69
2387,0,4.01,4.49,4.54,0.69
2388,0,4.01,4.49,4.54,0.69
2389,0,4.01,4.49,4.54,0.69
2390,0,4.01,4.49,4.54,0.69
2391,0,4.01,4.49,4.54,0.69
2392,0,4.01,4.49,4.54,0.69
2393,0,4.01,4.49,4.54,0.69
2394,0,4.01,4.49,4.54,0.69
2395,0,4.01,4.49,4.54,0.69
2396,0,4.01,4.49,4.54,0.69
2397,0,4.01,4.49,4.54,0.69
2398,0,4.01,4.49,4.54,0.69
2399,0,4.01,4.49,4.54,0.69
2400,0,4.01,4.49,4.54,0.69
2401,0,4.01,4.49,4.54,0.69
2402,0,4.01,4.49,4.54,0.69
2403,0,4.01,4.49,4.54,0.69
2404,0,4.01,4.49,4.54,0.69
2405,0,4.01,4.49,4.54,0.69
2406,0,4.01,4.49,4.54,0.69
2407,0,4.01,4.49,4.54,0.69
2408,0,4.01,4.49,4.54,0.69
2409,0,4.01,4.49,4.54,0.69
2410,0,4.01,4.49,4.54,0.69
2411,0,4.01,4.49,4.54,0.69
2412,0,4.01,4.49,4.54,0.69
2413,0,4.01,4.49,4.54,0.69
2414,0,4.01,4.49,4.54,0.69
2415,0,4.01,4.49,4.54,0.69
2416,0,4.01,4.49,4.54,0.69
2417,0,4.01,4.49,4.54,0.69
2418,0,4.01,4.49,4.54,0.69
2419,0,4.01,4.49,4.54,0.69
2420,0,4.01,4.49,4.54,0.69
2421,0,4.01,4.49,4.54,0.69
2422,0,4.01,4.49,4.54,0.69
2423,0,4.01,4.49,4.54,0.69
2424,0,4.01,4.49,4.54,0.69
2425,0,4.01,4.49,4.54,0.69
2426,0,4.01,4.49,4.54,0.69
2427,0,4.01,4.49,4.54,0.69
2428,0,4.01,4.49,4.54,0.69
2429,0,4.01,4.49,4.54,0.69
2430,0,4.01,4.49,4.54,0.69
2431,0,4.01,4.49,4.54,0.69
2432,0,4.01,4.49,4.54,0.69
2433,0,4.01,4.49,4.54,0.69
2434,0,4.01,4.49,4.54,0.69
2435,0,4.01,4.49,4.54,0.69
2436,0,4.01,4.49,4.54,0.69
2437,0,4.01,4.49,4.54,0.69
2438,0,4.01,4.49,4.54,0.69
2439,0,4.01,4.49,4.54,0.69
2440,0,4.01,4.49,4.54,0.69
2441,0,4.01,4.49,4.54,0.69
2442,0,4.01,4.49,4.54,0.69
2443,0,4.01,4.49,4.54,0.69
2444,0,4.01,4.49,4.54,0.69
2445,0,4.01,4.49,4.54,0.69
2446,0,4.01,4.49,4.54,0.69
2447,0,4.01,4.49,4.54,0.69
2448,0,4.01,4.49,4.54,0.69
2449,0,4.01,4.49,4.54,0.69
2450,0,4.01,4.49,4.54,0.69
2451,0,4.01,4.49,4.54,0.69
2452,0,4.01,4.49,4.54,0.69
2453,0,4.01,4.49,4.54,0.69
2454,0,4.01,4.49,4.54,0.69
2455,0,4.01,4.49,4.54,0.69
2456,0,4.01,4.49,4.54,0.69
2457,0,4.01,4.49,4.54,0.69
2458,0,4.01,4.49,4.54,0.69
2459,0,4.01,4.49,4.54,0.69
2460,0,4.01,4.49,4.54,0.69
2461,0,4.01,4.49,4.54,0.69
2462,0,4.01,4.49,4.54,0.69
2463,0,4.01,4.49,4.54,0.69
2464,0,4.01,4.49,4.54,0.69
2465,0,4.01,4.49,4.54,0.69
2466,0,4.01,4.49,4.54,0.69
2467,0,4.01,4.49,4.54,0.69
2468,0,4.01,4.49,4.54,0.69
2469,0,4.01,4.49,4.54,0.69
2470,0,4.01,4.49,4.54,0.69
2471,0,4.01,4.49,4.54,0.69
2472,0,4.01,4.49,4.54,0.69
2473,0,4.01,4.49,4.54,0.69
2474,0,4.01,4.49,4.54,0.69
2475,0,4.01,4.49,4.54,0.69
2476,0,4.01,4.49,4.54,0.69
2477,0,4.01,4.49,4.54,0.69
2478,0,4.01,4.49,4.54,0.69
2479,0,4.01,4.49,4.54,0.69
2480,0,4.01,4.49,4.54,0.69
2481,0,4.01,4.49,4.54,0.69
2482,0,4.01,4.49,4.54,0.69
2483,0,4.01,4.49,4.54,0.69
2484,0,4.01,4.49,4.54,0.69
2485,0,4.01,4.49,4.54,0.69
2486,0,4.01,4.49,4.54,0.69
2487,0,4.01,4.49,4.54,0.69
2488,0,4.01,4.49,4.54,0.69
2489,0,4.01,4.49,4.54,0.69
2490,0,4.01,4.49,4.54,0.69
2491,0,4.01,4.49,4.54,0.69
2492,0,4.01,4.49,4.54,0.69
2493,0,4.01,4.49,4.54,0.69
2494,0,4.01,4.49,4.54,0.69
2495,0,4.01,4.49,4.54,0.69
2496,0,4.01,4.49,4.54,0.69
2497,0,4.01,4.49,4.54,0.69
2498,0,4.01,4.49,4.54,0.69
2499,0,4.01,4.49,4.54,0.69
2500,0,4.01,4.49,4.54,0.69
2501,0,4.01,4.49,4.54,0.69
2502,0,4.01,4.49,4.54,0.69
2503,0,4.01,4.49,4.54,0.69
2504,0,4.01,4.49,4.54,0.69
2505,0,4.01,4.49,4.54,0.69
2506,0,4.01,4.49,4.54,0.69
2507,0,4.01,4.49,4.54,0.69
2508,0,4.01,4.49,4.54,0.69
2509,0,4.01,4.49,4.54,0.69
2510,0,4.01,4.49,4.54,0.69
2511,0,4.01,4.49,4.54,0.69
2512,0,4.01,4.49,4.54,0.69
2513,0,4.01,4.49,4.54,0.69
2514,0,4.01,4.49,4.54,0.69
2515,0,4.01,4.49,4.54,0.69
2516,0,4.01,4.49,4.54,0.69
2517,0,4.01,4.49,4.54,0.69
2518,0,4.01,4.49,4.54,0.69
2519,0,4.01,4.49,4.54,0.69
2520,0,4.01,4.49,4.54,0.69
2521,0,4.01,4.49,4.54,0.69
2522,0,4.01,4.49,4.54,0.69
2523,0,4.01,4.49,4.54,0.69
2524,0,4.01,4.49,4.54,0.69
2525,0,4.01,4.49,4.54,0.69
2526,0,4.01,4.49,4.54,0.69
2527,0,4.01,4.49,4.54,0.69
2528,0,4.01,4.49,4.54,0.69
2529,0,4.01,4.49,4.54,0.69
2530,0,4.01,4.49,4.54,0.69
2531,0,4.01,4.49,4.54,0.69
2532,0,4.01,4.49,4.54,0.69
2533,0,4.01,4.49,4.54,0.69
2534,0,4.01,4.49,4.54,0.69
2535,0,4.01,4.49,4.54,0.69
2536,0,4.01,4.49,4.54,0.69
2537,0,4.01,4.49,4.54,0.69
2538,0,4.01,4.49,4.54,0.69
2539,0,4.01,4.49,4.54,0.69
2540,0,4.01,4.49,4.54,0.69
2541,0,4.01,4.49,4.54,0.69
2542,0,4.01,4.49,4.54,0.69
2543,0,4.01,4.49,4.54,0.69
2544,0,4.01,4.49,4.54,0.69
2545,0,4.01,4.49,4.54,0.69
2546,0,4.01,4.49,4.54,0.69
2547,0,4.01,4.49,4.54,0.69
2548,0,4.01,4.49,4.54,0.69
2549,0,4.01,4.49,4.54,0.69
2550,0,4.01,4.49,4.54,0.69
2551,0,4.01,4.49,4.54,0.69
2552,0,4.01,4.49,4.54,0.69
2553,0,4.01,4.49,4.54,0.69
2554,0,4.01,4.49,4.54,0.69
2555,0,4.01,4.49,4.54,0.69
2556,0,4.01,4.49,4.54,0.69
2557,0,4.01,4.49,4.54,0.69
2558,0,4.01,4.49,4.54,0.69
2559,0,4.01,4.49,4.54,0.69
2560,0,4.01,4.49,4.54,0.69
2561,0,4.01,4.49,4.54,0.69
2562,0,4.01,4.49,4.54,0.69
2563,0,4.01,4.49,4.54,0.69
2564,0,4.01,4.49,4.54,0.69
2565,0,4.01,4.49,4.54,0.69
2566,0,4.01,4.49,4.54,0.69
2567,0,4.01,4.49,4.54,0.69
2568,0,4.01,4.49,4.54,0.69
2569,0,4.01,4.49,4.54,0.69
2570,0,4.01,4.49,4.54,0.69
2571,0,4.01,4.49,4.54,0.69
2572,0,4.01,4.49,4.54,0.69
2573,0,4.01,4.49,4.54,0.69
2574,0,4.01,4.49,4.54,0.69
2575,0,4.01,4.49,4.54,0.69
2576,0,4.01,4.49,4.54,0.69
2577,0,4.01,4.49,4.54,0.69
2578,0,4.01,4.49,4.54,0.69
2579,0,4.01,4.49,4.54,0.69
2580,0,4.01,4.49,4.54,0.69
2581,0,4.01,4.49,4.54,0.69
2582,0,4.01,4.49,4.54,0.69
2583,0,4.01,4.49,4.54,0.69
2584,0,4.01,4.49,4.54,0.69
2585,0,4.01,4.49,4.54,0.69
2586,0,4.01,4.49,4.54,0.69
2587,0,4.01,4.49,4.54,0.69
2588,0,4.01,4.49,4.54,0.69
2589,0,4.01,4.49,4.54,0.69
2590,0,4.01,4.49,4.54,0.69
2591,0,4.01,4.49,4.54,0.69
2592,0,4.01,4.49,4.54,0.69
2593,0,4.01,4.49,4.54,0.69
2594,0,4.01,4.49,4.54,0.69
2595,0,4.01,4.49,4.54,0.69
2596,0,4.01,4.49,4.54,0.69
2597,0,4.01,4.49,4.54,0.69
2598,0,4.01,4.49,4.54,0.69
2599,0,4.01,4.49,4.54,0.69
2600,0,4.01,4.49,4.54,0.69
2601,0,4.01,4.49,4.54,0.69
2602,0,4.01,4.49,4.54,0.69
2603,0,4.01,4.49,4.54,0.69
2604,0,4.01,4.49,4.54,0.69
2605,0,4.01,4.49,4.54,0.69
2606,0,4.01,4.49,4.54,0.69
2607,0,4.01,4.49,4.54,0.69
2608,0,4.01,4.49,4.54,0.69
2609,0,4.01,4.49,4.54,0.69
2610,0,4.01,4.49,4.54,0.69
2611,0,4.01,4.49,4.54,0.69
2612,0,4.01,4.49,4.54,0.69
2613,0,4.01,4.49,4.54,0.69
2614,0,4.01,4.49,4.54,0.69
2615,0,4.01,4.49,4.54,0.69
2616,0,4.01,4.49,4.54,0.69
2617,0,4.01,4.49,4.54,0.69
2618,0,4.01,4.49,4.54,0.69
2619,0,4.01,4.49,4.54,0.69
2620,0,4.01,4.49,4.54,0.69
2621,0,4.01,4.49,4.54,0.69
2622,0,4.01,4.49,4.54,0.69
2623,0,4.01,4.49,4.54,0.69
2624,0,4.01,4.49,4.54,0.69
2625,0,4.01,4.49,4.54,0.69
2626,0,4.01,4.49,4.54,0.69
2627,0,4.01,4.49,4.54,0.69
2628,0,4.01,4.49,4.54,0.69
2629,0,4.01,4.49,4.54,0.69
2630,0,4.01,4.49,4.54,0.69
2631,0,4.01,4.49,4.54,0.69
2632,0,4.01,4.49,4.54,0.69
2633,0,4.01,4.49,4.54,0.69
2634,0,4.01,4.49,4.54,0.69
2635,0,4.01,4.49,4.54,0.69
2636,0,4.01,4.49,4.54,0.69
2637,0,4.01,4.49,4.54,0.69
2638,0,4.01,4.49,4.54,0.69
2639,0,4.01,4.49,4.54,0.69
2640,0,4.01,4.49,4.54,0.69
2641,0,4.01,4.49,4.54,0.69
2642,0,4.01,4.49,4.54,0.69
2643,0,4.01,4.49,4.54,0.69
2644,0,4.01,4.49,4.54,0.69
2645,0,4.01,4.49,4.54,0.69
2646,0,4.01,4.49,4.54,0.69
2647,0,4.01,4.49,4.54,0.69
2648,0,4.01,4.49,4.54,0.69
2649,0,4.01,4.49,4.54,0.69
2650,0,4.01,4.49,4.54,0.69
2651,0,4.01,4.49,4.54,0.69
2652,0,4.01,4.49,4.54,0.69
2653,0,4.01,4.49,4.54,0.69
2654,0,4.01,4.49,4.54,0.69
2655,0,4.01,4.49,4.54,0.69
2656,0,4.01,4.49,4.54,0.69
2657,0,4.01,4.49,4.54,0.69
2658,0,4.01,4.49,4.54,0.69
2659,0,4.01,4.49,4.54,0.69
2660,0,4.01,4.49,4.54,0.69
2661,0,4.01,4.49,4.54,0.69
2662,0,4.01,4.49,4.54,0.69
2663,0,4.01,4.49,4.54,0.69
2664,0,4.01,4.49,4.54,0.69
2665,0,4.01,4.49,4.54,0.69
2666,0,4.01,4.49,4.54,0.69
2667,0,4.01,4.49,4.54,0.69
2668,0,4.01,4.49,4.54,0.69
2669,0,4.01,4.49,4.54,0.69
2670,0,4.01,4.49,4.54,0.69
2671,0,4.01,4.49,4.54,0.69
2672,0,4.01,4.49,4.54,0.69
2673,0,4.01,4.49,4.54,0.69
2674,0,4.01,4.49,4.54,0.69
2675,0,4.01,4.49,4.54,0.69
2676,0,4.01,4.49,4.54,0.69
2677,0,4.01,4.49,4.54,0.69
2678,0,4.01,4.49,4.54,0.69
2679,0,4.01,4.49,4.54,0.69
2680,0,4.01,4.49,4.54,0.69
2681,0,4.01,4.49,4.54,0.69
2682,0,4.01,4.49,4.54,0.69
2683,0,4.01,4.49,4.54,0.69
2684,0,4.01,4.49,4.54,0.69
2685,0,4.01,4.49,4.54,0.69
2686,0,4.01,4.49,4.54,0.69
2687,0,4.01,4.49,4.54,0.69
2688,0,4.01,4.49,4.54,0.69
2689,0,4.01,4.49,4.54,0.69
2690,0,4.01,4.49,4.54,0.69
2691,0,4.01,4.49,4.54,0.69
2692,0,4.01,4.49,4.54,0.69
2693,0,4.01,4.49,4.54,0.69
2694,0,4.01,4.49,4.54,0.69
2695,0,4.01,4.49,4.54,0.69
2696,0,4.01,4.49,4.54,0.69
2697,0,4.01,4.49,4.54,0.69
2698,0,4.01,4.49,4.54,0.69
2699,0,4.01,4.49,4.54,0.69
2700,0,4.01,4.49,4.54,0.69
2701,0,4.01,4.49,4.54,0.69
2702,0,4.01,4.49,4.54,0.69
2703,0,4.01,4.49,4.54,0.69
2704,0,4.01,4.49,4.54,0.69
2705,0,4.01,4.49,4.54,0.69
2706,0,4.01,4.49,4.54,0.69
2707,0,4.01,4.49,4.54,0.69
2708,0,4.01,4.49,4.54,0.69
2709,0,4.01,4.49,4.54,0.69
2710,0,4.01,4.49,4.54,0.69
2711,0,4.01,4.49,4.54,0.69
2712,0,4.01,4.49,4.54,0.69
2713,0,4.01,4.49,4.54,0.69
2714,0,4.01,4.49,4.54,0.69
2715,0,4.01,4.49,4.54,0.69
2716,0,4.01,4.49,4.54,0.69
2717,0,4.01,4.49,4.54,0.69
2718,0,4.01,4.49,4.54,0.69
2719,0,4.01,4.49,4.54,0.69
2720,0,4.01,4.49,4.54,0.69
2721,0,4.01,4.49,4.54,0.69
2722,0,4.01,4.49,4.54,0.69
2723,0,4.01,4.49,4.54,0.69
2724,0,4.01,4.49,4.54,0.69
2725,0,4.01,4.49,4.54,0.69
2726,0,4.01,4.49,4.54,0.69
2727,0,4.01,4.49,4.54,0.69
2728,0,4.01,4.49,4.54,0.69
2729,0,4.01,4.49,4.54,0.69
2730,0,4.01,4.49,4.54,0.69
2731,0,4.01,4.49,4.54,0.69
2732,0,4.01,4.49,4.54,0.69
2733,0,4.01,4.49,4.54,0.69
2734,0,4.01,4.49,4.54,0.69
2735,0,4.01,4.49,4.54,0.69
2736,0,4.01,4.49,4.54,0.69
2737,0,4.01,4.49,4.54,0.69
2738,0,4.01,4.49,4.54,0.69
2739,0,4.01,4.49,4.54,0.69
2740,0,4.01,4.49,4.54,0.69
2741,0,4.01,4.49,4.54,0.69
2742,0,4.01,4.49,4.54,0.69
2743,0,4.01,4.49,4.54,0.69
2744,0,4.01,4.49,4.54,0.69
2745,0,4.01,4.49,4.54,0.69
2746,0,4.01,4.49,4.54,0.69
2747,0,4.01,4.49,4.54,0.69
2748,0,4.01,4.49,4.54,0.69
2749,0,4.01,4.49,4.54,0.69
2750,0,4.01,4.49,4.54,0.69
2751,0,4.01,4.49,4.54,0.69
2752,0,4.01,4.49,4.54,0.69
2753,0,4.01,4.49,4.54,0.69
2754,0,4.01,4.49,4.54,0.69
2755,0,4.01,4.49,4.54,0.69
2756,0,4.01,4.49,4.54,0.69
2757,0,4.01,4.49,4.54,0.69
2758,0,4.01,4.49,4.54,0.69
2759,0,4.01,4.49,4.54,0.69
2760,0,4.01,4.49,4.54,0.69
2761,0,4.01,4.49,4.54,0.69
2762,0,4.01,4.49,4.54,0.69
2763,0,4.01,4.49,4.54,0.69
2764,0,4.01,4.49,4.54,0.69
2765,0,4.01,4.49,4.54,0.69
2766,0,4.01,4.49,4.54,0.69
2767,0,4.01,4.49,4.54,0.69
2768,0,4.01,4.49,4.54,0.69
2769,0,4.01,4.49,4.54,0.69
2770,0,4.01,4.49,4.54,0.69
2771,0,4.01,4.49,4.54,0.69
2772,0,4.01,4.49,4.54,0.69
2773,0,4.01,4.49,4.54,0.69
2774,0,4.01,4.49,4.54,0.69
2775,0,4.01,4.49,4.54,0.69
2776,0,4.01,4.49,4.54,0.69
2777,0,4.01,4.49,4.54,0.69
2778,0,4.01,4.49,4.54,0.69
2779,0,4.01,4.49,4.54,0.69
2780,0,4.01,4.49,4.54,0.69
2781,0,4.01,4.49,4.54,0.69
2782,0,4.01,4.49,4.54,0.69
2783,0,4.01,4.49,4.54,0.69
2784,0,4.01,4.49,4.54,0.69
2785,0,4.01,4.49,4.54,0.69
2786,0,4.01,4.49,4.54,0.69
2787,0,4.01,4.49,4.54,0.69
2788,0,4.01,4.49,4.54,0.69
2789,0,4.01,4.49,4.54,0.69
2790,0,4.01,4.49,4.54,0.69
2791,0,4.01,4.49,4.54,0.69
2792,0,4.01,4.49,4.54,0.69
2793,0,4.01,4.49,4.54,0.69
2794,0,4.01,4.49,4.54,0.69
2795,0,4.01,4.49,4.54,0.69
2796,0,4.01,4.49,4.54,0.69
2797,0,4.01,4.49,4.54,0.69
2798,0,4.01,4.49,4.54,0.69
2799,0,4.01,4.49,4.54,0.69
2800,0,4.01,4.49,4.54,0.69
2801,0,4.01,4.49,4.54,0.69
2802,0,4.01,4.49,4.54,0.69
2803,0,4.01,4.49,4.54,0.69
2804,0,4.01,4.49,4.54,0.69
2805,0,4.01,4.49,4.54,0.69
2806,0,4.01,4.49,4.54,0.69
2807,0,4.01,4.49,4.54,0.69
2808,0,4.01,4.49,4.54,0.69
2809,0,4.01,4.49,4.54,0.69
2810,0,4.01,4.49,4.54,0.69
2811,0,4.01,4.49,4.54,0.69
2812,0,4.01,4.49,4.54,0.69
2813,0,4.01,4.49,4.54,0.69
2814,0,4.01,4.49,4.54,0.69
2815,0,4.01,4.49,4.54,0.69
2816,0,4.01,4.49,4.54,0.69
2817,0,4.01,4.49,4.54,0.69
2818,0,4.01,4.49,4.54,0.69
2819,0,4.01,4.49,4.54,0.69
2820,0,4.01,4.49,4.54,0.69
2821,0,4.01,4.49,4.54,0.69
2822,0,4.01,4.49,4.54,0.69
2823,0,4.01,4.49,4.54,0.69
2824,0,4.01,4.49,4.54,0.69
2825,0,4.01,4.49,4.54,0.69
2826,0,4.01,4.49,4.54,0.69
2827,0,4.01,4.49,4.54,0.69
2828,0,4.01,4.49,4.54,0.69
2829,0,4.01,4.49,4.54,0.69
2830,0,4.01,4.49,4.54,0.69
2831,0,4.01,4.49,4.54,0.69
2832,0,4.01,4.49,4.54,0.69
2833,0,4.01,4.49,4.54,0.69
2834,0,4.01,4.49,4.54,0.69
2835,0,4.01,4.49,4.54,0.69
2836,0,4.01,4.49,4.54,0.69
2837,0,4.01,4.49,4.54,0.69
2838,0,4.01,4.49,4.54,0.69
2839,0,4.01,4.49,4.54,0.69
2840,0,4.01,4.49,4.54,0.69
2841,0,4.01,4.49,4.54,0.69
2842,0,4.01,4.49,4.54,0.69
2843,0,4.01,4.49,4.54,0.69
2844,0,4.01,4.49,4.54,0.69
2845,0,4.01,4.49,4.54,0.69
2846,0,4.01,4.49,4.54,0.69
2847,0,4.01,4.49,4.54,0.69
2848,0,4.01,4.49,4.54,0.69
2849,0,4.01,4.49,4.54,0.69
2850,0,4.01,4.49,4.54,0.69
2851,0,4.01,4.49,4.54,0.69
2852,0,4.01,4.49,4.54,0.69
2853,0,4.01,4.49,4.54,0.69
2854,0,4.01,4.49,4.54,0.69
2855,0,4.01,4.49,4.54,0.69
2856,0,4.01,4.49,4.54,0.69
2857,0,4.01,4.49,4.54,0.69
2858,0,4.01,4.49,4.54,0.69
2859,0,4.01,4.49,4.54,0.69
2860,0,4.01,4.49,4.54,0.69
2861,0,4.01,4.49,4.54,0.69
2862,0,4.01,4.49,4.54,0.69
2863,0,4.01,4.49,4.54,0.69
2864,0,4.01,4.49,4.54,0.69
2865,0,4.01,4.49,4.54,0.69
2866,0,4.01,4.49,4.54,0.69
2867,0,4.01,4.49,4.54,0.69
2868,0,4.01,4.49,4.54,0.69
2869,0,4.01,4.49,4.54,0.69
2870,0,4.01,4.49,4.54,0.69
2871,0,4.01,4.49,4.54,0.69
2872,0,4.01,4.49,4.54,0.69
2873,0,4.01,4.49,4.54,0.69
2874,0,4.01,4.49,4.54,0.69
2875,0,4.01,4.49,4.54,0.69
2876,0,4.01,4.49,4.54,0.69
2877,0,4.01,4.49,4.54,0.69
2878,0,4.01,4.49,4.54,0.69
2879,0,4.01,4.49,4.54,0.69
2880,0,4.01,4.49,4.54,0.69
2881,0,4.01,4.49,4.54,0.69
2882,0,4.01,4.49,4.54,0.69
2883,0,4.01,4.49,4.54,0.69
2884,0,4.01,4.49,4.54,0.69
2885,0,4.01,4.49,4.54,0.69
2886,0,4.01,4.49,4.54,0.69
2887,0,4.01,4.49,4.54,0.69
2888,0,4.01,4.49,4.54,0.69
2889,0,4.01,4.49,4.54,0.69
2890,0,4.01,4.49,4.54,0.69
2891,0,4.01,4.49,4.54,0.69
2892,0,4.01,4.49,4.54,0.69
2893,0,4.01,4.49,4.54,0.69
2894,0,4.01,4.49,4.54,0.69
2895,0,4.01,4.49,4.54,0.69
2896,0,4.01,4.49,4.54,0.69
2897,0,4.01,4.49,4.54,0.69
2898,0,4.01,4.49,4.54,0.69
2899,0,4.01,4.49,4.54,0.69
2900,0,4.01,4.49,4.54,0.69
2901,0,4.01,4.49,4.54,0.69
2902,0,4.01,4.49,4.54,0.69
2903,0,4.01,4.49,4.54,0.69
2904,0,4.01,4.49,4.54,0.69
2905,0,4.01,4.49,4.54,0.69
2906,0,4.01,4.49,4.54,0.69
2907,0,4.01,4.49,4.54,0.69
2908,0,4.01,4.49,4.54,0.69
2909,0,4.01,4.49,4.54,0.69
2910,0,4.01,4.49,4.54,0.69
2911,0,4.01,4.49,4.54,0.69
2912,0,4.01,4.49,4.54,0.69
2913,0,4.01,4.49,4.54,0.69
2914,0,4.01,4.49,4.54,0.69
2915,0,4.01,4.49,4.54,0.69
2916,0,4.01,4.49,4.54,0.69
2917,0,4.01,4.49,4.54,0.69
2918,0,4.01,4.49,4.54,0.69
2919,0,4.01,4.49,4.54,0.69
2920,0,4.01,4.49,4.54,0.69
2921,0,4.01,4.49,4.54,0.69
2922,0,4.01,4.49,4.54,0.69
2923,0,4.01,4.49,4.54,0.69
2924,0,4.01,4.49,4.54,0.69
2925,0,4.01,4.49,4.54,0.69
2926,0,4.01,4.49,4.54,0.69
2927,0,4.01,4.49,4.54,0.69
2928,0,4.01,4.49,4.54,0.69
2929,0,4.01,4.49,4.54,0.69
2930,0,4.01,4.49,4.54,0.69
2931,0,4.01,4.49,4.54,0.69
2932,0,4.01,4.49,4.54,0.69
2933,0,4.01,4.49,4.54,0.69
2934,0,4.01,4.49,4.54,0.69
2935,0,4.01,4.49,4.54,0.69
2936,0,4.01,4.49,4.54,0.69
2937,0,4.01,4.49,4.54,0.69
2938,0,4.01,4.49,4.54,0.69
2939,0,4.01,4.49,4.54,0.69
2940,0,4.01,4.49,4.54,0.69
2941,0,4.01,4.49,4.54,0.69
2942,0,4.01,4.49,4.54,0.69
2943,0,4.01,4.49,4.54,0.69
2944,0,4.01,4.49,4.54,0.69
2945,0,4.01,4.49,4.54,0.69
2946,0,4.01,4.49,4.54,0.69
2947,0,4.01,4.49,4.54,0.69
2948,0,4.01,4.49,4.54,0.69
2949,0,4.01,4.49,4.54,0.69
2950,0,4.01,4.49,4.54,0.69
2951,0,4.01,4.49,4.54,0.69
2952,0,4.01,4.49,4.54,0.69
2953,0,4.01,4.49,4.54,0.69
2954,0,4.01,4.49,4.54,0.69
2955,0,4.01,4.49,4.54,0.69
2956,0,4.01,4.49,4.54,0.69
2957,0,4.01,4.49,4.54,0.69
2958,0,4.01,4.49,4.54,0.69
2959,0,4.01,4.49,4.54,0.69
2960,0,4.01,4.49,4.54,0.69
2961,0,4.01,4.49,4.54,0.69
2962,0,4.01,4.49,4.54,0.69
2963,0,4.01,4.49,4.54,0.69
2964,0,4.01,4.49,4.54,0.69
2965,0,4.01,4.49,4.54,0.69
2966,0,4.01,4.49,4.54,0.69
2967,0,4.01,4.49,4.54,0.69
2968,0,4.01,4.49,4.54,0.69
2969,0,4.01,4.49,4.54,0.69
2970,0,4.01,4.49,4.54,0.69
2971,0,4.01,4.49,4.54,0.69
2972,0,4.01,4.49,4.54,0.69
2973,0,4.01,4.49,4.54,0.69
2974,0,4.01,4.49,4.54,0.69
2975,0,4.01,4.49,4.54,0.69
2976,0,4.01,4.49,4.54,0.69
2977,0,4.01,4.49,4.54,0.69
2978,0,4.01,4.49,4.54,0.69
2979,0,4.01,4.49,4.54,0.69
2980,0,4.01,4.49,4.54,0.69
2981,0,4.01,4.49,4.54,0.69
2982,0,4.01,4.49,4.54,0.69
2983,0,4.01,4.49,4.54,0.69
2984,0,4.01,4.49,4.54,0.69
2985,0,4.01,4.49,4.54,0.69
2986,0,4.01,4.49,4.54,0.69
2987,0,4.01,4.49,4.54,0.69
2988,0,4.01,4.49,4.54,0.69
2989,0,4.01,4.49,4.54,0.69
2990,0,4.01,4.49,4.54,0.69
2991,0,4.01,4.49,4.54,0.69
2992,0,4.01,4.49,4.54,0.69
