Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,2034,67773
,,,,,,,,2035,66109
,,,,,,,,2036,64155
,,,,,,,,2037,64723
,,,,,,,,2038,61493
,,,,,,,,2039,56056
,,,,,,,,2040,50492
,,,,,,,,2041,46442
,,,,,,,,2042,43938
,,,,,,,,2043,42555
,,,,,,,,2044,41813
,,,,,,,,2045,42162
,,,,,,,,2046,44688
,,,,,,,,2047,50188
,,,,,,,,2048,52359
,,,,,,,,2049,51968
,,,,,,,,2050,53464
,,,,,,,,2051,55396
,,,,,,,,2052,57085
,,,,,,,,2053,58438
,,,,,,,,2054,60166
,,,,,,,,2055,61909
,,,,,,,,2056,63491
,,,,,,,,2057,64394
,,,,,,,,2058,64072
,,,,,,,,2059,62886
,,,,,,,,2060,62102
,,,,,,,,2061,63615
,,,,,,,,2062,61048
,,,,,,,,2063,56284
,,,,,,,,2064,50839
,,,,,,,,2065,46665
,,,,,,,,2066,44387
,,,,,,,,2067,42944
,,,,,,,,2068,42258
,,,,,,,,2069,42607
,,,,,,,,2070,45295
,,,,,,,,2071,50830
,,,,,,,,2072,53178
,,,,,,,,2073,53013
,,,,,,,,2074,54293
,,,,,,,,2075,55893
,,,,,,,,2076,57255
,,,,,,,,2077,58627
,,,,,,,,2078,60449
,,,,,,,,2079,61418
,,,,,,,,2080,62037
,,,,,,,,2081,62860
,,,,,,,,2082,62419
,,,,,,,,2083,61237
,,,,,,,,2084,60732
,,,,,,,,2085,62002
,,,,,,,,2086,60072
,,,,,,,,2087,55701
,,,,,,,,2088,50598
,,,,,,,,2089,46747
,,,,,,,,2090,44467
,,,,,,,,2091,43058
,,,,,,,,2092,42418
,,,,,,,,2093,42769
,,,,,,,,2094,45385
,,,,,,,,2095,51052
,,,,,,,,2096,53612
,,,,,,,,2097,53449
,,,,,,,,2098,54853
,,,,,,,,2099,56663
,,,,,,,,2100,57882
,,,,,,,,2101,58911
,,,,,,,,2102,60325
,,,,,,,,2103,61327
,,,,,,,,2104,62223
,,,,,,,,2105,62895
,,,,,,,,2106,62649
,,,,,,,,2107,61468
,,,,,,,,2108,61020
,,,,,,,,2109,62337
,,,,,,,,2110,60066
,,,,,,,,2111,55817
,,,,,,,,2112,50828
,,,,,,,,2113,47048
,,,,,,,,2114,44692
,,,,,,,,2115,43488
,,,,,,,,2116,42847
,,,,,,,,2117,43107
,,,,,,,,2118,45572
,,,,,,,,2119,51076
,,,,,,,,2120,53726
,,,,,,,,2121,53901
,,,,,,,,2122,55283
,,,,,,,,2123,57208
,,,,,,,,2124,59134
,,,,,,,,2125,61370
,,,,,,,,2126,63607
,,,,,,,,2127,65398
,,,,,,,,2128,66991
,,,,,,,,2129,68080
,,,,,,,,2130,67683
,,,,,,,,2131,65691
,,,,,,,,2132,63796
,,,,,,,,2133,63978
,,,,,,,,2134,61477
,,,,,,,,2135,57875
,,,,,,,,2136,53313
,,,,,,,,2137,49220
,,,,,,,,2138,46306
,,,,,,,,2139,44267
,,,,,,,,2140,43105
,,,,,,,,2141,42683
,,,,,,,,2142,43215
,,,,,,,,2143,44855
,,,,,,,,2144,46448
,,,,,,,,2145,48588
,,,,,,,,2146,51436
,,,,,,,,2147,54514
,,,,,,,,2148,57420
,,,,,,,,2149,60331
,,,,,,,,2150,63191
,,,,,,,,2151,65931
,,,,,,,,2152,68345
,,,,,,,,2153,69773
,,,,,,,,2154,69907
,,,,,,,,2155,68252
,,,,,,,,2156,65673
,,,,,,,,2157,65283
,,,,,,,,2158,62542
,,,,,,,,2159,58715
,,,,,,,,2160,54506
,,,,,,,,2161,50213
,,,,,,,,2162,47335
,,,,,,,,2163,45265
,,,,,,,,2164,43876
,,,,,,,,2165,43228
,,,,,,,,2166,43288
,,,,,,,,2167,44151
,,,,,,,,2168,45020
,,,,,,,,2169,47144
,,,,,,,,2170,50345
,,,,,,,,2171,53891
,,,,,,,,2172,57364
,,,,,,,,2173,60820
,,,,,,,,2174,64089
,,,,,,,,2175,66750
,,,,,,,,2176,68871
,,,,,,,,2177,70392
,,,,,,,,2178,70721
,,,,,,,,2179,69305
,,,,,,,,2180,67385
,,,,,,,,2181,67845
,,,,,,,,2182,65499
,,,,,,,,2183,60855
,,,,,,,,2184,55188
,,,,,,,,2185,50740
,,,,,,,,2186,48083
,,,,,,,,2187,46328
,,,,,,,,2188,45370
,,,,,,,,2189,45850
,,,,,,,,2190,48397
,,,,,,,,2191,53527
,,,,,,,,2192,55401
,,,,,,,,2193,55686
,,,,,,,,2194,57193
,,,,,,,,2195,59328
,,,,,,,,2196,61332
,,,,,,,,2197,63464
,,,,,,,,2198,65795
,,,,,,,,2199,67732
,,,,,,,,2200,69241
,,,,,,,,2201,70355
,,,,,,,,2202,69876
,,,,,,,,2203,68023
,,,,,,,,2204,66542
,,,,,,,,2205,67409
,,,,,,,,2206,65017
,,,,,,,,2207,59947
,,,,,,,,2208,54367
,,,,,,,,2209,50268
,,,,,,,,2210,47888
,,,,,,,,2211,46500
,,,,,,,,2212,45721
,,,,,,,,2213,46109
,,,,,,,,2214,49011
,,,,,,,,2215,54885
,,,,,,,,2216,57160
,,,,,,,,2217,57290
,,,,,,,,2218,59061
,,,,,,,,2219,60967
,,,,,,,,2220,62625
,,,,,,,,2221,64231
,,,,,,,,2222,65500
,,,,,,,,2223,66496
,,,,,,,,2224,67371
,,,,,,,,2225,67884
,,,,,,,,2226,67197
,,,,,,,,2227,65630
,,,,,,,,2228,64343
,,,,,,,,2229,64720
,,,,,,,,2230,62196
,,,,,,,,2231,57388
,,,,,,,,2232,51838
,,,,,,,,2233,47841
,,,,,,,,2234,45428
,,,,,,,,2235,43993
,,,,,,,,2236,43321
,,,,,,,,2237,43629
,,,,,,,,2238,46324
,,,,,,,,2239,51978
,,,,,,,,2240,54211
,,,,,,,,2241,53707
,,,,,,,,2242,54702
,,,,,,,,2243,56054
,,,,,,,,2244,57387
,,,,,,,,2245,58507
,,,,,,,,2246,60221
,,,,,,,,2247,62181
,,,,,,,,2248,64180
,,,,,,,,2249,66026
,,,,,,,,2250,66371
,,,,,,,,2251,65113
,,,,,,,,2252,63355
,,,,,,,,2253,64064
,,,,,,,,2254,61719
,,,,,,,,2255,56769
,,,,,,,,2256,51123
,,,,,,,,2257,47109
,,,,,,,,2258,44643
,,,,,,,,2259,43102
,,,,,,,,2260,42424
,,,,,,,,2261,42778
,,,,,,,,2262,45405
,,,,,,,,2263,50959
,,,,,,,,2264,52854
,,,,,,,,2265,53332
,,,,,,,,2266,54782
,,,,,,,,2267,56943
,,,,,,,,2268,59090
,,,,,,,,2269,61327
,,,,,,,,2270,64020
,,,,,,,,2271,66573
,,,,,,,,2272,68704
,,,,,,,,2273,70170
,,,,,,,,2274,70228
,,,,,,,,2275,68170
,,,,,,,,2276,65395
,,,,,,,,2277,65214
,,,,,,,,2278,62524
,,,,,,,,2279,58091
,,,,,,,,2280,52838
,,,,,,,,2281,48001
,,,,,,,,2282,45204
,,,,,,,,2283,43424
,,,,,,,,2284,42381
,,,,,,,,2285,42069
,,,,,,,,2286,43310
,,,,,,,,2287,46112
,,,,,,,,2288,47418
,,,,,,,,2289,49441
,,,,,,,,2290,52394
,,,,,,,,2291,55060
,,,,,,,,2292,57164
,,,,,,,,2293,59138
,,,,,,,,2294,61234
,,,,,,,,2295,63334
,,,,,,,,2296,65203
,,,,,,,,2297,66310
,,,,,,,,2298,66136
,,,,,,,,2299,64220
,,,,,,,,2300,61724
,,,,,,,,2301,61863
,,,,,,,,2302,59696
,,,,,,,,2303,56274
,,,,,,,,2304,51854
,,,,,,,,2305,47704
,,,,,,,,2306,45113
,,,,,,,,2307,43346
,,,,,,,,2308,42207
,,,,,,,,2309,41850
,,,,,,,,2310,42220
,,,,,,,,2311,43549
,,,,,,,,2312,44165
,,,,,,,,2313,46864
,,,,,,,,2314,50672
,,,,,,,,2315,53785
,,,,,,,,2316,56247
,,,,,,,,2317,58453
,,,,,,,,2318,60554
,,,,,,,,2319,62581
,,,,,,,,2320,64261
,,,,,,,,2321,65199
,,,,,,,,2322,65221
,,,,,,,,2323,63653
,,,,,,,,2324,61630
,,,,,,,,2325,61870
,,,,,,,,2326,59833
,,,,,,,,2327,56197
,,,,,,,,2328,51750
,,,,,,,,2329,47858
,,,,,,,,2330,44819
,,,,,,,,2331,42789
,,,,,,,,2332,41411
,,,,,,,,2333,40762
,,,,,,,,2334,40909
,,,,,,,,2335,41803
,,,,,,,,2336,42571
,,,,,,,,2337,45304
,,,,,,,,2338,48512
,,,,,,,,2339,50892
,,,,,,,,2340,53020
,,,,,,,,2341,54789
,,,,,,,,2342,56054
,,,,,,,,2343,56712
,,,,,,,,2344,56968
,,,,,,,,2345,57021
,,,,,,,,2346,56980
,,,,,,,,2347,56321
,,,,,,,,2348,55991
,,,,,,,,2349,57625
,,,,,,,,2350,56360
,,,,,,,,2351,52695
,,,,,,,,2352,48088
,,,,,,,,2353,44521
,,,,,,,,2354,42382
,,,,,,,,2355,41077
,,,,,,,,2356,40600
,,,,,,,,2357,41228
,,,,,,,,2358,43714
,,,,,,,,2359,48393
,,,,,,,,2360,50333
,,,,,,,,2361,51835
,,,,,,,,2362,54225
,,,,,,,,2363,56767
,,,,,,,,2364,58917
,,,,,,,,2365,60812
,,,,,,,,2366,62848
,,,,,,,,2367,64446
,,,,,,,,2368,65907
,,,,,,,,2369,67086
,,,,,,,,2370,66658
,,,,,,,,2371,65164
,,,,,,,,2372,63732
,,,,,,,,2373,64757
,,,,,,,,2374,62267
,,,,,,,,2375,56794
,,,,,,,,2376,50989
,,,,,,,,2377,46707
,,,,,,,,2378,44115
,,,,,,,,2379,42789
,,,,,,,,2380,42107
,,,,,,,,2381,42422
,,,,,,,,2382,44970
,,,,,,,,2383,50335
,,,,,,,,2384,52092
,,,,,,,,2385,52707
,,,,,,,,2386,54868
,,,,,,,,2387,57525
,,,,,,,,2388,60053
,,,,,,,,2389,62686
,,,,,,,,2390,65602
,,,,,,,,2391,68221
,,,,,,,,2392,70419
,,,,,,,,2393,71802
,,,,,,,,2394,71365
,,,,,,,,2395,69259
,,,,,,,,2396,67010
,,,,,,,,2397,67352
,,,,,,,,2398,64561
,,,,,,,,2399,58953
,,,,,,,,2400,52809
,,,,,,,,2401,48289
,,,,,,,,2402,45643
,,,,,,,,2403,43892
,,,,,,,,2404,42985
,,,,,,,,2405,43173
,,,,,,,,2406,45622
,,,,,,,,2407,51054
,,,,,,,,2408,52657
,,,,,,,,2409,53413
,,,,,,,,2410,55764
,,,,,,,,2411,58698
,,,,,,,,2412,61343
,,,,,,,,2413,63929
,,,,,,,,2414,66796
,,,,,,,,2415,68935
,,,,,,,,2416,70607
,,,,,,,,2417,71285
,,,,,,,,2418,70621
,,,,,,,,2419,68622
,,,,,,,,2420,66241
,,,,,,,,2421,66686
,,,,,,,,2422,64090
,,,,,,,,2423,58627
,,,,,,,,2424,52754
,,,,,,,,2425,48443
,,,,,,,,2426,45849
,,,,,,,,2427,44308
,,,,,,,,2428,43632
,,,,,,,,2429,44254
,,,,,,,,2430,46918
,,,,,,,,2431,52501
,,,,,,,,2432,54727
,,,,,,,,2433,54742
,,,,,,,,2434,55989
,,,,,,,,2435,57904
,,,,,,,,2436,59758
,,,,,,,,2437,61439
,,,,,,,,2438,63246
,,,,,,,,2439,64746
,,,,,,,,2440,66006
,,,,,,,,2441,66898
,,,,,,,,2442,66481
,,,,,,,,2443,65076
,,,,,,,,2444,63758
,,,,,,,,2445,65269
,,,,,,,,2446,63486
,,,,,,,,2447,58832
,,,,,,,,2448,53522
,,,,,,,,2449,49371
,,,,,,,,2450,46468
,,,,,,,,2451,44830
,,,,,,,,2452,43852
,,,,,,,,2453,44140
,,,,,,,,2454,46783
,,,,,,,,2455,52105
,,,,,,,,2456,54216
,,,,,,,,2457,54974
,,,,,,,,2458,57144
,,,,,,,,2459,59306
,,,,,,,,2460,60984
,,,,,,,,2461,62523
,,,,,,,,2462,64485
,,,,,,,,2463,65987
,,,,,,,,2464,67021
,,,,,,,,2465,67581
,,,,,,,,2466,66957
,,,,,,,,2467,65339
,,,,,,,,2468,63813
,,,,,,,,2469,64681
,,,,,,,,2470,63140
,,,,,,,,2471,59833
,,,,,,,,2472,55753
,,,,,,,,2473,52157
,,,,,,,,2474,49546
,,,,,,,,2475,47826
,,,,,,,,2476,46811
,,,,,,,,2477,46425
,,,,,,,,2478,47152
,,,,,,,,2479,48815
,,,,,,,,2480,50399
,,,,,,,,2481,52897
,,,,,,,,2482,56188
,,,,,,,,2483,59064
,,,,,,,,2484,61360
,,,,,,,,2485,62781
,,,,,,,,2486,63599
,,,,,,,,2487,64013
,,,,,,,,2488,63918
,,,,,,,,2489,63755
,,,,,,,,2490,63098
,,,,,,,,2491,62201
,,,,,,,,2492,61770
,,,,,,,,2493,63009
,,,,,,,,2494,61851
,,,,,,,,2495,59274
,,,,,,,,2496,55754
,,,,,,,,2497,51992
,,,,,,,,2498,49607
,,,,,,,,2499,47933
,,,,,,,,2500,46507
,,,,,,,,2501,45743
,,,,,,,,2502,45958
,,,,,,,,2503,46868
,,,,,,,,2504,47292
,,,,,,,,2505,49666
,,,,,,,,2506,52364
,,,,,,,,2507,54939
,,,,,,,,2508,56811
,,,,,,,,2509,57821
,,,,,,,,2510,58391
,,,,,,,,2511,58743
,,,,,,,,2512,59058
,,,,,,,,2513,59455
,,,,,,,,2514,59913
,,,,,,,,2515,59465
,,,,,,,,2516,58891
,,,,,,,,2517,60175
,,,,,,,,2518,58716
,,,,,,,,2519,54809
,,,,,,,,2520,49722
,,,,,,,,2521,45920
,,,,,,,,2522,43498
,,,,,,,,2523,42119
,,,,,,,,2524,41411
,,,,,,,,2525,41846
,,,,,,,,2526,44399
,,,,,,,,2527,49667
,,,,,,,,2528,51769
,,,,,,,,2529,52050
,,,,,,,,2530,53402
,,,,,,,,2531,54485
,,,,,,,,2532,55352
,,,,,,,,2533,55891
,,,,,,,,2534,56434
,,,,,,,,2535,56643
,,,,,,,,2536,56573
,,,,,,,,2537,56760
,,,,,,,,2538,56740
,,,,,,,,2539,56321
,,,,,,,,2540,56085
,,,,,,,,2541,57840
,,,,,,,,2542,56310
,,,,,,,,2543,52005
,,,,,,,,2544,47061
,,,,,,,,2545,43697
,,,,,,,,2546,41677
,,,,,,,,2547,40504
,,,,,,,,2548,40050
,,,,,,,,2549,40635
,,,,,,,,2550,43547
,,,,,,,,2551,49174
,,,,,,,,2552,50678
,,,,,,,,2553,51206
,,,,,,,,2554,52628
,,,,,,,,2555,54439
,,,,,,,,2556,56004
,,,,,,,,2557,57507
,,,,,,,,2558,59527
,,,,,,,,2559,61323
,,,,,,,,2560,63146
,,,,,,,,2561,64635
,,,,,,,,2562,64796
,,,,,,,,2563,63528
,,,,,,,,2564,61525
,,,,,,,,2565,61997
,,,,,,,,2566,59711
,,,,,,,,2567,54740
,,,,,,,,2568,49288
,,,,,,,,2569,45200
,,,,,,,,2570,42924
,,,,,,,,2571,41568
,,,,,,,,2572,40936
,,,,,,,,2573,41409
,,,,,,,,2574,43946
,,,,,,,,2575,49241
,,,,,,,,2576,50816
,,,,,,,,2577,51494
,,,,,,,,2578,52953
,,,,,,,,2579,54701
,,,,,,,,2580,56268
,,,,,,,,2581,57873
,,,,,,,,2582,59966
,,,,,,,,2583,61930
,,,,,,,,2584,63953
,,,,,,,,2585,65931
,,,,,,,,2586,66500
,,,,,,,,2587,65447
,,,,,,,,2588,63097
,,,,,,,,2589,63280
,,,,,,,,2590,60854
,,,,,,,,2591,55454
,,,,,,,,2592,49708
,,,,,,,,2593,45585
,,,,,,,,2594,43157
,,,,,,,,2595,41639
,,,,,,,,2596,40939
,,,,,,,,2597,41333
,,,,,,,,2598,43862
,,,,,,,,2599,49061
,,,,,,,,2600,50634
,,,,,,,,2601,51557
,,,,,,,,2602,53448
,,,,,,,,2603,55637
,,,,,,,,2604,57450
,,,,,,,,2605,59089
,,,,,,,,2606,61470
,,,,,,,,2607,63781
,,,,,,,,2608,65905
,,,,,,,,2609,67783
,,,,,,,,2610,67852
,,,,,,,,2611,66103
,,,,,,,,2612,63799
,,,,,,,,2613,64399
,,,,,,,,2614,62223
,,,,,,,,2615,57198
,,,,,,,,2616,51594
,,,,,,,,2617,47282
,,,,,,,,2618,44783
,,,,,,,,2619,43308
,,,,,,,,2620,42454
,,,,,,,,2621,42724
,,,,,,,,2622,45343
,,,,,,,,2623,50417
,,,,,,,,2624,52260
,,,,,,,,2625,53380
,,,,,,,,2626,55148
,,,,,,,,2627,57133
,,,,,,,,2628,58412
,,,,,,,,2629,58630
,,,,,,,,2630,58810
,,,,,,,,2631,58525
,,,,,,,,2632,58100
,,,,,,,,2633,57647
,,,,,,,,2634,56944
,,,,,,,,2635,55351
,,,,,,,,2636,54127
,,,,,,,,2637,55148
,,,,,,,,2638,54055
,,,,,,,,2639,51005
,,,,,,,,2640,47160
,,,,,,,,2641,43750
,,,,,,,,2642,41774
,,,,,,,,2643,40434
,,,,,,,,2644,39746
,,,,,,,,2645,39698
,,,,,,,,2646,40423
,,,,,,,,2647,42066
,,,,,,,,2648,43261
,,,,,,,,2649,45663
,,,,,,,,2650,47868
,,,,,,,,2651,49280
,,,,,,,,2652,49847
,,,,,,,,2653,50165
,,,,,,,,2654,50452
,,,,,,,,2655,51006
,,,,,,,,2656,51938
,,,,,,,,2657,53099
,,,,,,,,2658,54015
,,,,,,,,2659,53968
,,,,,,,,2660,53046
,,,,,,,,2661,53862
,,,,,,,,2662,52666
,,,,,,,,2663,49789
,,,,,,,,2664,46194
,,,,,,,,2665,42854
,,,,,,,,2666,40670
,,,,,,,,2667,39348
,,,,,,,,2668,38716
,,,,,,,,2669,38331
,,,,,,,,2670,38692
,,,,,,,,2671,39488
,,,,,,,,2672,40160
,,,,,,,,2673,42728
,,,,,,,,2674,45515
,,,,,,,,2675,47725
,,,,,,,,2676,49687
,,,,,,,,2677,51757
,,,,,,,,2678,53999
,,,,,,,,2679,56308
,,,,,,,,2680,58564
,,,,,,,,2681,60730
,,,,,,,,2682,61939
,,,,,,,,2683,61601
,,,,,,,,2684,60261
,,,,,,,,2685,60677
,,,,,,,,2686,58967
,,,,,,,,2687,54448
,,,,,,,,2688,48855
,,,,,,,,2689,44721
,,,,,,,,2690,41967
,,,,,,,,2691,40629
,,,,,,,,2692,39823
,,,,,,,,2693,40280
,,,,,,,,2694,42920
,,,,,,,,2695,48209
,,,,,,,,2696,49733
,,,,,,,,2697,50628
,,,,,,,,2698,52285
,,,,,,,,2699,53863
,,,,,,,,2700,55161
,,,,,,,,2701,56235
,,,,,,,,2702,57560
,,,,,,,,2703,58803
,,,,,,,,2704,60319
,,,,,,,,2705,61799
,,,,,,,,2706,62327
,,,,,,,,2707,61601
,,,,,,,,2708,60023
,,,,,,,,2709,60654
,,,,,,,,2710,58588
,,,,,,,,2711,53460
,,,,,,,,2712,47864
,,,,,,,,2713,44153
,,,,,,,,2714,42031
,,,,,,,,2715,40806
,,,,,,,,2716,40350
,,,,,,,,2717,40905
,,,,,,,,2718,43658
,,,,,,,,2719,49021
,,,,,,,,2720,50383
,,,,,,,,2721,51166
,,,,,,,,2722,52874
,,,,,,,,2723,54882
,,,,,,,,2724,56714
,,,,,,,,2725,58720
,,,,,,,,2726,61120
,,,,,,,,2727,63494
,,,,,,,,2728,66328
,,,,,,,,2729,68889
,,,,,,,,2730,69607
,,,,,,,,2731,68665
,,,,,,,,2732,66456
,,,,,,,,2733,66599
,,,,,,,,2734,64319
,,,,,,,,2735,58991
,,,,,,,,2736,52935
,,,,,,,,2737,48648
,,,,,,,,2738,46152
,,,,,,,,2739,44504
,,,,,,,,2740,43800
,,,,,,,,2741,44154
,,,,,,,,2742,46786
,,,,,,,,2743,51811
,,,,,,,,2744,53472
,,,,,,,,2745,54705
,,,,,,,,2746,56810
,,,,,,,,2747,59878
,,,,,,,,2748,63001
,,,,,,,,2749,66342
,,,,,,,,2750,69916
,,,,,,,,2751,73327
,,,,,,,,2752,76428
,,,,,,,,2753,79028
,,,,,,,,2754,79454
,,,,,,,,2755,77771
,,,,,,,,2756,74550
,,,,,,,,2757,74081
,,,,,,,,2758,71362
,,,,,,,,2759,65336
,,,,,,,,2760,58831
,,,,,,,,2761,53999
,,,,,,,,2762,50783
,,,,,,,,2763,48625
,,,,,,,,2764,47394
,,,,,,,,2765,47295
,,,,,,,,2766,49579
,,,,,,,,2767,54382
,,,,,,,,2768,55809
,,,,,,,,2769,57247
,,,,,,,,2770,60100
,,,,,,,,2771,63308
,,,,,,,,2772,66582
,,,,,,,,2773,69905
,,,,,,,,2774,73329
,,,,,,,,2775,76098
,,,,,,,,2776,78464
,,,,,,,,2777,79300
,,,,,,,,2778,78564
,,,,,,,,2779,75843
,,,,,,,,2780,73103
,,,,,,,,2781,73162
,,,,,,,,2782,70620
,,,,,,,,2783,64972
,,,,,,,,2784,58753
,,,,,,,,2785,54157
,,,,,,,,2786,50994
,,,,,,,,2787,48942
,,,,,,,,2788,47654
,,,,,,,,2789,47376
,,,,,,,,2790,49509
,,,,,,,,2791,54096
,,,,,,,,2792,55431
,,,,,,,,2793,57020
,,,,,,,,2794,59417
,,,,,,,,2795,62247
,,,,,,,,2796,64763
,,,,,,,,2797,67296
,,,,,,,,2798,70238
,,,,,,,,2799,72700
,,,,,,,,2800,74807
,,,,,,,,2801,76226
,,,,,,,,2802,75739
,,,,,,,,2803,73062
,,,,,,,,2804,69840
,,,,,,,,2805,69236
,,,,,,,,2806,67147
,,,,,,,,2807,62808
,,,,,,,,2808,58088
,,,,,,,,2809,53890
,,,,,,,,2810,50657
,,,,,,,,2811,48359
,,,,,,,,2812,47086
,,,,,,,,2813,46255
,,,,,,,,2814,46527
,,,,,,,,2815,47542
,,,,,,,,2816,48611
,,,,,,,,2817,52131
,,,,,,,,2818,56083
,,,,,,,,2819,59866
,,,,,,,,2820,63268
,,,,,,,,2821,66086
,,,,,,,,2822,68423
,,,,,,,,2823,70439
,,,,,,,,2824,71932
,,,,,,,,2825,72519
,,,,,,,,2826,71751
,,,,,,,,2827,69288
,,,,,,,,2828,66701
,,,,,,,,2829,66641
,,,,,,,,2830,64825
,,,,,,,,2831,61367
,,,,,,,,2832,57112
,,,,,,,,2833,52840
,,,,,,,,2834,49939
,,,,,,,,2835,47723
,,,,,,,,2836,46308
,,,,,,,,2837,45460
,,,,,,,,2838,45379
,,,,,,,,2839,45839
,,,,,,,,2840,46416
,,,,,,,,2841,49654
,,,,,,,,2842,53322
,,,,,,,,2843,56570
,,,,,,,,2844,59534
,,,,,,,,2845,62444
,,,,,,,,2846,64804
,,,,,,,,2847,66843
,,,,,,,,2848,68620
,,,,,,,,2849,69789
,,,,,,,,2850,69885
,,,,,,,,2851,68662
,,,,,,,,2852,67008
,,,,,,,,2853,67802
,,,,,,,,2854,66284
,,,,,,,,2855,62001
,,,,,,,,2856,56592
,,,,,,,,2857,52475
,,,,,,,,2858,49846
,,,,,,,,2859,48196
,,,,,,,,2860,47493
,,,,,,,,2861,47945
,,,,,,,,2862,50737
,,,,,,,,2863,55892
,,,,,,,,2864,57915
,,,,,,,,2865,59300
,,,,,,,,2866,61592
,,,,,,,,2867,64327
,,,,,,,,2868,67042
,,,,,,,,2869,69454
,,,,,,,,2870,71408
,,,,,,,,2871,73086
,,,,,,,,2872,74878
,,,,,,,,2873,76204
,,,,,,,,2874,75997
,,,,,,,,2875,74198
,,,,,,,,2876,72341
,,,,,,,,2877,72686
,,,,,,,,2878,69922
,,,,,,,,2879,64661
,,,,,,,,2880,58100
,,,,,,,,2881,53282
,,,,,,,,2882,50430
,,,,,,,,2883,48473
,,,,,,,,2884,47366
,,,,,,,,2885,47530
,,,,,,,,2886,50088
,,,,,,,,2887,55385
,,,,,,,,2888,57069
,,,,,,,,2889,58294
,,,,,,,,2890,60599
,,,,,,,,2891,63517
,,,,,,,,2892,67123
,,,,,,,,2893,69927
,,,,,,,,2894,72703
,,,,,,,,2895,74790
,,,,,,,,2896,76516
,,,,,,,,2897,77555
,,,,,,,,2898,76971
,,,,,,,,2899,75361
,,,,,,,,2900,73227
,,,,,,,,2901,72961
,,,,,,,,2902,70730
,,,,,,,,2903,65166
,,,,,,,,2904,58581
,,,,,,,,2905,54237
,,,,,,,,2906,51120
,,,,,,,,2907,49268
,,,,,,,,2908,48208
,,,,,,,,2909,48244
,,,,,,,,2910,50779
,,,,,,,,2911,55686
,,,,,,,,2912,57288
,,,,,,,,2913,58816
,,,,,,,,2914,61768
,,,,,,,,2915,64724
,,,,,,,,2916,67240
,,,,,,,,2917,69610
,,,,,,,,2918,72206
,,,,,,,,2919,74724
,,,,,,,,2920,77179
,,,,,,,,2921,79310
,,,,,,,,2922,79676
,,,,,,,,2923,78292
,,,,,,,,2924,75775
,,,,,,,,2925,75157
,,,,,,,,2926,72519
,,,,,,,,2927,66625
,,,,,,,,2928,59989
,,,,,,,,2929,55059
,,,,,,,,2930,51871
,,,,,,,,2931,49427
,,,,,,,,2932,48178
,,,,,,,,2933,48227
,,,,,,,,2934,50754
,,,,,,,,2935,55639
,,,,,,,,2936,57879
,,,,,,,,2937,59868
,,,,,,,,2938,63050
,,,,,,,,2939,66734
,,,,,,,,2940,70355
,,,,,,,,2941,74154
,,,,,,,,2942,78187
,,,,,,,,2943,81452
,,,,,,,,2944,84288
,,,,,,,,2945,86027
,,,,,,,,2946,85621
,,,,,,,,2947,82907
,,,,,,,,2948,79198
,,,,,,,,2949,78371
,,,,,,,,2950,75306
,,,,,,,,2951,69147
,,,,,,,,2952,62247
,,,,,,,,2953,57014
,,,,,,,,2954,53597
,,,,,,,,2955,51229
,,,,,,,,2956,49798
,,,,,,,,2957,49594
,,,,,,,,2958,51924
,,,,,,,,2959,56591
,,,,,,,,2960,58507
,,,,,,,,2961,60596
,,,,,,,,2962,63940
,,,,,,,,2963,68004
,,,,,,,,2964,71981
,,,,,,,,2965,75696
,,,,,,,,2966,79512
,,,,,,,,2967,82813
,,,,,,,,2968,85627
,,,,,,,,2969,87356
,,,,,,,,2970,86892
,,,,,,,,2971,83305
,,,,,,,,2972,79371
,,,,,,,,2973,77590
,,,,,,,,2974,74155
,,,,,,,,2975,68555
,,,,,,,,2976,62703
,,,,,,,,2977,57501
,,,,,,,,2978,54110
,,,,,,,,2979,51684
,,,,,,,,2980,49888
,,,,,,,,2981,48885
,,,,,,,,2982,49224
,,,,,,,,2983,50257
,,,,,,,,2984,51691
,,,,,,,,2985,55532
,,,,,,,,2986,60394
,,,,,,,,2987,65266
,,,,,,,,2988,70259
,,,,,,,,2989,74350
,,,,,,,,2990,77995
,,,,,,,,2991,81169
,,,,,,,,2992,83372
,,,,,,,,2993,84216
,,,,,,,,2994,83587
,,,,,,,,2995,81080
,,,,,,,,2996,77422
,,,,,,,,2997,75909
,,,,,,,,2998,73166
,,,,,,,,2999,68403
,,,,,,,,3000,63392
,,,,,,,,3001,58751
,,,,,,,,3002,55204
,,,,,,,,3003,52317
,,,,,,,,3004,50381
,,,,,,,,3005,49038
,,,,,,,,3006,48815
,,,,,,,,3007,49093
,,,,,,,,3008,49580
,,,,,,,,3009,52513
,,,,,,,,3010,55851
,,,,,,,,3011,59388
,,,,,,,,3012,62737
,,,,,,,,3013,66358
,,,,,,,,3014,69984
,,,,,,,,3015,72877
,,,,,,,,3016,75084
,,,,,,,,3017,76961
,,,,,,,,3018,77546
,,,,,,,,3019,75899
,,,,,,,,3020,73355
,,,,,,,,3021,72777
,,,,,,,,3022,70466
,,,,,,,,3023,65327
,,,,,,,,3024,59127
,,,,,,,,3025,54130
,,,,,,,,3026,51169
