Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,1041,69088
,,,,,,,,1042,67762
,,,,,,,,1043,67330
,,,,,,,,1044,66618
,,,,,,,,1045,65293
,,,,,,,,1046,63526
,,,,,,,,1047,61751
,,,,,,,,1048,59760
,,,,,,,,1049,58365
,,,,,,,,1050,57714
,,,,,,,,1051,58405
,,,,,,,,1052,61140
,,,,,,,,1053,61962
,,,,,,,,1054,61369
,,,,,,,,1055,59424
,,,,,,,,1056,55647
,,,,,,,,1057,51670
,,,,,,,,1058,49117
,,,,,,,,1059,47942
,,,,,,,,1060,47631
,,,,,,,,1061,47853
,,,,,,,,1062,49274
,,,,,,,,1063,53489
,,,,,,,,1064,60341
,,,,,,,,1065,61758
,,,,,,,,1066,59775
,,,,,,,,1067,58458
,,,,,,,,1068,57381
,,,,,,,,1069,56009
,,,,,,,,1070,54399
,,,,,,,,1071,53399
,,,,,,,,1072,52656
,,,,,,,,1073,52261
,,,,,,,,1074,52060
,,,,,,,,1075,52518
,,,,,,,,1076,55495
,,,,,,,,1077,56535
,,,,,,,,1078,55879
,,,,,,,,1079,53907
,,,,,,,,1080,50389
,,,,,,,,1081,46705
,,,,,,,,1082,44101
,,,,,,,,1083,42810
,,,,,,,,1084,42052
,,,,,,,,1085,42005
,,,,,,,,1086,42994
,,,,,,,,1087,46455
,,,,,,,,1088,53027
,,,,,,,,1089,55018
,,,,,,,,1090,54389
,,,,,,,,1091,54600
,,,,,,,,1092,55299
,,,,,,,,1093,55410
,,,,,,,,1094,55143
,,,,,,,,1095,55082
,,,,,,,,1096,54715
,,,,,,,,1097,54434
,,,,,,,,1098,54285
,,,,,,,,1099,54132
,,,,,,,,1100,56516
,,,,,,,,1101,57277
,,,,,,,,1102,56220
,,,,,,,,1103,53946
,,,,,,,,1104,49991
,,,,,,,,1105,46022
,,,,,,,,1106,43473
,,,,,,,,1107,42255
,,,,,,,,1108,41845
,,,,,,,,1109,42216
,,,,,,,,1110,43460
,,,,,,,,1111,47327
,,,,,,,,1112,54595
,,,,,,,,1113,56885
,,,,,,,,1114,56313
,,,,,,,,1115,56498
,,,,,,,,1116,56598
,,,,,,,,1117,56003
,,,,,,,,1118,55037
,,,,,,,,1119,54130
,,,,,,,,1120,53306
,,,,,,,,1121,52845
,,,,,,,,1122,52973
,,,,,,,,1123,53985
,,,,,,,,1124,57555
,,,,,,,,1125,58639
,,,,,,,,1126,57854
,,,,,,,,1127,55876
,,,,,,,,1128,51912
,,,,,,,,1129,47983
,,,,,,,,1130,45476
,,,,,,,,1131,44335
,,,,,,,,1132,43680
,,,,,,,,1133,43877
,,,,,,,,1134,44935
,,,,,,,,1135,48528
,,,,,,,,1136,54823
,,,,,,,,1137,57050
,,,,,,,,1138,56431
,,,,,,,,1139,56209
,,,,,,,,1140,56235
,,,,,,,,1141,55457
,,,,,,,,1142,54444
,,,,,,,,1143,53797
,,,,,,,,1144,53088
,,,,,,,,1145,52565
,,,,,,,,1146,52826
,,,,,,,,1147,53671
,,,,,,,,1148,55583
,,,,,,,,1149,55629
,,,,,,,,1150,54622
,,,,,,,,1151,53027
,,,,,,,,1152,50263
,,,,,,,,1153,47316
,,,,,,,,1154,45050
,,,,,,,,1155,43755
,,,,,,,,1156,42966
,,,,,,,,1157,42697
,,,,,,,,1158,42915
,,,,,,,,1159,44111
,,,,,,,,1160,46631
,,,,,,,,1161,48737
,,,,,,,,1162,51384
,,,,,,,,1163,53726
,,,,,,,,1164,54828
,,,,,,,,1165,54722
,,,,,,,,1166,53980
,,,,,,,,1167,53392
,,,,,,,,1168,53093
,,,,,,,,1169,53194
,,,,,,,,1170,53479
,,,,,,,,1171,54360
,,,,,,,,1172,56613
,,,,,,,,1173,57196
,,,,,,,,1174,56374
,,,,,,,,1175,55008
,,,,,,,,1176,52448
,,,,,,,,1177,49890
,,,,,,,,1178,47939
,,,,,,,,1179,46776
,,,,,,,,1180,46473
,,,,,,,,1181,46365
,,,,,,,,1182,46825
,,,,,,,,1183,48066
,,,,,,,,1184,50158
,,,,,,,,1185,51737
,,,,,,,,1186,53264
,,,,,,,,1187,53742
,,,,,,,,1188,52866
,,,,,,,,1189,51393
,,,,,,,,1190,50001
,,,,,,,,1191,48419
,,,,,,,,1192,47079
,,,,,,,,1193,46370
,,,,,,,,1194,46451
,,,,,,,,1195,47681
,,,,,,,,1196,51623
,,,,,,,,1197,53924
,,,,,,,,1198,53862
,,,,,,,,1199,53140
,,,,,,,,1200,50934
,,,,,,,,1201,48078
,,,,,,,,1202,46359
,,,,,,,,1203,45635
,,,,,,,,1204,45424
,,,,,,,,1205,45934
,,,,,,,,1206,47445
,,,,,,,,1207,51060
,,,,,,,,1208,56162
,,,,,,,,1209,57879
,,,,,,,,1210,57608
,,,,,,,,1211,57317
,,,,,,,,1212,57139
,,,,,,,,1213,56421
,,,,,,,,1214,55413
,,,,,,,,1215,54418
,,,,,,,,1216,53375
,,,,,,,,1217,52773
,,,,,,,,1218,52640
,,,,,,,,1219,53095
,,,,,,,,1220,56064
,,,,,,,,1221,57170
,,,,,,,,1222,56136
,,,,,,,,1223,54229
,,,,,,,,1224,50727
,,,,,,,,1225,47095
,,,,,,,,1226,44945
,,,,,,,,1227,44116
,,,,,,,,1228,43833
,,,,,,,,1229,44388
,,,,,,,,1230,46095
,,,,,,,,1231,50549
,,,,,,,,1232,57502
,,,,,,,,1233,59111
,,,,,,,,1234,56918
,,,,,,,,1235,55349
,,,,,,,,1236,54619
,,,,,,,,1237,53886
,,,,,,,,1238,53422
,,,,,,,,1239,53355
,,,,,,,,1240,53224
,,,,,,,,1241,53240
,,,,,,,,1242,53344
,,,,,,,,1243,52821
,,,,,,,,1244,55367
,,,,,,,,1245,56825
,,,,,,,,1246,56001
,,,,,,,,1247,53555
,,,,,,,,1248,49758
,,,,,,,,1249,45785
,,,,,,,,1250,43218
,,,,,,,,1251,41936
,,,,,,,,1252,41329
,,,,,,,,1253,41261
,,,,,,,,1254,42256
,,,,,,,,1255,45870
,,,,,,,,1256,51639
,,,,,,,,1257,53261
,,,,,,,,1258,52753
,,,,,,,,1259,52965
,,,,,,,,1260,53715
,,,,,,,,1261,54140
,,,,,,,,1262,54542
,,,,,,,,1263,55752
,,,,,,,,1264,56469
,,,,,,,,1265,57011
,,,,,,,,1266,57210
,,,,,,,,1267,56107
,,,,,,,,1268,57648
,,,,,,,,1269,58507
,,,,,,,,1270,57364
,,,,,,,,1271,54865
,,,,,,,,1272,50961
,,,,,,,,1273,46729
,,,,,,,,1274,43803
,,,,,,,,1275,42190
,,,,,,,,1276,41378
,,,,,,,,1277,41262
,,,,,,,,1278,42165
,,,,,,,,1279,45531
,,,,,,,,1280,51508
,,,,,,,,1281,53302
,,,,,,,,1282,52804
,,,,,,,,1283,53295
,,,,,,,,1284,54384
,,,,,,,,1285,55142
,,,,,,,,1286,55880
,,,,,,,,1287,56750
,,,,,,,,1288,56899
,,,,,,,,1289,56802
,,,,,,,,1290,56402
,,,,,,,,1291,55779
,,,,,,,,1292,57685
,,,,,,,,1293,58656
,,,,,,,,1294,57520
,,,,,,,,1295,54891
,,,,,,,,1296,51110
,,,,,,,,1297,46944
,,,,,,,,1298,44077
,,,,,,,,1299,42677
,,,,,,,,1300,41800
,,,,,,,,1301,41506
,,,,,,,,1302,42225
,,,,,,,,1303,45644
,,,,,,,,1304,52027
,,,,,,,,1305,54203
,,,,,,,,1306,54222
,,,,,,,,1307,54490
,,,,,,,,1308,54859
,,,,,,,,1309,54130
,,,,,,,,1310,53057
,,,,,,,,1311,52374
,,,,,,,,1312,51557
,,,,,,,,1313,50867
,,,,,,,,1314,50725
,,,,,,,,1315,50968
,,,,,,,,1316,53716
,,,,,,,,1317,55475
,,,,,,,,1318,55233
,,,,,,,,1319,54237
,,,,,,,,1320,52452
,,,,,,,,1321,49940
,,,,,,,,1322,47892
,,,,,,,,1323,46998
,,,,,,,,1324,46582
,,,,,,,,1325,46724
,,,,,,,,1326,47753
,,,,,,,,1327,49776
,,,,,,,,1328,52998
,,,,,,,,1329,55320
,,,,,,,,1330,56608
,,,,,,,,1331,56437
,,,,,,,,1332,55318
,,,,,,,,1333,53830
,,,,,,,,1334,51907
,,,,,,,,1335,50236
,,,,,,,,1336,48655
,,,,,,,,1337,47915
,,,,,,,,1338,47792
,,,,,,,,1339,48540
,,,,,,,,1340,51553
,,,,,,,,1341,53817
,,,,,,,,1342,53906
,,,,,,,,1343,53364
,,,,,,,,1344,51554
,,,,,,,,1345,49788
,,,,,,,,1346,48284
,,,,,,,,1347,47442
,,,,,,,,1348,47167
,,,,,,,,1349,47331
,,,,,,,,1350,47991
,,,,,,,,1351,49446
,,,,,,,,1352,51567
,,,,,,,,1353,52876
,,,,,,,,1354,53410
,,,,,,,,1355,52436
,,,,,,,,1356,50616
,,,,,,,,1357,49012
,,,,,,,,1358,47958
,,,,,,,,1359,47008
,,,,,,,,1360,46100
,,,,,,,,1361,45796
,,,,,,,,1362,46094
,,,,,,,,1363,47543
,,,,,,,,1364,50701
,,,,,,,,1365,52707
,,,,,,,,1366,52258
,,,,,,,,1367,50488
,,,,,,,,1368,47419
,,,,,,,,1369,44030
,,,,,,,,1370,41700
,,,,,,,,1371,40453
,,,,,,,,1372,39813
,,,,,,,,1373,39827
,,,,,,,,1374,40868
,,,,,,,,1375,44539
,,,,,,,,1376,50728
,,,,,,,,1377,52599
,,,,,,,,1378,52272
,,,,,,,,1379,52572
,,,,,,,,1380,53284
,,,,,,,,1381,53187
,,,,,,,,1382,52751
,,,,,,,,1383,52509
,,,,,,,,1384,52200
,,,,,,,,1385,51917
,,,,,,,,1386,52047
,,,,,,,,1387,52663
,,,,,,,,1388,55214
,,,,,,,,1389,56218
,,,,,,,,1390,55134
,,,,,,,,1391,52714
,,,,,,,,1392,49037
,,,,,,,,1393,44984
,,,,,,,,1394,42128
,,,,,,,,1395,40552
,,,,,,,,1396,39842
,,,,,,,,1397,39830
,,,,,,,,1398,40674
,,,,,,,,1399,43989
,,,,,,,,1400,49759
,,,,,,,,1401,51632
,,,,,,,,1402,51478
,,,,,,,,1403,52176
,,,,,,,,1404,53180
,,,,,,,,1405,53824
,,,,,,,,1406,54047
,,,,,,,,1407,54543
,,,,,,,,1408,54482
,,,,,,,,1409,54535
,,,,,,,,1410,54769
,,,,,,,,1411,54883
,,,,,,,,1412,57963
,,,,,,,,1413,58770
,,,,,,,,1414,57635
,,,,,,,,1415,55227
,,,,,,,,1416,51138
,,,,,,,,1417,46901
,,,,,,,,1418,43820
,,,,,,,,1419,42248
,,,,,,,,1420,41490
,,,,,,,,1421,41505
,,,,,,,,1422,42506
,,,,,,,,1423,45803
,,,,,,,,1424,51820
,,,,,,,,1425,53826
,,,,,,,,1426,53303
,,,,,,,,1427,53342
,,,,,,,,1428,54265
,,,,,,,,1429,54988
,,,,,,,,1430,55710
,,,,,,,,1431,56814
,,,,,,,,1432,57553
,,,,,,,,1433,57628
,,,,,,,,1434,57784
,,,,,,,,1435,57085
,,,,,,,,1436,58348
,,,,,,,,1437,59770
,,,,,,,,1438,58751
,,,,,,,,1439,56469
,,,,,,,,1440,52514
,,,,,,,,1441,48252
,,,,,,,,1442,45115
,,,,,,,,1443,43402
,,,,,,,,1444,42273
,,,,,,,,1445,41887
,,,,,,,,1446,42404
,,,,,,,,1447,45186
,,,,,,,,1448,50490
,,,,,,,,1449,52115
,,,,,,,,1450,52752
,,,,,,,,1451,54339
,,,,,,,,1452,55803
,,,,,,,,1453,56866
,,,,,,,,1454,57363
,,,,,,,,1455,58043
,,,,,,,,1456,58340
,,,,,,,,1457,58369
,,,,,,,,1458,57783
,,,,,,,,1459,56743
,,,,,,,,1460,57058
,,,,,,,,1461,57603
,,,,,,,,1462,56133
,,,,,,,,1463,54039
,,,,,,,,1464,50984
,,,,,,,,1465,47377
,,,,,,,,1466,44726
,,,,,,,,1467,42895
,,,,,,,,1468,41664
,,,,,,,,1469,41415
,,,,,,,,1470,41758
,,,,,,,,1471,43056
,,,,,,,,1472,45254
,,,,,,,,1473,47125
,,,,,,,,1474,49235
,,,,,,,,1475,50408
,,,,,,,,1476,50494
,,,,,,,,1477,50047
,,,,,,,,1478,49176
,,,,,,,,1479,48322
,,,,,,,,1480,47645
,,,,,,,,1481,47406
,,,,,,,,1482,47362
,,,,,,,,1483,47790
,,,,,,,,1484,49855
,,,,,,,,1485,52036
,,,,,,,,1486,51664
,,,,,,,,1487,50663
,,,,,,,,1488,49069
,,,,,,,,1489,47167
,,,,,,,,1490,45553
,,,,,,,,1491,44632
,,,,,,,,1492,44244
,,,,,,,,1493,44393
,,,,,,,,1494,44979
,,,,,,,,1495,46516
,,,,,,,,1496,48720
,,,,,,,,1497,50218
,,,,,,,,1498,51085
,,,,,,,,1499,50415
,,,,,,,,1500,48976
,,,,,,,,1501,47793
,,,,,,,,1502,47139
,,,,,,,,1503,46732
,,,,,,,,1504,46527
,,,,,,,,1505,46606
,,,,,,,,1506,47059
,,,,,,,,1507,47799
,,,,,,,,1508,49940
,,,,,,,,1509,52650
,,,,,,,,1510,51901
,,,,,,,,1511,50013
,,,,,,,,1512,46932
,,,,,,,,1513,43403
,,,,,,,,1514,41240
,,,,,,,,1515,40341
,,,,,,,,1516,40182
,,,,,,,,1517,40701
,,,,,,,,1518,42336
,,,,,,,,1519,46824
,,,,,,,,1520,53943
,,,,,,,,1521,55446
,,,,,,,,1522,53722
,,,,,,,,1523,52871
,,,,,,,,1524,52622
,,,,,,,,1525,52607
,,,,,,,,1526,52833
,,,,,,,,1527,53486
,,,,,,,,1528,53709
,,,,,,,,1529,53792
,,,,,,,,1530,53833
,,,,,,,,1531,53417
,,,,,,,,1532,54690
,,,,,,,,1533,56674
,,,,,,,,1534,55483
,,,,,,,,1535,53073
,,,,,,,,1536,49022
,,,,,,,,1537,44979
,,,,,,,,1538,42269
,,,,,,,,1539,40890
,,,,,,,,1540,40324
,,,,,,,,1541,40310
,,,,,,,,1542,41519
,,,,,,,,1543,45063
,,,,,,,,1544,51174
,,,,,,,,1545,52482
,,,,,,,,1546,52009
,,,,,,,,1547,52367
,,,,,,,,1548,52779
,,,,,,,,1549,53090
,,,,,,,,1550,53139
,,,,,,,,1551,53497
,,,,,,,,1552,53458
,,,,,,,,1553,53285
,,,,,,,,1554,53090
,,,,,,,,1555,53043
,,,,,,,,1556,55058
,,,,,,,,1557,56803
,,,,,,,,1558,55972
,,,,,,,,1559,53473
,,,,,,,,1560,49477
,,,,,,,,1561,45429
,,,,,,,,1562,42782
,,,,,,,,1563,41391
,,,,,,,,1564,40610
,,,,,,,,1565,40447
,,,,,,,,1566,41151
,,,,,,,,1567,44301
,,,,,,,,1568,49980
,,,,,,,,1569,51567
,,,,,,,,1570,51792
,,,,,,,,1571,52786
,,,,,,,,1572,53932
,,,,,,,,1573,54560
,,,,,,,,1574,54857
,,,,,,,,1575,55204
,,,,,,,,1576,55005
,,,,,,,,1577,54810
,,,,,,,,1578,55035
,,,,,,,,1579,55125
,,,,,,,,1580,56914
,,,,,,,,1581,58363
,,,,,,,,1582,57644
,,,,,,,,1583,55473
,,,,,,,,1584,51637
,,,,,,,,1585,47555
,,,,,,,,1586,44573
,,,,,,,,1587,42954
,,,,,,,,1588,41872
,,,,,,,,1589,41484
,,,,,,,,1590,41868
,,,,,,,,1591,45017
,,,,,,,,1592,50807
,,,,,,,,1593,53122
,,,,,,,,1594,53727
,,,,,,,,1595,55117
,,,,,,,,1596,56623
,,,,,,,,1597,57406
,,,,,,,,1598,57706
,,,,,,,,1599,58180
,,,,,,,,1600,58134
,,,,,,,,1601,58419
,,,,,,,,1602,59010
,,,,,,,,1603,59291
,,,,,,,,1604,60851
,,,,,,,,1605,61656
,,,,,,,,1606,60837
,,,,,,,,1607,58545
,,,,,,,,1608,54671
,,,,,,,,1609,50383
,,,,,,,,1610,47509
,,,,,,,,1611,46197
,,,,,,,,1612,45366
,,,,,,,,1613,45458
,,,,,,,,1614,46521
,,,,,,,,1615,50426
,,,,,,,,1616,56718
,,,,,,,,1617,58927
,,,,,,,,1618,59172
,,,,,,,,1619,59937
,,,,,,,,1620,60493
,,,,,,,,1621,60540
,,,,,,,,1622,60083
,,,,,,,,1623,59794
,,,,,,,,1624,58921
,,,,,,,,1625,58481
,,,,,,,,1626,59048
,,,,,,,,1627,59631
,,,,,,,,1628,61339
,,,,,,,,1629,61848
,,,,,,,,1630,60644
,,,,,,,,1631,58575
,,,,,,,,1632,55596
,,,,,,,,1633,52342
,,,,,,,,1634,49855
,,,,,,,,1635,48338
,,,,,,,,1636,47545
,,,,,,,,1637,47241
,,,,,,,,1638,47513
,,,,,,,,1639,48831
,,,,,,,,1640,50881
,,,,,,,,1641,52665
,,,,,,,,1642,54786
,,,,,,,,1643,56328
,,,,,,,,1644,56925
,,,,,,,,1645,56465
,,,,,,,,1646,55561
,,,,,,,,1647,54503
,,,,,,,,1648,53739
,,,,,,,,1649,53352
,,,,,,,,1650,53280
,,,,,,,,1651,54012
,,,,,,,,1652,55696
,,,,,,,,1653,56227
,,,,,,,,1654,55127
,,,,,,,,1655,53342
,,,,,,,,1656,50891
,,,,,,,,1657,48215
,,,,,,,,1658,45862
,,,,,,,,1659,42092
,,,,,,,,1660,43098
,,,,,,,,1661,42780
,,,,,,,,1662,42990
,,,,,,,,1663,44223
,,,,,,,,1664,45828
,,,,,,,,1665,46942
,,,,,,,,1666,48425
,,,,,,,,1667,49414
,,,,,,,,1668,49716
,,,,,,,,1669,49553
,,,,,,,,1670,48685
,,,,,,,,1671,47712
,,,,,,,,1672,47097
,,,,,,,,1673,46966
,,,,,,,,1674,47217
,,,,,,,,1675,47466
,,,,,,,,1676,49151
,,,,,,,,1677,51337
,,,,,,,,1678,50561
,,,,,,,,1679,48556
,,,,,,,,1680,45253
,,,,,,,,1681,42508
,,,,,,,,1682,40884
,,,,,,,,1683,40114
,,,,,,,,1684,39983
,,,,,,,,1685,40757
,,,,,,,,1686,43508
,,,,,,,,1687,47565
,,,,,,,,1688,50577
,,,,,,,,1689,51203
,,,,,,,,1690,51901
,,,,,,,,1691,52461
,,,,,,,,1692,52707
,,,,,,,,1693,52717
,,,,,,,,1694,53350
,,,,,,,,1695,53847
,,,,,,,,1696,54366
,,,,,,,,1697,54912
,,,,,,,,1698,55074
,,,,,,,,1699,54865
,,,,,,,,1700,55494
,,,,,,,,1701,57074
,,,,,,,,1702,55248
,,,,,,,,1703,52099
,,,,,,,,1704,48056
,,,,,,,,1705,44596
,,,,,,,,1706,42728
,,,,,,,,1707,41641
,,,,,,,,1708,41150
,,,,,,,,1709,41408
,,,,,,,,1710,43514
,,,,,,,,1711,46935
,,,,,,,,1712,49792
,,,,,,,,1713,50438
,,,,,,,,1714,51993
,,,,,,,,1715,53778
,,,,,,,,1716,55087
,,,,,,,,1717,55743
,,,,,,,,1718,56695
,,,,,,,,1719,57305
,,,,,,,,1720,57950
,,,,,,,,1721,58483
,,,,,,,,1722,58245
,,,,,,,,1723,57436
,,,,,,,,1724,57817
,,,,,,,,1725,59162
,,,,,,,,1726,57533
,,,,,,,,1727,54277
,,,,,,,,1728,49966
,,,,,,,,1729,46155
,,,,,,,,1730,44027
,,,,,,,,1731,42580
,,,,,,,,1732,41920
,,,,,,,,1733,42154
,,,,,,,,1734,44131
,,,,,,,,1735,47776
,,,,,,,,1736,50290
,,,,,,,,1737,50900
,,,,,,,,1738,52454
,,,,,,,,1739,54473
,,,,,,,,1740,56118
,,,,,,,,1741,57246
,,,,,,,,1742,58415
,,,,,,,,1743,59210
,,,,,,,,1744,59738
,,,,,,,,1745,59973
,,,,,,,,1746,59536
,,,,,,,,1747,58488
,,,,,,,,1748,58554
,,,,,,,,1749,59596
,,,,,,,,1750,57939
,,,,,,,,1751,54642
,,,,,,,,1752,50617
,,,,,,,,1753,47080
,,,,,,,,1754,44761
,,,,,,,,1755,43176
,,,,,,,,1756,42638
,,,,,,,,1757,42880
,,,,,,,,1758,44713
,,,,,,,,1759,48295
,,,,,,,,1760,50821
,,,,,,,,1761,51741
,,,,,,,,1762,53516
,,,,,,,,1763,55732
,,,,,,,,1764,57527
,,,,,,,,1765,58889
,,,,,,,,1766,60234
,,,,,,,,1767,61156
,,,,,,,,1768,61809
,,,,,,,,1769,61976
,,,,,,,,1770,61402
,,,,,,,,1771,60081
,,,,,,,,1772,59788
,,,,,,,,1773,60905
,,,,,,,,1774,59054
,,,,,,,,1775,55555
,,,,,,,,1776,51269
,,,,,,,,1777,47646
,,,,,,,,1778,45419
,,,,,,,,1779,43875
,,,,,,,,1780,43119
,,,,,,,,1781,43168
,,,,,,,,1782,44951
,,,,,,,,1783,48525
,,,,,,,,1784,50721
,,,,,,,,1785,51623
,,,,,,,,1786,53579
,,,,,,,,1787,56048
,,,,,,,,1788,57759
,,,,,,,,1789,59001
,,,,,,,,1790,60141
,,,,,,,,1791,61015
,,,,,,,,1792,61650
,,,,,,,,1793,61611
,,,,,,,,1794,60490
,,,,,,,,1795,58577
,,,,,,,,1796,58502
,,,,,,,,1797,59296
,,,,,,,,1798,57739
,,,,,,,,1799,54938
,,,,,,,,1800,51369
,,,,,,,,1801,47942
,,,,,,,,1802,45493
,,,,,,,,1803,43722
,,,,,,,,1804,42659
,,,,,,,,1805,42324
,,,,,,,,1806,42697
,,,,,,,,1807,44196
,,,,,,,,1808,45827
,,,,,,,,1809,47179
,,,,,,,,1810,49703
,,,,,,,,1811,52370
,,,,,,,,1812,54303
,,,,,,,,1813,55471
,,,,,,,,1814,56132
,,,,,,,,1815,56440
,,,,,,,,1816,56803
,,,,,,,,1817,57077
,,,,,,,,1818,56950
,,,,,,,,1819,56247
,,,,,,,,1820,56481
,,,,,,,,1821,57629
,,,,,,,,1822,56210
,,,,,,,,1823,53716
,,,,,,,,1824,50423
,,,,,,,,1825,46854
,,,,,,,,1826,44591
,,,,,,,,1827,43051
,,,,,,,,1828,42141
,,,,,,,,1829,41501
,,,,,,,,1830,41813
,,,,,,,,1831,42724
,,,,,,,,1832,44007
,,,,,,,,1833,45412
,,,,,,,,1834,48040
,,,,,,,,1835,50206
,,,,,,,,1836,52004
,,,,,,,,1837,53621
,,,,,,,,1838,54647
,,,,,,,,1839,55262
,,,,,,,,1840,55573
,,,,,,,,1841,55791
,,,,,,,,1842,56011
,,,,,,,,1843,55909
,,,,,,,,1844,57425
,,,,,,,,1845,59152
,,,,,,,,1846,57757
,,,,,,,,1847,54426
,,,,,,,,1848,50065
,,,,,,,,1849,46434
,,,,,,,,1850,44133
,,,,,,,,1851,42877
,,,,,,,,1852,42454
,,,,,,,,1853,43123
,,,,,,,,1854,46007
,,,,,,,,1855,51433
,,,,,,,,1856,53987
,,,,,,,,1857,53823
,,,,,,,,1858,55080
,,,,,,,,1859,56812
,,,,,,,,1860,58381
,,,,,,,,1861,59500
,,,,,,,,1862,60563
,,,,,,,,1863,61098
,,,,,,,,1864,61402
,,,,,,,,1865,61221
,,,,,,,,1866,60739
,,,,,,,,1867,60104
,,,,,,,,1868,60299
,,,,,,,,1869,60794
,,,,,,,,1870,58618
,,,,,,,,1871,54521
,,,,,,,,1872,49628
,,,,,,,,1873,46269
,,,,,,,,1874,43791
,,,,,,,,1875,42373
,,,,,,,,1876,41804
,,,,,,,,1877,42228
,,,,,,,,1878,44627
,,,,,,,,1879,49866
,,,,,,,,1880,53167
,,,,,,,,1881,53093
,,,,,,,,1882,53372
,,,,,,,,1883,53570
,,,,,,,,1884,53641
,,,,,,,,1885,53410
,,,,,,,,1886,53520
,,,,,,,,1887,53635
,,,,,,,,1888,53524
,,,,,,,,1889,53560
,,,,,,,,1890,53326
,,,,,,,,1891,53138
,,,,,,,,1892,54058
,,,,,,,,1893,55566
,,,,,,,,1894,53961
,,,,,,,,1895,50263
,,,,,,,,1896,45929
,,,,,,,,1897,42971
,,,,,,,,1898,41332
,,,,,,,,1899,40450
,,,,,,,,1900,40267
,,,,,,,,1901,40937
,,,,,,,,1902,43870
,,,,,,,,1903,49806
,,,,,,,,1904,52959
,,,,,,,,1905,52180
,,,,,,,,1906,52343
,,,,,,,,1907,52691
,,,,,,,,1908,52767
,,,,,,,,1909,52550
,,,,,,,,1910,52879
,,,,,,,,1911,52999
,,,,,,,,1912,53141
,,,,,,,,1913,53293
,,,,,,,,1914,53307
,,,,,,,,1915,53108
,,,,,,,,1916,53470
,,,,,,,,1917,55332
,,,,,,,,1918,53731
,,,,,,,,1919,50099
,,,,,,,,1920,45903
,,,,,,,,1921,42839
,,,,,,,,1922,41256
,,,,,,,,1923,40277
,,,,,,,,1924,40130
,,,,,,,,1925,40924
,,,,,,,,1926,44044
,,,,,,,,1927,50289
,,,,,,,,1928,53168
,,,,,,,,1929,52452
,,,,,,,,1930,52883
,,,,,,,,1931,53636
,,,,,,,,1932,54014
,,,,,,,,1933,54285
,,,,,,,,1934,54757
,,,,,,,,1935,55194
,,,,,,,,1936,55891
,,,,,,,,1937,56446
,,,,,,,,1938,56323
,,,,,,,,1939,55788
,,,,,,,,1940,55733
,,,,,,,,1941,57299
,,,,,,,,1942,55497
,,,,,,,,1943,51390
,,,,,,,,1944,46721
,,,,,,,,1945,43464
,,,,,,,,1946,41645
,,,,,,,,1947,40617
,,,,,,,,1948,40438
,,,,,,,,1949,41116
,,,,,,,,1950,44086
,,,,,,,,1951,49933
,,,,,,,,1952,52646
,,,,,,,,1953,52009
,,,,,,,,1954,52245
,,,,,,,,1955,52912
,,,,,,,,1956,53302
,,,,,,,,1957,53965
,,,,,,,,1958,55275
,,,,,,,,1959,56389
,,,,,,,,1960,57675
,,,,,,,,1961,58792
,,,,,,,,1962,58771
,,,,,,,,1963,57619
,,,,,,,,1964,56261
,,,,,,,,1965,56969
,,,,,,,,1966,54803
,,,,,,,,1967,51611
,,,,,,,,1968,47721
,,,,,,,,1969,44292
,,,,,,,,1970,41975
,,,,,,,,1971,40536
,,,,,,,,1972,39812
,,,,,,,,1973,39721
,,,,,,,,1974,40633
,,,,,,,,1975,42585
,,,,,,,,1976,44432
,,,,,,,,1977,46251
,,,,,,,,1978,48278
,,,,,,,,1979,50088
,,,,,,,,1980,51324
,,,,,,,,1981,52346
,,,,,,,,1982,53641
,,,,,,,,1983,55088
,,,,,,,,1984,56877
,,,,,,,,1985,58453
,,,,,,,,1986,59310
,,,,,,,,1987,58613
,,,,,,,,1988,57296
,,,,,,,,1989,57903
,,,,,,,,1990,55817
,,,,,,,,1991,52581
,,,,,,,,1992,48624
,,,,,,,,1993,44874
,,,,,,,,1994,42435
,,,,,,,,1995,40816
,,,,,,,,1996,39804
,,,,,,,,1997,39298
,,,,,,,,1998,39276
,,,,,,,,1999,40291
,,,,,,,,2000,41148
,,,,,,,,2001,43209
,,,,,,,,2002,45868
,,,,,,,,2003,48378
,,,,,,,,2004,50800
,,,,,,,,2005,53242
,,,,,,,,2006,55570
,,,,,,,,2007,57784
,,,,,,,,2008,59796
,,,,,,,,2009,61409
,,,,,,,,2010,62214
,,,,,,,,2011,61579
,,,,,,,,2012,60551
,,,,,,,,2013,61472
,,,,,,,,2014,59041
,,,,,,,,2015,54382
,,,,,,,,2016,48804
,,,,,,,,2017,44756
,,,,,,,,2018,42330
,,,,,,,,2019,40825
,,,,,,,,2020,40206
,,,,,,,,2021,40708
,,,,,,,,2022,43596
,,,,,,,,2023,49070
,,,,,,,,2024,51239
,,,,,,,,2025,51509
,,,,,,,,2026,53312
,,,,,,,,2027,55550
,,,,,,,,2028,57861
,,,,,,,,2029,60041
,,,,,,,,2030,62371
,,,,,,,,2031,64306
,,,,,,,,2032,66238
,,,,,,,,2033,67811
