Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,float_offshore_wind_2,comm_solar_pv_2,res_solar_pv_2
1,0.262,1,0.0,0.3201661669530841,1,0.4579638027472011,1,1,0.552743642,1,1,0.4579638027472011,0.0,0.0
2,0.262,1,0.0,0.2796206664865563,1,0.6350723283789981,1,1,0.552743642,1,1,0.6350723283789981,0.0,0.0
3,0.262,1,0.0,0.2675484466706589,1,0.4659044365495065,1,1,0.552743642,1,1,0.4659044365495065,0.0,0.0
4,0.262,1,0.0,0.3272650912330008,1,0.351983766057807,1,1,0.552743642,1,1,0.351983766057807,0.0,0.0
5,0.262,1,0.0,0.3282844858384484,1,0.3493745332982552,1,1,0.552743642,1,1,0.3493745332982552,0.0,0.0
6,0.262,1,0.0,0.3281412074448647,1,0.3993015998387704,1,1,0.552743642,1,1,0.3993015998387704,0.0,0.0
7,0.262,1,0.0,0.3178140139212642,1,0.5999903499359904,1,1,0.552743642,1,1,0.5999903499359904,0.0,0.0
8,0.262,1,0.0078714866640479,0.3869762750635456,1,0.597451278823109,1,1,0.552743642,1,1,0.597451278823109,0.0046104421889423,0.0041887554033683
9,0.262,1,0.0314354645210184,0.3125455768572834,1,0.4721398296541232,1,1,0.552743642,1,1,0.4721398296541232,0.018412200648025,0.0167281579058276
10,0.262,1,0.0454618002536753,0.2515728610847332,1,0.4726331926067062,1,1,0.552743642,1,1,0.4726331926067062,0.0266276258628669,0.0241921722778486
11,0.262,1,0.0655101544186581,0.2746277336745629,1,0.365885022487583,1,1,0.552743642,1,1,0.365885022487583,0.0383702333023568,0.0348607607442144
12,0.262,1,0.0819279499935292,0.1529170281564903,1,0.2518110743246037,1,1,0.552743642,1,1,0.2518110743246037,0.0479863707104956,0.0435973733894137
13,0.262,1,0.0674917424534887,0.1101943691988084,1,0.1666830281989437,1,1,0.552743642,1,1,0.1666830281989437,0.0395308777227576,0.0359152486627493
14,0.262,1,0.0556626970881839,0.1458343646917575,1,0.1109712603979469,1,1,0.552743642,1,1,0.1109712603979469,0.0326024368659362,0.0296205066647835
15,0.262,1,0.0511621238879425,0.1505661313333707,1,0.080344202852024,1,1,0.552743642,1,1,0.080344202852024,0.029966386848652,0.0272255587832265
16,0.262,1,0.0291994634031624,0.07708932,1,0.072389021859185,1,1,0.552743642,1,1,0.072389021859185,0.0171025428504236,0.0155382858823971
17,0.262,1,0.0,0.07215804,1,0.0730744423341442,1,1,0.552743642,1,1,0.0730744423341442,0.0,0.0
18,0.262,1,0.0,0.0823587012850111,1,0.0548191361425566,1,1,0.552743642,1,1,0.0548191361425566,0.0,0.0
19,0.262,1,0.0,0.0990712517270382,1,0.0435625964493517,1,1,0.552743642,1,1,0.0435625964493517,0.0,0.0
20,0.262,1,0.0,0.0565772512154253,1,0.0395355725781709,1,1,0.552743642,1,1,0.0395355725781709,0.0,0.0
