Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,2.4799913253632874e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.701840599293111e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.0360052249607825e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,6.279684858904381e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.2674293481398811e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.2903068174087057e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.1717151258495908e9
NENGREST,Liion_Moderate,1,1,1.0294658127312865e9
NENGREST,TEGS,1,1,2.139727731389005e7
