Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,0.0
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,2.786864500874678e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.5404504101631272e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,3.5510460991329303e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,3.1143410507310314e-10
NENGREST,NENGREST_nuclear_1,1,1,-5.981173066310868e-8
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,4.725211400438115e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.4706358760706356e9
NENGREST,Liion_Moderate,1,1,1.0936421860163913e9
NENGREST,TEGS,1,1,5.3875568160183564e7
