Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,-2.128057433488447e-11
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,8.651644913805598e8
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,1.8346851074942005e8
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,2.8153988308476276e9
NENGREST,NaturalGas_CCS100_Moderate,1,1,-3.3916031572297735e-9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,2.1952205936384548e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.4827180975138867e9
NENGREST,Liion_Moderate,1,1,1.0662693251703881e9
NENGREST,TEGS,1,1,7.770522786967805e7
